date,team_id,planned_agents,active_agents,absence_count,shift_hours,backlog_start,backlog_end,incoming_tickets,resolved_tickets,avg_handle_time_min,overtime_hours,load_ts
2025-01-15,T022,16,16,0,128.0,6,2,5,9,47.3,0.3,2025-01-15 02:21:00
2025-09-01,T026,10,9,1,72.0,12,5,6,13,54.6,0.2,2025-09-01 02:01:00
2025-09-23,T025,15,13,2,104.0,4,0,7,14,23.3,0.0,2025-09-23 03:34:00
2025-01-11,T013,15,15,0,112.5,15,7,5,13,43.9,0.8,2025-01-11 03:39:00
2025-09-13,T027,6,6,0,45.0,4,0,8,17,26.3,0.1,2025-09-13 03:44:00
2025-10-12,T006,15,13,2,97.5,5,0,2,9,40.1,0.6,2025-10-12 03:14:00
2026-02-25,T025,15,15,0,120.0,6,5,7,8,43.5,0.0,2026-02-25 02:51:00
2026-04-16,T010,14,14,0,112.0,7,2,2,7,41.0,0.7,2026-04-16 02:51:00
2025-12-18,T026,10,10,0,80.0,10,12,11,9,36.5,1.7,2025-12-18 02:06:00
2025-10-02,T027,8,8,0,64.0,1,1,7,7,40.6,0.4,2025-10-02 02:55:00
2025-02-23,T009,11,9,2,67.5,6,0,4,13,44.5,0.5,2025-02-23 02:31:00
2025-04-15,T026,10,10,0,80.0,6,0,9,16,53.3,0.0,2025-04-15 03:52:00
2025-12-01,T005,17,16,1,128.0,6,3,6,9,43.6,0.0,2025-12-01 03:40:00
2026-02-12,T028,6,6,0,48.0,7,0,5,13,55.4,0.5,2026-02-12 03:49:00
2025-07-21,T022,16,15,1,120.0,10,9,7,8,58.1,0.6,2025-07-21 03:27:00
2025-10-22,T005,17,17,0,136.0,1,0,12,13,30.4,0.7,2025-10-22 02:17:00
2026-05-23,T004,8,6,2,45.0,9,5,3,7,84.5,0.7,2026-05-23 03:34:00
2025-05-14,T006,17,16,1,128.0,5,0,5,11,49.2,0.1,2025-05-14 02:38:00
2025-02-12,T022,16,16,0,128.0,9,5,5,9,44.1,0.4,2025-02-12 03:56:00
2026-03-04,T025,15,15,0,120.0,4,2,4,6,18.2,0.0,2026-03-04 03:45:00
2026-06-24,T014,17,16,1,128.0,4,0,3,9,55.8,0.1,2026-06-24 02:44:00
2026-06-16,T003,11,8,3,64.0,6,1,4,9,28.0,0.0,2026-06-16 02:31:00
2026-01-30,T032,11,10,1,80.0,6,0,1,7,94.3,0.0,2026-01-30 03:56:00
2025-01-21,T005,17,17,0,136.0,5,2,7,10,25.7,0.0,2025-01-21 03:53:00
2025-04-14,T004,10,8,2,64.0,3,3,7,7,80.3,0.9,2025-04-14 03:29:00
2026-05-01,T009,13,13,0,104.0,7,9,5,3,38.0,0.9,2026-05-01 03:56:00
2025-06-09,T013,17,17,0,136.0,4,7,10,7,44.7,0.0,2025-06-09 03:34:00
2025-05-28,T024,16,15,1,120.0,4,0,2,6,87.9,0.0,2025-05-28 02:29:00
2025-09-16,T026,10,9,1,72.0,8,0,10,21,60.1,0.0,2025-09-16 02:57:00
2026-01-27,T024,16,16,0,128.0,5,0,3,9,72.4,1.1,2026-01-27 02:00:00
2025-01-01,T015,18,16,2,128.0,5,0,4,17,50.4,0.0,2025-01-01 03:43:00
2025-08-23,T011,6,6,0,45.0,7,3,2,6,54.8,0.9,2025-08-23 02:33:00
2025-12-04,T012,10,8,2,64.0,9,6,8,11,85.7,0.9,2025-12-04 03:40:00
2025-12-21,T019,10,9,1,67.5,10,9,5,6,51.2,0.0,2025-12-21 02:06:00
2025-09-18,T025,15,13,2,104.0,5,2,6,9,24.0,0.7,2025-09-18 02:52:00
2026-05-02,T011,6,6,0,45.0,9,0,2,11,36.2,0.0,2026-05-02 02:06:00
2025-12-21,T031,13,13,0,97.5,8,4,2,6,27.1,0.2,2025-12-21 03:43:00
2026-05-11,T031,15,14,1,112.0,7,8,5,4,38.0,0.0,2026-05-11 03:34:00
2026-02-19,T032,11,11,0,88.0,6,3,4,7,73.7,0.7,2026-02-19 03:25:00
2026-04-11,T026,8,7,1,52.5,17,10,5,12,46.6,0.5,2026-04-11 02:52:00
2026-06-06,T017,10,8,2,60.0,5,0,0,5,35.8,0.2,2026-06-06 03:51:00
2026-06-09,T025,15,15,0,120.0,2,1,3,4,21.5,0.6,2026-06-09 02:25:00
2025-06-07,T018,11,10,1,75.0,4,1,4,7,61.2,0.6,2025-06-07 02:39:00
2026-06-19,T014,17,17,0,136.0,9,8,11,12,52.8,0.0,2026-06-19 02:52:00
2025-09-12,T008,7,6,1,48.0,8,5,2,5,88.3,0.0,2025-09-12 02:49:00
2025-08-29,T004,10,10,0,80.0,12,2,7,17,87.0,0.0,2025-08-29 02:28:00
2025-07-13,T019,10,8,2,60.0,10,8,8,10,48.0,0.7,2025-07-13 02:43:00
2026-06-12,T011,8,7,1,56.0,10,6,9,13,27.8,0.0,2026-06-12 02:03:00
2026-04-30,T019,12,10,2,80.0,2,0,5,10,42.2,0.0,2026-04-30 03:22:00
2026-01-26,T013,17,16,1,128.0,12,13,13,12,19.7,1.0,2026-01-26 02:35:00
2026-02-23,T010,14,12,2,96.0,5,0,8,17,44.5,0.0,2026-02-23 02:45:00
2026-01-23,T005,17,16,1,128.0,4,0,10,15,20.7,0.1,2026-01-23 02:21:00
2025-04-21,T031,15,13,2,104.0,4,0,2,8,26.1,0.9,2025-04-21 02:19:00
2026-03-24,T008,7,6,1,48.0,10,7,3,6,86.3,0.4,2026-03-24 03:37:00
2025-12-11,T028,6,4,2,32.0,2,2,4,4,58.0,0.4,2025-12-11 03:45:00
2026-01-14,T024,16,16,0,128.0,10,9,5,6,91.6,0.2,2026-01-14 02:08:00
2025-11-16,T011,6,6,0,45.0,12,12,6,6,39.5,0.3,2025-11-16 02:37:00
2025-08-26,T013,17,17,0,136.0,6,6,13,13,39.2,1.3,2025-08-26 02:34:00
2025-02-11,T006,17,15,2,120.0,7,2,5,10,53.0,0.6,2025-02-11 02:34:00
2026-06-02,T022,16,14,2,112.0,4,0,6,12,73.8,0.4,2026-06-02 02:35:00
2025-11-20,T005,17,16,1,128.0,5,5,12,12,41.7,0.0,2025-11-20 03:58:00
2025-01-20,T015,18,16,2,128.0,6,0,4,13,33.9,0.1,2025-01-20 02:52:00
2026-03-04,T006,17,17,0,136.0,7,4,8,11,68.2,0.0,2026-03-04 03:08:00
2026-02-01,T013,15,15,0,112.5,5,1,5,9,25.6,0.0,2026-02-01 03:56:00
2025-08-04,T020,16,16,0,128.0,6,3,1,4,95.6,0.4,2025-08-04 03:10:00
2026-05-09,T007,8,8,0,60.0,9,6,5,8,47.4,0.1,2026-05-09 02:20:00
2025-12-21,T010,12,11,1,82.5,9,3,8,14,72.3,0.2,2025-12-21 02:34:00
2025-12-11,T027,8,6,2,48.0,3,4,8,7,45.2,0.3,2025-12-11 03:52:00
2025-01-15,T007,10,10,0,80.0,6,0,5,12,47.3,0.0,2025-01-15 02:21:00
2025-03-21,T030,10,10,0,80.0,8,3,8,13,39.8,0.2,2025-03-21 02:18:00
2026-01-29,T010,14,14,0,112.0,6,8,8,6,73.8,0.4,2026-01-29 02:55:00
2026-02-07,T027,6,6,0,45.0,6,2,5,9,39.6,0.0,2026-02-07 02:33:00
2025-06-26,T006,17,16,1,128.0,8,2,7,13,70.9,0.2,2025-06-26 02:52:00
2025-12-23,T012,10,10,0,80.0,9,6,4,7,89.5,1.0,2025-12-23 02:39:00
2025-11-28,T015,18,18,0,144.0,7,0,5,12,33.1,0.4,2025-11-28 03:56:00
2025-09-06,T002,13,12,1,90.0,8,6,6,8,61.0,0.0,2025-09-06 03:37:00
2025-05-21,T022,16,15,1,120.0,6,4,8,10,56.0,0.8,2025-05-21 02:03:00
2025-03-31,T007,10,9,1,72.0,4,0,2,8,24.2,0.6,2025-03-31 02:28:00
2026-04-02,T015,18,18,0,144.0,10,7,0,3,50.4,0.4,2026-04-02 02:28:00
2025-11-19,T024,16,16,0,128.0,7,4,6,9,93.8,0.5,2025-11-19 03:22:00
2025-03-22,T003,9,8,1,60.0,8,7,2,3,35.1,0.0,2025-03-22 02:53:00
2026-05-15,T014,17,17,0,136.0,5,3,7,9,36.9,0.0,2026-05-15 03:50:00
2025-06-12,T018,13,13,0,104.0,10,0,6,18,69.8,0.9,2025-06-12 03:51:00
2025-06-08,T012,8,8,0,60.0,11,8,2,5,63.2,0.1,2025-06-08 03:52:00
2025-01-24,T005,17,17,0,136.0,8,0,9,17,25.3,0.3,2025-01-24 03:31:00
2025-03-30,T018,11,10,1,75.0,6,0,4,10,34.5,0.0,2025-03-30 03:57:00
2025-01-20,T011,8,6,2,48.0,6,3,8,11,45.1,0.0,2025-01-20 02:56:00
2025-05-31,T030,8,8,0,60.0,6,1,4,9,55.6,0.7,2025-05-31 02:12:00
2025-05-19,T017,12,11,1,88.0,5,8,7,4,42.3,0.7,2025-05-19 02:46:00
2025-10-08,T027,8,8,0,64.0,8,7,8,9,50.7,0.4,2025-10-08 02:33:00
2025-08-13,T028,6,6,0,48.0,7,4,4,7,94.1,0.0,2025-08-13 03:46:00
2025-08-18,T012,10,8,2,64.0,8,6,4,6,69.0,1.0,2025-08-18 02:02:00
2025-01-21,T031,15,14,1,112.0,5,4,4,5,47.9,0.4,2025-01-21 03:12:00
2026-04-04,T024,14,13,1,97.5,3,0,0,3,68.2,0.0,2026-04-04 02:47:00
2025-04-30,T007,10,10,0,80.0,3,0,4,7,52.3,0.7,2025-04-30 03:34:00
2025-07-08,T009,13,12,1,96.0,7,9,11,9,41.5,0.6,2025-07-08 03:51:00
2025-05-10,T030,8,8,0,60.0,3,0,3,9,39.4,0.3,2025-05-10 03:09:00
2025-06-04,T004,10,9,1,72.0,8,5,2,5,59.7,1.1,2025-06-04 03:35:00
2026-06-24,T025,15,11,4,88.0,10,9,8,9,39.4,0.0,2026-06-24 02:16:00
2026-06-03,T017,12,11,1,88.0,5,3,8,10,39.1,0.0,2026-06-03 02:03:00
2025-09-04,T006,17,17,0,136.0,13,14,9,8,49.1,0.5,2025-09-04 02:13:00
2025-11-26,T015,18,18,0,144.0,2,0,3,5,47.3,0.0,2025-11-26 02:12:00
2025-02-26,T020,16,16,0,128.0,9,8,4,5,66.6,0.0,2025-02-26 02:15:00
2025-12-19,T001,20,20,0,160.0,5,0,11,16,33.0,0.4,2025-12-19 03:16:00
2026-01-13,T026,10,9,1,72.0,4,0,4,10,71.0,0.8,2026-01-13 02:15:00
2026-02-27,T016,14,14,0,112.0,9,3,2,8,96.4,0.0,2026-02-27 03:14:00
2025-04-02,T007,10,10,0,80.0,8,4,8,12,47.5,0.2,2025-04-02 02:03:00
2026-06-06,T029,18,18,0,135.0,0,0,2,2,45.5,0.3,2026-06-06 03:34:00
2026-01-04,T027,6,6,0,45.0,9,1,3,11,29.9,0.5,2026-01-04 02:42:00
2025-02-12,T001,20,19,1,152.0,7,4,9,12,41.8,0.5,2025-02-12 02:14:00
2025-09-19,T002,15,15,0,120.0,16,16,11,11,63.1,0.6,2025-09-19 03:27:00
2025-10-05,T007,8,8,0,60.0,6,3,2,5,43.9,0.0,2025-10-05 02:17:00
2025-10-07,T007,10,10,0,80.0,8,2,5,11,39.6,0.2,2025-10-07 02:40:00
2026-04-25,T026,8,8,0,60.0,10,8,2,4,57.4,0.5,2026-04-25 03:16:00
2026-03-20,T002,15,15,0,120.0,3,0,8,18,34.7,0.4,2026-03-20 03:09:00
2026-03-20,T012,10,10,0,80.0,6,3,6,9,89.4,0.0,2026-03-20 03:32:00
2025-07-23,T007,10,10,0,80.0,7,6,7,8,50.2,0.0,2025-07-23 03:27:00
2026-04-17,T016,14,13,1,104.0,14,1,6,19,68.8,0.6,2026-04-17 03:05:00
2025-05-30,T024,16,14,2,112.0,10,2,3,11,79.5,0.0,2025-05-30 02:22:00
2025-10-20,T010,14,13,1,104.0,3,0,3,10,73.5,0.0,2025-10-20 02:30:00
2026-04-14,T015,18,18,0,144.0,5,0,6,21,24.5,0.0,2026-04-14 03:33:00
2025-08-02,T019,10,9,1,67.5,9,6,3,6,36.4,0.0,2025-08-02 02:34:00
2025-09-03,T019,12,12,0,96.0,4,1,2,5,36.0,0.8,2025-09-03 02:03:00
2025-09-10,T020,16,16,0,128.0,12,8,6,10,57.5,0.0,2025-09-10 03:42:00
2026-04-03,T022,16,15,1,120.0,3,0,3,7,42.8,0.0,2026-04-03 02:29:00
2025-06-07,T017,10,9,1,67.5,5,4,4,5,42.5,0.0,2025-06-07 03:44:00
2026-01-15,T006,17,16,1,128.0,3,0,4,9,45.4,0.0,2026-01-15 03:41:00
2025-08-09,T018,11,10,1,75.0,5,5,4,4,59.7,0.4,2025-08-09 03:39:00
2025-08-12,T019,12,12,0,96.0,4,0,1,5,39.5,0.0,2025-08-12 02:47:00
2025-02-23,T015,16,14,2,105.0,2,2,2,2,26.8,1.0,2025-02-23 03:53:00
2025-04-27,T015,16,14,2,105.0,4,0,4,12,53.6,0.0,2025-04-27 02:58:00
2025-12-14,T013,15,15,0,112.5,6,3,3,6,29.6,0.3,2025-12-14 02:50:00
2025-02-12,T006,17,16,1,128.0,8,0,7,15,53.3,0.0,2025-02-12 03:45:00
2026-05-09,T012,8,6,2,45.0,6,0,3,11,75.5,0.7,2026-05-09 03:06:00
2026-04-19,T009,11,9,2,67.5,10,8,5,7,20.3,0.1,2026-04-19 03:50:00
2026-01-14,T002,15,14,1,112.0,11,2,10,19,74.1,0.9,2026-01-14 03:11:00
2025-03-08,T029,18,18,0,135.0,4,0,3,7,38.1,0.5,2025-03-08 02:01:00
2025-10-06,T009,13,13,0,104.0,8,0,12,22,35.9,0.5,2025-10-06 03:38:00
2025-04-01,T013,17,17,0,136.0,3,0,4,7,21.9,0.0,2025-04-01 03:37:00
2025-07-10,T011,8,8,0,64.0,5,0,5,11,38.6,0.0,2025-07-10 03:49:00
2026-06-20,T003,9,8,1,60.0,1,1,4,4,52.7,0.5,2026-06-20 03:26:00
2026-03-13,T013,17,16,1,128.0,5,0,5,10,19.4,0.4,2026-03-13 03:37:00
2025-07-28,T031,15,15,0,120.0,9,5,5,9,45.2,0.0,2025-07-28 02:57:00
2025-07-07,T022,16,15,1,120.0,6,3,6,9,45.7,0.0,2025-07-07 02:45:00
2026-01-20,T023,18,17,1,136.0,5,9,7,3,55.9,0.0,2026-01-20 02:31:00
2026-06-06,T004,8,8,0,60.0,8,10,3,1,93.3,0.4,2026-06-06 03:40:00
2025-07-26,T010,12,11,1,82.5,7,7,4,4,42.8,0.2,2025-07-26 02:03:00
2025-07-27,T004,8,7,1,52.5,6,1,2,7,69.4,0.3,2025-07-27 02:00:00
2025-12-31,T028,6,6,0,48.0,5,0,7,17,85.6,0.0,2025-12-31 03:41:00
2025-03-01,T022,14,13,1,97.5,5,0,8,17,48.0,1.0,2025-03-01 02:03:00
2025-07-11,T016,14,12,2,96.0,7,4,1,4,60.4,0.1,2025-07-11 02:41:00
2025-05-24,T008,5,5,0,37.5,7,0,2,12,68.8,0.0,2025-05-24 02:50:00
2026-05-05,T014,17,17,0,136.0,7,3,11,15,61.5,0.0,2026-05-05 03:39:00
2025-08-22,T015,18,18,0,144.0,5,6,4,3,35.4,0.7,2025-08-22 03:48:00
2026-01-11,T009,11,11,0,82.5,8,6,9,11,41.1,0.5,2026-01-11 02:35:00
2025-02-20,T024,16,14,2,112.0,3,2,4,5,79.5,0.0,2025-02-20 02:41:00
2025-12-20,T023,16,15,1,112.5,4,2,3,5,29.1,0.3,2025-12-20 02:02:00
2025-08-20,T011,8,8,0,64.0,5,3,3,5,42.5,0.1,2025-08-20 03:05:00
2025-02-01,T023,16,14,2,105.0,5,7,5,3,36.5,0.5,2025-02-01 03:26:00
2025-11-09,T025,13,12,1,90.0,4,0,6,13,22.3,0.3,2025-11-09 03:11:00
2025-08-31,T002,13,13,0,97.5,4,0,5,9,66.4,0.7,2025-08-31 02:40:00
2025-12-15,T009,13,12,1,96.0,6,0,5,13,45.4,0.0,2025-12-15 02:10:00
2025-07-29,T029,20,19,1,152.0,5,0,10,15,21.6,0.7,2025-07-29 02:39:00
2025-07-28,T011,8,6,2,48.0,7,0,6,13,30.4,0.2,2025-07-28 03:43:00
2026-04-14,T018,13,12,1,96.0,4,1,5,8,45.6,0.2,2026-04-14 02:12:00
2026-05-01,T026,10,10,0,80.0,9,5,4,8,65.6,0.0,2026-05-01 03:56:00
2025-03-17,T028,6,4,2,32.0,6,0,2,10,63.7,0.8,2025-03-17 03:32:00
2025-09-30,T024,16,14,2,112.0,6,3,3,6,59.2,0.4,2025-09-30 02:52:00
2025-02-13,T023,18,17,1,136.0,5,3,4,6,45.8,0.2,2025-02-13 02:34:00
2026-05-26,T027,8,6,2,48.0,4,2,4,6,35.9,0.0,2026-05-26 02:31:00
2026-05-15,T009,13,12,1,96.0,6,0,6,12,38.6,1.1,2026-05-15 02:55:00
2025-08-20,T005,17,17,0,136.0,6,3,5,8,25.8,0.1,2025-08-20 02:46:00
2025-01-23,T019,12,11,1,88.0,7,0,7,20,31.1,0.2,2025-01-23 02:34:00
2026-02-17,T008,7,7,0,56.0,3,1,4,6,56.4,0.1,2026-02-17 02:48:00
2025-11-22,T027,6,6,0,45.0,6,2,3,7,23.0,0.1,2025-11-22 02:16:00
2025-10-30,T009,13,13,0,104.0,9,10,12,11,31.3,0.0,2025-10-30 03:50:00
2026-06-12,T004,10,9,1,72.0,2,1,2,3,86.6,0.3,2026-06-12 02:19:00
2026-04-09,T014,17,16,1,128.0,3,2,6,7,61.0,0.1,2026-04-09 03:49:00
2025-04-08,T019,12,12,0,96.0,9,8,6,7,38.6,0.9,2025-04-08 02:15:00
2025-02-07,T020,16,14,2,112.0,10,4,5,11,93.8,0.8,2025-02-07 03:43:00
2026-03-14,T014,15,14,1,105.0,5,1,6,10,42.5,0.2,2026-03-14 03:07:00
2025-01-06,T029,20,19,1,152.0,6,6,9,9,25.7,1.0,2025-01-06 02:32:00
2025-08-23,T006,15,14,1,105.0,5,0,2,11,55.8,0.1,2025-08-23 03:50:00
2026-02-14,T022,14,13,1,97.5,6,5,1,2,59.8,0.3,2026-02-14 02:25:00
2025-09-05,T029,20,19,1,152.0,8,3,7,12,23.9,0.7,2025-09-05 02:42:00
2025-03-19,T030,10,9,1,72.0,9,4,3,8,54.4,0.0,2025-03-19 03:11:00
2025-03-26,T008,7,7,0,56.0,8,2,5,11,84.7,0.1,2025-03-26 02:54:00
2026-02-11,T013,17,16,1,128.0,6,6,9,9,36.6,0.0,2026-02-11 03:07:00
2026-06-18,T021,20,18,2,144.0,6,6,5,5,23.2,0.0,2026-06-18 02:19:00
2025-03-17,T004,10,7,3,56.0,15,13,3,5,72.6,0.6,2025-03-17 03:30:00
2025-01-15,T030,10,9,1,72.0,7,4,7,10,35.0,0.0,2025-01-15 02:10:00
2025-08-06,T011,8,8,0,64.0,9,5,7,11,30.0,0.9,2025-08-06 02:11:00
2026-03-09,T025,15,15,0,120.0,3,0,4,8,42.2,0.7,2026-03-09 03:01:00
2025-03-16,T019,10,10,0,75.0,2,0,3,6,55.2,0.0,2025-03-16 03:48:00
2025-05-10,T017,10,10,0,75.0,9,7,5,7,27.0,0.4,2025-05-10 02:44:00
2025-12-24,T025,15,15,0,120.0,5,2,10,13,23.6,0.7,2025-12-24 03:21:00
2025-06-19,T019,12,11,1,88.0,9,3,4,10,32.2,0.0,2025-06-19 02:37:00
2026-01-15,T013,17,17,0,136.0,5,3,6,8,32.6,0.5,2026-01-15 02:44:00
2025-10-09,T012,10,9,1,72.0,8,9,4,3,90.3,0.5,2025-10-09 02:26:00
2025-03-30,T028,4,4,0,30.0,9,7,3,5,78.1,0.0,2025-03-30 02:42:00
2025-11-07,T006,17,16,1,128.0,2,0,6,9,59.6,0.7,2025-11-07 02:27:00
2026-06-09,T021,20,20,0,160.0,4,0,6,12,44.8,0.0,2026-06-09 03:50:00
2025-10-17,T007,10,10,0,80.0,7,0,3,14,29.9,0.0,2025-10-17 03:34:00
2025-01-22,T007,10,10,0,80.0,2,0,5,8,53.8,0.6,2025-01-22 03:33:00
2025-10-28,T017,12,12,0,96.0,3,1,5,7,38.2,0.1,2025-10-28 03:21:00
2026-06-10,T026,10,10,0,80.0,7,8,6,5,53.2,0.6,2026-06-10 03:56:00
2026-05-24,T017,10,9,1,67.5,3,0,7,10,23.6,0.3,2026-05-24 02:37:00
2025-06-21,T015,16,15,1,112.5,3,3,4,4,51.4,0.7,2025-06-21 03:35:00
2026-05-29,T029,20,20,0,160.0,5,1,8,12,42.0,0.8,2026-05-29 02:49:00
2026-05-06,T003,11,10,1,80.0,7,4,5,8,49.3,0.1,2026-05-06 02:09:00
2026-05-14,T020,16,15,1,120.0,11,3,10,18,85.7,0.3,2026-05-14 03:30:00
2026-04-08,T003,11,11,0,88.0,3,0,3,6,35.1,0.9,2026-04-08 03:14:00
2026-05-12,T019,12,10,2,80.0,6,5,6,7,55.6,0.0,2026-05-12 02:33:00
2025-04-02,T006,17,17,0,136.0,8,0,11,19,75.9,0.0,2025-04-02 03:12:00
2025-06-08,T029,18,17,1,127.5,8,6,4,6,36.6,0.1,2025-06-08 02:24:00
2025-02-10,T005,17,17,0,136.0,4,0,5,9,31.3,0.0,2025-02-10 02:46:00
2025-12-19,T018,13,13,0,104.0,7,7,5,5,67.8,0.5,2025-12-19 02:47:00
2026-03-11,T020,16,16,0,128.0,3,0,3,9,67.0,0.6,2026-03-11 02:43:00
2025-01-29,T026,10,10,0,80.0,13,10,9,12,38.7,0.0,2025-01-29 03:52:00
2026-02-26,T006,17,17,0,136.0,9,7,5,7,54.5,0.2,2026-02-26 03:24:00
2025-11-30,T017,10,9,1,67.5,5,3,6,8,27.5,0.0,2025-11-30 02:55:00
2025-01-30,T016,14,13,1,104.0,10,4,2,8,52.4,0.0,2025-01-30 02:58:00
2025-10-05,T021,18,18,0,135.0,4,2,5,7,26.5,0.7,2025-10-05 02:27:00
2025-06-11,T026,10,10,0,80.0,5,0,8,13,71.2,0.7,2025-06-11 03:38:00
2025-12-03,T020,16,15,1,120.0,3,0,2,7,97.8,0.0,2025-12-03 02:57:00
2026-05-31,T011,6,5,1,37.5,4,4,3,3,35.8,0.0,2026-05-31 02:58:00
2026-06-12,T008,7,6,1,48.0,9,6,4,7,57.1,0.7,2026-06-12 03:03:00
2026-04-23,T025,15,15,0,120.0,8,10,9,7,23.8,0.0,2026-04-23 03:24:00
2025-12-14,T020,14,12,2,90.0,6,0,2,14,72.8,0.0,2025-12-14 02:33:00
2026-04-28,T004,10,9,1,72.0,9,6,7,10,73.5,0.9,2026-04-28 03:15:00
2025-09-05,T010,14,13,1,104.0,9,10,6,5,53.6,0.2,2025-09-05 03:41:00
2025-09-29,T026,10,9,1,72.0,10,3,6,13,69.7,0.3,2025-09-29 03:51:00
2026-03-31,T026,10,10,0,80.0,4,0,5,10,53.8,0.6,2026-03-31 02:12:00
2025-06-29,T008,5,5,0,37.5,5,0,4,14,80.8,0.5,2025-06-29 03:27:00
2025-05-30,T016,14,12,2,96.0,7,7,3,3,87.9,0.4,2025-05-30 02:33:00
2025-11-19,T006,17,16,1,128.0,9,8,7,8,50.8,0.0,2025-11-19 03:56:00
2025-06-22,T031,13,12,1,90.0,6,5,6,7,39.2,0.4,2025-06-22 03:18:00
2026-05-14,T029,20,20,0,160.0,4,1,8,11,40.8,0.0,2026-05-14 03:35:00
2026-03-08,T029,18,17,1,127.5,6,0,4,10,42.4,0.7,2026-03-08 02:48:00
2025-11-21,T009,13,13,0,104.0,11,0,13,26,37.7,0.4,2025-11-21 03:27:00
2025-12-22,T024,16,16,0,128.0,2,2,3,3,60.3,0.0,2025-12-22 03:47:00
2025-01-29,T007,10,10,0,80.0,8,6,6,8,48.2,0.7,2025-01-29 02:58:00
2025-02-18,T029,20,20,0,160.0,13,8,9,14,31.4,0.0,2025-02-18 03:35:00
2025-07-17,T005,17,16,1,128.0,7,2,6,11,29.8,0.0,2025-07-17 02:42:00
2026-04-24,T021,20,20,0,160.0,6,0,9,15,35.8,0.0,2026-04-24 02:11:00
2025-06-14,T027,6,5,1,37.5,7,5,3,5,25.1,0.0,2025-06-14 02:43:00
2025-11-10,T011,8,6,2,48.0,6,2,4,8,31.2,0.0,2025-11-10 03:37:00
2026-06-08,T017,12,12,0,96.0,5,1,6,10,31.3,0.4,2026-06-08 03:22:00
2026-03-20,T001,20,19,1,152.0,13,10,12,15,31.1,0.4,2026-03-20 03:01:00
2025-05-27,T012,10,9,1,72.0,4,0,4,12,65.7,0.0,2025-05-27 03:37:00
2025-10-09,T016,14,14,0,112.0,9,11,3,1,76.1,0.6,2025-10-09 03:06:00
2026-04-01,T029,20,20,0,160.0,4,4,6,6,29.7,1.0,2026-04-01 02:09:00
2025-10-15,T028,6,6,0,48.0,10,2,2,10,87.5,0.9,2025-10-15 02:45:00
2025-11-09,T018,11,12,1,75.0,5,0,6,11,51.7,0.1,2025-11-09 03:58:00
2025-12-20,T009,11,10,1,75.0,4,0,1,5,41.4,1.4,2025-12-20 02:26:00
2026-03-09,T029,20,20,0,160.0,5,3,8,10,36.3,0.0,2026-03-09 03:55:00
2025-10-20,T002,15,14,1,112.0,11,12,10,9,51.2,0.3,2025-10-20 02:46:00
2025-09-07,T032,9,7,2,52.5,10,8,6,8,66.3,0.0,2025-09-07 02:36:00
2026-06-07,T026,8,7,1,52.5,7,4,6,9,59.5,1.0,2026-06-07 03:21:00
2025-05-31,T012,8,7,1,52.5,7,3,1,5,67.6,0.4,2025-05-31 02:24:00
2025-12-19,T006,17,16,1,128.0,15,13,13,15,48.4,1.7,2025-12-19 03:39:00
2025-05-02,T015,18,15,3,120.0,5,0,3,9,22.5,0.5,2025-05-02 03:17:00
2025-07-21,T023,18,17,1,136.0,4,2,7,9,28.2,0.7,2025-07-21 02:23:00
2025-05-23,T003,11,11,0,88.0,9,0,7,16,27.3,0.0,2025-05-23 03:39:00
2025-08-30,T020,14,14,0,105.0,7,6,2,3,61.7,0.3,2025-08-30 02:16:00
2025-12-19,T022,16,15,1,120.0,9,3,7,13,34.6,0.1,2025-12-19 03:52:00
2026-03-01,T005,15,13,2,97.5,5,2,4,7,33.9,0.0,2026-03-01 02:07:00
2026-06-20,T006,15,14,1,105.0,6,3,4,7,50.9,0.0,2026-06-20 03:38:00
2025-12-10,T013,17,16,1,128.0,12,9,8,11,43.5,0.0,2025-12-10 03:13:00
2025-04-10,T006,17,17,0,136.0,5,0,7,13,49.4,0.0,2025-04-10 03:04:00
2025-03-09,T027,6,6,0,45.0,9,4,5,10,36.4,0.0,2025-03-09 02:26:00
2025-09-26,T019,12,12,0,96.0,6,6,3,3,28.2,0.0,2025-09-26 02:50:00
2026-02-15,T019,10,10,0,75.0,4,0,3,7,35.0,0.0,2026-02-15 03:48:00
2025-07-06,T016,12,12,0,90.0,10,6,5,9,89.8,0.6,2025-07-06 02:36:00
2026-06-08,T005,17,17,0,136.0,8,7,10,11,37.0,0.6,2026-06-08 02:58:00
2025-12-06,T008,5,5,0,37.5,5,0,4,9,78.6,0.6,2025-12-06 03:12:00
2025-09-08,T031,15,15,0,120.0,7,4,5,8,32.8,1.1,2025-09-08 02:28:00
2026-03-23,T003,11,11,0,88.0,4,1,10,13,47.4,0.0,2026-03-23 02:33:00
2025-01-12,T014,15,15,0,112.5,5,0,6,14,34.6,0.2,2025-01-12 02:40:00
2025-03-20,T005,17,15,2,120.0,6,7,9,8,23.2,0.3,2025-03-20 02:05:00
2026-01-19,T005,17,17,0,136.0,6,2,10,14,37.0,0.3,2026-01-19 02:05:00
2026-06-07,T016,12,12,0,90.0,4,3,3,4,83.8,0.7,2026-06-07 02:48:00
2025-02-06,T029,20,18,2,144.0,7,2,6,11,42.8,0.2,2025-02-06 03:56:00
2025-03-03,T016,14,11,3,88.0,8,3,8,13,70.2,0.0,2025-03-03 03:53:00
