batch_id,source_system,load_date,extracted_at,loaded_at,expected_rows,loaded_rows,rejected_rows,freshness_minutes,schema_version,checksum_match,load_status,error_code
BATCH-001884,calendar,2025-11-10,2025-11-10 01:18:00,2025-11-10 01:27:00,169,169,0,9,1.1,1,success,
BATCH-001885,crm,2025-11-11,2025-11-11 01:01:00,2025-11-11 01:48:00,231,231,0,47,1.1,1,success,
BATCH-001886,portal,2025-11-11,2025-11-11 01:21:00,2025-11-11 03:33:00,65,63,2,132,1.0,1,warning,LATE_ARRIVAL
BATCH-001887,chat_platform,2025-11-11,2025-11-11 01:04:00,2025-11-11 01:16:00,39,39,0,12,1.1,1,success,
BATCH-001888,workflow,2025-11-11,2025-11-11 01:06:00,2025-11-11 02:09:00,117,117,0,63,1.0,1,success,
BATCH-001889,workforce,2025-11-11,2025-11-11 01:24:00,2025-11-11 02:08:00,47,47,0,44,1.0,1,success,
BATCH-001890,calendar,2025-11-11,2025-11-11 01:11:00,2025-11-11 01:30:00,127,127,0,19,1.0,1,success,
BATCH-001891,crm,2025-11-12,2025-11-12 01:23:00,2025-11-12 01:29:00,103,103,0,6,1.0,1,success,
BATCH-001892,portal,2025-11-12,2025-11-12 01:08:00,2025-11-12 02:11:00,110,110,0,63,1.0,1,success,
BATCH-001893,chat_platform,2025-11-12,2025-11-12 01:08:00,2025-11-12 02:01:00,82,82,0,53,1.1,1,success,
BATCH-001894,workflow,2025-11-12,2025-11-12 01:18:00,2025-11-12 02:01:00,79,79,0,43,1.0,1,success,
BATCH-001895,workforce,2025-11-12,2025-11-12 01:27:00,2025-11-12 03:33:00,156,152,4,126,1.0,1,warning,LATE_ARRIVAL
BATCH-001896,calendar,2025-11-12,2025-11-12 01:16:00,2025-11-12 12:06:00,159,0,159,650,1.1,0,failed,SRC_UNAVAILABLE
BATCH-001897,crm,2025-11-13,2025-11-13 01:22:00,2025-11-13 02:08:00,195,195,0,46,1.1,1,success,
BATCH-001898,portal,2025-11-13,2025-11-13 01:18:00,2025-11-13 01:34:00,156,156,0,16,1.0,1,success,
BATCH-001899,chat_platform,2025-11-13,2025-11-13 01:27:00,2025-11-13 02:09:00,202,202,0,42,1.1,1,success,
BATCH-001900,workflow,2025-11-13,2025-11-13 01:15:00,2025-11-13 02:09:00,131,131,0,54,1.0,1,success,
BATCH-001901,workforce,2025-11-13,2025-11-13 01:08:00,2025-11-13 04:58:00,255,246,9,230,1.1,1,warning,LATE_ARRIVAL
BATCH-001902,calendar,2025-11-13,2025-11-13 01:03:00,2025-11-13 01:24:00,130,130,0,21,1.0,1,success,
BATCH-001903,crm,2025-11-14,2025-11-14 01:19:00,2025-11-14 01:58:00,140,140,0,39,1.0,1,success,
BATCH-001904,portal,2025-11-14,2025-11-14 01:23:00,2025-11-14 07:11:00,108,0,108,348,1.0,0,failed,SRC_UNAVAILABLE
BATCH-001905,chat_platform,2025-11-14,2025-11-14 01:03:00,2025-11-14 01:13:00,62,62,0,10,1.0,1,success,
BATCH-001906,workflow,2025-11-14,2025-11-14 01:15:00,2025-11-14 02:11:00,146,146,0,56,1.1,1,success,
BATCH-001907,workforce,2025-11-14,2025-11-14 01:21:00,2025-11-14 01:43:00,178,178,0,22,1.0,1,success,
BATCH-001908,calendar,2025-11-14,2025-11-14 01:22:00,2025-11-14 01:27:00,102,102,0,5,1.0,1,success,
BATCH-001909,crm,2025-11-15,2025-11-15 01:09:00,2025-11-15 01:20:00,150,150,0,11,1.0,1,success,
BATCH-001910,portal,2025-11-15,2025-11-15 01:19:00,2025-11-15 01:31:00,154,154,0,12,1.0,1,success,
BATCH-001911,chat_platform,2025-11-15,2025-11-15 01:13:00,2025-11-15 01:42:00,55,55,0,29,1.0,1,success,
BATCH-001912,workflow,2025-11-15,2025-11-15 01:10:00,2025-11-15 01:54:00,233,233,0,44,1.0,1,success,
BATCH-001913,workforce,2025-11-15,2025-11-15 01:16:00,2025-11-15 01:52:00,217,217,0,36,1.1,1,success,
BATCH-001914,calendar,2025-11-15,2025-11-15 01:16:00,2025-11-15 02:16:00,68,68,0,60,1.0,1,success,
BATCH-001915,crm,2025-11-16,2025-11-16 01:21:00,2025-11-16 02:20:00,199,199,0,59,1.0,1,success,
BATCH-001916,portal,2025-11-16,2025-11-16 01:19:00,2025-11-16 01:44:00,162,162,0,25,1.0,1,success,
BATCH-001917,chat_platform,2025-11-16,2025-11-16 01:22:00,2025-11-16 01:57:00,165,165,0,35,1.0,1,success,
BATCH-001918,workflow,2025-11-16,2025-11-16 01:06:00,2025-11-16 01:25:00,126,126,0,19,1.1,1,success,
BATCH-001919,workforce,2025-11-16,2025-11-16 01:05:00,2025-11-16 02:56:00,197,192,5,111,1.0,1,warning,SCHEMA_DRIFT
BATCH-001920,calendar,2025-11-16,2025-11-16 01:05:00,2025-11-16 01:40:00,146,146,0,35,1.1,1,success,
BATCH-001921,crm,2025-11-17,2025-11-17 01:00:00,2025-11-17 01:26:00,169,169,0,26,2.0,1,success,
BATCH-001922,portal,2025-11-17,2025-11-17 01:12:00,2025-11-17 01:41:00,164,164,0,29,1.0,1,success,
BATCH-001923,chat_platform,2025-11-17,2025-11-17 01:14:00,2025-11-17 01:45:00,151,151,0,31,1.0,1,success,
BATCH-001924,workflow,2025-11-17,2025-11-17 01:22:00,2025-11-17 01:33:00,161,161,0,11,1.0,1,success,
BATCH-001925,workforce,2025-11-17,2025-11-17 01:16:00,2025-11-17 01:27:00,138,138,0,11,1.1,1,success,
BATCH-001926,calendar,2025-11-17,2025-11-17 01:24:00,2025-11-17 01:31:00,203,203,0,7,1.0,1,success,
BATCH-001927,crm,2025-11-18,2025-11-18 01:01:00,2025-11-18 01:30:00,167,167,0,29,1.0,1,success,
BATCH-001928,portal,2025-11-18,2025-11-18 01:20:00,2025-11-18 01:37:00,146,146,0,17,1.0,1,success,
BATCH-001929,chat_platform,2025-11-18,2025-11-18 01:14:00,2025-11-18 01:19:00,209,209,0,5,1.0,1,success,
BATCH-001930,workflow,2025-11-18,2025-11-18 01:19:00,2025-11-18 02:21:00,171,171,0,62,1.0,1,success,
BATCH-001931,workforce,2025-11-18,2025-11-18 01:26:00,2025-11-18 01:54:00,122,122,0,28,1.0,1,success,
BATCH-001932,calendar,2025-11-18,2025-11-18 01:18:00,2025-11-18 04:41:00,200,189,11,203,1.0,1,warning,LATE_ARRIVAL
BATCH-001933,crm,2025-11-19,2025-11-19 01:21:00,2025-11-19 02:09:00,235,235,0,48,1.1,1,success,
BATCH-001934,portal,2025-11-19,2025-11-19 01:12:00,2025-11-19 01:41:00,98,98,0,29,1.0,1,success,
BATCH-001935,chat_platform,2025-11-19,2025-11-19 01:26:00,2025-11-19 02:27:00,73,73,0,61,1.0,1,success,
BATCH-001936,workflow,2025-11-19,2025-11-19 01:09:00,2025-11-19 01:14:00,67,67,0,5,1.0,1,success,
BATCH-001937,workforce,2025-11-19,2025-11-19 01:20:00,2025-11-19 02:23:00,79,79,0,63,1.0,1,success,
BATCH-001938,calendar,2025-11-19,2025-11-19 01:26:00,2025-11-19 01:37:00,233,233,0,11,1.0,1,success,
BATCH-001939,crm,2025-11-20,2025-11-20 01:29:00,2025-11-20 02:13:00,177,177,0,44,1.0,1,success,
BATCH-001940,portal,2025-11-20,2025-11-20 01:05:00,2025-11-20 01:25:00,26,26,0,20,1.0,1,success,
BATCH-001941,chat_platform,2025-11-20,2025-11-20 01:18:00,2025-11-20 02:21:00,92,92,0,63,1.0,1,success,
BATCH-001942,workflow,2025-11-20,2025-11-20 01:13:00,2025-11-20 01:19:00,116,116,0,6,1.1,1,success,
BATCH-001943,workforce,2025-11-20,2025-11-20 01:14:00,2025-11-20 02:08:00,155,155,0,54,1.0,1,success,
BATCH-001944,calendar,2025-11-20,2025-11-20 01:11:00,2025-11-20 01:16:00,218,218,0,5,1.0,1,success,
BATCH-001945,crm,2025-11-21,2025-11-21 01:24:00,2025-11-21 02:13:00,75,75,0,49,1.0,1,success,
BATCH-001946,portal,2025-11-21,2025-11-21 01:24:00,2025-11-21 01:31:00,179,179,0,7,1.0,1,success,
BATCH-001947,chat_platform,2025-11-21,2025-11-21 01:18:00,2025-11-21 01:27:00,50,50,0,9,1.0,1,success,
BATCH-001948,workflow,2025-11-21,2025-11-21 01:05:00,2025-11-21 02:06:00,114,114,0,61,1.0,1,success,
BATCH-001949,workforce,2025-11-21,2025-11-21 01:04:00,2025-11-21 01:59:00,232,232,0,55,1.0,1,success,
BATCH-001950,calendar,2025-11-21,2025-11-21 01:17:00,2025-11-21 02:05:00,167,167,0,48,1.0,1,success,
BATCH-001951,crm,2025-11-22,2025-11-22 01:11:00,2025-11-22 07:42:00,123,0,123,391,1.0,0,failed,SRC_UNAVAILABLE
BATCH-001952,portal,2025-11-22,2025-11-22 01:26:00,2025-11-22 01:49:00,77,77,0,23,1.0,1,success,
BATCH-001953,chat_platform,2025-11-22,2025-11-22 01:29:00,2025-11-22 01:45:00,81,81,0,16,1.0,1,success,
BATCH-001954,workflow,2025-11-22,2025-11-22 01:28:00,2025-11-22 01:42:00,154,154,0,14,1.1,1,success,
BATCH-001955,workforce,2025-11-22,2025-11-22 01:14:00,2025-11-22 02:05:00,52,52,0,51,1.0,1,success,
BATCH-001956,calendar,2025-11-22,2025-11-22 01:03:00,2025-11-22 03:35:00,173,164,9,152,1.0,0,warning,ROW_REJECTED
BATCH-001957,crm,2025-11-23,2025-11-23 01:07:00,2025-11-23 01:30:00,223,223,0,23,1.0,1,success,
BATCH-001958,portal,2025-11-23,2025-11-23 01:00:00,2025-11-23 01:51:00,52,52,0,51,1.0,1,success,
BATCH-001959,chat_platform,2025-11-23,2025-11-23 01:26:00,2025-11-23 02:30:00,215,215,0,64,2.0,1,success,
BATCH-001960,workflow,2025-11-23,2025-11-23 01:29:00,2025-11-23 01:45:00,172,172,0,16,1.0,1,success,
BATCH-001961,workforce,2025-11-23,2025-11-23 01:14:00,2025-11-23 02:12:00,82,82,0,58,1.0,1,success,
BATCH-001962,calendar,2025-11-23,2025-11-23 01:22:00,2025-11-23 02:22:00,62,62,0,60,1.0,1,success,
BATCH-001963,crm,2025-11-24,2025-11-24 01:05:00,2025-11-24 03:02:00,90,87,3,117,1.0,1,warning,ROW_REJECTED
BATCH-001964,portal,2025-11-24,2025-11-24 01:17:00,2025-11-24 01:42:00,138,138,0,25,1.0,1,success,
BATCH-001965,chat_platform,2025-11-24,2025-11-24 01:08:00,2025-11-24 01:29:00,25,25,0,21,1.0,1,success,
BATCH-001966,workflow,2025-11-24,2025-11-24 01:17:00,2025-11-24 02:07:00,132,132,0,50,1.0,1,success,
BATCH-001967,workforce,2025-11-24,2025-11-24 01:16:00,2025-11-24 01:29:00,53,53,0,13,1.0,1,success,
BATCH-001968,calendar,2025-11-24,2025-11-24 01:04:00,2025-11-24 02:03:00,115,115,0,59,1.0,1,success,
BATCH-001969,crm,2025-11-25,2025-11-25 01:06:00,2025-11-25 02:03:00,128,128,0,57,1.0,1,success,
BATCH-001970,portal,2025-11-25,2025-11-25 01:12:00,2025-11-25 01:23:00,208,208,0,11,1.1,1,success,
BATCH-001971,chat_platform,2025-11-25,2025-11-25 01:24:00,2025-11-25 02:16:00,207,207,0,52,1.0,1,success,
BATCH-001972,workflow,2025-11-25,2025-11-25 01:12:00,2025-11-25 01:33:00,156,156,0,21,1.0,1,success,
BATCH-001973,workforce,2025-11-25,2025-11-25 01:14:00,2025-11-25 01:22:00,137,137,0,8,1.0,1,success,
BATCH-001974,calendar,2025-11-25,2025-11-25 01:15:00,2025-11-25 01:54:00,175,175,0,39,1.1,1,success,
BATCH-001975,crm,2025-11-26,2025-11-26 01:12:00,2025-11-26 02:08:00,40,40,0,56,1.0,1,success,
BATCH-001976,portal,2025-11-26,2025-11-26 01:12:00,2025-11-26 01:22:00,51,51,0,10,2.0,1,success,
BATCH-001977,chat_platform,2025-11-26,2025-11-26 01:25:00,2025-11-26 01:41:00,144,144,0,16,1.0,1,success,
BATCH-001978,workflow,2025-11-26,2025-11-26 01:04:00,2025-11-26 03:27:00,60,56,4,143,1.0,1,warning,SCHEMA_DRIFT
BATCH-001979,workforce,2025-11-26,2025-11-26 01:17:00,2025-11-26 01:39:00,91,91,0,22,1.0,1,success,
BATCH-001980,calendar,2025-11-26,2025-11-26 01:00:00,2025-11-26 01:44:00,75,75,0,44,1.0,1,success,
BATCH-001981,crm,2025-11-27,2025-11-27 01:10:00,2025-11-27 01:58:00,200,200,0,48,2.0,1,success,
BATCH-001982,portal,2025-11-27,2025-11-27 01:01:00,2025-11-27 01:09:00,249,249,0,8,1.0,1,success,
BATCH-001983,chat_platform,2025-11-27,2025-11-27 01:14:00,2025-11-27 01:38:00,68,68,0,24,1.0,1,success,
BATCH-001984,workflow,2025-11-27,2025-11-27 01:19:00,2025-11-27 03:12:00,222,216,6,113,1.0,1,warning,SCHEMA_DRIFT
BATCH-001985,workforce,2025-11-27,2025-11-27 01:04:00,2025-11-27 02:08:00,55,55,0,64,1.0,1,success,
BATCH-001986,calendar,2025-11-27,2025-11-27 01:24:00,2025-11-27 01:40:00,85,85,0,16,1.0,1,success,
BATCH-001987,crm,2025-11-28,2025-11-28 01:02:00,2025-11-28 02:41:00,138,134,4,99,1.0,0,warning,LATE_ARRIVAL
BATCH-001988,portal,2025-11-28,2025-11-28 01:08:00,2025-11-28 01:52:00,214,214,0,44,1.0,1,success,
BATCH-001989,chat_platform,2025-11-28,2025-11-28 01:20:00,2025-11-28 02:09:00,222,222,0,49,1.0,1,success,
BATCH-001990,workflow,2025-11-28,2025-11-28 01:28:00,2025-11-28 02:20:00,27,27,0,52,1.0,1,success,
BATCH-001991,workforce,2025-11-28,2025-11-28 01:16:00,2025-11-28 01:51:00,178,178,0,35,1.0,1,success,
BATCH-001992,calendar,2025-11-28,2025-11-28 01:12:00,2025-11-28 02:02:00,119,119,0,50,1.0,1,success,
BATCH-001993,crm,2025-11-29,2025-11-29 01:09:00,2025-11-29 01:52:00,161,161,0,43,1.1,1,success,
BATCH-001994,portal,2025-11-29,2025-11-29 01:04:00,2025-11-29 01:09:00,40,40,0,5,2.0,1,success,
BATCH-001995,chat_platform,2025-11-29,2025-11-29 01:06:00,2025-11-29 01:26:00,66,66,0,20,1.0,1,success,
BATCH-001996,workflow,2025-11-29,2025-11-29 01:06:00,2025-11-29 01:51:00,249,249,0,45,1.0,1,success,
BATCH-001997,workforce,2025-11-29,2025-11-29 01:23:00,2025-11-29 01:39:00,126,126,0,16,1.0,1,success,
BATCH-001998,calendar,2025-11-29,2025-11-29 01:21:00,2025-11-29 02:12:00,32,32,0,51,1.0,1,success,
BATCH-001999,crm,2025-11-30,2025-11-30 01:09:00,2025-11-30 01:59:00,199,199,0,50,1.0,1,success,
BATCH-002000,portal,2025-11-30,2025-11-30 01:18:00,2025-11-30 01:24:00,226,226,0,6,1.0,1,success,
BATCH-002001,chat_platform,2025-11-30,2025-11-30 01:02:00,2025-11-30 01:31:00,149,149,0,29,1.0,1,success,
BATCH-002002,workflow,2025-11-30,2025-11-30 01:22:00,2025-11-30 01:58:00,229,229,0,36,1.0,1,success,
BATCH-002003,workforce,2025-11-30,2025-11-30 01:28:00,2025-11-30 01:33:00,239,239,0,5,1.1,1,success,
BATCH-002004,calendar,2025-11-30,2025-11-30 01:11:00,2025-11-30 02:03:00,174,174,0,52,1.0,1,success,
BATCH-002005,crm,2025-12-01,2025-12-01 01:10:00,2025-12-01 02:08:00,218,218,0,58,1.1,1,success,
BATCH-002006,portal,2025-12-01,2025-12-01 01:27:00,2025-12-01 02:25:00,150,150,0,58,1.0,1,success,
BATCH-002007,chat_platform,2025-12-01,2025-12-01 01:15:00,2025-12-01 01:31:00,179,179,0,16,1.0,1,success,
BATCH-002008,workflow,2025-12-01,2025-12-01 01:18:00,2025-12-01 01:52:00,33,33,0,34,1.0,1,success,
BATCH-002009,workforce,2025-12-01,2025-12-01 01:27:00,2025-12-01 02:20:00,181,181,0,53,1.1,1,success,
BATCH-002010,calendar,2025-12-01,2025-12-01 01:26:00,2025-12-01 01:31:00,117,117,0,5,1.0,1,success,
BATCH-002011,crm,2025-12-02,2025-12-02 01:09:00,2025-12-02 09:33:00,140,0,140,504,1.0,0,failed,SRC_UNAVAILABLE
BATCH-002012,portal,2025-12-02,2025-12-02 01:28:00,2025-12-02 04:30:00,126,119,7,182,1.1,1,warning,ROW_REJECTED
BATCH-002013,chat_platform,2025-12-02,2025-12-02 01:21:00,2025-12-02 02:37:00,118,113,5,76,1.0,0,warning,ROW_REJECTED
BATCH-002014,workflow,2025-12-02,2025-12-02 01:24:00,2025-12-02 01:40:00,140,140,0,16,1.0,1,success,
BATCH-002015,workforce,2025-12-02,2025-12-02 01:17:00,2025-12-02 02:00:00,221,221,0,43,1.0,1,success,
BATCH-002016,calendar,2025-12-02,2025-12-02 01:16:00,2025-12-02 02:10:00,115,115,0,54,1.0,1,success,
BATCH-002017,crm,2025-12-03,2025-12-03 01:17:00,2025-12-03 01:40:00,94,94,0,23,1.1,1,success,
BATCH-002018,portal,2025-12-03,2025-12-03 01:21:00,2025-12-03 01:54:00,191,191,0,33,1.0,1,success,
BATCH-002019,chat_platform,2025-12-03,2025-12-03 01:04:00,2025-12-03 05:08:00,48,0,48,244,1.0,0,failed,SRC_UNAVAILABLE
BATCH-002020,workflow,2025-12-03,2025-12-03 01:07:00,2025-12-03 01:20:00,209,209,0,13,2.0,1,success,
BATCH-002021,workforce,2025-12-03,2025-12-03 01:09:00,2025-12-03 01:25:00,189,189,0,16,1.0,1,success,
BATCH-002022,calendar,2025-12-03,2025-12-03 01:25:00,2025-12-03 01:48:00,144,144,0,23,2.0,1,success,
BATCH-002023,crm,2025-12-04,2025-12-04 01:08:00,2025-12-04 01:16:00,125,125,0,8,1.0,1,success,
BATCH-002024,portal,2025-12-04,2025-12-04 01:09:00,2025-12-04 01:42:00,40,40,0,33,1.0,1,success,
BATCH-002025,chat_platform,2025-12-04,2025-12-04 01:13:00,2025-12-04 02:07:00,145,145,0,54,2.0,1,success,
BATCH-002026,workflow,2025-12-04,2025-12-04 01:05:00,2025-12-04 02:01:00,172,172,0,56,1.0,1,success,
BATCH-002027,workforce,2025-12-04,2025-12-04 01:28:00,2025-12-04 01:37:00,228,228,0,9,1.0,1,success,
BATCH-002028,calendar,2025-12-04,2025-12-04 01:15:00,2025-12-04 01:59:00,225,225,0,44,1.0,1,success,
BATCH-002029,crm,2025-12-05,2025-12-05 01:08:00,2025-12-05 01:49:00,134,134,0,41,1.1,1,success,
BATCH-002030,portal,2025-12-05,2025-12-05 01:01:00,2025-12-05 02:05:00,58,58,0,64,1.1,1,success,
BATCH-002031,chat_platform,2025-12-05,2025-12-05 01:14:00,2025-12-05 01:39:00,137,137,0,25,1.0,1,success,
BATCH-002032,workflow,2025-12-05,2025-12-05 01:13:00,2025-12-05 02:10:00,170,170,0,57,1.0,1,success,
BATCH-002033,workforce,2025-12-05,2025-12-05 01:13:00,2025-12-05 02:03:00,156,156,0,50,1.0,1,success,
BATCH-002034,calendar,2025-12-05,2025-12-05 01:02:00,2025-12-05 02:05:00,246,246,0,63,1.0,1,success,
BATCH-002035,crm,2025-12-06,2025-12-06 01:14:00,2025-12-06 02:06:00,169,169,0,52,1.1,1,success,
BATCH-002036,portal,2025-12-06,2025-12-06 01:24:00,2025-12-06 01:47:00,65,65,0,23,1.0,1,success,
BATCH-002037,chat_platform,2025-12-06,2025-12-06 01:13:00,2025-12-06 01:37:00,83,83,0,24,1.0,1,success,
BATCH-002038,workflow,2025-12-06,2025-12-06 01:03:00,2025-12-06 01:47:00,85,85,0,44,1.0,1,success,
BATCH-002039,workforce,2025-12-06,2025-12-06 01:24:00,2025-12-06 02:08:00,182,182,0,44,1.1,1,success,
BATCH-002040,calendar,2025-12-06,2025-12-06 01:08:00,2025-12-06 01:35:00,70,70,0,27,1.0,1,success,
BATCH-002041,crm,2025-12-07,2025-12-07 01:26:00,2025-12-07 03:26:00,153,143,10,120,1.1,1,warning,LATE_ARRIVAL
BATCH-002042,portal,2025-12-07,2025-12-07 01:26:00,2025-12-07 02:00:00,49,49,0,34,1.0,1,success,
BATCH-002043,chat_platform,2025-12-07,2025-12-07 01:23:00,2025-12-07 01:35:00,244,244,0,12,2.0,1,success,
BATCH-002044,workflow,2025-12-07,2025-12-07 01:18:00,2025-12-07 01:26:00,183,183,0,8,1.0,1,success,
BATCH-002045,workforce,2025-12-07,2025-12-07 01:16:00,2025-12-07 02:02:00,166,166,0,46,1.0,1,success,
BATCH-002046,calendar,2025-12-07,2025-12-07 01:20:00,2025-12-07 01:53:00,202,202,0,33,1.0,1,success,
BATCH-002047,crm,2025-12-08,2025-12-08 01:20:00,2025-12-08 01:40:00,119,119,0,20,1.1,1,success,
BATCH-002048,portal,2025-12-08,2025-12-08 01:13:00,2025-12-08 04:07:00,172,165,7,174,1.0,1,warning,LATE_ARRIVAL
BATCH-002049,chat_platform,2025-12-08,2025-12-08 01:08:00,2025-12-08 01:46:00,135,135,0,38,1.1,1,success,
BATCH-002050,workflow,2025-12-08,2025-12-08 01:03:00,2025-12-08 01:13:00,206,206,0,10,1.0,1,success,
BATCH-002051,workforce,2025-12-08,2025-12-08 01:09:00,2025-12-08 02:07:00,197,197,0,58,1.0,1,success,
BATCH-002052,calendar,2025-12-08,2025-12-08 01:06:00,2025-12-08 01:38:00,213,213,0,32,1.0,1,success,
BATCH-002053,crm,2025-12-09,2025-12-09 01:02:00,2025-12-09 01:49:00,185,185,0,47,1.0,1,success,
BATCH-002054,portal,2025-12-09,2025-12-09 01:16:00,2025-12-09 01:48:00,162,162,0,32,1.0,1,success,
BATCH-002055,chat_platform,2025-12-09,2025-12-09 01:22:00,2025-12-09 02:20:00,189,189,0,58,1.0,1,success,
BATCH-002056,workflow,2025-12-09,2025-12-09 01:18:00,2025-12-09 04:20:00,115,111,4,182,1.0,1,warning,LATE_ARRIVAL
BATCH-002057,workforce,2025-12-09,2025-12-09 01:05:00,2025-12-09 01:59:00,122,122,0,54,1.0,1,success,
BATCH-002058,calendar,2025-12-09,2025-12-09 01:07:00,2025-12-09 01:39:00,240,240,0,32,1.0,1,success,
BATCH-002059,crm,2025-12-10,2025-12-10 01:11:00,2025-12-10 01:27:00,216,216,0,16,1.0,1,success,
BATCH-002060,portal,2025-12-10,2025-12-10 01:02:00,2025-12-10 01:14:00,138,138,0,12,1.0,1,success,
BATCH-002061,chat_platform,2025-12-10,2025-12-10 01:04:00,2025-12-10 01:35:00,197,197,0,31,1.0,1,success,
BATCH-002062,workflow,2025-12-10,2025-12-10 01:23:00,2025-12-10 02:23:00,102,102,0,60,1.1,1,success,
BATCH-002063,workforce,2025-12-10,2025-12-10 01:06:00,2025-12-10 01:44:00,79,79,0,38,1.0,1,success,
BATCH-002064,calendar,2025-12-10,2025-12-10 01:02:00,2025-12-10 01:11:00,233,233,0,9,1.0,1,success,
BATCH-002065,crm,2025-12-11,2025-12-11 01:14:00,2025-12-11 04:28:00,84,79,5,194,1.0,0,warning,LATE_ARRIVAL
BATCH-002066,portal,2025-12-11,2025-12-11 01:24:00,2025-12-11 01:37:00,239,239,0,13,1.1,1,success,
BATCH-002067,chat_platform,2025-12-11,2025-12-11 01:22:00,2025-12-11 01:44:00,244,244,0,22,2.0,1,success,
BATCH-002068,workflow,2025-12-11,2025-12-11 01:07:00,2025-12-11 01:37:00,160,160,0,30,1.0,1,success,
BATCH-002069,workforce,2025-12-11,2025-12-11 01:03:00,2025-12-11 01:13:00,254,254,0,10,1.0,1,success,
BATCH-002070,calendar,2025-12-11,2025-12-11 01:18:00,2025-12-11 02:12:00,118,118,0,54,1.0,1,success,
BATCH-002071,crm,2025-12-12,2025-12-12 01:18:00,2025-12-12 01:55:00,59,59,0,37,1.0,1,success,
BATCH-002072,portal,2025-12-12,2025-12-12 01:26:00,2025-12-12 01:55:00,207,207,0,29,1.0,1,success,
BATCH-002073,chat_platform,2025-12-12,2025-12-12 01:20:00,2025-12-12 02:45:00,48,45,3,85,1.0,1,warning,LATE_ARRIVAL
BATCH-002074,workflow,2025-12-12,2025-12-12 01:03:00,2025-12-12 01:19:00,170,170,0,16,1.1,1,success,
BATCH-002075,workforce,2025-12-12,2025-12-12 01:02:00,2025-12-12 01:35:00,79,79,0,33,1.0,1,success,
BATCH-002076,calendar,2025-12-12,2025-12-12 01:20:00,2025-12-12 02:19:00,209,209,0,59,1.0,1,success,
BATCH-002077,crm,2025-12-13,2025-12-13 01:00:00,2025-12-13 01:51:00,119,119,0,51,1.0,1,success,
BATCH-002078,portal,2025-12-13,2025-12-13 01:25:00,2025-12-13 02:11:00,124,124,0,46,1.0,1,success,
BATCH-002079,chat_platform,2025-12-13,2025-12-13 01:26:00,2025-12-13 02:12:00,87,87,0,46,1.0,1,success,
BATCH-002080,workflow,2025-12-13,2025-12-13 01:10:00,2025-12-13 01:20:00,212,212,0,10,1.0,1,success,
BATCH-002081,workforce,2025-12-13,2025-12-13 01:16:00,2025-12-13 02:05:00,53,53,0,49,1.0,1,success,
BATCH-002082,calendar,2025-12-13,2025-12-13 01:26:00,2025-12-13 02:05:00,153,153,0,39,1.0,1,success,
BATCH-002083,crm,2025-12-14,2025-12-14 01:28:00,2025-12-14 01:52:00,138,138,0,24,1.0,1,success,
BATCH-002084,portal,2025-12-14,2025-12-14 01:28:00,2025-12-14 02:00:00,179,179,0,32,1.1,1,success,
BATCH-002085,chat_platform,2025-12-14,2025-12-14 01:10:00,2025-12-14 08:54:00,71,0,71,464,1.0,0,failed,SRC_UNAVAILABLE
BATCH-002086,workflow,2025-12-14,2025-12-14 01:21:00,2025-12-14 02:14:00,133,133,0,53,2.0,1,success,
BATCH-002087,workforce,2025-12-14,2025-12-14 01:11:00,2025-12-14 02:02:00,97,97,0,51,1.1,1,success,
BATCH-002088,calendar,2025-12-14,2025-12-14 01:03:00,2025-12-14 01:57:00,146,146,0,54,1.0,1,success,
BATCH-002089,crm,2025-12-15,2025-12-15 01:04:00,2025-12-15 01:20:00,180,180,0,16,1.0,1,success,
BATCH-002090,portal,2025-12-15,2025-12-15 01:18:00,2025-12-15 02:03:00,177,177,0,45,1.0,1,success,
BATCH-002091,chat_platform,2025-12-15,2025-12-15 01:21:00,2025-12-15 02:23:00,211,211,0,62,1.0,1,success,
BATCH-002092,workflow,2025-12-15,2025-12-15 01:12:00,2025-12-15 02:08:00,165,165,0,56,1.0,1,success,
BATCH-002093,workforce,2025-12-15,2025-12-15 01:07:00,2025-12-15 01:32:00,110,110,0,25,1.1,1,success,
BATCH-002094,calendar,2025-12-15,2025-12-15 01:25:00,2025-12-15 01:45:00,184,184,0,20,1.0,1,success,
BATCH-002095,crm,2025-12-16,2025-12-16 01:11:00,2025-12-16 01:26:00,79,79,0,15,1.0,1,success,
BATCH-002096,portal,2025-12-16,2025-12-16 01:04:00,2025-12-16 01:18:00,26,26,0,14,1.0,1,success,
BATCH-002097,chat_platform,2025-12-16,2025-12-16 01:13:00,2025-12-16 01:21:00,178,178,0,8,1.0,1,success,
BATCH-002098,workflow,2025-12-16,2025-12-16 01:13:00,2025-12-16 01:48:00,255,255,0,35,1.1,1,success,
BATCH-002099,workforce,2025-12-16,2025-12-16 01:25:00,2025-12-16 02:15:00,156,156,0,50,1.0,1,success,
BATCH-002100,calendar,2025-12-16,2025-12-16 01:17:00,2025-12-16 02:40:00,106,99,7,83,1.0,1,warning,SCHEMA_DRIFT
BATCH-002101,crm,2025-12-17,2025-12-17 01:03:00,2025-12-17 01:42:00,220,220,0,39,1.0,1,success,
BATCH-002102,portal,2025-12-17,2025-12-17 01:21:00,2025-12-17 02:19:00,257,257,0,58,1.0,1,success,
