ticket_id,source_system,source_record_id,schema_version,load_ts,source_updated_at,created_at_utc,first_response_at_utc,resolved_at_utc,closed_at_utc,created_date,created_hour_local,created_weekday,channel,category,subcategory,priority,customer_segment,product,product_version,language,initial_team_id,team_id,region_id,description_length,attachment_count,is_vip,customer_tenure_days,prior_tickets_30d,prior_tickets_90d,previous_sla_breaches_90d,requested_callback,status,first_response_min,resolution_min,sla_target_min,sla_breached,reopen_count,escalation_count,csat
TCK-016065,portal,SRC-00016065,1.0,2025-04-26 14:55:41,2025-04-26 14:47:41,2025-04-26 13:01:41,2025-04-26 15:02:59,2025-04-29 04:26:29,2025-04-29 06:43:29,2025-04-26,16,5,email,access,login,low,Enterprise,Core,1.0,ru,T002,T002,R01,385,2,0,2330,1,9,1,0,closed,121.3,3804.8,1440,1.0,0,0,3.2
TCK-017312,chat_platform,SRC-00017312,1.0,2025-01-24 20:15:58,2025-01-24 21:50:58,2025-01-24 19:53:58,2025-01-24 20:19:52,2025-01-24 22:17:52,2025-01-25 02:06:52,2025-01-24,2,4,phone,performance,latency,medium,SMB,Mobile,2.8,ru,T017,T017,R05,1589,0,0,1145,1,3,0,0,closed,25.9,143.9,720,0.0,0,0,3.9
TCK-001563,crm,SRC-00001563,1.0,2026-06-29 21:29:20,2026-06-29 19:47:20,2026-06-29 19:28:20,2026-06-29 20:00:32,2026-06-30 02:01:26,2026-06-30 02:52:26,2026-06-29,23,0,chat,integration,api,high,Public,Core,3.7,ru,T022,T022,R06,1995,0,0,372,4,1,1,0,closed,32.2,393.1,240,1.0,1,2,3.1
TCK-019424,crm,SRC-00019424,1.0,2026-02-16 03:39:39,2026-02-16 03:11:39,2026-02-16 01:35:39,2026-02-16 03:39:21,,,2026-02-16,6,0,email,consultation,usage,medium,SMB,Mobile,4.6,ru,T009,T009,R03,1154,1,0,1238,2,6,0,0,waiting_customer,123.7,,720,,0,0,
TCK-005624,crm,SRC-00005624,1.0,2025-12-15 18:29:19,2025-12-15 17:44:19,2025-12-15 16:45:19,2025-12-15 17:06:31,2025-12-15 19:49:55,2025-12-15 21:25:55,2025-12-15,19,0,phone,access,login,high,Enterprise,Billing,1.8,ru,T003,T003,R01,1857,1,0,1025,0,6,1,0,closed,21.2,184.6,240,0.0,0,0,
TCK-021599,portal,SRC-00021599,1.0,2026-03-05 16:36:32,2026-03-05 17:07:32,2026-03-05 15:32:32,2026-03-05 17:36:14,2026-03-05 23:59:20,2026-03-06 03:15:20,2026-03-05,22,3,chat,billing,payment,low,SMB,Mobile,2.5,ru,T019,T019,R05,1431,1,0,157,0,4,2,0,closed,123.7,506.8,1440,0.0,1,0,5.0
TCK-019733,portal,SRC-00019733,1.0,2025-07-14 10:45:15,2025-07-14 10:46:15,2025-07-14 09:40:15,2025-07-14 10:14:51,2025-07-14 20:57:27,2025-07-15 01:52:27,2025-07-14,12,0,portal,integration,connector,medium,SMB,Core,1.2,en,T002,T002,R01,837,0,0,1859,0,5,0,0,closed,34.6,677.2,720,0.0,0,0,4.3
TCK-018935,crm,SRC-00018935,1.0,2025-09-05 10:39:13,2025-09-05 11:41:13,2025-09-05 09:55:13,2025-09-05 11:09:55,2025-09-05 19:32:01,2025-09-06 01:11:01,2025-09-05,16,4,email,billing,payment,high,SMB,Core,2.7,ru,T018,T018,R05,1188,0,0,1210,0,6,3,1,closed,74.7,576.8,240,1.0,0,1,3.4
TCK-002756,portal,SRC-00002756,1.0,2025-03-31 18:47:33,2025-03-31 17:24:33,2025-03-31 15:53:33,2025-03-31 16:26:03,2025-04-01 19:04:03,2025-04-01 19:26:03,2025-03-31,18,0,email,integration,webhook,medium,SMB,Analytics,1.7,ru,T002,T002,R01,556,1,0,616,1,3,1,0,closed,32.5,1630.5,720,1.0,2,0,
TCK-003213,portal,SRC-00003213,1.0,2025-08-27 18:10:37,2025-08-27 17:33:37,2025-08-27 15:39:37,2025-08-27 16:38:07,2025-08-28 00:58:07,2025-08-28 03:47:07,2025-08-27,18,2,chat,incident,degradation,medium,SMB,Core,1.2,ru,T006,T006,R02,1195,0,0,910,4,6,1,0,closed,58.5,558.5,720,0.0,0,0,4.7
TCK-007402,portal,SRC-00007402,1.0,2026-05-08 09:26:06,2026-05-08 09:06:06,2026-05-08 07:12:06,2026-05-08 07:16:36,2026-05-08 08:33:24,2026-05-08 10:46:24,2026-05-08,14,4,email,incident,data_error,critical,SMB,API,2.4,ru,T017,T017,R05,315,0,0,894,2,8,1,0,closed,4.5,81.3,60,1.0,3,1,2.9
TCK-021620,portal,SRC-00021620,1.0,2025-01-09 10:11:17,2025-01-09 08:38:17,2025-01-09 08:27:17,2025-01-09 09:05:47,,,2025-01-09,11,3,chat,performance,throughput,medium,Enterprise,Core,3.8,ru,T002,T002,R01,1781,0,0,2003,0,5,3,0,in_progress,38.5,,720,,0,0,
TCK-015986,crm,SRC-00015986,1.0,2025-12-11 19:26:26,2025-12-11 16:54:26,2025-12-11 16:33:26,2025-12-11 17:44:44,2025-12-11 21:52:02,2025-12-12 00:48:02,2025-12-11,19,3,portal,access,login,medium,SMB,Billing,4.3,ru,T002,T002,R01,1739,1,0,403,1,9,0,0,closed,71.3,318.6,720,0.0,0,0,3.9
TCK-019997,portal,SRC-00019997,1.0,2025-03-24 16:21:37,2025-03-24 15:15:37,2025-03-24 14:39:37,2025-03-24 15:18:37,2025-03-25 12:48:25,2025-03-25 14:10:25,2025-03-24,17,0,chat,incident,availability,medium,SMB,Billing,4.2,ru,T032,T032,R08,1156,0,0,1037,2,8,1,0,closed,39.0,1328.8,720,1.0,0,1,
TCK-011941,crm,SRC-00011941,1.0,2026-04-03 09:16:47,2026-04-03 08:24:47,2026-04-03 07:24:47,2026-04-03 08:12:53,2026-04-03 13:15:17,2026-04-03 18:37:17,2026-04-03,10,4,email,incident,degradation,low,SMB,Mobile,3.7,ru,T002,T002,R01,1661,1,0,362,0,4,0,0,closed,48.1,350.5,1440,0.0,0,0,
TCK-004722,portal,SRC-00004722,1.0,2025-07-02 17:14:47,2025-07-02 15:44:47,2025-07-02 14:48:47,2025-07-02 16:09:35,2025-07-03 17:35:29,2025-07-03 19:10:29,2025-07-02,17,2,email,billing,invoice,medium,SMB,Billing,1.5,ru,T006,T006,R02,1737,1,1,839,2,10,1,0,closed,80.8,1606.7,720,1.0,1,0,
TCK-008836,crm,SRC-00008836,1.0,2026-05-27 15:14:56,2026-05-27 13:45:56,2026-05-27 12:15:56,2026-05-27 13:00:02,2026-05-27 15:31:38,2026-05-27 16:53:38,2026-05-27,15,2,email,performance,timeout,medium,SMB,Billing,4.6,ru,T026,T026,R07,1152,0,0,77,1,4,0,0,closed,44.1,195.7,720,0.0,0,0,4.3
TCK-002270,portal,SRC-00002270,1.0,2025-04-19 12:52:50,2025-04-19 12:35:50,2025-04-19 11:13:50,2025-04-19 12:02:20,,,2025-04-19,18,5,chat,performance,throughput,medium,Enterprise,Billing,2.7,ru,T019,T019,R05,1241,3,0,2055,0,3,0,0,open,48.5,,720,,0,0,
TCK-005966,portal,SRC-00005966,1.0,2025-04-29 20:02:41,2025-04-29 19:02:41,2025-04-29 18:16:41,2025-04-29 18:53:23,2025-04-29 20:45:23,2025-04-30 02:29:23,2025-04-29,21,1,email,integration,webhook,medium,Enterprise,Billing,2.4,ru,T032,T032,R08,154,0,0,2504,3,5,1,0,closed,36.7,148.7,720,0.0,0,0,5.0
TCK-010723,portal,SRC-00010723,1.0,2025-03-09 10:55:49,2025-03-09 10:14:49,2025-03-09 09:47:49,2025-03-09 09:58:07,2025-03-09 11:53:31,2025-03-09 15:54:31,2025-03-09,16,6,email,incident,availability,critical,Enterprise,Core,2.7,ru,T020,T020,R05,1746,1,0,682,1,6,1,0,closed,10.3,125.7,60,1.0,1,0,3.3
TCK-008255,portal,SRC-00008255,1.0,2025-03-17 14:22:47,2025-03-17 13:36:47,2025-03-17 12:07:47,2025-03-17 13:42:47,2025-03-17 20:23:35,2025-03-17 21:45:35,2025-03-17,17,0,email,access,login,low,SMB,Billing,3.8,ru,T011,T011,R03,1362,0,0,663,6,6,0,0,closed,95.0,495.8,1440,0.0,1,0,4.4
TCK-012246,crm,SRC-00012246,1.0,2026-04-06 11:03:03,2026-04-06 10:05:03,2026-04-06 09:33:03,2026-04-06 12:21:09,2026-04-07 03:24:09,2026-04-07 07:44:09,2026-04-06,12,0,chat,incident,availability,low,SMB,Mobile,1.7,ru,T027,T027,R07,1082,1,0,258,1,1,0,0,closed,168.1,1071.1,1440,0.0,1,0,4.1
TCK-014749,portal,SRC-00014749,1.0,2025-06-12 11:22:41,2025-06-12 10:55:41,2025-06-12 09:17:41,2025-06-12 11:15:05,2025-06-12 16:47:29,2025-06-12 19:53:29,2025-06-12,14,3,portal,performance,latency,medium,SMB,API,1.7,ru,T010,T010,R03,1174,1,0,610,1,3,1,0,closed,117.4,449.8,720,0.0,0,0,4.5
TCK-022815,portal,SRC-00022815,1.0,2025-08-28 16:12:15,2025-08-28 15:50:15,2025-08-28 13:59:15,2025-08-28 15:19:09,2025-08-29 01:17:27,2025-08-29 03:51:27,2025-08-28,16,3,portal,access,password,medium,SMB,API,3.8,ru,T004,T004,R01,872,0,1,1604,1,5,1,0,closed,79.9,678.2,720,0.0,0,0,5.0
TCK-004097,crm,SRC-00004097,1.0,2026-03-04 16:16:08,2026-03-04 15:05:08,2026-03-04 14:09:08,2026-03-04 14:28:20,2026-03-04 18:53:32,2026-03-04 23:16:32,2026-03-04,17,2,portal,billing,invoice,medium,SMB,Billing,2.2,ru,T029,T029,R08,1141,1,0,665,1,3,1,0,closed,19.2,284.4,720,0.0,1,0,4.9
TCK-006460,portal,SRC-00006460,1.0,2025-12-25 19:20:08,2025-12-25 18:52:08,2025-12-25 17:07:08,2025-12-25 19:03:08,2025-12-27 00:13:14,2025-12-27 03:00:14,2025-12-25,21,3,portal,incident,availability,medium,SMB,API,3.5,ru,T024,T024,R06,517,2,0,46,2,8,1,0,closed,116.0,1866.1,720,1.0,1,1,3.9
TCK-010406,crm,SRC-00010406,1.0,2025-05-08 10:28:44,2025-05-08 09:09:44,2025-05-08 08:25:44,2025-05-08 10:13:56,2025-05-08 17:32:20,2025-05-08 20:56:20,2025-05-08,11,3,chat,integration,connector,medium,Enterprise,API,2.7,ru,T026,T026,R07,1726,2,0,1062,1,4,0,1,closed,108.2,546.6,720,0.0,0,0,
TCK-020570,crm,SRC-00020570,1.0,2025-07-04 15:16:34,2025-07-04 13:13:34,2025-07-04 12:33:34,2025-07-04 13:13:22,2025-07-04 23:34:04,2025-07-05 01:59:04,2025-07-04,15,4,chat,performance,latency,medium,SMB,Core,3.9,ru,T001,T001,R01,574,0,0,1633,4,4,2,1,closed,39.8,660.5,720,0.0,0,0,5.0
TCK-001566,portal,SRC-00001566,1.0,2026-06-23 15:16:00,2026-06-23 14:27:00,2026-06-23 14:07:00,2026-06-23 15:51:54,2026-06-24 20:56:42,2026-06-24 23:09:42,2026-06-23,17,1,portal,incident,degradation,medium,Enterprise,API,2.4,en,T002,T002,R01,2137,0,0,287,2,6,0,0,closed,104.9,1849.7,720,1.0,1,0,3.2
TCK-012802,chat_platform,SRC-00012802,1.0,2026-04-13 14:12:39,2026-04-13 15:19:39,2026-04-13 13:23:39,2026-04-13 15:46:39,2026-04-14 22:47:03,2026-04-14 23:14:03,2026-04-13,20,0,chat,integration,webhook,medium,Enterprise,Core,1.6,ru,T018,T018,R05,1956,0,0,234,1,8,1,1,closed,143.0,2003.4,720,1.0,1,1,3.2
TCK-007712,crm,SRC-00007712,1.0,2025-08-26 11:32:23,2025-08-26 11:36:23,2025-08-26 10:16:23,2025-08-26 10:50:53,2025-08-26 12:34:05,2025-08-26 14:46:05,2025-08-26,13,1,chat,integration,webhook,high,SMB,API,4.0,ru,T006,T006,R02,435,0,0,2340,2,5,1,0,closed,34.5,137.7,240,0.0,0,0,4.7
TCK-020295,crm,SRC-00020295,1.0,2026-01-14 16:03:40,2026-01-14 16:21:40,2026-01-14 15:37:40,2026-01-14 17:59:22,2026-01-17 11:41:52,2026-01-17 17:02:52,2026-01-14,18,2,chat,consultation,usage,low,Enterprise,Analytics,1.6,ru,T016,T016,R04,2035,1,0,331,1,2,1,0,closed,141.7,4084.2,1440,1.0,0,1,2.9
TCK-010541,chat_platform,SRC-00010541,1.0,2025-11-19 19:34:02,2025-11-19 18:50:02,2025-11-19 17:49:02,2025-11-19 19:31:50,2025-11-20 03:27:20,2025-11-20 08:06:20,2025-11-19,20,2,email,integration,connector,low,Enterprise,Core,4.0,ru,T014,T014,R04,588,0,0,950,1,6,1,1,closed,102.8,578.3,1440,0.0,0,0,4.4
TCK-009556,portal,SRC-00009556,1.0,2025-11-19 19:47:42,2025-11-19 17:11:42,2025-11-19 16:51:42,2025-11-19 18:28:06,2025-11-19 22:00:24,2025-11-20 01:31:24,2025-11-19,20,2,chat,performance,latency,medium,SMB,API,1.3,ru,T023,T023,R06,1208,0,0,426,2,7,1,0,closed,96.4,308.7,720,0.0,0,1,4.6
TCK-018975,portal,SRC-00018975,1.0,2026-03-06 15:49:09,2026-03-06 15:13:09,2026-03-06 13:28:09,2026-03-06 13:44:57,2026-03-06 16:08:03,2026-03-06 21:57:03,2026-03-06,16,4,phone,consultation,best_practice,high,Public,API,3.7,ru,T004,T004,R01,1519,0,0,1108,0,5,1,0,closed,16.8,159.9,240,0.0,0,1,5.0
TCK-013593,portal,SRC-00013593,1.0,2025-04-04 19:07:01,2025-04-04 18:00:01,2025-04-04 17:39:01,2025-04-04 18:50:01,2025-04-04 20:05:25,2025-04-04 22:04:25,2025-04-04,20,4,portal,billing,tariff,medium,SMB,API,1.4,ru,T002,T002,R01,851,0,0,1145,1,7,2,0,closed,71.0,146.4,720,0.0,0,0,4.8
TCK-007112,crm,SRC-00007112,1.0,2025-07-20 16:43:38,2025-07-20 16:20:38,2025-07-20 15:16:38,2025-07-20 16:51:50,2025-07-20 17:30:14,2025-07-20 21:26:14,2025-07-20,18,6,email,incident,data_error,medium,Enterprise,Analytics,2.5,ru,T005,T005,R02,92,1,0,1816,1,2,1,0,closed,95.2,133.6,720,0.0,0,0,4.1
TCK-016000,portal,SRC-00016000,1.0,2025-06-16 12:28:45,2025-06-16 11:12:45,2025-06-16 09:51:45,2025-06-16 13:23:51,2025-06-17 04:11:03,2025-06-17 05:24:03,2025-06-16,12,0,chat,performance,latency,low,SMB,Analytics,3.5,ru,T008,T008,R02,774,3,0,1056,1,3,1,1,closed,212.1,1099.3,1440,0.0,0,0,4.3
TCK-022542,chat_platform,SRC-00022542,1.0,2026-02-08 13:00:11,2026-02-08 12:19:11,2026-02-08 11:09:11,2026-02-08 11:46:41,2026-02-08 22:23:05,2026-02-08 22:57:05,2026-02-08,14,6,email,incident,data_error,high,SMB,Core,2.5,ru,T014,T014,R04,1992,0,0,1603,0,5,0,0,closed,37.5,673.9,240,1.0,0,0,3.9
TCK-021191,crm,SRC-00021191,1.0,2026-04-10 15:28:44,2026-04-10 14:41:44,2026-04-10 14:13:44,2026-04-10 14:33:32,2026-04-11 21:22:08,2026-04-12 03:12:08,2026-04-10,17,4,phone,incident,availability,medium,Enterprise,Core,4.3,ru,T013,T013,R04,1464,0,1,2317,1,3,0,0,closed,19.8,1868.4,720,1.0,0,0,
TCK-018574,crm,SRC-00018574,1.0,2025-09-25 15:52:30,2025-09-25 16:42:30,2025-09-25 15:13:30,2025-09-25 16:27:12,2025-09-26 06:15:18,2025-09-26 09:38:18,2025-09-25,18,3,email,consultation,configuration,low,SMB,Core,2.4,ru,T007,T007,R02,1080,1,0,2065,0,10,1,0,closed,73.7,901.8,1440,0.0,0,0,
TCK-007277,portal,SRC-00007277,1.0,2025-12-08 09:47:38,2025-12-08 11:27:38,2025-12-08 09:30:38,2025-12-08 10:31:50,2025-12-08 15:29:32,2025-12-08 21:27:32,2025-12-08,14,0,chat,billing,payment,medium,Public,Billing,1.8,ru,T009,T009,R03,1124,0,0,1694,1,5,1,0,closed,61.2,358.9,720,0.0,0,0,4.4
TCK-011800,chat_platform,SRC-00011800,1.0,2025-05-21 21:39:19,2025-05-21 20:30:19,2025-05-21 20:07:19,2025-05-21 20:52:43,2025-05-22 06:15:19,2025-05-22 09:54:19,2025-05-21,23,2,phone,access,password,low,SMB,Analytics,3.2,ru,T029,T029,R08,1817,1,0,2533,1,3,2,0,closed,45.4,608.0,1440,0.0,0,0,4.6
TCK-010842,portal,SRC-00010842,1.0,2025-04-01 14:20:12,2025-04-01 12:23:12,2025-04-01 11:49:12,2025-04-01 13:03:36,2025-04-01 16:47:48,2025-04-01 21:50:48,2025-04-01,14,1,chat,incident,data_error,medium,Enterprise,Analytics,1.3,ru,T002,T002,R01,1805,0,0,1807,2,7,2,0,closed,74.4,298.6,720,0.0,1,0,4.3
TCK-021046,chat_platform,SRC-00021046,1.0,2025-06-29 09:20:39,2025-06-29 09:53:39,2025-06-29 08:25:39,2025-06-29 10:18:27,2025-06-30 05:37:03,2025-06-30 11:22:03,2025-06-29,11,6,portal,consultation,usage,low,Enterprise,Analytics,2.5,ru,T008,T008,R02,155,1,0,1438,2,6,0,0,closed,112.8,1271.4,1440,0.0,0,0,4.6
TCK-010149,chat_platform,SRC-00010149,1.0,2025-12-01 13:03:43,2025-12-01 12:55:43,2025-12-01 12:16:43,2025-12-01 13:47:25,2025-12-01 20:27:49,2025-12-01 22:21:49,2025-12-01,17,0,email,incident,data_error,medium,SMB,Billing,1.2,ru,T009,T009,R03,2191,1,0,1383,1,5,0,1,closed,90.7,491.1,720,0.0,0,1,
TCK-019230,crm,SRC-00019230,1.0,2026-04-23 16:19:44,2026-04-23 16:43:44,2026-04-23 15:50:44,2026-04-23 17:17:20,2026-04-23 20:15:38,2026-04-24 00:36:38,2026-04-23,18,3,chat,consultation,usage,low,SMB,Core,3.8,en,T003,T003,R01,1167,2,0,50,3,2,0,0,closed,86.6,264.9,1440,0.0,0,0,4.6
TCK-012057,portal,SRC-00012057,1.0,2025-02-04 18:07:12,2025-02-04 15:57:12,2025-02-04 15:45:12,2025-02-04 17:39:00,2025-02-04 19:25:42,2025-02-04 19:41:42,2025-02-04,18,1,email,integration,api,medium,Enterprise,API,3.6,ru,T005,T005,R02,1707,1,0,34,2,7,0,0,closed,113.8,220.5,720,0.0,0,0,
TCK-009724,crm,SRC-00009724,1.0,2025-08-14 15:20:34,2025-08-14 16:13:34,2025-08-14 14:15:34,2025-08-14 14:27:40,2025-08-14 15:23:52,2025-08-14 17:08:52,2025-08-14,17,3,phone,incident,degradation,critical,SMB,Core,4.3,ru,T003,T003,R01,1007,0,0,2060,3,6,3,0,closed,12.1,68.3,60,1.0,2,0,2.9
TCK-013275,crm,SRC-00013275,1.0,2025-09-18 13:20:38,2025-09-18 11:38:38,2025-09-18 11:09:38,2025-09-18 11:49:38,2025-09-18 19:51:14,2025-09-19 00:22:14,2025-09-18,14,3,chat,incident,degradation,high,Public,Core,4.8,ru,T026,T026,R07,1148,0,0,2452,2,6,1,0,closed,40.0,521.6,240,1.0,0,1,3.7
TCK-012017,crm,SRC-00012017,1.0,2025-10-28 19:31:51,2025-10-28 19:03:51,2025-10-28 18:45:51,2025-10-28 19:42:27,,,2025-10-28,21,1,chat,consultation,configuration,medium,Enterprise,Billing,1.5,en,T031,T031,R08,1621,0,1,572,2,4,0,0,open,56.6,,720,,0,0,
TCK-009614,portal,SRC-00009614,1.0,2025-02-28 19:17:42,2025-02-28 18:05:42,2025-02-28 17:21:42,2025-02-28 18:19:18,2025-03-02 00:42:48,2025-03-02 03:10:48,2025-02-28,20,4,portal,access,password,medium,SMB,Analytics,1.7,en,T006,T006,R02,623,2,0,728,2,5,0,0,closed,57.6,1881.1,720,1.0,0,0,4.1
TCK-007464,chat_platform,SRC-00007464,1.0,2025-08-16 09:48:45,2025-08-16 09:52:45,2025-08-16 09:28:45,2025-08-16 10:00:57,2025-08-16 19:58:27,2025-08-16 21:56:27,2025-08-16,12,5,chat,integration,webhook,medium,SMB,Core,4.5,ru,T029,T029,R08,1397,0,0,1676,1,3,0,0,closed,32.2,629.7,720,0.0,0,0,4.8
TCK-011652,chat_platform,SRC-00011652,1.0,2025-06-28 15:18:49,2025-06-28 13:52:49,2025-06-28 13:33:49,2025-06-28 14:46:25,2025-06-28 15:12:49,2025-06-28 17:01:49,2025-06-28,16,5,chat,incident,data_error,high,SMB,Mobile,4.5,ru,T026,T026,R07,525,0,0,1364,1,6,1,0,closed,72.6,99.0,240,0.0,0,0,4.9
TCK-004423,portal,SRC-00004423,1.0,2026-05-05 16:17:10,2026-05-05 14:21:10,2026-05-05 13:30:10,2026-05-05 15:22:46,2026-05-05 21:24:04,2026-05-05 22:55:04,2026-05-05,16,1,chat,access,login,medium,SMB,Core,1.4,ru,T007,T007,R02,781,0,0,2379,3,5,1,0,closed,112.6,473.9,720,0.0,1,0,5.0
TCK-013960,portal,SRC-00013960,1.0,2026-02-19 10:59:44,2026-02-19 11:48:44,2026-02-19 10:02:44,2026-02-19 10:31:08,2026-02-19 12:41:32,2026-02-19 13:11:32,2026-02-19,17,3,email,incident,degradation,medium,SMB,Mobile,2.0,ru,T018,T018,R05,521,0,0,1555,1,5,0,0,closed,28.4,158.8,720,0.0,0,0,4.5
TCK-002680,crm,SRC-00002680,1.0,2026-04-17 17:54:47,2026-04-17 17:35:47,2026-04-17 16:21:47,2026-04-17 16:50:41,2026-04-17 17:06:29,2026-04-17 22:07:29,2026-04-17,19,4,email,billing,tariff,critical,SMB,Billing,3.8,ru,T006,T006,R02,154,1,0,1307,3,2,1,0,closed,28.9,44.7,60,0.0,0,0,
TCK-017935,crm,SRC-00017935,1.0,2026-02-27 15:10:22,2026-02-27 13:21:22,2026-02-27 12:22:22,2026-02-27 13:14:10,2026-02-28 21:22:58,2026-02-28 23:35:58,2026-02-27,19,4,phone,performance,timeout,medium,Enterprise,Analytics,3.6,ru,T020,T020,R05,1987,0,0,146,0,12,1,0,closed,51.8,1980.6,720,1.0,0,1,4.3
TCK-020412,portal,SRC-00020412,1.0,2025-09-18 13:33:25,2025-09-18 11:16:25,2025-09-18 10:37:25,2025-09-18 11:48:01,2025-09-18 19:17:55,2025-09-18 23:35:55,2025-09-18,13,3,phone,incident,data_error,medium,Enterprise,API,3.3,ru,T006,T006,R02,1901,1,0,393,2,4,0,0,closed,70.6,520.5,720,0.0,0,0,4.1
TCK-000588,portal,SRC-00000588,1.1,2026-06-04 15:22:41,2026-06-04 15:41:41,2026-06-04 14:56:41,2026-06-04 15:54:41,2026-06-05 13:57:17,2026-06-05 15:11:17,2026-06-04,17,3,email,consultation,configuration,low,SMB,Core,2.9,en,T016,T016,R04,1750,1,0,1633,0,7,1,0,closed,58.0,1380.6,1440,0.0,0,1,4.5
TCK-011817,chat_platform,SRC-00011817,1.0,2026-04-14 17:23:10,2026-04-14 18:13:10,2026-04-14 16:46:10,2026-04-14 17:50:16,2026-04-14 17:56:16,2026-04-14 22:12:16,2026-04-14,19,1,email,performance,latency,high,Enterprise,Mobile,2.2,ru,T014,T014,R04,1358,0,0,1796,0,5,1,0,closed,64.1,70.1,240,0.0,1,0,4.7
TCK-019284,crm,SRC-00019284,1.0,2025-10-11 03:41:14,2025-10-11 03:07:14,2025-10-11 02:03:14,2025-10-11 02:37:38,2025-10-11 06:56:20,2025-10-11 08:08:20,2025-10-11,5,5,email,consultation,configuration,high,Enterprise,Analytics,2.6,ru,T001,T001,R01,120,0,0,1154,3,3,0,0,closed,34.4,293.1,240,1.0,0,1,4.0
TCK-001522,crm,SRC-00001522,1.0,2026-06-07 14:25:01,2026-06-07 13:41:01,2026-06-07 12:47:01,2026-06-07 14:33:55,2026-06-07 14:57:31,2026-06-07 19:07:31,2026-06-07,17,6,portal,access,permissions,medium,Enterprise,Mobile,2.7,ru,T012,T012,R03,1636,1,0,960,1,5,0,0,closed,106.9,130.5,720,0.0,1,0,5.0
TCK-011483,portal,SRC-00011483,1.0,2026-01-16 03:02:44,2026-01-16 02:22:44,2026-01-16 01:42:44,2026-01-16 02:57:32,2026-01-16 06:55:44,2026-01-16 10:26:44,2026-01-16,4,4,email,billing,payment,medium,SMB,API,1.5,ru,T031,T031,R08,1187,1,0,467,1,4,0,0,closed,74.8,313.0,720,0.0,1,0,4.6
TCK-011609,crm,SRC-00011609,1.0,2025-10-13 20:30:55,2025-10-13 20:15:55,2025-10-13 18:27:55,2025-10-13 20:40:37,2025-10-14 07:44:25,2025-10-14 12:28:25,2025-10-13,1,0,email,integration,api,medium,SMB,Mobile,2.4,ru,T017,T017,R05,261,1,0,1189,1,4,1,0,closed,132.7,796.5,720,1.0,0,0,3.9
TCK-005031,portal,SRC-00005031,1.0,2026-03-09 10:12:26,2026-03-09 08:16:26,2026-03-09 08:00:26,2026-03-09 08:21:50,2026-03-09 13:26:32,2026-03-09 16:12:32,2026-03-09,13,0,chat,performance,timeout,high,Enterprise,Analytics,3.5,ru,T010,T010,R03,130,0,1,2449,1,4,1,0,closed,21.4,326.1,240,1.0,0,0,3.0
TCK-005012,crm,SRC-00005012,1.0,2025-08-28 13:13:01,2025-08-28 10:45:01,2025-08-28 10:23:01,2025-08-28 12:36:07,2025-08-29 07:28:25,2025-08-29 11:43:25,2025-08-28,15,3,chat,integration,webhook,low,Public,Analytics,4.5,ru,T009,T009,R03,367,0,0,1076,2,5,0,0,closed,133.1,1265.4,1440,0.0,0,0,3.9
TCK-023782,portal,SRC-00023782,1.1,2026-03-13 18:01:51,2026-03-13 18:02:51,2026-03-13 16:42:51,2026-03-13 18:16:33,2026-03-15 01:59:21,2026-03-15 05:37:21,2026-03-13,19,4,email,incident,availability,medium,Enterprise,Billing,2.9,ru,T002,T002,R01,866,1,0,1576,3,2,1,0,closed,93.7,1996.5,720,1.0,0,0,
TCK-018347,portal,SRC-00018347,1.0,2025-03-11 09:10:13,2025-03-11 07:16:13,2025-03-11 06:30:13,2025-03-11 08:04:37,2025-03-11 08:47:01,2025-03-11 09:17:01,2025-03-11,9,1,email,billing,payment,medium,Enterprise,Analytics,1.3,ru,T005,T005,R02,46,1,0,752,3,8,3,1,closed,94.4,136.8,720,0.0,0,0,
TCK-003592,crm,SRC-00003592,1.0,2025-04-01 13:38:02,2025-04-01 11:54:02,2025-04-01 11:49:02,2025-04-01 13:51:14,2025-04-02 15:18:26,2025-04-02 20:33:26,2025-04-01,14,1,chat,incident,data_error,medium,SMB,Billing,2.3,ru,T005,T005,R02,669,1,0,775,2,5,0,0,closed,122.2,1649.4,720,1.0,1,0,3.9
TCK-013294,crm,SRC-00013294,1.0,2026-02-04 19:09:49,2026-02-04 18:35:49,2026-02-04 17:55:49,2026-02-04 20:55:25,2026-02-05 04:13:01,2026-02-05 04:44:01,2026-02-04,21,2,chat,performance,throughput,medium,SMB,Analytics,1.4,en,T021,T021,R06,1621,0,0,331,2,3,1,0,closed,179.6,617.2,720,0.0,1,0,4.4
TCK-003906,crm,SRC-00003906,1.0,2025-09-18 19:12:26,2025-09-18 19:13:26,2025-09-18 17:55:26,2025-09-18 18:23:08,2025-09-18 20:01:08,2025-09-18 21:44:08,2025-09-18,20,3,portal,access,permissions,high,SMB,API,1.7,en,T006,T006,R02,550,0,0,536,1,4,3,0,closed,27.7,125.7,240,0.0,0,0,4.8
TCK-002447,crm,SRC-00002447,1.0,2026-04-29 20:55:17,2026-04-29 19:27:17,2026-04-29 19:23:17,2026-04-29 21:00:53,2026-04-29 21:42:11,2026-04-29 22:12:11,2026-04-29,22,2,email,access,permissions,medium,Public,Mobile,2.6,ru,T005,T005,R02,1476,1,0,340,2,2,0,0,closed,97.6,138.9,720,0.0,0,0,4.6
