event_id,ticket_id,event_ts_utc,event_type,status_from,status_to,team_from,team_to,actor_type,queue_name,comment_length,source_system,load_ts
EVT-00086540,TCK-023546,2025-12-11 21:17:14,transferred,in_progress,in_progress,T003,T003,agent,queue_billing,664,workflow,2025-12-11 22:01:14
EVT-00041879,TCK-021207,2025-06-27 00:30:37,agent_response,in_progress,in_progress,T007,T007,agent,queue_access,562,crm,2025-06-27 01:28:37
EVT-00001566,TCK-010666,2025-01-10 11:08:29,assigned,new,in_progress,T032,T032,agent,queue_access,39,crm,2025-01-10 12:20:29
EVT-00011692,TCK-021592,2025-02-23 01:36:11,status_changed,in_progress,waiting_customer,T013,T013,customer,queue_performance,619,workflow,2025-02-23 03:01:11
EVT-00051756,TCK-011921,2025-08-05 13:47:21,assigned,new,in_progress,T001,T001,system,queue_consultation,387,chat_platform,2025-08-05 14:20:21
EVT-00022285,TCK-008949,2025-04-07 12:26:02,escalated,in_progress,in_progress,T027,T027,agent,queue_incident,173,workflow,2025-04-07 12:56:02
EVT-00055354,TCK-017056,2025-08-18 07:04:02,created,,new,T001,T001,customer,queue_integration,443,workflow,2025-08-18 07:47:02
EVT-00074854,TCK-011860,2025-10-30 13:30:39,resolved,waiting_customer,resolved,T007,T007,agent,queue_performance,165,chat_platform,2025-10-30 14:51:39
EVT-00072019,TCK-009321,2025-10-20 07:36:48,created,,new,T019,T019,agent,queue_billing,365,workflow,2025-10-20 07:52:48
EVT-00026850,TCK-016391,2025-04-26 12:50:38,agent_response,in_progress,in_progress,T002,T002,agent,queue_access,402,crm,2025-04-26 14:01:38
EVT-00003818,TCK-012151,2025-01-19 16:43:29,agent_response,in_progress,in_progress,T016,T016,system,queue_consultation,711,workflow,2025-01-19 17:21:29
EVT-00036868,TCK-009775,2025-06-07 00:03:04,closed,resolved,closed,T001,T001,agent,queue_billing,527,workflow,2025-06-07 00:17:04
EVT-00053208,TCK-003353,2025-08-11 21:44:57,agent_response,in_progress,in_progress,T018,T018,system,queue_incident,50,chat_platform,2025-08-11 22:45:57
EVT-00012597,TCK-007561,2025-02-27 09:33:24,agent_response,in_progress,in_progress,T027,T027,agent,queue_consultation,555,crm,2025-02-27 10:08:24
EVT-00024976,TCK-012178,2025-04-19 03:59:38,status_changed,in_progress,in_progress,T010,T010,system,queue_billing,678,crm,2025-04-19 05:20:38
EVT-00014708,TCK-012361,2025-03-07 12:23:39,created,,new,T018,T018,customer,queue_incident,344,workflow,2025-03-07 13:51:39
EVT-00071655,TCK-019536,2025-10-17 19:06:43,created,,new,T002,T002,agent,queue_performance,179,workflow,2025-10-17 19:53:43
EVT-00121044,TCK-010209,2026-04-17 13:55:52,agent_response,in_progress,in_progress,T016,T016,agent,queue_performance,122,workflow,2026-04-17 15:05:52
EVT-00061699,TCK-014453,2025-09-11 10:31:33,status_changed,in_progress,in_progress,T011,T011,system,queue_access,482,crm,2025-09-11 10:47:33
EVT-00084634,TCK-016619,2025-12-04 16:11:56,assigned,new,in_progress,T021,T021,customer,queue_access,171,crm,2025-12-04 16:36:56
EVT-00140896,TCK-000915,2026-06-20 21:16:07,transferred,in_progress,in_progress,T022,T022,system,queue_performance,87,workflow,2026-06-20 22:41:07
EVT-00023328,TCK-007449,2025-04-10 23:28:19,closed,resolved,closed,T022,T022,agent,queue_performance,663,workflow,2025-04-10 23:31:19
EVT-00046488,TCK-014996,2025-07-15 17:46:45,status_changed,in_progress,waiting_customer,T029,T029,agent,queue_incident,581,workflow,2025-07-15 19:08:45
EVT-00129553,TCK-020438,2026-05-18 11:32:18,created,,new,T018,T018,customer,queue_integration,645,crm,2026-05-18 11:47:18
EVT-00101094,TCK-019971,2026-02-04 23:18:33,resolved,in_progress,resolved,T015,T015,customer,queue_consultation,195,crm,2026-02-05 00:09:33
EVT-00085847,TCK-023521,2025-12-09 11:55:51,assigned,new,in_progress,T002,T002,system,queue_consultation,697,chat_platform,2025-12-09 13:18:51
EVT-00005445,TCK-011781,2025-01-26 13:29:12,created,,new,T001,T001,agent,queue_performance,282,workflow,2025-01-26 14:28:12
EVT-00019181,TCK-009954,2025-03-25 19:05:28,customer_response,in_progress,in_progress,T013,T013,agent,queue_billing,286,workflow,2025-03-25 19:13:28
EVT-00068521,TCK-022552,2025-10-06 15:10:50,created,,new,T029,T029,agent,queue_consultation,617,crm,2025-10-06 15:50:50
EVT-00085981,TCK-014389,2025-12-10 00:30:12,closed,resolved,closed,T009,T009,system,queue_consultation,686,chat_platform,2025-12-10 01:02:12
EVT-00080354,TCK-006010,2025-11-20 18:11:59,resolved,in_progress,resolved,T003,T003,agent,queue_incident,246,crm,2025-11-20 19:05:59
EVT-00038747,TCK-023426,2025-06-14 13:33:44,closed,resolved,closed,T002,T002,customer,queue_billing,512,crm,2025-06-14 13:47:44
EVT-00026842,TCK-018848,2025-04-26 09:06:13,created,,new,T010,T010,agent,queue_integration,299,crm,2025-04-26 10:33:13
EVT-00071665,TCK-017930,2025-10-18 22:35:11,resolved,in_progress,resolved,T014,T014,customer,queue_billing,144,workflow,2025-10-18 23:19:11
EVT-00108914,TCK-012799,2026-03-04 13:47:14,created,,new,T007,T007,agent,queue_billing,771,chat_platform,2026-03-04 14:09:14
EVT-00100927,TCK-023827,2026-02-04 16:40:35,assigned,new,in_progress,T010,T010,system,queue_integration,485,crm,2026-02-04 17:30:35
EVT-00103150,TCK-004760,2026-02-12 19:11:25,closed,resolved,closed,T019,T019,customer,queue_incident,859,workflow,2026-02-12 19:46:25
EVT-00122112,TCK-022091,2026-04-21 13:39:43,created,,new,T005,T005,customer,queue_access,819,crm,2026-04-21 15:03:43
EVT-00132024,TCK-022238,2026-05-28 06:03:06,resolved,in_progress,resolved,T002,T002,agent,queue_integration,347,workflow,2026-05-28 06:53:06
EVT-00032698,TCK-006642,2025-05-20 18:07:31,agent_response,in_progress,in_progress,T030,T030,agent,queue_billing,893,chat_platform,2025-05-20 18:21:31
EVT-00132533,TCK-020762,2026-05-29 08:51:51,closed,resolved,closed,T013,T013,agent,queue_access,203,workflow,2026-05-29 08:55:51
EVT-00011412,TCK-018309,2025-02-21 10:50:26,created,,new,T026,T026,agent,queue_billing,650,workflow,2025-02-21 11:42:26
EVT-00047468,TCK-010753,2025-07-18 19:19:43,closed,resolved,closed,T026,T026,agent,queue_integration,827,workflow,2025-07-18 20:26:43
EVT-00051962,TCK-010089,2025-08-05 23:15:53,agent_response,in_progress,in_progress,T002,T002,customer,queue_access,761,workflow,2025-08-05 23:18:53
EVT-00020066,TCK-019276,2025-03-29 08:44:15,assigned,new,in_progress,T014,T014,agent,queue_integration,514,crm,2025-03-29 09:42:15
EVT-00106568,TCK-013963,2026-02-25 08:47:48,transferred,in_progress,in_progress,T008,T008,agent,queue_incident,81,crm,2026-02-25 09:53:48
EVT-00101808,TCK-007765,2026-02-08 08:06:59,created,,new,T012,T012,agent,queue_billing,46,crm,2026-02-08 08:40:59
EVT-00142859,TCK-001446,2026-06-25 23:39:52,transferred,in_progress,in_progress,T030,T030,customer,queue_billing,40,crm,2026-06-26 01:06:52
EVT-00131993,TCK-010372,2026-05-27 17:06:09,reopened,resolved,in_progress,T024,T024,agent,queue_performance,56,chat_platform,2026-05-27 18:07:09
EVT-00089182,TCK-017059,2025-12-21 19:35:09,created,,new,T014,T014,agent,queue_integration,817,workflow,2025-12-21 19:59:09
EVT-00058718,TCK-011828,2025-08-30 00:35:57,resolved,in_progress,resolved,T010,T010,agent,queue_performance,306,workflow,2025-08-30 01:47:57
EVT-00112510,TCK-006189,2026-03-17 10:38:43,created,,new,T014,T014,agent,queue_access,125,chat_platform,2026-03-17 11:42:43
EVT-00043965,TCK-006104,2025-07-05 00:39:35,closed,resolved,closed,T022,T022,agent,queue_incident,344,chat_platform,2025-07-05 00:51:35
EVT-00074447,TCK-020856,2025-10-28 19:38:37,created,,new,T029,T029,agent,queue_integration,823,crm,2025-10-28 20:11:37
EVT-00020821,TCK-023865,2025-04-01 13:12:40,agent_response,in_progress,in_progress,T001,T001,agent,queue_performance,352,crm,2025-04-01 14:37:40
EVT-00105520,TCK-005332,2026-02-20 09:59:51,agent_response,in_progress,in_progress,T011,T011,system,queue_performance,653,crm,2026-02-20 10:55:51
EVT-00029459,TCK-018305,2025-05-08 12:42:12,agent_response,in_progress,in_progress,T004,T004,agent,queue_consultation,153,workflow,2025-05-08 13:22:12
EVT-00074640,TCK-007096,2025-10-29 16:17:39,assigned,new,in_progress,T013,T013,agent,queue_access,625,workflow,2025-10-29 17:07:39
EVT-00016480,TCK-012842,2025-03-15 17:28:53,closed,resolved,closed,T010,T010,agent,queue_integration,340,workflow,2025-03-15 18:06:53
EVT-00117834,TCK-014439,2026-04-05 19:26:31,customer_response,in_progress,in_progress,T023,T023,agent,queue_integration,549,crm,2026-04-05 19:43:31
EVT-00081616,TCK-019124,2025-11-25 08:20:07,closed,resolved,closed,T002,T002,customer,queue_consultation,476,chat_platform,2025-11-25 09:13:07
EVT-00043817,TCK-017041,2025-07-04 03:51:59,customer_response,in_progress,in_progress,T003,T003,customer,queue_incident,576,crm,2025-07-04 04:39:59
EVT-00118127,TCK-011410,2026-04-07 11:39:56,resolved,in_progress,resolved,T015,T015,agent,queue_integration,702,crm,2026-04-07 12:29:56
EVT-00054201,TCK-011794,2025-08-14 00:33:20,assigned,new,in_progress,T008,T008,customer,queue_performance,16,chat_platform,2025-08-14 01:12:20
EVT-00057322,TCK-022198,2025-08-25 17:32:19,agent_response,in_progress,in_progress,T017,T017,customer,queue_performance,896,workflow,2025-08-25 18:33:19
EVT-00062950,TCK-003979,2025-09-16 16:33:28,resolved,in_progress,resolved,T015,T015,system,queue_performance,365,crm,2025-09-16 17:40:28
EVT-00008134,TCK-003162,2025-02-06 20:50:10,reopened,resolved,in_progress,T009,T009,customer,queue_integration,176,crm,2025-02-06 21:21:10
EVT-00082656,TCK-002678,2025-11-28 20:09:17,agent_response,in_progress,in_progress,T017,T017,system,queue_performance,247,workflow,2025-11-28 21:38:17
EVT-00023705,TCK-011194,2025-04-12 20:40:22,agent_response,in_progress,in_progress,T029,T029,customer,queue_access,670,crm,2025-04-12 21:36:22
EVT-00079191,TCK-002992,2025-11-17 03:31:01,closed,resolved,closed,T022,T022,agent,queue_billing,816,crm,2025-11-17 05:00:01
EVT-00092055,TCK-022879,2025-12-30 23:18:38,created,,new,T018,T018,agent,queue_consultation,38,crm,2025-12-31 00:43:38
EVT-00086404,TCK-009368,2025-12-11 14:11:49,closed,resolved,closed,T019,T019,agent,queue_integration,221,crm,2025-12-11 15:20:49
EVT-00051068,TCK-002464,2025-08-01 19:19:39,status_changed,in_progress,waiting_customer,T001,T001,customer,queue_integration,198,crm,2025-08-01 19:30:39
EVT-00022353,TCK-020002,2025-04-08 03:29:56,closed,resolved,closed,T003,T003,customer,queue_integration,41,chat_platform,2025-04-08 04:48:56
EVT-00082995,TCK-014789,2025-11-29 02:01:38,resolved,in_progress,resolved,T005,T005,customer,queue_access,392,crm,2025-11-29 02:28:38
EVT-00110910,TCK-009934,2026-03-11 12:42:32,created,,new,T003,T003,agent,queue_billing,846,chat_platform,2026-03-11 13:45:32
EVT-00009205,TCK-002605,2025-02-11 14:30:50,agent_response,in_progress,in_progress,T025,T025,agent,queue_incident,817,crm,2025-02-11 15:00:50
EVT-00109207,TCK-004968,2026-03-05 20:19:03,resolved,in_progress,resolved,T005,T005,agent,queue_performance,595,crm,2026-03-05 21:44:03
EVT-00014295,TCK-007411,2025-03-06 19:05:03,agent_response,in_progress,in_progress,T027,T027,agent,queue_integration,773,workflow,2025-03-06 20:28:03
EVT-00126758,TCK-006505,2026-05-08 23:51:49,escalated,in_progress,in_progress,T030,T030,customer,queue_incident,658,workflow,2026-05-09 01:02:49
EVT-00103828,TCK-016262,2026-02-14 21:35:20,escalated,in_progress,in_progress,T007,T007,agent,queue_integration,348,crm,2026-02-14 22:12:20
EVT-00045796,TCK-014975,2025-07-11 10:48:24,created,,new,T006,T006,system,queue_incident,554,workflow,2025-07-11 11:30:24
EVT-00133663,TCK-001038,2026-06-01 22:45:01,assigned,new,in_progress,T027,T027,agent,queue_incident,356,crm,2026-06-02 00:06:01
EVT-00049944,TCK-016998,2025-07-28 20:35:41,closed,resolved,closed,T006,T006,agent,queue_billing,860,crm,2025-07-28 21:14:41
EVT-00017232,TCK-003246,2025-03-18 23:34:31,transferred,in_progress,in_progress,T019,T019,agent,queue_incident,49,crm,2025-03-19 00:21:31
EVT-00086986,TCK-004160,2025-12-12 21:12:28,assigned,new,in_progress,T013,T013,customer,queue_access,306,crm,2025-12-12 21:37:28
EVT-00051979,TCK-009003,2025-08-06 05:34:24,assigned,new,in_progress,T031,T031,agent,queue_access,818,crm,2025-08-06 05:51:24
EVT-00137820,TCK-001876,2026-06-11 16:46:26,assigned,new,in_progress,T005,T005,customer,queue_incident,212,chat_platform,2026-06-11 16:49:26
EVT-00133463,TCK-000341,2026-06-01 10:59:13,created,,new,T022,T022,system,queue_performance,84,crm,2026-06-01 11:21:13
EVT-00024390,TCK-016157,2025-04-16 06:16:42,assigned,new,in_progress,T009,T009,agent,queue_performance,418,workflow,2025-04-16 06:54:42
EVT-00131376,TCK-023802,2026-05-25 09:38:16,created,,new,T022,T022,agent,queue_billing,737,crm,2026-05-25 10:56:16
EVT-00102333,TCK-009170,2026-02-10 10:04:28,created,,new,T007,T007,agent,queue_incident,687,workflow,2026-02-10 11:06:28
EVT-00053902,TCK-019974,2025-08-12 16:51:17,created,,new,T002,T002,agent,queue_consultation,858,crm,2025-08-12 17:46:17
EVT-00082083,TCK-003711,2025-11-26 00:03:58,assigned,new,in_progress,T012,T012,agent,queue_incident,354,workflow,2025-11-26 00:38:58
EVT-00137887,TCK-000753,2026-06-11 22:01:40,agent_response,in_progress,in_progress,T009,T009,agent,queue_consultation,22,chat_platform,2026-06-11 23:10:40
EVT-00065412,TCK-019817,2025-09-24 19:18:21,assigned,new,in_progress,T021,T021,agent,queue_billing,332,crm,2025-09-24 19:27:21
EVT-00124476,TCK-020853,2026-04-30 09:52:04,closed,resolved,closed,T004,T004,system,queue_performance,425,chat_platform,2026-04-30 10:48:04
EVT-00063183,TCK-022932,2025-09-16 16:19:01,created,,new,T005,T005,agent,queue_integration,854,crm,2025-09-16 17:12:01
EVT-00116455,TCK-022123,2026-04-01 12:09:25,resolved,in_progress,resolved,T001,T001,agent,queue_billing,151,workflow,2026-04-01 13:06:25
EVT-00106258,TCK-011358,2026-02-23 17:33:38,assigned,new,in_progress,T010,T010,agent,queue_billing,380,workflow,2026-02-23 18:15:38
EVT-00100596,TCK-022886,2026-02-04 02:06:09,closed,resolved,closed,T010,T010,customer,queue_access,578,workflow,2026-02-04 02:45:09
EVT-00018385,TCK-014130,2025-03-23 23:29:10,resolved,in_progress,resolved,T013,T013,agent,queue_access,0,workflow,2025-03-24 00:56:10
EVT-00123097,TCK-023791,2026-04-24 18:07:01,agent_response,in_progress,in_progress,T025,T025,agent,queue_performance,578,workflow,2026-04-24 18:36:01
EVT-00051852,TCK-002523,2025-08-05 12:00:04,created,,new,T009,T009,system,queue_billing,839,chat_platform,2025-08-05 12:34:04
EVT-00024030,TCK-008710,2025-04-14 16:31:58,agent_response,in_progress,in_progress,T013,T013,agent,queue_billing,518,workflow,2025-04-14 16:44:58
EVT-00062554,TCK-017334,2025-09-17 00:11:02,transferred,in_progress,in_progress,T018,T018,customer,queue_integration,809,workflow,2025-09-17 01:33:02
EVT-00061286,TCK-008133,2025-09-09 11:32:03,created,,new,T008,T008,system,queue_incident,342,crm,2025-09-09 12:23:03
EVT-00064757,TCK-016307,2025-09-22 20:19:06,transferred,in_progress,in_progress,T001,T001,customer,queue_billing,461,workflow,2025-09-22 20:43:06
EVT-00113516,TCK-006146,2026-03-20 11:43:48,created,,new,T017,T017,agent,queue_consultation,820,crm,2026-03-20 12:58:48
EVT-00047991,TCK-007619,2025-07-20 14:32:51,transferred,in_progress,in_progress,T005,T005,system,queue_integration,186,crm,2025-07-20 15:22:51
EVT-00029639,TCK-015254,2025-05-08 15:12:09,agent_response,in_progress,in_progress,T017,T017,agent,queue_integration,502,workflow,2025-05-08 16:27:09
EVT-00089774,TCK-012767,2025-12-23 17:37:21,closed,resolved,closed,T003,T003,agent,queue_performance,585,crm,2025-12-23 18:50:21
EVT-00083153,TCK-022210,2025-11-29 18:39:25,closed,resolved,closed,T001,T001,customer,queue_access,52,workflow,2025-11-29 19:31:25
EVT-00046597,TCK-017959,2025-07-14 22:08:49,agent_response,in_progress,in_progress,T004,T004,system,queue_incident,365,crm,2025-07-14 23:28:49
EVT-00105402,TCK-022892,2026-02-20 01:15:10,escalated,in_progress,in_progress,T025,T025,agent,queue_consultation,797,crm,2026-02-20 02:17:10
EVT-00091176,TCK-020959,2025-12-28 21:38:02,closed,resolved,closed,T013,T013,system,queue_incident,531,crm,2025-12-28 21:55:02
EVT-00099097,TCK-007661,2026-01-29 17:30:23,closed,resolved,closed,T023,T023,agent,queue_access,652,crm,2026-01-29 18:42:23
EVT-00116296,TCK-017966,2026-03-31 14:56:17,agent_response,in_progress,in_progress,T009,T009,system,queue_access,279,chat_platform,2026-03-31 15:53:17
EVT-00141125,TCK-001448,2026-06-21 22:18:46,resolved,in_progress,resolved,T004,T004,agent,queue_integration,864,crm,2026-06-21 22:36:46
EVT-00090560,TCK-016987,2025-12-25 17:12:10,created,,new,T021,T021,agent,queue_incident,131,crm,2025-12-25 18:26:10
EVT-00114189,TCK-019308,2026-03-23 21:59:01,reopened,resolved,in_progress,T004,T004,agent,queue_consultation,849,chat_platform,2026-03-23 22:13:01
EVT-00025703,TCK-009494,2025-04-22 19:35:50,resolved,in_progress,resolved,T029,T029,agent,queue_access,896,workflow,2025-04-22 20:41:50
EVT-00073277,TCK-022866,2025-10-24 13:29:15,assigned,new,in_progress,T011,T011,agent,queue_consultation,76,crm,2025-10-24 13:30:15
EVT-00076177,TCK-015929,2025-11-05 12:59:16,resolved,in_progress,resolved,T006,T006,system,queue_performance,511,chat_platform,2025-11-05 13:32:16
EVT-00057278,TCK-009325,2025-08-25 09:48:26,created,,new,T031,T031,system,queue_performance,815,crm,2025-08-25 10:43:26
EVT-00050627,TCK-008466,2025-07-31 14:20:17,closed,resolved,closed,T003,T003,customer,queue_performance,666,workflow,2025-07-31 15:02:17
EVT-00101906,TCK-022607,2026-02-08 18:17:21,agent_response,in_progress,in_progress,T032,T032,customer,queue_consultation,632,workflow,2026-02-08 19:12:21
EVT-00027011,TCK-009487,2025-04-27 12:58:38,created,,new,T023,T023,agent,queue_incident,842,workflow,2025-04-27 14:06:38
EVT-00041940,TCK-008008,2025-06-26 20:46:26,agent_response,in_progress,in_progress,T010,T010,agent,queue_billing,560,crm,2025-06-26 21:33:26
EVT-00097986,TCK-003920,2026-01-25 10:08:24,assigned,new,in_progress,T025,T025,agent,queue_billing,9,crm,2026-01-25 10:48:24
EVT-00120105,TCK-005244,2026-04-14 14:52:05,agent_response,in_progress,in_progress,T025,T025,agent,queue_billing,150,workflow,2026-04-14 15:35:05
EVT-00003257,TCK-004567,2025-01-17 02:09:07,closed,resolved,closed,T021,T021,customer,queue_billing,41,crm,2025-01-17 02:48:07
EVT-00102057,TCK-011970,2026-02-09 18:32:23,reopened,resolved,in_progress,T018,T018,agent,queue_performance,310,workflow,2026-02-09 18:37:23
EVT-00139538,TCK-000257,2026-06-16 19:03:53,assigned,new,in_progress,T002,T002,customer,queue_performance,131,crm,2026-06-16 20:29:53
EVT-00000168,TCK-014918,2025-01-01 19:49:39,closed,resolved,closed,T008,T008,customer,queue_incident,410,crm,2025-01-01 20:40:39
EVT-00039835,TCK-012362,2025-06-18 19:38:28,agent_response,in_progress,in_progress,T001,T001,agent,queue_billing,320,crm,2025-06-18 19:50:28
EVT-00048651,TCK-004914,2025-07-24 17:38:32,status_changed,waiting_customer,in_progress,T005,T005,agent,queue_integration,183,crm,2025-07-24 18:09:32
EVT-00076658,TCK-014683,2025-11-06 19:17:28,assigned,new,in_progress,T008,T008,agent,queue_integration,204,workflow,2025-11-06 19:47:28
EVT-00099326,TCK-010419,2026-01-29 18:32:12,transferred,in_progress,in_progress,T001,T001,agent,queue_consultation,96,crm,2026-01-29 19:19:12
EVT-00087704,TCK-020549,2025-12-16 19:23:09,agent_response,in_progress,in_progress,T008,T008,system,queue_consultation,795,workflow,2025-12-16 20:05:09
EVT-00075806,TCK-006826,2025-11-04 00:02:28,assigned,new,in_progress,T029,T029,system,queue_performance,663,crm,2025-11-04 01:16:28
EVT-00108169,TCK-013466,2026-03-02 12:56:47,created,,new,T007,T007,agent,queue_billing,53,workflow,2026-03-02 13:09:47
EVT-00051359,TCK-005980,2025-08-03 22:21:03,status_changed,in_progress,in_progress,T009,T009,agent,queue_billing,212,workflow,2025-08-03 23:43:03
EVT-00091652,TCK-005189,2025-12-30 09:24:18,assigned,new,in_progress,T003,T003,customer,queue_performance,368,chat_platform,2025-12-30 10:30:18
EVT-00094546,TCK-021201,2026-01-13 00:09:47,agent_response,in_progress,in_progress,T029,T029,agent,queue_billing,66,crm,2026-01-13 00:25:47
EVT-00001351,TCK-023351,2025-01-09 12:19:43,agent_response,in_progress,in_progress,T024,T024,agent,queue_performance,215,chat_platform,2025-01-09 13:09:43
EVT-00020618,TCK-021048,2025-04-01 09:55:18,closed,resolved,closed,T022,T022,agent,queue_incident,291,chat_platform,2025-04-01 10:53:18
EVT-00138514,TCK-001629,2026-06-14 16:52:35,assigned,new,in_progress,T013,T013,customer,queue_access,551,chat_platform,2026-06-14 17:52:35
EVT-00067981,TCK-004286,2025-10-04 09:07:51,created,,new,T011,T011,customer,queue_integration,442,crm,2025-10-04 09:21:51
EVT-00077722,TCK-019432,2025-11-13 02:40:32,status_changed,in_progress,waiting_customer,T006,T006,agent,queue_access,700,crm,2025-11-13 03:34:32
EVT-00058595,TCK-012001,2025-08-29 15:41:59,agent_response,in_progress,in_progress,T004,T004,agent,queue_incident,210,crm,2025-08-29 17:03:59
EVT-00111633,TCK-006225,2026-03-13 17:40:01,created,,new,T001,T001,agent,queue_integration,565,crm,2026-03-13 18:24:01
EVT-00079481,TCK-003794,2025-11-19 04:45:12,closed,resolved,closed,T002,T002,agent,queue_access,764,crm,2025-11-19 04:55:12
EVT-00108681,TCK-023620,2026-03-04 20:47:56,resolved,waiting_customer,resolved,T018,T018,agent,queue_performance,355,crm,2026-03-04 20:58:56
EVT-00111226,TCK-018189,2026-03-12 16:48:03,agent_response,in_progress,in_progress,T029,T029,system,queue_incident,786,crm,2026-03-12 17:31:03
EVT-00102732,TCK-007426,2026-02-11 19:40:29,resolved,in_progress,resolved,T004,T004,customer,queue_access,613,chat_platform,2026-02-11 20:34:29
EVT-00112263,TCK-002414,2026-03-16 18:42:22,agent_response,in_progress,in_progress,T012,T012,customer,queue_integration,44,workflow,2026-03-16 20:09:22
EVT-00005139,TCK-019171,2025-01-25 03:38:45,customer_response,in_progress,in_progress,T029,T029,agent,queue_access,272,workflow,2025-01-25 04:10:45
EVT-00030799,TCK-003739,2025-05-13 12:55:25,assigned,new,in_progress,T026,T026,system,queue_incident,174,chat_platform,2025-05-13 14:11:25
EVT-00095640,TCK-021560,2026-01-16 23:06:00,agent_response,in_progress,in_progress,T014,T014,system,queue_integration,886,crm,2026-01-16 23:13:00
EVT-00136384,TCK-001527,2026-06-08 12:10:07,created,,new,T005,T005,agent,queue_billing,713,crm,2026-06-08 12:57:07
EVT-00132866,TCK-023141,2026-05-30 00:42:11,agent_response,in_progress,in_progress,T001,T001,agent,queue_consultation,766,chat_platform,2026-05-30 00:55:11
EVT-00021242,TCK-019532,2025-04-02 14:25:46,agent_response,in_progress,in_progress,T014,T014,agent,queue_incident,81,chat_platform,2025-04-02 15:40:46
EVT-00084809,TCK-018907,2025-12-05 09:07:53,assigned,new,in_progress,T005,T005,agent,queue_billing,196,crm,2025-12-05 09:43:53
EVT-00063047,TCK-022421,2025-09-16 17:57:17,resolved,in_progress,resolved,T009,T009,agent,queue_integration,710,workflow,2025-09-16 18:39:17
EVT-00134738,TCK-001224,2026-06-04 06:43:04,created,,new,T018,T018,customer,queue_incident,22,chat_platform,2026-06-04 07:24:04
EVT-00125257,TCK-013827,2026-05-03 00:30:59,agent_response,in_progress,in_progress,T018,T018,customer,queue_billing,807,workflow,2026-05-03 01:34:59
EVT-00027321,TCK-021012,2025-04-28 22:55:50,agent_response,in_progress,in_progress,T029,T029,system,queue_integration,707,crm,2025-04-29 00:17:50
EVT-00119207,TCK-008895,2026-04-11 07:05:32,resolved,in_progress,resolved,T001,T001,customer,queue_access,480,crm,2026-04-11 07:34:32
EVT-00021755,TCK-008175,2025-04-04 19:52:32,resolved,in_progress,resolved,T009,T009,agent,queue_integration,680,workflow,2025-04-04 20:53:32
EVT-00006540,TCK-002058,2025-01-30 14:50:46,created,,new,T006,T006,agent,queue_incident,616,crm,2025-01-30 14:56:46
EVT-00081986,TCK-019367,2025-11-25 14:39:34,created,,new,T006,T006,customer,queue_access,712,crm,2025-11-25 15:05:34
EVT-00042735,TCK-002610,2025-06-30 12:03:45,created,,new,T005,T005,customer,queue_performance,666,workflow,2025-06-30 12:23:45
EVT-00106857,TCK-014571,2026-02-25 22:13:24,agent_response,in_progress,in_progress,T005,T005,agent,queue_consultation,810,crm,2026-02-25 23:42:24
EVT-00065586,TCK-007529,2025-09-25 13:54:32,created,,new,T012,T012,agent,queue_billing,660,crm,2025-09-25 14:31:32
EVT-00066816,TCK-016744,2025-09-30 11:49:47,assigned,new,in_progress,T014,T014,agent,queue_incident,104,workflow,2025-09-30 12:05:47
EVT-00029611,TCK-009279,2025-05-08 19:09:55,resolved,in_progress,resolved,T003,T003,system,queue_incident,641,crm,2025-05-08 20:24:55
EVT-00081076,TCK-011739,2025-11-23 18:35:27,assigned,new,in_progress,T001,T001,system,queue_access,456,crm,2025-11-23 19:33:27
EVT-00071653,TCK-020316,2025-10-17 21:41:35,resolved,waiting_customer,resolved,T005,T005,system,queue_billing,899,crm,2025-10-17 22:27:35
EVT-00004097,TCK-016323,2025-01-20 22:45:37,escalated,in_progress,in_progress,T001,T001,agent,queue_billing,72,workflow,2025-01-21 00:00:37
EVT-00003603,TCK-018869,2025-01-18 08:10:50,created,,new,T015,T015,agent,queue_access,645,workflow,2025-01-18 08:15:50
EVT-00030715,TCK-014346,2025-05-13 13:59:19,transferred,in_progress,in_progress,T014,T014,agent,queue_access,689,chat_platform,2025-05-13 15:22:19
EVT-00130566,TCK-004930,2026-05-22 00:32:14,closed,resolved,closed,T019,T019,agent,queue_consultation,870,workflow,2026-05-22 01:05:14
EVT-00105872,TCK-014112,2026-02-21 04:37:30,created,,new,T032,T032,agent,queue_billing,36,crm,2026-02-21 05:16:30
EVT-00012965,TCK-018334,2025-02-28 20:18:29,agent_response,in_progress,in_progress,T012,T012,agent,queue_performance,714,workflow,2025-02-28 20:51:29
EVT-00046995,TCK-018389,2025-07-16 13:21:30,agent_response,in_progress,in_progress,T025,T025,agent,queue_consultation,491,crm,2025-07-16 13:45:30
EVT-00117916,TCK-001921,2026-04-06 11:51:19,closed,resolved,closed,T001,T001,agent,queue_performance,120,crm,2026-04-06 12:53:19
EVT-00002711,TCK-004461,2025-01-14 19:19:49,agent_response,in_progress,in_progress,T019,T019,agent,queue_access,3,workflow,2025-01-14 20:46:49
EVT-00008078,TCK-002511,2025-02-06 15:46:31,agent_response,in_progress,in_progress,T026,T026,agent,queue_performance,302,workflow,2025-02-06 17:06:31
EVT-00003220,TCK-002735,2025-01-17 22:03:34,resolved,in_progress,resolved,T026,T026,agent,queue_incident,327,crm,2025-01-17 22:39:34
EVT-00105086,TCK-023706,2026-02-18 17:50:22,created,,new,T019,T019,agent,queue_incident,797,workflow,2026-02-18 18:08:22
