order_id,order_date,region,channel,category,product,quantity,unit_price,discount_pct,status
ORD-100531,2026-02-05,Санкт-Петербург,retail,Хранение данных,Внешний диск 2 ТБ,1,10368.34,0.1,completed
ORD-100532,2026-05-13,Москва,retail,Мониторы,Монитор 24,3,15931.59,0,completed
ORD-100533,2026-03-16,Казань,online,Смартфоны,Смартфон Plus,1,38710.13,0.05,completed
ORD-100534,2026-05-31,Екатеринбург,retail,Мониторы,Монитор 27,1,24098.85,0.05,cancelled
ORD-100535,2026-02-04,Санкт-Петербург,retail,Аксессуары,Клавиатура,2,3216.92,0.15,cancelled
ORD-100536,2026-05-12,Новосибирск,retail,Ноутбуки,Ноутбук Pro 15,3,72176.8,0.05,returned
ORD-100537,2026-04-18,Казань,online,Ноутбуки,Ноутбук Pro 15,1,77355.71,0,completed
ORD-100538,2026-02-18,Екатеринбург,online,Мониторы,Монитор 27,2,24488.5,0,completed
ORD-100539,2026-06-11,Екатеринбург,online,Сетевое оборудование,Wi-Fi роутер,1,6532.1,0,completed
ORD-100540,2026-01-22,Екатеринбург,retail,Смартфоны,Смартфон Lite,2,21879.26,0.05,completed
ORD-100541,2026-06-06,Краснодар,online,Аксессуары,Мышь беспроводная,4,1951.98,0.05,completed
ORD-100542,2026-02-03,Казань,online,Аксессуары,Клавиатура,2,3387.58,0,completed
ORD-100543,2026-05-06,Новосибирск,retail,Хранение данных,SSD 1 ТБ,3,9541.78,0,completed
ORD-100544,2026-05-13,Екатеринбург,retail,Мониторы,Монитор 27,3,24313.67,0,completed
ORD-100545,2026-03-07,Казань,retail,Аксессуары,Гарнитура,2,4857.28,0,completed
ORD-100546,2026-01-06,Новосибирск,retail,Хранение данных,SSD 1 ТБ,1,0,0.2,completed
ORD-100547,2026-03-07,Краснодар,online,Смартфоны,Смартфон Plus,3,36823.7,0,completed
ORD-100548,2026-05-13,Москва,online,Мониторы,Монитор 24,1,16636.25,0.05,completed
ORD-100549,2026-06-13,Санкт-Петербург,retail,Смартфоны,Смартфон Plus,1,39230.7,0,completed
ORD-100550,2026-04-21,Санкт-Петербург,online,Смартфоны,Смартфон Plus,2,41182.71,0,completed
ORD-100551,2026-04-23,Москва,retail,Сетевое оборудование,Wi-Fi роутер,1,5774.68,0,completed
ORD-100552,2026-04-02,Санкт-Петербург,online,Периферия,Принтер,2,21222.48,0,completed
ORD-100553,2026-04-29,Казань,retail,Периферия,Принтер,1,19720.66,0.1,completed
ORD-100554,2026-06-20,Казань,online,Хранение данных,SSD 1 ТБ,1,8828.13,0,completed
ORD-100555,2026-04-26,Новосибирск,retail,Хранение данных,Внешний диск 2 ТБ,1,11029.87,0.1,completed
ORD-100556,2026-01-29,Новосибирск,retail,Аксессуары,Мышь беспроводная,1,1803.22,0.1,completed
ORD-100557,2026-04-13,Санкт-Петербург,online,Периферия,Принтер,1,20164.81,0,completed
ORD-100558,2026-04-26,Новосибирск,partner,Сетевое оборудование,Wi-Fi роутер,1,6436.38,0.1,completed
ORD-100559,2026-01-31,Казань,retail,Ноутбуки,Ноутбук Pro 15,1,76659.9,0,completed
ORD-100560,2026-01-27,Краснодар,online,Смартфоны,Смартфон Lite,1,22187.52,0.1,completed
ORD-100561,2026-04-06,Москва,online,Ноутбуки,Ноутбук Pro 15,2,75705.15,0,completed
ORD-100562,2026-04-25,Москва,online,Ноутбуки,Ноутбук Pro 15,2,74531.91,0,completed
ORD-100563,2026-01-11,Санкт-Петербург,retail,Ноутбуки,Ноутбук Start 14,1,49803.76,0,completed
ORD-100564,2026-05-05,Санкт-Петербург,online,Мониторы,Монитор 24,1,16283.59,0.05,cancelled
ORD-100565,2026-04-02,Новосибирск,online,Сетевое оборудование,Wi-Fi роутер,4,6300.36,0,completed
ORD-100566,2026-01-24,Екатеринбург,online,Ноутбуки,Ноутбук Pro 15,1,77745.64,0.05,completed
ORD-100567,2026-04-20,Екатеринбург,online,Аксессуары,Мышь беспроводная,1,1996.15,0,completed
ORD-100568,2026-03-11,Москва,online,Хранение данных,SSD 1 ТБ,2,8892.96,0,completed
ORD-100569,2026-05-20,Екатеринбург,online,Мониторы,Монитор 24,2,17374.78,0.2,completed
ORD-100570,2026-01-31,Санкт-Петербург,partner,Сетевое оборудование,Wi-Fi роутер,1,5977.84,0,completed
ORD-100571,2026-02-19,Екатеринбург,online,Хранение данных,SSD 1 ТБ,2,9787.63,0,completed
ORD-100572,2026-03-12,Краснодар,retail,Смартфоны,Смартфон Plus,2,40697.24,0,completed
ORD-100573,2026-05-03,Санкт-Петербург,partner,Сетевое оборудование,Wi-Fi роутер,1,6396.14,0.05,completed
ORD-100574,2026-04-11,Екатеринбург,retail,Аксессуары,Клавиатура,1,3241.49,0,completed
ORD-100575,2026-03-17,Москва,online,Периферия,Сканер,1,16512.31,0,completed
ORD-100576,2026-01-27,Санкт-Петербург,online,Смартфоны,Смартфон Plus,1,39718.85,0,completed
ORD-100577,2026-03-07,Казань,online,Хранение данных,SSD 1 ТБ,2,9816.31,0,completed
ORD-100578,2026-02-19,Москва  ,partner,Хранение данных,SSD 1 ТБ,1,9738.93,0,completed
ORD-100579,2026-05-03,Екатеринбург,retail,Периферия,Сканер,1,15800.96,0.05,cancelled
ORD-100580,2026-04-04,Казань,online,Ноутбуки,Ноутбук Start 14,1,49225.79,0.05,completed
ORD-100581,2026-03-06,Екатеринбург,retail,Смартфоны,Смартфон Lite,4,21510.58,0,completed
ORD-100582,2026-03-20,Екатеринбург,online,Периферия,Принтер,1,20119.61,0,completed
ORD-100583,2026-03-02,Москва,online,Хранение данных,Внешний диск 2 ТБ,1,10268.08,0,cancelled
ORD-100584,2026-02-10,Москва,online,Аксессуары,Клавиатура,1,3183.58,0,completed
ORD-100585,2026-06-13,Москва,retail,Аксессуары,Клавиатура,1,3303.67,0,completed
ORD-100586,2026-03-25,Екатеринбург,online,Мониторы,Монитор 24,2,15914.55,0.1,returned
ORD-100587,2026-01-25,Санкт-Петербург,retail,Хранение данных,SSD 1 ТБ,2,9461.82,0.05,completed
ORD-100588,2026-01-21,Санкт-Петербург,retail,Ноутбуки,Ноутбук Pro 15,2,77712.42,0.05,completed
ORD-100589,2026-04-29,Екатеринбург,online,Мониторы,Монитор 24,2,16136.35,0,completed
ORD-100590,2026-03-06,Краснодар,retail,Сетевое оборудование,Wi-Fi роутер,1,6029.65,0,completed
ORD-100591,2026-02-27,Казань,online,Периферия,Сканер,2,14545.29,0,completed
ORD-100592,2026-01-10,Краснодар,partner,Аксессуары,Клавиатура,1,3312.12,0,cancelled
ORD-100593,2026-06-02,Москва,retail,Ноутбуки,Ноутбук Pro 15,2,77230.57,0,completed
ORD-100594,2026-04-29,Москва,online,Смартфоны,Смартфон Lite,2,20473.32,0.1,completed
ORD-100595,2026-01-14,Санкт-Петербург,online,Сетевое оборудование,Коммутатор,1,8940.12,0.15,cancelled
ORD-100596,2026-05-24,Екатеринбург,online,Периферия,Сканер,4,14801.79,0,completed
ORD-100597,2026-04-07,Санкт-Петербург,partner,Хранение данных,Внешний диск 2 ТБ,1,10689.16,0.1,completed
ORD-100598,2026-06-09,Казань,online,Сетевое оборудование,Коммутатор,3,9282.9,0.15,returned
ORD-100599,2026-02-19,Москва,online,Смартфоны,Смартфон Plus,1,41846.6,0,completed
ORD-100600,2026-06-01,Казань,partner,Периферия,Сканер,2,16061.15,0,completed
ORD-100601,2026-05-05,Москва,online,Периферия,Принтер,1,18710.04,0.05,returned
ORD-100602,2026-04-14,Казань,retail,Аксессуары,Гарнитура,1,4467.51,0.15,completed
ORD-100603,2026-03-14,Екатеринбург,online,Сетевое оборудование,Wi-Fi роутер,2,6070.68,0,returned
ORD-100604,2026-05-10,Казань,partner,  Мониторы ,Монитор 27,1,26056.54,0,completed
ORD-100605,2026-04-28,Краснодар,online,Смартфоны,Смартфон Plus,3,37827.26,0,completed
ORD-100606,2026-05-16,Екатеринбург,retail,Хранение данных,Внешний диск 2 ТБ,1,10190.36,0.05,completed
ORD-100607,2026-04-28,Москва,online,Мониторы,Монитор 27,1,23778.32,0.1,completed
ORD-100608,2026-05-17,Екатеринбург,online,Аксессуары,Клавиатура,1,3325.86,0.1,completed
ORD-100609,2026-04-21,Новосибирск,retail,Периферия,Принтер,1,19680.72,0.15,cancelled
ORD-100610,2026-03-17,Санкт-Петербург,retail,Периферия,Принтер,2,21044.78,0.15,completed
ORD-100611,2026-02-19,Москва,online,Ноутбуки,Ноутбук Start 14,1,50180.86,0,Completed 
ORD-100612,2026-04-18,Москва,online,Аксессуары,Гарнитура,2,4649.16,0,completed
ORD-100613,2026-03-11,Санкт-Петербург,partner,Мониторы,Монитор 27,3,25764.31,0.15,completed
ORD-100614,2026-01-27,Санкт-Петербург,retail,Смартфоны,Смартфон Plus,2,37872.98,0,completed
ORD-100615,2026-05-10,Санкт-Петербург,partner,Мониторы,Монитор 27,2,25564.76,0,completed
ORD-100616,2026-04-05,Казань,partner,Ноутбуки,Ноутбук Start 14,5,48098.86,0.05,returned
ORD-100617,2026-04-04,Санкт-Петербург,partner,Аксессуары,Гарнитура,1,4538.66,0,completed
ORD-100618,2026-01-07,Екатеринбург,online,Аксессуары,Клавиатура,3,3173.42,0,completed
ORD-100619,2026-02-04,Краснодар,retail,Мониторы,Монитор 27,1,25374.28,0,returned
ORD-100620,2026-02-03,Санкт-Петербург,retail,Смартфоны,Смартфон Plus,-2,36997.13,0.05,completed
ORD-100621,2026-04-17,Новосибирск,retail,Периферия,Принтер,2,19853.91,0.1,returned
ORD-100622,2026-01-14,Казань,partner,Сетевое оборудование,Коммутатор,3,8767.25,0.1,completed
ORD-100623,2026-05-11,Новосибирск,online,Ноутбуки,Ноутбук Start 14,1,47219.02,0,completed
ORD-100624,2026-01-28,Краснодар,retail,Ноутбуки,Ноутбук Start 14,3,50372.52,0.1,completed
ORD-100625,2026-02-27,Санкт-Петербург,online,Ноутбуки,Ноутбук Pro 15,4,71752.2,0.1,completed
ORD-100626,2026-04-02,Казань,online,Аксессуары,Гарнитура,1,4888.53,0.05,completed
ORD-100627,2026-05-02,Санкт-Петербург,retail,Аксессуары,Гарнитура,2,4530.89,0.05,completed
ORD-100628,2026-05-03,Екатеринбург,online,Смартфоны,Смартфон Lite,1,20638.63,0.1,completed
ORD-100629,2026-04-12,Казань,online,Мониторы,Монитор 24,2,15620.32,0,completed
ORD-100630,2026-01-04,Казань,online,Смартфоны,Смартфон Plus,1,37697.11,0.1,completed
ORD-100631,2026-02-24,Санкт-Петербург,online,Смартфоны,Смартфон Plus,1,37235.58,0.1,cancelled
ORD-100632,2026-01-05,Екатеринбург,partner,Аксессуары,Гарнитура,3,4983.34,0.05,completed
ORD-100633,2026-03-10,Казань,retail,Смартфоны,Смартфон Plus,1,41340.29,0,completed
ORD-100634,2026-04-14,Екатеринбург,retail,Аксессуары,Гарнитура,2,4765.36,0,completed
ORD-100635,2026-02-02,Москва,retail,Мониторы,Монитор 27,1,24523.03,0.1,completed
ORD-100636,2026-03-24,Краснодар,retail,Сетевое оборудование,Коммутатор,1,8185.0,0.2,completed
ORD-100637,2026-03-25,Москва,retail,Аксессуары,Гарнитура,5,5033.13,0,completed
ORD-100638,2026-05-22,Москва,retail,Хранение данных,SSD 1 ТБ,2,9009.74,0.1,completed
ORD-100639,2026-05-16,Краснодар,retail,Ноутбуки,Ноутбук Pro 15,2,74634.24,0.05,completed
ORD-100640,2026-06-16,Краснодар,online,Аксессуары,Клавиатура,1,3216.69,0,completed
ORD-100641,2026-03-14,Екатеринбург,partner,Мониторы,Монитор 24,5,15896.81,0,completed
ORD-100642,2026-05-25,Казань,online,Аксессуары,Гарнитура,2,5021.0,0.1,completed
ORD-100643,2026-04-11,Краснодар,online,Хранение данных,Внешний диск 2 ТБ,1,10556.11,0,returned
ORD-100644,2026-03-10,Краснодар,partner,Мониторы,Монитор 27,1,24624.69,0,completed
ORD-100645,2026-05-27,Новосибирск,partner,Мониторы,Монитор 24,3,17028.99,0,completed
ORD-100646,2026-02-26,Новосибирск,retail,Ноутбуки,Ноутбук Start 14,2,50507.33,0.05,completed
ORD-100647,2026-06-21,Москва,retail,Сетевое оборудование,Wi-Fi роутер,2,6474.29,0,completed
ORD-100648,2026-03-04,Казань,retail,Мониторы,Монитор 24,2,16978.95,0,returned
ORD-100649,2026-01-22,Екатеринбург,online,Хранение данных,SSD 1 ТБ,1,8691.14,0.2,completed
ORD-100650,2026-06-30,Екатеринбург,online,Хранение данных,SSD 1 ТБ,3,9627.6,0,completed
ORD-100651,2026-05-31,Москва,online,Хранение данных,SSD 1 ТБ,1,9240.23,0,completed
ORD-100652,2026-01-16,Новосибирск,retail,Мониторы,Монитор 24,2,15551.38,0,completed
ORD-100653,2026-06-10,Москва,online,Аксессуары,Клавиатура,1,3396.93,0,completed
ORD-100654,2026-03-29,Новосибирск,partner,Аксессуары,Мышь беспроводная,1,1771.8,0.1,completed
ORD-100655,2026-06-28,Москва,retail,Хранение данных,Внешний диск 2 ТБ,1,10077.59,0.15,completed
ORD-100656,2026-03-29,Санкт-Петербург,retail,Хранение данных,SSD 1 ТБ,1,8905.6,0.05,completed
ORD-100657,2026-01-31,Москва,partner,Сетевое оборудование,Wi-Fi роутер,2,6216.71,0.05,completed
ORD-100658,2026-01-13,Новосибирск,online,Хранение данных,SSD 1 ТБ,1,9592.13,0,completed
ORD-100659,2026-03-25,Казань,online,Сетевое оборудование,Wi-Fi роутер,2,6444.57,0.15,completed
ORD-100660,2026-05-28,Краснодар,online,Периферия,Принтер,3,21339.41,0.1,completed
ORD-100661,2026-06-30,Казань,retail,Смартфоны,Смартфон Lite,1,21838.38,0,completed
ORD-100662,2026-04-06,Казань,online,Смартфоны,Смартфон Lite,2,22836.88,0,completed
ORD-100663,2026-06-20,Казань,retail,Мониторы,Монитор 27,3,24177.27,0.05,completed
ORD-100664,2026-02-25,Москва,retail,Сетевое оборудование,Коммутатор,2,8956.76,0,completed
ORD-100665,2026-02-01,Санкт-Петербург,online,Сетевое оборудование,Коммутатор,1,8865.77,0,completed
ORD-100666,2026-05-17,Казань,online,Смартфоны,Смартфон Plus,2,41522.31,0.05,completed
ORD-100667,2026-04-05,Санкт-Петербург,retail,Периферия,Сканер,1,16114.91,0.15,completed
ORD-100668,2026-03-28,Москва,partner,Ноутбуки,Ноутбук Start 14,2,50762.07,0,completed
ORD-100669,2026-01-16,Казань,partner,Мониторы,Монитор 24,1,16946.88,0,completed
ORD-100670,2026-03-29,Казань,online,Аксессуары,Мышь беспроводная,1,1986.91,0.1,completed
ORD-100671,2026-02-04,Краснодар,retail,Мониторы,Монитор 24,1,16000.16,0,completed
ORD-100672,2026-03-02,Казань,retail,Мониторы,Монитор 24,4,17106.36,0.1,completed
ORD-100673,2026-06-09,Москва,partner,Сетевое оборудование,Wi-Fi роутер,1,6326.59,0,returned
ORD-100674,2026-01-18,Екатеринбург,online,Мониторы,Монитор 27,1,26329.63,0.1,completed
ORD-100675,2026-03-10,Краснодар,retail,Ноутбуки,Ноутбук Pro 15,2,72563.47,0.05,completed
ORD-100676,2026-05-14,Екатеринбург,online,Ноутбуки,Ноутбук Pro 15,1,78961.98,0,completed
ORD-100677,2026-05-02,Новосибирск,retail,Хранение данных,SSD 1 ТБ,1,9737.14,0.1,completed
ORD-100678,2026-02-27,Москва,partner,Мониторы,Монитор 24,1,17117.96,0.1,completed
ORD-100679,2026-04-03,Новосибирск,retail,Периферия,Принтер,4,20506.86,0,completed
ORD-100680,2026-06-12,Санкт-Петербург,partner,Периферия,Принтер,3,21022.02,0,completed
ORD-100681,2026-01-27,Краснодар,online,Мониторы,Монитор 24,2,17369.44,0.05,completed
ORD-100682,2026-01-20,Краснодар,online,Мониторы,Монитор 27,1,24123.11,0.2,completed
ORD-100683,2026-04-03,Санкт-Петербург,online,Сетевое оборудование,Wi-Fi роутер,4,6499.35,0.15,completed
ORD-100684,2026-01-11,Екатеринбург,online,Хранение данных,SSD 1 ТБ,2,9307.5,0,completed
ORD-100685,2026-06-07,Екатеринбург,online,Смартфоны,Смартфон Lite,1,20304.9,0.05,completed
ORD-100686,2026-02-12,Санкт-Петербург,online,Смартфоны,Смартфон Plus,1,38451.75,0.2,cancelled
ORD-100687,2026-01-27,Екатеринбург,partner,Смартфоны,Смартфон Plus,2,41245.72,0,completed
ORD-100688,2026-05-05,Москва,partner,Смартфоны,Смартфон Lite,4,20503.9,0,completed
ORD-100689,2026-01-24,,retail,Периферия,Принтер,2,19684.58,0.15,completed
ORD-100690,2026-05-18,Казань,online,Хранение данных,Внешний диск 2 ТБ,1,10958.19,0.1,returned
ORD-100691,2026-05-10,Новосибирск,online,Аксессуары,Клавиатура,1,3303.94,0.1,completed
ORD-100692,2026-06-07,Москва,online,Периферия,Принтер,2,21085.35,0,returned
ORD-100693,2026-02-19,Санкт-Петербург,retail,Ноутбуки,Ноутбук Start 14,3,49607.6,0,completed
ORD-100694,2026-05-18,Екатеринбург,online,Аксессуары,Мышь беспроводная,2,1799.04,0.05,completed
ORD-100695,2026-01-23,Санкт-Петербург,partner,Мониторы,Монитор 27,3,23412.05,0,completed
ORD-100696,2026-03-04,Краснодар,retail,Хранение данных,SSD 1 ТБ,2,9189.65,0,completed
ORD-100697,2026-06-05,Казань,partner,Хранение данных,Внешний диск 2 ТБ,4,10309.87,0.05,completed
ORD-100698,2026-06-21,Новосибирск,online,Периферия,Принтер,1,20023.83,0.15,completed
ORD-100699,2026-03-15,Казань,retail,Смартфоны,Смартфон Lite,1,23201.08,0,completed
ORD-100700,2026-05-09,Новосибирск,online,Сетевое оборудование,Wi-Fi роутер,1,6190.96,0,completed
ORD-100701,2026-05-26,Екатеринбург,online,Смартфоны,Смартфон Plus,2,37572.75,0.15,completed
ORD-100702,2026-06-28,Екатеринбург,online,Смартфоны,Смартфон Plus,2,37140.53,0.05,completed
ORD-100703,2026-02-13,Казань,online,Хранение данных,SSD 1 ТБ,2,9442.63,0,completed
ORD-100704,2026-03-11,Краснодар,online,Смартфоны,Смартфон Plus,2,39630.86,0.1,completed
ORD-100705,2026-06-02,Казань,retail,Мониторы,Монитор 27,1,26814.4,0,returned
ORD-100706,2026-04-08,Екатеринбург,partner,Периферия,Сканер,3,15461.9,0.15,completed
ORD-100707,2026-01-12,Краснодар,online,Аксессуары,Клавиатура,1,3335.04,0,completed
ORD-100708,2026-01-02,Новосибирск,partner,Хранение данных,SSD 1 ТБ,2,8890.91,0,completed
ORD-100709,2026-02-04,Москва,online,Хранение данных,Внешний диск 2 ТБ,1,9986.86,0,completed
ORD-100710,2026-06-27,Краснодар,partner,Периферия,Сканер,2,15730.31,0,completed
ORD-100711,2026-01-06,Москва,online,Аксессуары,Гарнитура,1,4927.58,0,completed
ORD-100712,2026-03-03,Казань,online,  Периферия ,Принтер,1,20485.46,0.1,completed
ORD-100713,2026-03-14,Москва,retail,Периферия,Принтер,4,19016.64,0.05,completed
ORD-100714,2026-06-10,Новосибирск,retail,Смартфоны,Смартфон Lite,1,22918.93,0,completed
ORD-100715,2026-01-03,Москва,retail,Мониторы,Монитор 27,3,25889.42,0.2,completed
ORD-100716,2026-03-19,Казань,retail,Смартфоны,Смартфон Lite,1,22392.26,0.05,completed
ORD-100717,2026-01-08,Москва,retail,Ноутбуки,Ноутбук Pro 15,1,74306.38,0.05,cancelled
ORD-100718,2026-05-28,Санкт-Петербург,online,Аксессуары,Клавиатура,3,3303.96,0,completed
ORD-100719,2026-04-09,Казань,retail,Мониторы,Монитор 24,2,17011.96,0.1,completed
ORD-100720,2026-01-16,Краснодар,partner,Сетевое оборудование,Wi-Fi роутер,2,5783.63,0.05,completed
ORD-100034,2026-03-04,Краснодар,retail,Ноутбуки,Ноутбук Start 14,4,47897.04,0,completed
ORD-100142,2026-01-15,Москва,partner,Сетевое оборудование,Коммутатор,2,8869.87,0,completed
ORD-100299,2026-02-04,Москва,partner,Периферия,Принтер,2,19214.5,0,completed
ORD-100456,2026-01-04,Казань,partner,Смартфоны,Смартфон Lite,2,21511.21,0.1,completed
ORD-100623,2026-05-11,Новосибирск,online,Ноутбуки,Ноутбук Start 14,1,47219.02,0,completed
ORD-100702,2026-06-28,Екатеринбург,online,Смартфоны,Смартфон Plus,2,37140.53,0.05,completed
