ticket_id,created_at,created_date,week_start,month_start,hour,weekday_number,weekday_name,is_weekend,period_part,customer_id,region_id,region_name_clean,macro_region_clean,support_team,channel,category,priority,first_response_min,first_response_bucket,resolution_hours,resolution_bucket,sla_breached,sla_status,satisfaction_score,satisfaction_band,segment,registration_date,loyalty_level,is_premium,record_count,channel_hypothesis_group,priority_hypothesis_group,sla_hypothesis_group
TCK-000373,2026-05-05 11:08:00,2026-05-05,2026-05-04,2026-05-01,11,2,Вторник,0,Вторая половина,CUST-0035,R01,Москва,Центр,team_a,chat,refund,normal,12.5,5–15 мин,13.1,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-03-12,bronze,0,1,chat,normal,sla_ok
TCK-001111,2026-05-25 09:48:00,2026-05-25,2026-05-25,2026-05-01,9,1,Понедельник,0,Вторая половина,CUST-0257,R01,Москва,Центр,team_a,email,payment,normal,124.8,Более 60 мин,12.0,8–24 ч,1,SLA нарушен,2.2,Низкая,b2b,2025-03-04,silver,0,1,email,normal,sla_breached
TCK-001126,2026-05-06 13:16:00,2026-05-06,2026-05-04,2026-05-01,13,3,Среда,0,Вторая половина,CUST-0188,R02,Санкт-Петербург,Северо-Запад,team_b,phone,technical,critical,10.2,5–15 мин,13.9,8–24 ч,1,SLA нарушен,3.7,Средняя,b2c,2024-02-10,bronze,0,1,other,other,sla_breached
TCK-000143,2026-04-22 19:11:00,2026-04-22,2026-04-20,2026-04-01,19,3,Среда,0,Вторая половина,CUST-0308,R08,Краснодар,Юг,team_f,chat,payment,high,6.9,5–15 мин,14.1,8–24 ч,1,SLA нарушен,4.1,Средняя,b2c,2024-09-07,silver,0,1,chat,high,sla_breached
TCK-000526,2026-03-21 14:49:00,2026-03-21,2026-03-16,2026-03-01,14,6,Суббота,1,Первая половина,CUST-0325,R02,Санкт-Петербург,Северо-Запад,team_b,phone,payment,normal,4.6,До 5 мин,10.4,8–24 ч,0,SLA выполнен,4.2,Средняя,b2b,2025-04-08,silver,0,1,other,normal,sla_ok
TCK-001146,2026-03-27 12:30:00,2026-03-27,2026-03-23,2026-03-01,12,5,Пятница,0,Первая половина,CUST-0301,R02,Санкт-Петербург,Северо-Запад,team_b,web_form,delivery,normal,5.3,5–15 мин,5.9,До 8 ч,0,SLA выполнен,4.6,Высокая,b2b,2024-05-01,silver,0,1,other,normal,sla_ok
TCK-001396,2026-05-11 13:29:00,2026-05-11,2026-05-11,2026-05-01,13,1,Понедельник,0,Вторая половина,CUST-0172,R07,Нижний Новгород,Поволжье,team_c,chat,account,normal,8.7,5–15 мин,11.2,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-07-09,silver,0,1,chat,normal,sla_ok
TCK-001129,2026-05-03 10:23:00,2026-05-03,2026-04-27,2026-05-01,10,7,Воскресенье,1,Вторая половина,CUST-0100,R01,Москва,Центр,team_a,email,technical,normal,65.5,Более 60 мин,18.7,8–24 ч,0,SLA выполнен,,,vip,2025-07-30,gold,1,1,email,normal,sla_ok
TCK-001434,2026-04-27 10:07:00,2026-04-27,2026-04-27,2026-04-01,10,1,Понедельник,0,Вторая половина,CUST-0157,R05,Новосибирск,Сибирь,team_e,web_form,delivery,normal,39.3,30–60 мин,39.7,24–48 ч,1,SLA нарушен,2.3,Низкая,b2c,2024-02-04,silver,0,1,other,normal,sla_breached
TCK-000441,2026-03-17 21:59:00,2026-03-17,2026-03-16,2026-03-01,21,2,Вторник,0,Первая половина,CUST-0235,R01,Москва,Центр,team_a,chat,payment,normal,2.4,До 5 мин,22.0,8–24 ч,0,SLA выполнен,4.9,Высокая,vip,2025-08-15,platinum,1,1,chat,normal,sla_ok
TCK-000532,2026-04-28 15:19:00,2026-04-28,2026-04-27,2026-04-01,15,2,Вторник,0,Вторая половина,CUST-0021,R03,Казань,Поволжье,team_c,chat,delivery,low,4.3,До 5 мин,12.2,8–24 ч,0,SLA выполнен,5.0,Высокая,b2b,2025-07-25,silver,0,1,chat,other,sla_ok
TCK-001211,2026-06-07 11:36:00,2026-06-07,2026-06-01,2026-06-01,11,7,Воскресенье,1,Вторая половина,CUST-0145,R01,Москва,Центр,team_a,chat,payment,high,3.1,До 5 мин,43.1,24–48 ч,1,SLA нарушен,3.6,Средняя,b2c,2025-08-06,silver,0,1,chat,high,sla_breached
TCK-000227,2026-06-04 08:33:00,2026-06-04,2026-06-01,2026-06-01,8,4,Четверг,0,Вторая половина,CUST-0144,R01,Москва,Центр,team_a,web_form,refund,low,6.5,5–15 мин,33.1,24–48 ч,0,SLA выполнен,4.5,Высокая,b2c,2025-12-26,silver,0,1,other,other,sla_ok
TCK-001042,2026-05-22 15:26:00,2026-05-22,2026-05-18,2026-05-01,15,5,Пятница,0,Вторая половина,CUST-0129,R02,Санкт-Петербург,Северо-Запад,team_b,email,payment,low,115.7,Более 60 мин,5.2,До 8 ч,0,SLA выполнен,3.6,Средняя,b2c,2025-03-06,bronze,0,1,email,other,sla_ok
TCK-000229,2026-04-01 13:05:00,2026-04-01,2026-03-30,2026-04-01,13,3,Среда,0,Первая половина,CUST-0225,R02,Санкт-Петербург,Северо-Запад,team_b,chat,login,normal,1.7,До 5 мин,8.9,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2025-10-04,gold,0,1,chat,normal,sla_ok
TCK-001290,2026-03-25 11:33:00,2026-03-25,2026-03-23,2026-03-01,11,3,Среда,0,Первая половина,CUST-0238,R01,Москва,Центр,team_a,email,delivery,normal,59.9,30–60 мин,1.6,До 8 ч,0,SLA выполнен,4.3,Средняя,b2b,2024-02-13,silver,0,1,email,normal,sla_ok
TCK-001308,2026-04-20 21:28:00,2026-04-20,2026-04-20,2026-04-01,21,1,Понедельник,0,Вторая половина,CUST-0299,R08,Краснодар,Юг,team_f,email,technical,normal,9.7,5–15 мин,34.6,24–48 ч,1,SLA нарушен,3.2,Средняя,b2b,2026-02-06,silver,0,1,email,normal,sla_breached
TCK-000213,2026-03-25 18:17:00,2026-03-25,2026-03-23,2026-03-01,18,3,Среда,0,Первая половина,CUST-0057,R01,Москва,Центр,team_a,chat,refund,normal,1.6,До 5 мин,23.5,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2025-02-12,bronze,0,1,chat,normal,sla_ok
TCK-000886,2026-05-26 17:40:00,2026-05-26,2026-05-25,2026-05-01,17,2,Вторник,0,Вторая половина,CUST-0168,R04,Екатеринбург,Урал,team_d,chat,delivery,normal,7.5,5–15 мин,24.4,24–48 ч,1,SLA нарушен,4.4,Средняя,b2b,2025-12-09,silver,0,1,chat,normal,sla_breached
TCK-000080,2026-06-07 18:47:00,2026-06-07,2026-06-01,2026-06-01,18,7,Воскресенье,1,Вторая половина,CUST-0293,R04,Екатеринбург,Урал,team_d,email,payment,high,42.3,30–60 мин,17.7,8–24 ч,1,SLA нарушен,4.0,Средняя,vip,2025-04-30,gold,1,1,email,high,sla_breached
TCK-000149,2026-05-18 12:03:00,2026-05-18,2026-05-18,2026-05-01,12,1,Понедельник,0,Вторая половина,CUST-0236,,Неизвестный регион,Неизвестно,,email,delivery,normal,16.0,15–30 мин,11.2,8–24 ч,0,SLA выполнен,4.3,Средняя,b2b,2025-04-28,silver,0,1,email,normal,sla_ok
TCK-000815,2026-06-01 09:35:00,2026-06-01,2026-06-01,2026-06-01,9,1,Понедельник,0,Вторая половина,CUST-0003,R05,Новосибирск,Сибирь,team_e,chat,refund,normal,2.7,До 5 мин,21.2,8–24 ч,0,SLA выполнен,5.0,Высокая,b2b,2024-01-28,gold,0,1,chat,normal,sla_ok
TCK-001245,2026-04-06 12:09:00,2026-04-06,2026-04-06,2026-04-01,12,1,Понедельник,0,Первая половина,CUST-0123,R02,Санкт-Петербург,Северо-Запад,team_b,email,refund,critical,27.0,15–30 мин,41.3,24–48 ч,1,SLA нарушен,2.0,Низкая,b2c,2024-04-06,bronze,0,1,email,other,sla_breached
TCK-000923,2026-03-18 19:19:00,2026-03-18,2026-03-16,2026-03-01,19,3,Среда,0,Первая половина,CUST-0185,R02,Санкт-Петербург,Северо-Запад,team_b,email,technical,low,85.7,Более 60 мин,43.2,24–48 ч,0,SLA выполнен,2.5,Низкая,b2b,2024-01-05,silver,0,1,email,other,sla_ok
TCK-000672,2026-04-27 13:03:00,2026-04-27,2026-04-27,2026-04-01,13,1,Понедельник,0,Вторая половина,CUST-0081,R03,Казань,Поволжье,team_c,email,delivery,high,46.3,30–60 мин,25.4,24–48 ч,1,SLA нарушен,2.9,Низкая,b2c,2025-10-07,bronze,0,1,email,high,sla_breached
TCK-001164,2026-04-09 12:15:00,2026-04-09,2026-04-06,2026-04-01,12,4,Четверг,0,Первая половина,CUST-0321,R02,Санкт-Петербург,Северо-Запад,team_b,email,delivery,normal,30.9,30–60 мин,20.1,8–24 ч,0,SLA выполнен,5.0,Высокая,b2b,2025-04-10,gold,0,1,email,normal,sla_ok
TCK-000556,2026-03-06 20:10:00,2026-03-06,2026-03-02,2026-03-01,20,5,Пятница,0,Первая половина,CUST-0062,R02,Санкт-Петербург,Северо-Запад,team_b,email,login,normal,12.5,5–15 мин,2.1,До 8 ч,0,SLA выполнен,4.7,Высокая,b2c,2026-01-05,,0,1,email,normal,sla_ok
TCK-000918,2026-03-25 14:32:00,2026-03-25,2026-03-23,2026-03-01,14,3,Среда,0,Первая половина,CUST-0059,R05,Новосибирск,Сибирь,team_e,email,payment,normal,34.9,30–60 мин,16.4,8–24 ч,0,SLA выполнен,4.3,Средняя,b2c,2024-07-05,gold,0,1,email,normal,sla_ok
TCK-000134,2026-03-21 16:20:00,2026-03-21,2026-03-16,2026-03-01,16,6,Суббота,1,Первая половина,CUST-0143,R08,Краснодар,Юг,team_f,chat,payment,low,8.6,5–15 мин,7.3,До 8 ч,0,SLA выполнен,5.0,Высокая,vip,2025-02-11,platinum,1,1,chat,other,sla_ok
TCK-001156,2026-03-19 20:54:00,2026-03-19,2026-03-16,2026-03-01,20,4,Четверг,0,Первая половина,CUST-0089,R02,Санкт-Петербург,Северо-Запад,team_b,chat,refund,high,3.1,До 5 мин,65.6,48–72 ч,1,SLA нарушен,2.2,Низкая,b2c,2024-09-04,bronze,0,1,chat,high,sla_breached
TCK-000824,2026-05-27 14:34:00,2026-05-27,2026-05-25,2026-05-01,14,3,Среда,0,Вторая половина,CUST-0242,R06,Ростов-на-Дону,Юг,team_f,chat,login,high,1.2,До 5 мин,17.9,8–24 ч,1,SLA нарушен,4.4,Средняя,b2b,2024-02-03,silver,0,1,chat,high,sla_breached
TCK-000409,2026-04-12 13:25:00,2026-04-12,2026-04-06,2026-04-01,13,7,Воскресенье,1,Первая половина,CUST-0314,R07,Нижний Новгород,Поволжье,team_c,email,technical,normal,13.2,5–15 мин,71.6,48–72 ч,1,SLA нарушен,1.8,Низкая,b2c,2025-01-09,bronze,0,1,email,normal,sla_breached
TCK-000369,2026-05-26 11:45:00,2026-05-26,2026-05-25,2026-05-01,11,2,Вторник,0,Вторая половина,CUST-0054,R06,Ростов-на-Дону,Юг,team_f,chat,login,low,7.3,5–15 мин,3.1,До 8 ч,0,SLA выполнен,,,b2c,2025-08-26,silver,0,1,chat,other,sla_ok
TCK-000508,2026-05-24 10:33:00,2026-05-24,2026-05-18,2026-05-01,10,7,Воскресенье,1,Вторая половина,CUST-0079,R01,Москва,Центр,team_a,chat,delivery,normal,4.3,До 5 мин,29.1,24–48 ч,1,SLA нарушен,4.0,Средняя,b2c,2025-08-06,silver,0,1,chat,normal,sla_breached
TCK-001191,2026-04-22 13:16:00,2026-04-22,2026-04-20,2026-04-01,13,3,Среда,0,Вторая половина,CUST-0126,R01,Москва,Центр,team_a,phone,delivery,normal,3.4,До 5 мин,7.6,До 8 ч,0,SLA выполнен,4.6,Высокая,b2c,2025-04-09,silver,0,1,other,normal,sla_ok
TCK-000505,2026-05-29 14:21:00,2026-05-29,2026-05-25,2026-05-01,14,5,Пятница,0,Вторая половина,CUST-0120,R06,Ростов-на-Дону,Юг,team_f,email,delivery,low,50.2,30–60 мин,12.4,8–24 ч,0,SLA выполнен,,,b2c,2025-11-02,bronze,0,1,email,other,sla_ok
TCK-001343,2026-04-17 09:27:00,2026-04-17,2026-04-13,2026-04-01,9,5,Пятница,0,Первая половина,CUST-0003,R01,Москва,Центр,team_a,chat,delivery,normal,2.6,До 5 мин,10.4,8–24 ч,1,SLA нарушен,4.3,Средняя,b2b,2024-01-28,gold,0,1,chat,normal,sla_breached
TCK-000348,2026-03-16 17:48:00,2026-03-16,2026-03-16,2026-03-01,17,1,Понедельник,0,Первая половина,CUST-0199,,Неизвестный регион,Неизвестно,,chat,delivery,normal,22.4,15–30 мин,6.9,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2025-06-12,bronze,0,1,chat,normal,sla_ok
TCK-000387,2026-03-01 20:29:00,2026-03-01,2026-02-23,2026-03-01,20,7,Воскресенье,1,Первая половина,CUST-0271,R05,Новосибирск,Сибирь,team_e,chat,technical,normal,2.5,До 5 мин,15.8,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2025-02-28,bronze,0,1,chat,normal,sla_ok
TCK-000001,2026-05-16 17:46:00,2026-05-16,2026-05-11,2026-05-01,17,6,Суббота,1,Вторая половина,CUST-0156,R01,Москва,Центр,team_a,chat,delivery,normal,8.9,5–15 мин,28.0,24–48 ч,1,SLA нарушен,3.8,Средняя,b2c,2025-10-23,bronze,0,1,chat,normal,sla_breached
TCK-000361,2026-05-29 09:28:00,2026-05-29,2026-05-25,2026-05-01,9,5,Пятница,0,Вторая половина,CUST-0317,R05,Новосибирск,Сибирь,team_e,chat,technical,high,4.9,До 5 мин,48.6,48–72 ч,1,SLA нарушен,3.8,Средняя,b2c,2024-03-16,bronze,0,1,chat,high,sla_breached
TCK-000895,2026-03-05 09:02:00,2026-03-05,2026-03-02,2026-03-01,9,4,Четверг,0,Первая половина,CUST-0197,R01,Москва,Центр,team_a,email,delivery,normal,53.8,30–60 мин,8.2,8–24 ч,1,SLA нарушен,3.0,Средняя,b2c,2024-07-12,silver,0,1,email,normal,sla_breached
TCK-000829,2026-05-21 10:45:00,2026-05-21,2026-05-18,2026-05-01,10,4,Четверг,0,Вторая половина,CUST-0283,R07,Нижний Новгород,Поволжье,team_c,email,delivery,normal,63.3,Более 60 мин,6.2,До 8 ч,0,SLA выполнен,4.2,Средняя,b2c,2025-12-22,bronze,0,1,email,normal,sla_ok
TCK-001426,2026-04-19 10:32:00,2026-04-19,2026-04-13,2026-04-01,10,7,Воскресенье,1,Первая половина,CUST-0157,R06,Ростов-на-Дону,Юг,team_f,chat,payment,normal,2.9,До 5 мин,6.2,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-02-04,silver,0,1,chat,normal,sla_ok
TCK-000476,2026-06-04 17:58:00,2026-06-04,2026-06-01,2026-06-01,17,4,Четверг,0,Вторая половина,CUST-0238,R05,Новосибирск,Сибирь,team_e,email,technical,normal,14.4,5–15 мин,182.8,Более 72 ч,1,SLA нарушен,4.3,Средняя,b2b,2024-02-13,silver,0,1,email,normal,sla_breached
TCK-001291,2026-04-14 18:42:00,2026-04-14,2026-04-13,2026-04-01,18,2,Вторник,0,Первая половина,CUST-0237,R05,Новосибирск,Сибирь,team_e,email,login,critical,23.7,15–30 мин,19.1,8–24 ч,1,SLA нарушен,4.1,Средняя,b2c,2025-02-06,bronze,0,1,email,other,sla_breached
TCK-000058,2026-06-04 12:22:00,2026-06-04,2026-06-01,2026-06-01,12,4,Четверг,0,Вторая половина,CUST-0165,R08,Краснодар,Юг,team_f,phone,delivery,normal,20.0,15–30 мин,31.7,24–48 ч,0,SLA выполнен,3.8,Средняя,b2c,2025-05-07,bronze,0,1,other,normal,sla_ok
TCK-000638,2026-03-24 11:26:00,2026-03-24,2026-03-23,2026-03-01,11,2,Вторник,0,Первая половина,CUST-0286,R08,Краснодар,Юг,team_f,chat,login,high,1.0,До 5 мин,5.3,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-04-04,bronze,0,1,chat,high,sla_ok
TCK-001317,2026-05-11 19:11:00,2026-05-11,2026-05-11,2026-05-01,19,1,Понедельник,0,Вторая половина,CUST-0060,R08,Краснодар,Юг,team_f,phone,technical,normal,18.0,15–30 мин,16.3,8–24 ч,0,SLA выполнен,4.2,Средняя,b2c,2025-04-18,bronze,0,1,other,normal,sla_ok
TCK-001059,2026-05-01 12:36:00,2026-05-01,2026-04-27,2026-05-01,12,5,Пятница,0,Вторая половина,CUST-0282,R02,Санкт-Петербург,Северо-Запад,team_b,email,payment,low,15.3,15–30 мин,2.6,До 8 ч,0,SLA выполнен,4.5,Высокая,b2c,2024-11-15,silver,0,1,email,other,sla_ok
TCK-000964,2026-04-04 14:19:00,2026-04-04,2026-03-30,2026-04-01,14,6,Суббота,1,Первая половина,CUST-0117,R03,Казань,Поволжье,team_c,email,technical,high,27.4,15–30 мин,30.2,24–48 ч,1,SLA нарушен,3.1,Средняя,b2b,2024-11-30,gold,0,1,email,high,sla_breached
TCK-000173,2026-06-02 21:36:00,2026-06-02,2026-06-01,2026-06-01,21,2,Вторник,0,Вторая половина,CUST-0031,R04,Екатеринбург,Урал,team_d,email,payment,high,27.0,15–30 мин,11.0,8–24 ч,0,SLA выполнен,5.0,Высокая,b2b,2026-02-26,silver,0,1,email,high,sla_ok
TCK-000451,2026-06-02 14:35:00,2026-06-02,2026-06-01,2026-06-01,14,2,Вторник,0,Вторая половина,CUST-0099,R07,Нижний Новгород,Поволжье,team_c,web_form,payment,high,3.2,До 5 мин,9.5,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-04-11,silver,0,1,other,high,sla_ok
TCK-000126,2026-04-29 21:02:00,2026-04-29,2026-04-27,2026-04-01,21,3,Среда,0,Вторая половина,CUST-0220,R05,Новосибирск,Сибирь,team_e,email,login,high,61.0,Более 60 мин,3.8,До 8 ч,0,SLA выполнен,3.7,Средняя,b2c,2025-05-12,silver,0,1,email,high,sla_ok
TCK-000991,2026-05-18 19:44:00,2026-05-18,2026-05-18,2026-05-01,19,1,Понедельник,0,Вторая половина,CUST-0059,R01,Москва,Центр,team_a,email,account,critical,15.9,15–30 мин,8.3,8–24 ч,1,SLA нарушен,3.2,Средняя,b2c,2024-07-05,gold,0,1,email,other,sla_breached
TCK-000531,2026-04-22 21:46:00,2026-04-22,2026-04-20,2026-04-01,21,3,Среда,0,Вторая половина,CUST-0141,R01,Москва,Центр,team_a,phone,technical,normal,10.9,5–15 мин,36.4,24–48 ч,1,SLA нарушен,3.6,Средняя,b2c,2024-01-10,bronze,0,1,other,normal,sla_breached
TCK-000858,2026-06-02 16:07:00,2026-06-02,2026-06-01,2026-06-01,16,2,Вторник,0,Вторая половина,CUST-0269,R01,Москва,Центр,team_a,chat,login,normal,5.7,5–15 мин,5.5,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-11-26,bronze,0,1,chat,normal,sla_ok
TCK-000714,2026-05-19 10:18:00,2026-05-19,2026-05-18,2026-05-01,10,2,Вторник,0,Вторая половина,CUST-0259,R02,Санкт-Петербург,Северо-Запад,team_b,chat,login,low,13.0,5–15 мин,2.7,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-07-20,bronze,0,1,chat,other,sla_ok
TCK-000091,2026-03-21 09:41:00,2026-03-21,2026-03-16,2026-03-01,9,6,Суббота,1,Первая половина,CUST-0136,R07,Нижний Новгород,Поволжье,team_c,chat,refund,normal,3.3,До 5 мин,48.9,48–72 ч,1,SLA нарушен,2.7,Низкая,b2c,2024-08-21,gold,0,1,chat,normal,sla_breached
TCK-001461,2026-04-06 20:03:00,2026-04-06,2026-04-06,2026-04-01,20,1,Понедельник,0,Первая половина,CUST-0260,R01,Москва,Центр,team_a,phone,account,normal,13.0,5–15 мин,21.9,8–24 ч,0,SLA выполнен,3.3,Средняя,b2c,2025-05-17,silver,0,1,other,normal,sla_ok
TCK-000182,2026-03-23 10:28:00,2026-03-23,2026-03-23,2026-03-01,10,1,Понедельник,0,Первая половина,CUST-0049,R05,Новосибирск,Сибирь,team_e,email,refund,critical,9.4,5–15 мин,98.8,Более 72 ч,1,SLA нарушен,1.3,Низкая,b2b,2025-01-10,platinum,0,1,email,other,sla_breached
TCK-000876,2026-04-03 12:36:00,2026-04-03,2026-03-30,2026-04-01,12,5,Пятница,0,Первая половина,CUST-0089,R02,Санкт-Петербург,Северо-Запад,team_b,email,technical,normal,31.3,30–60 мин,13.2,8–24 ч,0,SLA выполнен,4.1,Средняя,b2c,2024-09-04,bronze,0,1,email,normal,sla_ok
TCK-001019,2026-04-26 14:48:00,2026-04-26,2026-04-20,2026-04-01,14,7,Воскресенье,1,Вторая половина,CUST-0049,R08,Краснодар,Юг,team_f,phone,technical,normal,4.7,До 5 мин,25.2,24–48 ч,1,SLA нарушен,3.3,Средняя,b2b,2025-01-10,platinum,0,1,other,normal,sla_breached
TCK-000787,2026-03-26 18:49:00,2026-03-26,2026-03-23,2026-03-01,18,4,Четверг,0,Первая половина,CUST-0327,R01,Москва,Центр,team_a,chat,login,normal,4.2,До 5 мин,8.7,8–24 ч,0,SLA выполнен,5.0,Высокая,b2b,2025-05-02,gold,0,1,chat,normal,sla_ok
TCK-000415,2026-05-30 15:21:00,2026-05-30,2026-05-25,2026-05-01,15,6,Суббота,1,Вторая половина,CUST-0061,R08,Краснодар,Юг,team_f,chat,refund,high,3.8,До 5 мин,29.0,24–48 ч,1,SLA нарушен,3.7,Средняя,b2c,2024-04-19,bronze,0,1,chat,high,sla_breached
TCK-000252,2026-05-18 19:58:00,2026-05-18,2026-05-18,2026-05-01,19,1,Понедельник,0,Вторая половина,CUST-0232,R06,Ростов-на-Дону,Юг,team_f,web_form,refund,high,47.9,30–60 мин,5.4,До 8 ч,1,SLA нарушен,3.2,Средняя,b2c,2025-07-14,bronze,0,1,other,high,sla_breached
TCK-000070,2026-04-24 08:48:00,2026-04-24,2026-04-20,2026-04-01,8,5,Пятница,0,Вторая половина,CUST-0181,R08,Краснодар,Юг,team_f,email,payment,normal,16.6,15–30 мин,7.5,До 8 ч,0,SLA выполнен,4.7,Высокая,b2b,2024-08-16,silver,0,1,email,normal,sla_ok
TCK-000804,2026-06-02 16:11:00,2026-06-02,2026-06-01,2026-06-01,16,2,Вторник,0,Вторая половина,CUST-0025,R06,Ростов-на-Дону,Юг,team_f,phone,payment,critical,13.3,5–15 мин,6.1,До 8 ч,0,SLA выполнен,4.3,Средняя,b2b,2024-05-13,gold,0,1,other,other,sla_ok
TCK-000132,2026-04-24 13:17:00,2026-04-24,2026-04-20,2026-04-01,13,5,Пятница,0,Вторая половина,CUST-0292,R05,Новосибирск,Сибирь,team_e,chat,technical,normal,4.7,До 5 мин,13.0,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-08-28,silver,0,1,chat,normal,sla_ok
TCK-000301,2026-06-06 12:05:00,2026-06-06,2026-06-01,2026-06-01,12,6,Суббота,1,Вторая половина,CUST-0182,R03,Казань,Поволжье,team_c,email,login,normal,121.9,Более 60 мин,6.9,До 8 ч,0,SLA выполнен,3.7,Средняя,b2b,2025-06-02,platinum,0,1,email,normal,sla_ok
TCK-001031,2026-05-08 18:57:00,2026-05-08,2026-05-04,2026-05-01,18,5,Пятница,0,Вторая половина,CUST-0264,R01,Москва,Центр,team_a,phone,technical,high,3.5,До 5 мин,9.1,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-04-24,bronze,0,1,other,high,sla_ok
TCK-000327,2026-03-05 15:20:00,2026-03-05,2026-03-02,2026-03-01,15,4,Четверг,0,Первая половина,CUST-0053,R02,Санкт-Петербург,Северо-Запад,team_b,email,delivery,normal,109.0,Более 60 мин,34.8,24–48 ч,1,SLA нарушен,2.3,Низкая,b2b,2025-07-28,silver,0,1,email,normal,sla_breached
TCK-001475,2026-05-05 08:46:00,2026-05-05,2026-05-04,2026-05-01,8,2,Вторник,0,Вторая половина,CUST-0072,R06,Ростов-на-Дону,Юг,team_f,chat,delivery,normal,3.3,До 5 мин,10.9,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-11-26,silver,0,1,chat,normal,sla_ok
TCK-001121,2026-06-01 16:10:00,2026-06-01,2026-06-01,2026-06-01,16,1,Понедельник,0,Вторая половина,CUST-0081,R05,Новосибирск,Сибирь,team_e,chat,technical,high,1.3,До 5 мин,17.7,8–24 ч,1,SLA нарушен,4.9,Высокая,b2c,2025-10-07,bronze,0,1,chat,high,sla_breached
TCK-000500,2026-06-05 18:04:00,2026-06-05,2026-06-01,2026-06-01,18,5,Пятница,0,Вторая половина,CUST-0100,R06,Ростов-на-Дону,Юг,team_f,email,technical,normal,38.4,30–60 мин,16.5,8–24 ч,0,SLA выполнен,4.4,Средняя,vip,2025-07-30,gold,1,1,email,normal,sla_ok
TCK-000342,2026-05-19 18:40:00,2026-05-19,2026-05-18,2026-05-01,18,2,Вторник,0,Вторая половина,CUST-0133,R06,Ростов-на-Дону,Юг,team_f,email,refund,low,47.6,30–60 мин,32.4,24–48 ч,0,SLA выполнен,3.1,Средняя,b2c,2025-07-24,bronze,0,1,email,other,sla_ok
TCK-000833,2026-05-27 08:51:00,2026-05-27,2026-05-25,2026-05-01,8,3,Среда,0,Вторая половина,CUST-0180,R04,Екатеринбург,Урал,team_d,phone,account,high,5.8,5–15 мин,26.2,24–48 ч,1,SLA нарушен,4.0,Средняя,b2b,2025-12-20,gold,0,1,other,high,sla_breached
TCK-000365,2026-04-04 19:13:00,2026-04-04,2026-03-30,2026-04-01,19,6,Суббота,1,Первая половина,CUST-0186,R01,Москва,Центр,team_a,chat,technical,normal,2.3,До 5 мин,17.8,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-01-05,bronze,0,1,chat,normal,sla_ok
TCK-000496,2026-03-20 12:28:00,2026-03-20,2026-03-16,2026-03-01,12,5,Пятница,0,Первая половина,CUST-0037,R01,Москва,Центр,team_a,web_form,technical,normal,42.3,30–60 мин,34.8,24–48 ч,1,SLA нарушен,3.0,Средняя,b2c,2025-07-24,silver,0,1,other,normal,sla_breached
TCK-001405,2026-04-13 17:55:00,2026-04-13,2026-04-13,2026-04-01,17,1,Понедельник,0,Первая половина,CUST-0096,R08,Краснодар,Юг,team_f,email,technical,normal,60.3,Более 60 мин,29.1,24–48 ч,1,SLA нарушен,2.8,Низкая,b2c,2024-12-11,gold,0,1,email,normal,sla_breached
TCK-000339,2026-04-01 21:16:00,2026-04-01,2026-03-30,2026-04-01,21,3,Среда,0,Первая половина,CUST-0054,R04,Екатеринбург,Урал,team_d,web_form,delivery,high,16.7,15–30 мин,37.0,24–48 ч,1,SLA нарушен,3.4,Средняя,b2c,2025-08-26,silver,0,1,other,high,sla_breached
TCK-000422,2026-05-27 09:14:00,2026-05-27,2026-05-25,2026-05-01,9,3,Среда,0,Вторая половина,CUST-0280,R04,Екатеринбург,Урал,team_d,chat,account,low,,,2.5,До 8 ч,0,SLA выполнен,5.0,Высокая,b2b,2025-02-05,silver,0,1,chat,other,sla_ok
TCK-000165,2026-06-08 09:41:00,2026-06-08,2026-06-08,2026-06-01,9,1,Понедельник,0,Вторая половина,CUST-0274,R04,Екатеринбург,Урал,team_d,chat,login,high,11.1,5–15 мин,16.2,8–24 ч,1,SLA нарушен,4.4,Средняя,b2c,2025-05-27,bronze,0,1,chat,high,sla_breached
TCK-000029,2026-05-21 19:23:00,2026-05-21,2026-05-18,2026-05-01,19,4,Четверг,0,Вторая половина,CUST-0047,R03,Казань,Поволжье,team_c,phone,payment,low,13.4,5–15 мин,14.1,8–24 ч,0,SLA выполнен,4.4,Средняя,b2c,2024-01-07,silver,0,1,other,other,sla_ok
