order_id,order_date,region,channel,customer_type,category,subcategory,quantity,unit_price,discount_percent,revenue,cost,profit,profit_margin,delivery_days,rating
RM-00433,2026-03-27,Москва,Магазин,Корпоративный,Дом и кухня,Посуда,4,4767.43,0,19069.71,13987.56,5082.15,0.2665,4,5.0
RM-00229,2026-03-28,Екатеринбург,Партнеры,Повторный,Канцтовары,Бумага,6,1245.51,5,7099.42,5451.84,1647.58,0.2321,6,4.4
RM-00537,2026-03-28,Санкт-Петербург,Магазин,Новый,Одежда,Повседневная,1,6296.66,0,6296.66,4441.43,1855.23,0.2946,5,4.4
RM-00539,2026-03-28,Санкт-Петербург,Онлайн,Новый,Спорт,Туризм,4,5817.43,25,17452.29,11827.89,5624.4,0.3223,6,4.6
RM-00714,2026-03-28,Ростов-на-Дону,Онлайн,Повторный,Дом и кухня,Техника для дома,2,5324.32,5,10116.21,7484.24,2631.97,0.2602,5,4.9
RM-00738,2026-03-28,Ростов-на-Дону,Магазин,Повторный,Дом и кухня,Техника для дома,1,8752.08,5,8314.47,5550.5,2763.97,0.3324,7,3.5
RM-00765,2026-03-28,Ростов-на-Дону,Партнеры,Новый,Одежда,Повседневная,2,4486.91,10,8076.43,6635.29,1441.14,0.1784,4,5.0
RM-00831,2026-03-28,Екатеринбург,Магазин,Корпоративный,Одежда,Повседневная,9,3683.28,0,33149.54,21453.92,11695.62,0.3528,6,3.9
RM-00879,2026-03-28,Самара,Партнеры,Повторный,Дом и кухня,Посуда,2,4101.81,10,7383.26,5737.73,1645.54,0.2229,6,4.0
RM-00922,2026-03-28,Екатеринбург,Магазин,Повторный,Спорт,Туризм,6,7924.77,15,40416.34,24631.83,15784.51,0.3905,5,4.4
RM-00941,2026-03-28,Екатеринбург,Онлайн,Корпоративный,Спорт,Туризм,9,6357.68,0,57219.15,34583.11,22636.04,0.3956,5,3.7
RM-00181,2026-03-29,Казань,Партнеры,Повторный,Красота,Парфюмерия,1,1851.3,0,1851.3,1814.98,36.33,0.0196,3,5.0
RM-00379,2026-03-29,Нижний Новгород,Магазин,Новый,Электроника,Смартфоны,1,42584.23,15,36196.6,23171.98,13024.62,0.3598,2,5.0
RM-00466,2026-03-29,Санкт-Петербург,Онлайн,Новый,Спорт,Фитнес,4,8593.46,10,30936.45,21019.81,9916.64,0.3205,4,4.3
RM-00780,2026-03-29,Новосибирск,Онлайн,Новый,Электроника,Смартфоны,5,31907.41,0,159537.05,109337.08,50199.98,0.3147,7,4.0
RM-01010,2026-03-29,Казань,Онлайн,Новый,Электроника,Аксессуары,5,30109.04,25,112908.9,85424.85,27484.05,0.2434,5,4.8
RM-01192,2026-03-29,Ростов-на-Дону,Онлайн,Новый,Одежда,Повседневная,3,4887.72,0,14663.15,10798.11,3865.05,0.2636,3,5.0
RM-00246,2026-03-30,Новосибирск,Онлайн,Повторный,Электроника,Аксессуары,2,35593.6,15,60509.13,43751.4,16757.73,0.2769,3,4.4
RM-00272,2026-03-30,Новосибирск,Магазин,Новый,Спорт,Фитнес,3,7181.22,5,20466.48,15764.49,4701.98,0.2297,6,3.9
RM-00273,2026-03-30,Новосибирск,Партнеры,Повторный,Одежда,Спортивная,2,6027.68,0,12055.37,8577.95,3477.42,0.2885,4,4.7
RM-00513,2026-03-30,Екатеринбург,Магазин,Новый,Дом и кухня,Техника для дома,3,6686.02,5,19055.17,14903.81,4151.36,0.2179,7,3.8
RM-00659,2026-03-30,Екатеринбург,Онлайн,Повторный,Канцтовары,Письменные принадлежности,3,937.2,15,2389.87,2223.32,166.55,0.0697,5,4.2
RM-01173,2026-03-30,Москва,Магазин,Повторный,Дом и кухня,Техника для дома,2,7421.0,5,14099.89,10575.91,3523.99,0.2499,2,4.9
RM-01184,2026-03-30,Нижний Новгород,Магазин,Корпоративный,Одежда,Повседневная,8,6857.06,20,43885.2,27513.42,16371.78,0.3731,5,5.0
RM-00049,2026-03-31,Ростов-на-Дону,Магазин,Повторный,Красота,Парфюмерия,2,4685.05,20,7496.08,5791.04,1705.04,0.2275,5,4.2
RM-00425,2026-03-31,Самара,Магазин,Повторный,Красота,Парфюмерия,4,2409.76,15,8193.18,6469.76,1723.42,0.2103,6,3.9
RM-00576,2026-03-31,Екатеринбург,Онлайн,Корпоративный,Одежда,Повседневная,10,4184.31,0,41843.1,29291.31,12551.79,0.3,4,4.7
RM-00666,2026-03-31,Ростов-на-Дону,Онлайн,Повторный,Спорт,Фитнес,3,7484.7,5,21331.4,14551.94,6779.46,0.3178,7,3.8
RM-00715,2026-03-31,Москва,Онлайн,Повторный,Одежда,Повседневная,2,7811.91,5,14842.63,11512.7,3329.93,0.2243,4,4.8
RM-01020,2026-03-31,Санкт-Петербург,Онлайн,Новый,Спорт,Фитнес,2,9163.32,5,17410.31,13183.73,4226.57,0.2428,2,5.0
RM-01140,2026-03-31,Москва,Магазин,Новый,Спорт,Фитнес,3,6491.17,0,19473.5,14725.08,4748.42,0.2438,5,4.7
RM-00410,2026-04-01,ростов-на-дону,Партнеры,Новый,Дом и кухня,Техника для дома,4,5778.43,0,23113.72,17912.7,5201.02,0.225,3,4.5
RM-00667,2026-04-01,Москва,Онлайн,Повторный,Электроника,Смартфоны,4,17763.39,15,60395.53,40778.88,19616.65,0.3248,2,5.0
RM-01081,2026-04-01,Ростов-на-Дону,Онлайн,Новый,Красота,Уход,1,2539.49,5,2412.52,2199.19,213.32,0.0884,5,3.9
RM-00078,2026-04-02,Москва,Онлайн,Новый,Электроника,Смартфоны,2,32516.98,15,55278.87,34724.35,20554.52,0.3718,2,4.6
RM-00188,2026-04-02,Москва,Партнеры,Повторный,Дом и кухня,Посуда,2,6238.46,5,11853.07,9359.47,2493.61,0.2104,1,5.0
RM-00206,2026-04-02,Казань,Онлайн,Новый,Одежда,Повседневная,4,5643.82,0,22575.28,15269.15,7306.13,0.3236,6,4.6
RM-00261,2026-04-02,Москва,Онлайн,Повторный,Дом и кухня,Посуда,2,6660.31,20,10656.5,6720.02,3936.48,0.3694,5,4.0
RM-00794,2026-04-02,Москва,Онлайн,Новый,Дом и кухня,Посуда,3,7525.35,0,22576.05,15135.19,7440.86,0.3296,1,5.0
RM-00814,2026-04-02,Нижний Новгород,Магазин,Повторный,Электроника,Смартфоны,3,22038.13,5,62808.67,42087.3,20721.37,0.3299,2,5.0
RM-00154,2026-04-03,Нижний Новгород,Партнеры,Новый,Спорт,Туризм,2,4667.48,15,7934.72,6195.89,1738.83,0.2191,3,5.0
RM-00175,2026-04-03,Новосибирск,Магазин,Повторный,Одежда,Повседневная,5,4481.86,20,17927.44,13411.88,4515.56,0.2519,5,3.9
RM-00623,2026-04-03,Самара,Онлайн,Повторный,Красота,Уход,1,2608.48,10,2347.63,2262.65,84.99,0.0362,3,4.5
RM-00877,2026-04-03,Нижний Новгород,Магазин,Повторный,Одежда,Спортивная,1,4553.71,15,3870.65,3468.29,402.37,0.104,2,4.9
RM-01143,2026-04-03,Екатеринбург,Онлайн,Повторный,Одежда,Спортивная,5,5813.13,20,23252.52,16451.35,6801.17,0.2925,5,4.2
RM-01179,2026-04-03,Ростов-на-Дону,Онлайн,Повторный,Одежда,Спортивная,3,4945.94,10,13354.04,8646.99,4707.04,0.3525,5,4.0
RM-01181,2026-04-03,Нижний Новгород,Партнеры,Новый,Канцтовары,Письменные принадлежности,4,841.74,20,2693.57,2224.86,468.71,0.174,2,5.0
RM-00017,2026-04-04,Москва,Онлайн,Повторный,Электроника,Смартфоны,3,34090.93,15,86931.87,66187.65,20744.23,0.2386,2,4.8
RM-00170,2026-04-04,Москва,Онлайн,Повторный,Электроника,Смартфоны,1,13957.93,5,13260.03,8575.5,4684.53,0.3533,5,5.0
RM-00195,2026-04-04,Санкт-Петербург,Онлайн,Новый,Одежда,Спортивная,4,2086.39,0,8345.56,6692.78,1652.78,0.198,4,4.5
RM-00205,2026-04-04,Казань,Онлайн,Новый,Канцтовары,Бумага,3,984.03,10,2656.88,2338.04,318.85,0.12,3,4.7
RM-00269,2026-04-04,Ростов-на-Дону,Магазин,Новый,Канцтовары,Бумага,5,939.89,15,3994.53,3556.2,438.33,0.1097,5,4.0
RM-00270,2026-04-04,Ростов-на-Дону,Магазин,Повторный,Канцтовары,Письменные принадлежности,2,657.53,0,1315.06,1421.98,-106.92,-0.0813,7,4.3
RM-00241,2026-04-05,Новосибирск,Онлайн,Новый,Электроника,Смартфоны,6,25905.61,20,124346.93,78449.37,45897.56,0.3691,3,5.0
RM-00463,2026-04-05,Москва,Партнеры,Новый,Электроника,Смартфоны,3,18844.27,5,53706.17,34901.63,18804.54,0.3501,3,4.7
RM-00678,2026-04-05,Ростов-на-Дону,Магазин,Новый,Дом и кухня,Посуда,3,6393.59,20,15344.62,10464.29,4880.32,0.318,6,4.0
RM-00855,2026-04-05,Нижний Новгород,Партнеры,Повторный,Электроника,Аксессуары,3,29633.41,5,84455.22,53465.21,30990.01,0.3669,3,4.6
RM-00726,2026-04-06,Казань,Магазин,Новый,Красота,Уход,2,3067.55,15,5214.84,4461.69,753.15,0.1444,3,4.8
RM-00834,2026-04-06,Москва,Онлайн,Новый,Дом и кухня,Посуда,4,3241.58,0,12966.32,9187.15,3779.17,0.2915,1,4.9
RM-01088,2026-04-06,Казань,Магазин,Повторный,Канцтовары,Письменные принадлежности,4,1014.99,10,3653.96,3228.53,425.43,0.1164,4,4.3
RM-01127,2026-04-06,Москва,Магазин,Новый,Спорт,Фитнес,2,5752.12,5,10929.03,7848.01,3081.02,0.2819,4,4.7
RM-00354,2026-04-07,Санкт-Петербург,Онлайн,Повторный,Красота,Уход,2,3121.89,15,5307.21,4016.87,1290.34,0.2431,6,4.0
RM-00392,2026-04-07,Москва,Онлайн,Новый,Одежда,Спортивная,5,5822.94,20,23291.76,17948.03,5343.73,0.2294,3,5.0
RM-01061,2026-04-07,Казань,Магазин,Повторный,Одежда,Спортивная,3,5539.82,15,14126.54,10895.67,3230.87,0.2287,4,4.6
RM-00065,2026-04-08,Нижний Новгород,Магазин,Повторный,Дом и кухня,Посуда,5,4671.2,0,23356.0,17480.35,5875.65,0.2516,2,4.7
RM-00232,2026-04-08,Ростов-на-Дону,Магазин,Повторный,Дом и кухня,Посуда,2,6154.77,5,11694.06,9401.35,2292.72,0.1961,4,4.7
RM-00253,2026-04-08,Ростов-на-Дону,Магазин,Повторный,Спорт,Фитнес,2,8244.7,5,15664.93,12329.11,3335.82,0.2129,5,4.1
RM-00263,2026-04-08,Казань,Онлайн,Повторный,Канцтовары,Бумага,2,1120.59,5,2129.12,1978.43,150.69,0.0708,3,5.0
RM-00501,2026-04-08,Москва,Магазин,Повторный,Электроника,Аксессуары,6,11743.54,15,59892.05,41294.83,18597.22,0.3105,4,5.0
RM-00548,2026-04-08,Санкт-Петербург,Онлайн,Повторный,Красота,Уход,1,2058.75,10,1852.88,1610.0,242.87,0.1311,4,3.5
RM-00554,2026-04-08,Санкт-Петербург,Магазин,Корпоративный,Одежда,Спортивная,8,4123.02,15,28036.54,19159.66,8876.88,0.3166,6,3.6
RM-00685,2026-04-08,Санкт-Петербург,Магазин,Повторный,Канцтовары,Бумага,4,546.84,0,2187.36,1857.04,330.32,0.151,3,5.0
RM-01147,2026-04-08,Самара,Онлайн,Новый,Электроника,Смартфоны,3,35555.34,10,95999.42,72509.26,23490.16,0.2447,7,4.2
RM-00184,2026-04-09,Москва,Магазин,Новый,Электроника,Аксессуары,2,17746.53,15,30169.1,22548.7,7620.4,0.2526,1,5.0
RM-00194,2026-04-09,Санкт-Петербург,Онлайн,Повторный,Дом и кухня,Техника для дома,2,4411.83,0,8823.66,6394.49,2429.17,0.2753,6,4.0
RM-00331,2026-04-09,Ростов-на-Дону,Партнеры,Повторный,Красота,Уход,4,3011.15,10,10840.14,8820.44,2019.7,0.1863,5,3.8
RM-00406,2026-04-09,Нижний Новгород,Партнеры,Корпоративный,Канцтовары,Письменные принадлежности,8,765.38,15,5204.58,4000.19,1204.39,0.2314,6,3.5
RM-00858,2026-04-09,Самара,Онлайн,Новый,Одежда,Повседневная,3,5833.16,5,16624.51,12269.97,4354.54,0.2619,5,3.3
RM-01033,2026-04-09,Новосибирск,Онлайн,Новый,Спорт,Туризм,3,5827.5,10,15734.25,12202.03,3532.22,0.2245,4,4.6
RM-00016,2026-04-10,Новосибирск,Магазин,Новый,Электроника,Аксессуары,2,23581.19,20,37729.9,22691.39,15038.52,0.3986,3,5.0
RM-00199,2026-04-10,Самара,Онлайн,Повторный,Красота,Парфюмерия,4,2956.49,15,10052.07,6715.43,3336.63,0.3319,7,3.7
RM-00248,2026-04-10,Москва,Магазин,Повторный,Одежда,Спортивная,3,2460.44,0,7381.32,5788.61,1592.71,0.2158,5,3.7
RM-00370,2026-04-10,Москва,Магазин,Корпоративный,Одежда,Спортивная,7,2590.62,5,17227.62,11215.2,6012.42,0.349,2,5.0
RM-00622,2026-04-10,Москва,Онлайн,Новый,Электроника,Аксессуары,2,19145.12,5,36375.73,26042.63,10333.1,0.2841,3,5.0
RM-00859,2026-04-10,Москва,Онлайн,Повторный,Дом и кухня,Техника для дома,6,4353.85,10,23510.79,15154.3,8356.49,0.3554,2,5.0
RM-00897,2026-04-10,Екатеринбург,Магазин,Корпоративный,Дом и кухня,Посуда,7,5904.95,0,41334.65,29548.68,11785.97,0.2851,7,4.0
RM-01078,2026-04-10,Новосибирск,Магазин,Новый,Электроника,Смартфоны,3,22875.02,0,68625.06,43130.66,25494.4,0.3715,3,4.5
RM-01087,2026-04-10,Казань,Магазин,Повторный,Спорт,Фитнес,2,5076.19,5,9644.76,7919.84,1724.92,0.1788,3,4.5
RM-00588,2026-04-11,Нижний Новгород,Онлайн,Новый,Электроника,Смартфоны,4,24628.45,10,88662.42,65442.17,23220.25,0.2619,6,4.7
RM-00613,2026-04-11,Нижний Новгород,Онлайн,Новый,Спорт,Фитнес,3,8034.87,10,21694.15,15035.17,6658.98,0.3069,5,3.7
RM-00837,2026-04-11,Санкт-Петербург,Магазин,Повторный,Спорт,Туризм,3,4827.26,15,12309.51,8877.56,3431.95,0.2788,5,4.0
RM-01116,2026-04-11,Нижний Новгород,Онлайн,Новый,Электроника,Смартфоны,10,25846.31,5,245539.94,167138.41,78401.54,0.3193,6,3.2
RM-00096,2026-04-12,Санкт-Петербург,Партнеры,Новый,Красота,Уход,3,3458.79,5,9857.55,6783.59,3073.96,0.3118,3,4.5
RM-00114,2026-04-12,Ростов-на-Дону,Магазин,Повторный,Спорт,Туризм,3,7098.25,5,20230.01,12533.28,7696.73,0.3805,6,4.4
RM-00228,2026-04-12,Москва,Партнеры,Новый,Одежда,Спортивная,2,3402.54,0,6805.08,4802.56,2002.52,0.2943,2,5.0
RM-00459,2026-04-12,Новосибирск,Онлайн,Корпоративный,Спорт,Туризм,5,5645.21,15,23992.14,16895.67,7096.47,0.2958,6,4.1
RM-00632,2026-04-12,Екатеринбург,Магазин,Новый,Одежда,Спортивная,6,6259.74,0,37558.44,23864.87,13693.57,0.3646,4,5.0
RM-00898,2026-04-12,Ростов-на-Дону,Магазин,Повторный,Дом и кухня,Посуда,3,5066.21,10,13678.77,9934.96,3743.81,0.2737,3,5.0
RM-00980,2026-04-12,Новосибирск,Магазин,Новый,Дом и кухня,Техника для дома,6,4451.54,5,25373.78,19470.73,5903.05,0.2326,4,4.2
RM-01085,2026-04-12,Москва,Магазин,Новый,Спорт,Фитнес,3,7203.12,15,18367.96,13810.32,4557.64,0.2481,2,4.8
RM-01118,2026-04-12,Москва,Магазин,Корпоративный,Красота,Уход,6,3221.74,15,16430.87,12638.45,3792.43,0.2308,2,5.0
RM-00046,2026-04-13,Москва,Онлайн,Повторный,Одежда,Повседневная,3,4518.31,25,10166.2,7898.11,2268.09,0.2231,2,4.3
RM-00069,2026-04-13,Екатеринбург,Магазин,Новый,Дом и кухня,Посуда,3,5094.77,10,13755.88,10199.7,3556.18,0.2585,4,4.9
RM-00157,2026-04-13,Новосибирск,Онлайн,Повторный,Красота,Уход,3,3259.57,0,9778.71,6607.35,3171.36,0.3243,4,4.3
RM-00219,2026-04-13,Москва,Магазин,Новый,Дом и кухня,Посуда,4,7306.0,5,27762.8,18027.82,9734.98,0.3506,5,4.3
RM-00322,2026-04-13,Москва,Онлайн,Повторный,Одежда,Спортивная,3,5339.13,5,15216.52,9597.35,5619.17,0.3693,2,5.0
RM-00742,2026-04-13,Казань,Магазин,Повторный,Красота,Парфюмерия,2,1980.83,10,3565.49,3321.72,243.78,0.0684,6,4.3
RM-00749,2026-04-13,Казань,Онлайн,Новый,Электроника,Смартфоны,2,31263.51,5,59400.67,42028.35,17372.32,0.2925,3,4.9
RM-00850,2026-04-13,Санкт-Петербург,Онлайн,Новый,Спорт,Фитнес,3,9338.28,10,25213.36,17007.97,8205.39,0.3254,6,3.7
RM-01016,2026-04-13,Новосибирск,Онлайн,Новый,Красота,Парфюмерия,6,3292.46,20,15803.81,12594.05,3209.76,0.2031,4,4.4
RM-01042,2026-04-13,Екатеринбург,Онлайн,Новый,Дом и кухня,Посуда,5,6435.96,0,32179.8,21463.95,10715.85,0.333,6,5.0
RM-00297,2026-04-14,Самара,Онлайн,Повторный,Канцтовары,Бумага,6,1186.01,10,6404.45,4615.09,1789.37,0.2794,7,3.1
RM-00301,2026-04-14,Санкт-Петербург,Онлайн,Новый,Канцтовары,Письменные принадлежности,2,908.54,0,1817.08,1602.76,214.32,0.1179,2,5.0
RM-00420,2026-04-14,Санкт-Петербург,Партнеры,Новый,Одежда,Спортивная,3,2342.46,15,5973.27,4219.14,1754.13,0.2937,3,4.9
RM-00595,2026-04-14,Екатеринбург,Магазин,Повторный,Красота,Уход,3,2486.61,10,6713.85,5237.82,1476.02,0.2198,4,5.0
RM-00605,2026-04-14,Нижний Новгород,Магазин,Повторный,Спорт,Туризм,2,7377.87,0,14755.74,11767.3,2988.44,0.2025,4,3.8
RM-00817,2026-04-14,Самара,Магазин,Повторный,Канцтовары,Бумага,3,1058.54,10,2858.06,2814.15,43.91,0.0154,4,4.4
RM-00931,2026-04-14,Нижний Новгород,Магазин,Повторный,Одежда,Спортивная,4,3543.18,20,11338.18,7644.81,3693.37,0.3257,6,3.5
RM-00151,2026-04-15,Москва,Онлайн,Повторный,Одежда,Повседневная,1,2587.94,10,2329.15,1884.03,445.11,0.1911,5,4.3
RM-00601,2026-04-15,Москва,Онлайн,Новый,Спорт,Фитнес,4,6634.4,5,25210.72,15735.31,9475.41,0.3758,5,5.0
RM-00056,2026-04-16,Екатеринбург,Онлайн,Новый,Красота,Парфюмерия,3,3341.41,15,8520.6,5922.64,2597.96,0.3049,3,5.0
RM-00143,2026-04-17,Нижний Новгород,Магазин,Новый,Электроника,Смартфоны,3,20393.58,5,58121.7,35554.41,22567.29,0.3883,3,4.1
RM-00268,2026-04-17,Екатеринбург,Онлайн,Повторный,Электроника,Аксессуары,2,37983.96,0,75967.92,48453.91,27514.01,0.3622,4,4.6
RM-00300,2026-04-17,Новосибирск,Онлайн,Повторный,Одежда,Спортивная,3,3206.14,5,9137.5,6558.89,2578.61,0.2822,7,4.2
RM-00304,2026-04-17,Москва,Магазин,Новый,Канцтовары,Бумага,2,783.44,0,1566.88,1401.38,165.5,0.1056,5,4.3
RM-00483,2026-04-17,Новосибирск,Магазин,Повторный,Красота,Уход,6,3147.79,5,17942.4,11359.05,6583.36,0.3669,7,3.0
RM-00541,2026-04-17,Москва,Магазин,Новый,Канцтовары,Письменные принадлежности,5,1222.65,25,4584.94,3379.38,1205.55,0.2629,5,4.4
RM-00809,2026-04-17,Санкт-Петербург,Магазин,Повторный,Канцтовары,Бумага,20,791.27,25,11869.05,7464.97,4404.08,0.3711,3,4.7
RM-00905,2026-04-17,Москва,Онлайн,Новый,Дом и кухня,Посуда,2,6150.03,10,11070.05,7778.26,3291.79,0.2974,5,3.6
RM-01057,2026-04-17,Новосибирск,Магазин,Повторный,Одежда,Спортивная,3,3118.51,25,7016.65,5681.65,1334.99,0.1903,6,3.9
RM-00034,2026-04-18,Москва,Магазин,Новый,Дом и кухня,Посуда,3,7064.09,0,21192.27,15065.6,6126.67,0.2891,4,4.3
RM-00239,2026-04-18,Ростов-на-Дону,Онлайн,Повторный,Канцтовары,Бумага,4,1234.82,5,4692.32,3706.52,985.79,0.2101,7,3.0
RM-00587,2026-04-18,Казань,Онлайн,Новый,Красота,Уход,1,1821.76,0,1821.76,1798.83,22.93,0.0126,3,5.0
RM-00597,2026-04-18,Екатеринбург,Онлайн,Повторный,Красота,Парфюмерия,6,2882.77,5,16431.79,12918.57,3513.22,0.2138,6,4.4
RM-00737,2026-04-18,Санкт-Петербург,Онлайн,Новый,Одежда,Повседневная,8,4346.55,10,31295.16,19004.52,12290.64,0.3927,4,4.1
RM-00883,2026-04-18,Новосибирск,Магазин,Новый,Красота,Парфюмерия,3,2886.35,0,8659.05,7057.21,1601.84,0.185,6,4.2
RM-00894,2026-04-18,Новосибирск,Партнеры,Новый,Красота,Уход,4,1712.41,5,6507.16,5470.35,1036.81,0.1593,6,4.3
RM-00068,2026-04-19,Нижний Новгород,Магазин,Повторный,Электроника,Аксессуары,4,23011.16,0,92044.64,65138.97,26905.67,0.2923,3,4.4
RM-00159,2026-04-19,Казань,Онлайн,Новый,Одежда,Спортивная,2,3637.41,20,5819.86,4358.47,1461.38,0.2511,3,4.1
RM-00373,2026-04-19,Ростов-на-Дону,Онлайн,Повторный,Красота,Парфюмерия,5,3428.4,10,15427.8,10716.66,4711.14,0.3054,3,4.8
RM-00572,2026-04-19,Санкт-Петербург,Магазин,Новый,Красота,Парфюмерия,3,2386.88,0,7160.64,5223.91,1936.73,0.2705,4,5.0
RM-01048,2026-04-19,Екатеринбург,Онлайн,Новый,Электроника,Аксессуары,4,21154.07,0,84616.28,63185.86,21430.42,0.2533,7,3.1
RM-00155,2026-04-20,Екатеринбург,Магазин,Повторный,Канцтовары,Письменные принадлежности,1,946.45,20,757.16,1189.72,-432.56,-0.5713,7,4.5
RM-00245,2026-04-20,Москва,Онлайн,Повторный,Спорт,Туризм,3,6607.48,5,18831.32,13772.13,5059.18,0.2687,2,5.0
RM-00302,2026-04-20,Москва,Онлайн,Новый,Красота,Уход,3,3321.95,5,9467.56,6982.63,2484.92,0.2625,2,5.0
RM-00418,2026-04-20,Москва,Онлайн,Новый,Канцтовары,Письменные принадлежности,5,967.89,25,3629.59,2973.87,655.71,0.1807,4,4.9
RM-00534,2026-04-20,Санкт-Петербург,Магазин,Корпоративный,Красота,Парфюмерия,9,4073.96,10,32999.08,22918.07,10081.01,0.3055,5,4.8
RM-00693,2026-04-20,Санкт-Петербург,Партнеры,Повторный,Одежда,Повседневная,2,4192.18,20,6707.49,4701.88,2005.61,0.299,6,3.9
RM-00813,2026-04-20,Нижний Новгород,Магазин,Новый,Дом и кухня,Техника для дома,8,4672.65,0,37381.2,28587.81,8793.39,0.2352,3,4.7
RM-00218,2026-04-21,Екатеринбург,Онлайн,Повторный,Спорт,Туризм,1,10560.85,10,9504.77,7703.06,1801.71,0.1896,7,4.5
RM-00382,2026-04-21,Казань,Онлайн,Корпоративный,Электроника,Смартфоны,7,36653.41,10,230916.48,140391.31,90525.17,0.392,4,4.1
RM-00446,2026-04-21,Москва,Онлайн,Новый,Спорт,Фитнес,6,5488.15,5,31282.45,21227.85,10054.6,0.3214,2,4.6
RM-00618,2026-04-21,Нижний Новгород,Онлайн,Новый,Канцтовары,Письменные принадлежности,3,874.98,25,1968.7,2024.14,-55.44,-0.0282,6,3.8
RM-00648,2026-04-21,Новосибирск,Магазин,Повторный,Канцтовары,Бумага,4,747.75,15,2542.35,2253.02,289.33,0.1138,4,4.4
RM-00800,2026-04-21,Ростов-на-Дону,Онлайн,Повторный,Канцтовары,Письменные принадлежности,4,1023.72,15,3480.65,2823.61,657.04,0.1888,4,4.6
RM-00925,2026-04-21,Нижний Новгород,Онлайн,Повторный,Дом и кухня,Техника для дома,4,10183.45,15,34623.73,22847.24,11776.49,0.3401,3,4.2
RM-00967,2026-04-21,Самара,Магазин,Повторный,Канцтовары,Бумага,3,1206.69,10,3258.06,2896.69,361.38,0.1109,3,5.0
RM-01054,2026-04-21,Москва,Магазин,Повторный,Одежда,Повседневная,3,4776.33,0,14328.99,10049.51,4279.48,0.2987,3,4.9
RM-01064,2026-04-21,Екатеринбург,Онлайн,Новый,Спорт,Туризм,3,4779.49,10,12904.62,9245.79,3658.84,0.2835,4,4.8
RM-00257,2026-04-22,Самара,Магазин,Повторный,Одежда,Спортивная,5,1847.2,10,8312.4,6367.31,1945.09,0.234,4,4.8
RM-00525,2026-04-22,Новосибирск,Партнеры,Новый,Дом и кухня,Техника для дома,4,6876.69,5,26131.42,18698.12,7433.3,0.2845,7,3.7
RM-00702,2026-04-22,Ростов-на-Дону,Магазин,Новый,Красота,Уход,4,2817.93,10,10144.55,8236.32,1908.23,0.1881,7,4.3
RM-00811,2026-04-22,Санкт-Петербург,Магазин,Повторный,Спорт,Фитнес,1,6847.39,10,6162.65,4453.53,1709.12,0.2773,4,5.0
RM-01003,2026-04-22,Екатеринбург,Магазин,Повторный,Канцтовары,Бумага,2,678.61,10,1221.5,1363.59,-142.1,-0.1163,4,4.0
RM-00198,2026-04-23,Казань,Онлайн,Корпоративный,Одежда,Повседневная,9,3560.96,0,32048.64,19328.95,12719.69,0.3969,5,3.9
RM-00634,2026-04-23,Екатеринбург,Магазин,Повторный,Одежда,Спортивная,2,3382.37,10,6088.27,4913.88,1174.38,0.1929,4,4.4
RM-00977,2026-04-23,Москва,Магазин,Повторный,Канцтовары,Бумага,2,1316.61,0,2633.22,2148.69,484.53,0.184,5,4.3
RM-00202,2026-04-24,Самара,Онлайн,Новый,Электроника,Смартфоны,3,19386.33,15,49435.14,34834.84,14600.3,0.2953,5,3.7
RM-00559,2026-04-24,Новосибирск,Онлайн,Повторный,Красота,Уход,3,3666.69,5,10450.07,8276.05,2174.02,0.208,4,5.0
RM-00712,2026-04-24,Новосибирск,Онлайн,Новый,Дом и кухня,Посуда,2,6652.66,10,11974.79,8689.18,3285.6,0.2744,4,5.0
RM-00839,2026-04-24,Нижний Новгород,Партнеры,Новый,Красота,Уход,3,2991.57,5,8525.97,6993.69,1532.29,0.1797,5,5.0
RM-01045,2026-04-24,Москва,Онлайн,Повторный,Канцтовары,Бумага,3,659.36,25,1483.56,1493.89,-10.33,-0.007,1,4.9
RM-01105,2026-04-24,Новосибирск,Магазин,Повторный,Электроника,Смартфоны,3,18927.9,0,56783.7,38500.07,18283.63,0.322,6,5.0
RM-00111,2026-04-25,Москва,Магазин,Новый,Канцтовары,Бумага,2,842.17,20,1347.47,1425.11,-77.64,-0.0576,1,5.0
RM-00165,2026-04-25,Нижний Новгород,Онлайн,Повторный,Электроника,Смартфоны,4,44762.92,0,179051.68,115032.85,64018.83,0.3575,5,4.1
RM-00333,2026-04-25,Москва,Магазин,Повторный,Одежда,Спортивная,4,4659.24,10,16773.26,11008.5,5764.76,0.3437,1,5.0
RM-00505,2026-04-25,Москва,Онлайн,Повторный,Красота,Парфюмерия,2,3450.35,5,6555.66,4247.93,2307.73,0.352,3,5.0
RM-00610,2026-04-25,Санкт-Петербург,Онлайн,Повторный,Электроника,Смартфоны,5,21843.41,5,103756.2,66059.44,37696.76,0.3633,3,5.0
RM-00639,2026-04-25,Санкт-Петербург,Магазин,Повторный,Электроника,Смартфоны,2,30186.68,5,57354.69,43774.25,13580.45,0.2368,3,4.9
RM-00801,2026-04-25,Нижний Новгород,Магазин,Новый,Спорт,Фитнес,3,5497.62,10,14843.57,10406.52,4437.06,0.2989,4,4.6
RM-00819,2026-04-25,Екатеринбург,Магазин,Повторный,Одежда,Повседневная,6,3416.66,5,19474.96,13683.58,5791.38,0.2974,5,4.2
