ticket_id,created_at,customer_id,region_id,channel,category,priority,first_response_min,resolution_hours,sla_breached,satisfaction_score
TCK-001330,2026-04-18 19:45:00,CUST-0036,R03,email,technical,normal,57.0,4.7,0,4.8
TCK-000295,2026-05-10 15:26:00,CUST-0007,R02,phone,login,high,5.3,5.6,0,4.7
TCK-000561,2026-05-26 18:35:00,CUST-0024,R07,email,login,high,58.6,17.3,1,3.5
TCK-000880,2026-05-29 10:35:00,CUST-0163,R08,web_form,account,normal,18.3,6.7,0,5.0
TCK-000089,2026-05-07 16:07:00,CUST-0277,R01,email,technical,normal,48.4,8.7,0,
TCK-000988,2026-04-25 11:25:00,CUST-0173,R07,chat,delivery,normal,5.6,18.7,0,5.0
TCK-000940,2026-05-29 14:08:00,CUST-0321,R08,email,login,critical,17.1,1.9,0,4.7
TCK-000583,2026-04-30 15:30:00,CUST-0114,R08,email,technical,normal,35.6,13.2,0,3.8
TCK-001103,2026-04-23 15:35:00,CUST-0165,R04,email,account,normal,50.3,14.9,0,3.9
TCK-001398,2026-05-11 13:16:00,CUST-0153,R01,EMAIL,account,normal,10.7,5.1,0,3.9
TCK-000705,2026-05-25 18:33:00,CUST-0043,R01,chat,payment,low,10.8,1.6,0,4.8
TCK-000971,2026-05-12 14:50:00,CUST-0257,R06,phone,technical,normal,11.8,18.4,0,4.3
TCK-000291,2026-04-18 13:38:00,CUST-0093,R04,web_form,login,normal,49.6,2.8,0,4.3
TCK-001429,2026-04-22 16:46:00,CUST-0135,,chat,refund,high,2.8,35.8,1,4.1
TCK-000602,2026-06-06 17:31:00,CUST-0153,R01,email,account,normal,17.9,7.8,0,4.4
TCK-000349,2026-03-12 21:18:00,CUST-0080,R04,phone,payment,normal,25.0,2.2,0,5.0
TCK-000592,2026-04-15 17:17:00,CUST-0274,R01,email,payment,normal,34.7,14.2,0,4.9
TCK-001423,2026-06-01 18:33:00,CUST-0102,R04,email,technical,high,29.2,33.2,1,2.7
TCK-001024,2026-04-04 13:28:00,CUST-0007,R08,phone,refund,normal,6.1,44.4,1,3.3
TCK-000837,2026-04-06 18:34:00,CUST-0137,R01,chat,refund,critical,1.3,87.4,1,2.4
TCK-000606,2026-06-06 11:57:00,CUST-0215,R01, Chat ,technical,high,8.5,19.9,1,3.6
TCK-000459,2026-05-01 18:32:00,CUST-0287,R03,chat,login,high,7.6,3.3,0,4.6
TCK-000376,2026-04-17 13:18:00,CUST-0081,R08,chat,account,normal,3.8,5.1,1,4.8
TCK-000334,2026-04-29 10:07:00,CUST-0304,R05,email,refund,normal,18.1,33.9,1,3.6
TCK-000765,2026-05-24 11:47:00,CUST-0009,R02,chat,account,normal,1.0,11.7,0,5.0
TCK-001334,2026-04-19 16:51:00,CUST-0240,R01, WEB_FORM,delivery,critical,7.6,17.6,1,4.3
TCK-001422,2026-04-28 13:06:00,CUST-0005,R06,web_form,login,normal,85.5,3.5,0,4.5
TCK-001400,2026-06-04 13:25:00,CUST-0031,R04,email,technical,normal,59.8,8.9,0,3.7
TCK-000681,2026-05-31 14:24:00,CUST-0061,R03,chat,delivery ,high,5.4,6.1,0,5.0
TCK-000329,2026-05-25 10:48:00,CUST-0302,R01,EMAIL,account,normal,37.8,9.9,0,4.7
TCK-000319,2026-03-13 08:55:00,CUST-0134,R03,email,account,critical,30.9,2.0,0,4.5
TCK-001162,2026-05-19 09:23:00,CUST-0259,R06,chat,login,normal,4.3,5.7,0,5.0
TCK-000963,2026-05-02 08:58:00,CUST-0314,R04,chat,technical,normal,3.8,31.9,1,4.0
TCK-000013,2026-04-15 08:55:00,CUST-0243,R03,phone,technical,normal,10.5,19.7,0,4.4
TCK-000172,2026-04-15 19:48:00,CUST-0019,R01,chat,delivery,normal,3.8,3.5,0,5.0
TCK-000261,2026-05-04 16:35:00,CUST-0279,R04,chat,account,normal,6.5,8.6,0,5.0
TCK-000894,2026-05-28 14:29:00,CUST-0098,R07,chat,payment,normal,5.9,3.5,0,4.8
TCK-000870,2026-05-08 08:04:00,CUST-0034,R03,email,payment,normal,4.0,4.7,0,4.5
TCK-001385,2026-06-04 09:29:00,CUST-0173,R03,chat,account,normal,3.3,4.8,0,5.0
TCK-000139,2026-03-16 18:21:00,CUST-0195,R02,email,refund,normal,97.6,12.5,0,4.1
TCK-000550,2026-06-08 19:33:00,CUST-0216,R02,email,refund,low,34.0,13.4,0,4.0
TCK-000620,2026-06-04 12:38:00,CUST-0064,R02,phone,login,normal,16.9,6.2,0,5.0
TCK-001316,2026-03-12 20:27:00,CUST-0302,R06,chat,payment,low,7.5,7.8,0,5.0
TCK-000786,2026-03-05 19:48:00,CUST-0289,R08,email,login,high,20.8,7.3,0,4.9
TCK-000559,2026-03-16 14:35:00,CUST-0213,R07,email,account,normal,127.8,11.7,0,4.3
TCK-000140,2026-06-02 14:48:00,CUST-0172,R05,chat,payment,critical,1.4,5.0,0,5.0
TCK-001320,2026-05-22 20:48:00,CUST-0260,R04,chat,account,high,3.6,13.6,1,3.9
TCK-000882,2026-05-20 11:47:00,CUST-0027,R01,chat,payment,low,6.8,11.2,0,5.0
TCK-000225,2026-04-30 16:23:00,CUST-0008,R02,email,technical,normal,113.6,31.0,1,2.1
TCK-001332,2026-04-02 18:34:00,CUST-0261,R08,phone,technical,normal,8.7,17.2,0,4.9
TCK-000410,2026-03-08 12:02:00,CUST-0246,R04,email,refund,high,98.1,35.0,1,1.6
TCK-000326,2026-05-21 21:17:00,CUST-0005,R04,chat,technical,low,2.8,13.7,0,4.9
TCK-000300,2026-05-17 11:21:00,CUST-0260,R08,email,login,normal,25.1,11.5,0,4.4
TCK-000969,2026-03-18 16:28:00,CUST-0262,R05,chat,account,normal,11.9,10.3,0,5.0
TCK-000747,2026-05-30 20:56:00,CUST-0043,R06,phone,payment,normal,3.5,8.6,0,5.0
TCK-000679,2026-05-07 13:39:00,CUST-0326,R05,web_form,login,low,20.8,6.6,0,5.0
TCK-001401,2026-05-19 11:13:00,CUST-0293,R02,phone,login,high,14.9,5.2,0,4.9
TCK-001441,2026-05-28 18:10:00,CUST-0260,R07,email,account,normal,66.1,6.0,0,3.7
TCK-001271,2026-05-06 16:56:00,CUST-0302,R03,phone, technical ,normal,3.8,23.2,0,4.3
TCK-000574,2026-03-12 12:00:00,CUST-0029,R01,email,account,normal,40.8,1.3,0,4.9
TCK-000504,2026-05-05 16:11:00,CUST-0193,R03,chat,account,normal,5.0,5.5,0,5.0
TCK-001143,2026-04-22 13:19:00,CUST-0313,R05,email,technical,high,15.4,35.6,1,3.1
TCK-000004,2026-06-07 09:32:00,CUST-0094,R06,chat,technical,normal,2.3,35.1,1,3.9
TCK-000756,2026-03-22 09:28:00,CUST-0155,R08,web_form,technical,normal,13.5,23.3,0,3.4
TCK-000468,2026-05-01 18:52:00,CUST-0303,R01,phone,account,normal,7.4,3.8,0,4.3
TCK-000322,2026-03-10 21:07:00,CUST-0297,R04,chat,payment,high,3.3,26.9,1,3.9
TCK-000006,2026-04-27 10:55:00,CUST-0099,R03,chat,payment,high,1.9,15.9,1,4.4
TCK-000984,2026-04-23 21:35:00,CUST-0194,R08,email,technical,normal,135.0,22.7,0,3.0
TCK-000548,2026-03-05 19:56:00,CUST-0012,R08,chat,payment,normal,3.4,18.7,0,
TCK-000758,2026-03-09 12:20:00,CUST-0128,R01,email,login,high,10.4,9.8,0,5.0
TCK-000040,2026-04-14 14:42:00,CUST-0245,R02,chat,account,normal,7.7,12.7,0,5.0
TCK-000543,2026-05-10 08:29:00,CUST-0219,R99,phone,account,low,13.9,5.3,0,5.0
TCK-000243,2026-04-30 16:55:00,CUST-0066,R03,phone,refund,normal,16.4,2.7,0,5.0
TCK-000137,2026-03-31 19:35:00,CUST-0056,R08,web_form,account,high,26.9,8.5,0,4.4
TCK-001207,2026-04-03 12:20:00,CUST-0072,R02,chat,refund,low,4.9,8.4,0,5.0
TCK-000808,2026-03-13 08:18:00,CUST-0249,R03,chat,payment,high,1.9,11.1,0,5.0
TCK-000781,2026-05-26 13:24:00,CUST-0248,R01, Chat ,delivery,normal,3.4,6.9,0,5.0
TCK-001331,2026-05-29 21:18:00,CUST-0322,R02,phone,payment,normal,6.3,3.3,0,5.0
TCK-001076,2026-05-31 20:14:00,CUST-0055,R05,chat,payment,normal,6.3,3.9,0,5.0
TCK-001376,2026-03-13 12:22:00,CUST-0087,R04,chat,payment,critical,2.6,23.3,1,4.3
TCK-000582,2026-05-22 20:21:00,CUST-0227,R05,phone,account,high,12.6,6.6,0,5.0
TCK-001485,2026-04-25 20:32:00,CUST-0042,R02,email,login,normal,190.6,5.0,0,3.2
TCK-000797,2026-04-24 12:42:00,CUST-0176,R01,chat,payment,normal,3.7,5.4,0,5.0
TCK-001399,2026-03-12 11:55:00,CUST-0132,R06,email,technical,high,27.9,3.1,1,3.9
TCK-000377,2026-05-19 15:35:00,CUST-0121,R07,phone,technical,normal,2.4,68.7,1,
TCK-000315,2026-04-25 21:53:00,CUST-0069,R06,email,delivery,high,11.5,16.2,1,4.5
TCK-000443,2026-03-25 11:43:00,CUST-0262,R03,email,technical,normal,12.0,51.1,1,2.0
TCK-000320,2026-03-20 21:47:00,CUST-0002,R03,email,delivery,normal,38.8,34.0,1,2.6
TCK-000814,2026-05-22 21:17:00,CUST-0134,R06,chat,delivery,normal,11.7,221.6,1,5.0
TCK-001081,2026-03-19 11:50:00,CUST-0256,R01,chat,account,high,4.4,16.2,1,4.4
TCK-001192,2026-04-15 12:52:00,CUST-0233,R01,email,refund,normal,31.7,19.5,0,4.0
TCK-000425,2026-04-28 13:57:00,CUST-0167,R05,web_form,payment,high,10.1,7.8,0,5.0
TCK-000554,2026-04-06 12:51:00,CUST-0083,R06,chat,payment,low,8.8,4.7,0,5.0
TCK-000595,2026-05-21 09:17:00,CUST-0168,R02,chat,technical,normal,5.1,14.1,0,4.7
TCK-000904,2026-03-27 18:17:00,CUST-0046,R06,chat,technical,normal,5.6,21.6,0,5.0
TCK-000917,2026-05-08 09:32:00,CUST-0283,R05,chat,technical,high,4.3,49.0,1,3.4
TCK-000778,2026-05-21 11:47:00,CUST-0277,R03,chat,delivery,high,2.8,238.0,1,4.1
TCK-001227,2026-06-04 12:17:00,CUST-0018,R01,chat,delivery,normal,12.8,18.1,0,4.0
TCK-001340,2026-03-19 11:09:00,CUST-0164,R02,chat,delivery,normal,1.7,30.7,1,3.3
TCK-000228,2026-05-06 14:34:00,CUST-0206,R04,phone,delivery,low,13.3,18.3,0,4.9
TCK-000723,2026-06-03 20:52:00,CUST-0262,R05,phone,login,normal,9.2,2.7,0,4.9
TCK-000819,2026-04-01 10:51:00,CUST-0057,R05,chat,delivery,normal,6.8,8.6,0,4.7
TCK-000990,2026-05-05 19:43:00,CUST-0167,R06,phone,login,normal,6.0,3.7,0,5.0
TCK-001098,2026-05-06 12:31:00,CUST-0265,R04,email,delivery,normal,24.6,7.6,0,4.4
TCK-000067,2026-04-23 11:09:00,CUST-0040,R02,chat,technical,normal,3.3,25.4,1,4.2
TCK-000394,2026-04-23 15:38:00,CUST-0198,R06, WEB_FORM,delivery,normal,4.2,13.4,0,4.9
TCK-000580,2026-06-04 16:00:00,CUST-0213,R06,chat,payment,normal,9.0,17.7,0,4.5
TCK-001000,2026-03-23 10:35:00,CUST-0189,R08,phone,delivery,normal,14.8,62.8,1,
TCK-000212,2026-04-08 17:34:00,CUST-0062,R02,chat,payment,critical,2.3,17.5,1,3.7
TCK-001168,2026-04-21 11:20:00,CUST-0312,,phone,delivery,high,4.9,26.6,1,3.9
TCK-001104,2026-05-06 12:18:00,CUST-0258,R02,phone,payment,normal,11.6,2.5,0,5.0
TCK-000537,2026-03-13 17:06:00,CUST-0017,R01,chat,account,normal,1.1,3.2,0,
TCK-000725,2026-05-09 10:20:00,CUST-0162,R03,chat,technical,high,1.0,16.9,1,4.7
TCK-000670,2026-04-18 18:42:00,CUST-0097,R01,email,payment,normal,29.6,18.8,0,3.8
TCK-000086,2026-05-01 19:16:00,CUST-0074,R02,email,delivery,normal,39.3,5.9,0,3.9
TCK-001360,2026-03-09 14:18:00,CUST-0021,R04,phone,technical,high,2.9,33.3,1,3.8
TCK-000273,2026-03-16 12:19:00,CUST-0120,R08,phone,login,normal,4.8,5.5,0,
TCK-000926,2026-06-02 15:25:00,CUST-0157,R02,web_form,payment,normal,40.0,9.9,0,4.4
TCK-000669,2026-04-13 08:47:00,CUST-0228,R02,email,account,normal,27.0,3.3,0,
TCK-001361,2026-05-05 17:14:00,CUST-0099,R04,web_form,delivery,high,11.9,21.4,1,3.7
TCK-000631,2026-05-11 17:41:00,CUST-0152,R01,chat,technical,critical,4.2,42.6,1,3.7
TCK-001369,2026-05-31 09:20:00,CUST-0130,,chat,refund,normal,3.5,16.9,0,4.7
TCK-001410,2026-04-01 12:55:00,CUST-0289,R03,chat,login,normal,4.4,6.7,0,5.0
TCK-001007,2026-03-05 17:23:00,CUST-0214,R05,web_form,technical,high,26.3,81.2,1,1.0
TCK-000274,2026-04-15 18:50:00,CUST-0102,R04,phone,account,normal,8.5,8.8,0,5.0
TCK-000731,2026-05-22 13:19:00,CUST-0055,R08,chat,delivery,normal,3.5,6.6,0,5.0
TCK-000363,2026-03-27 11:20:00,CUST-0131,R04,chat,login,low,7.9,2.0,0,5.0
TCK-000623,2026-03-28 12:44:00,CUST-0107,R06,chat,account,high,4.2,27.5,1,4.3
TCK-000003,2026-05-19 13:45:00,CUST-0071,R02,phone,technical,low,11.1,7.3,0,5.0
TCK-000007,2026-03-02 20:12:00,CUST-0274,R05,phone,delivery,normal,2.0,5.5,0,
TCK-000312,2026-04-08 20:43:00,CUST-0039,R05,chat,payment,high,3.2,10.9,0,4.8
TCK-000671,2026-05-24 16:03:00,CUST-0197,R04,chat,login,normal,4.0,6.5,0,4.9
TCK-000949,2026-04-01 18:55:00,CUST-0261,R05,web_form, Refund ,normal,50.4,6.5,0,4.2
TCK-001488,2026-03-10 08:07:00,CUST-0143,R03,phone,refund,normal,17.1,30.8,1,3.2
TCK-000216,2026-03-31 14:36:00,CUST-0225,R01,phone,delivery,normal,13.0,29.4,1,3.6
TCK-000692,2026-03-23 08:25:00,CUST-0222,R01,email,technical,normal,10.0,26.6,1,3.3
TCK-000028,2026-05-17 17:19:00,CUST-0246,R02,chat,login,high,5.0,4.0,0,5.0
TCK-001088,2026-04-06 10:12:00,CUST-0016,R02,chat,account,normal,3.5,3.6,0,5.0
TCK-000933,2026-06-08 18:51:00,CUST-0135,R04,phone,login,high,1.9,11.3,0,5.0
TCK-001285,2026-03-14 19:47:00,CUST-0026,R03,chat,payment,normal,8.5,14.9,0,5.0
TCK-000639,2026-03-14 19:31:00,CUST-0324,R03,phone,account,normal,4.1,5.6,0,5.0
TCK-000760,2026-04-16 19:23:00,CUST-0030,R04,chat,account,high,7.9,16.8,1,4.5
TCK-001309,2026-05-20 15:43:00,CUST-0323,R04,chat,payment,normal,3.6,9.1,0,5.0
TCK-000625,2026-06-04 20:55:00,CUST-0126,R06,chat,technical,low,6.3,22.2,0,4.8
TCK-000859,2026-03-31 09:59:00,CUST-0090,R06,phone,payment,normal,11.0,14.7,0,5.0
TCK-000257,2026-03-30 17:42:00,CUST-0217,R01,chat,delivery,normal,4.8,19.9,0,4.5
TCK-000026,2026-04-28 21:15:00,CUST-0101,R02,chat,technical,low,9.3,24.7,0,4.6
TCK-000337,2026-04-15 17:33:00,CUST-0257,R01,web_form,account,normal,50.0,7.4,0,4.7
TCK-000573,2026-06-05 20:26:00,CUST-0240,R03,web_form,account,critical,14.6,28.5,1,2.8
TCK-000048,2026-05-05 08:42:00,CUST-0275,R05,web_form,technical,normal,13.6,63.4,1,2.4
TCK-000107,2026-04-02 21:50:00,CUST-0322,R03,chat,login,normal,4.0,3.1,0,5.0
TCK-000350,2026-03-23 08:16:00,CUST-0082,R03,email,account,normal,12.6,9.9,0,4.9
TCK-000056,2026-05-13 21:40:00,CUST-0232,R01,chat,refund,normal,4.2,33.8,1,3.6
TCK-000817,2026-04-02 19:00:00,CUST-0218,R01,web_form,technical,high,19.2,42.2,0,3.7
TCK-000214,2026-05-21 13:17:00,CUST-0237,R08,chat,account,normal,3.5,11.4,0,5.0
TCK-000121,2026-06-03 08:03:00,CUST-0232,R01,chat,refund,high,2.4,24.2,1,4.6
TCK-001487,2026-03-05 12:16:00,CUST-0271,R04,chat,technical,low,2.7,40.6,0,
TCK-000744,2026-05-27 08:38:00,CUST-0046,R03,chat,delivery,low,8.6,8.2,0,5.0
TCK-000073,2026-04-25 15:16:00,CUST-0039,R03,phone,delivery,high,9.8,25.1,1,3.5
TCK-000788,2026-04-28 12:25:00,CUST-0223,R06,web_form,delivery,high,4.3,25.2,1,3.8
TCK-001440,2026-05-27 08:30:00,CUST-0170,R03,web_form,refund,high,30.4,38.9,1,2.9
TCK-000046,2026-05-04 20:34:00,CUST-0038,R04,email,technical,low,90.9,32.6,0,3.0
TCK-001274,2026-06-08 11:09:00,CUST-0157,R05,chat,payment,high,2.9,16.5,1,4.0
TCK-000524,2026-04-22 18:27:00,CUST-0106,R03,chat,account,low,9.0,8.0,0,4.6
TCK-001244,2026-03-24 10:04:00,CUST-0239,R01,chat,technical,normal,1.2,33.6,1,3.9
TCK-000799,2026-05-09 15:50:00,CUST-0125,R04,chat,technical,high,2.3,15.1,1,4.0
TCK-001378,2026-04-22 16:24:00,CUST-0201,,chat,technical,critical,5.1,17.4,1,3.8
TCK-000803,2026-04-16 11:41:00,CUST-0252,R05,email,refund,normal,61.8,11.0,0,4.0
TCK-000534,2026-03-18 14:53:00,CUST-0286,R01,email,technical,high,54.2,33.5,1,2.4
TCK-001145,2026-05-18 17:04:00,CUST-0079,R01,phone,payment,high,3.9,21.4,1,4.0
TCK-000604,2026-04-28 10:33:00,CUST-0024,R07,chat, Refund ,normal,2.6,16.6,0,4.7
TCK-000466,2026-04-15 14:11:00,CUST-0223,R01,phone,delivery,normal,2.0,21.9,0,4.9
TCK-001167,2026-05-27 11:12:00,CUST-0177,R06,chat,refund,normal,11.9,12.9,0,4.7
TCK-001288,2026-03-05 17:36:00,CUST-0064,R01,chat,payment,normal,2.9,8.7,0,4.9
TCK-001176,2026-05-13 15:50:00,CUST-0220,R07,email,account,normal,87.8,4.8,0,3.4
TCK-001097,2026-05-09 09:57:00,CUST-0310,R07,phone,delivery,normal,8.3,19.5,0,5.0
TCK-000061,2026-05-19 20:39:00,CUST-0124,R01,web_form,delivery,low,143.7,14.6,0,3.3
TCK-001204,2026-03-04 19:45:00,CUST-0155,R07,chat,account,normal,14.7,9.9,0,5.0
TCK-000093,2026-03-20 17:56:00,CUST-0140,R03,email,refund,normal,77.1,28.5,1,2.7
TCK-000667,2026-05-12 20:37:00,CUST-0151,R08,chat,delivery,normal,2.8,3.6,0,5.0
TCK-000793,2026-04-13 20:33:00,CUST-0120,R06,web_form,payment,critical,11.5,45.2,1,2.6
TCK-000195,2026-05-18 19:56:00,CUST-0003,R02,email,refund,normal,42.8,55.8,1,2.4
TCK-000281,2026-06-07 15:41:00,CUST-0009,R06,phone,account,high,3.9,19.9,1,
TCK-000696,2026-04-02 16:10:00,CUST-0126,R06,email,payment,low,56.8,10.4,1,4.1
TCK-000360,2026-06-06 11:00:00,CUST-0098,R02,web_form,technical,normal,43.9,36.9,1,
TCK-000520,2026-04-06 20:11:00,CUST-0118,R02,chat,payment,normal,10.3,9.0,0,5.0
TCK-000821,2026-06-04 18:36:00,CUST-0240,R04,email,delivery,normal,33.5,20.0,0,3.8
TCK-001054,2026-03-24 21:21:00,CUST-0186,R05,phone,login,normal,26.3,1.8,0,4.6
TCK-000183,2026-05-12 20:40:00,CUST-0114,R03,chat,payment,normal,2.2,6.6,0,5.0
TCK-001034,2026-03-26 16:40:00,CUST-0091,R04,chat,payment,normal,8.1,6.2,0,5.0
TCK-000111,2026-04-21 18:46:00,CUST-0142,R03,chat,refund,normal,2.9,29.0,1,3.9
TCK-000043,2026-04-15 13:38:00,CUST-0174,R02,chat,payment,low,3.4,29.7,0,4.8
TCK-000925,2026-06-01 16:28:00,CUST-0196,R01,chat,delivery,normal,4.1,5.3,0,5.0
TCK-000205,2026-04-20 21:04:00,CUST-0259,R02,email,delivery,high,8.2,20.0,1,3.1
TCK-000830,2026-03-26 18:20:00,CUST-0002,R02,chat,account,high,2.6,5.5,0,5.0
TCK-000053,2026-04-15 10:56:00,CUST-0054,R03,web_form,login,normal,42.7,11.9,0,4.5
TCK-000546,2026-04-19 14:33:00,CUST-0319,R05,chat,payment,normal,6.1,10.2,0,5.0
TCK-001142,2026-03-27 14:45:00,CUST-0112,R05,email,login,high,25.4,3.1,0,4.7
TCK-000905,2026-04-29 17:47:00,CUST-0077,R02,chat,technical,low,10.7,30.7,0,4.3
TCK-000866,2026-05-16 15:54:00,CUST-0036,R04,phone,refund,normal,9.8,78.7,1,2.0
TCK-001080,2026-04-30 14:08:00,CUST-0013,R04,web_form,refund,high,11.1,69.0,1,1.8
TCK-000184,2026-05-27 21:20:00,CUST-0102,R07,email,payment,low,96.8,5.2,0,3.7
TCK-000138,2026-03-04 17:18:00,CUST-0224,R02,chat,login,normal,1.7,1.2,0,5.0
TCK-001299,2026-06-08 09:34:00,CUST-0211,R01,chat,refund,high,1.2,49.0,1,3.6
TCK-000081,2026-06-07 11:27:00,CUST-0134,R03,email,technical,high,30.7,49.9,1,1.7
TCK-001222,2026-04-24 17:14:00,CUST-0289,R04,chat,delivery,normal,3.2,6.9,0,5.0
TCK-000106,2026-03-13 10:34:00,CUST-0045,R05,chat,payment,normal,6.2,12.1,0,5.0
TCK-000542,2026-03-11 14:12:00,CUST-0153,R05,Phone ,delivery,low,1.0,15.5,0,4.9
TCK-001479,2026-04-14 19:32:00,CUST-0220,R06,email,delivery,low,60.5,2.6,0,4.1
TCK-000481,2026-03-05 19:48:00,CUST-0133,R05,chat,account,normal,6.0,3.2,0,5.0
TCK-000166,2026-04-03 13:13:00,CUST-0217,R06,chat,payment,high,2.1,28.4,1,4.6
TCK-000249,2026-06-02 09:03:00,CUST-0295,R02,phone,delivery,high,11.4,49.2,1,2.8
TCK-000308,2026-05-22 19:14:00,CUST-0255,R07,email,technical,high,55.9,95.8,1,1.4
TCK-000447,2026-04-12 08:03:00,CUST-0224,R04,chat,refund,high,1.8,52.6,1,2.8
TCK-000755,2026-04-06 21:27:00,CUST-0238,R07,phone,delivery,normal,17.3,12.9,0,4.7
TCK-000335,2026-05-25 08:58:00,CUST-0007,R03,email,technical,normal,26.2,38.1,1,2.1
TCK-000098,2026-04-13 14:32:00,CUST-0089,R01,email,delivery,high,19.7,19.1,1,4.5
TCK-000768,2026-03-18 15:23:00,CUST-0193,R05,web_form,payment,critical,21.7,4.4,0,4.6
TCK-000738,2026-05-02 08:38:00,CUST-0165,R07,web_form,login,critical,2.7,13.4,1,3.7
TCK-000846,2026-04-29 20:44:00,CUST-0067,R03,web_form,delivery,critical,19.6,27.8,1,3.4
TCK-000953,2026-04-09 10:30:00,CUST-0291,R07,chat,account,normal,7.4,10.0,0,5.0
TCK-000103,2026-06-03 08:43:00,CUST-0057,R05,email,technical,high,11.2,33.5,1,3.1
TCK-000435,2026-04-26 15:56:00,CUST-0201,R02,phone,delivery,high,2.0,6.6,0,4.7
TCK-000075,2026-03-31 14:09:00,CUST-0140,R01,email,payment,critical,23.4,7.4,1,3.3
TCK-001351,2026-04-28 09:55:00,CUST-0230,R02,chat,payment,normal,6.2,6.4,0,5.0
TCK-000890,2026-05-01 09:22:00,CUST-0100,R02,email,payment,normal,25.6,12.4,0,4.2
TCK-001453,2026-05-30 11:47:00,CUST-0276,R05,phone,delivery,normal,26.8,29.2,1,2.9
TCK-000303,2026-04-22 19:09:00,CUST-0256,R07,email,payment,low,59.6,3.6,0,4.4
TCK-001273,2026-05-15 10:28:00,CUST-0177,R03,chat,technical,normal,13.9,48.3,1,3.2
TCK-001233,2026-04-26 20:25:00,CUST-0053,R02,email,account,low,11.3,5.5,0,4.0
TCK-000734,2026-03-03 19:02:00,CUST-0141,R01,chat,payment,normal,6.9,9.1,0,5.0
TCK-000389,2026-05-31 20:32:00,CUST-0230,R01,chat,login,normal,1.4,3.1,0,4.5
TCK-000236,2026-04-16 16:18:00,CUST-0196,R01, WEB_FORM,technical,normal,5.7,16.3,0,5.0
TCK-001344,2026-05-25 13:22:00,CUST-0262,R06,chat,refund,normal,2.7,29.0,1,3.9
TCK-000268,2026-04-09 13:36:00,CUST-0016,R03,phone,login,normal,17.8,5.1,0,5.0
TCK-000306,2026-05-12 19:26:00,CUST-0170,R01,phone,account,low,13.4,4.1,0,4.1
TCK-000118,2026-03-31 19:27:00,CUST-0121,R08,web_form,account,critical,24.9,2.0,0,4.9
TCK-001221,2026-04-08 10:32:00,CUST-0253,R07,phone,payment,high,4.9,23.4,1,4.0
TCK-000674,2026-04-22 12:16:00,CUST-0028,R03,chat,technical,high,3.5,70.8,1,2.5
TCK-000250,2026-05-27 09:12:00,CUST-0180,R04,chat,technical,normal,6.8,19.0,0,5.0
TCK-001101,2026-05-15 12:24:00,CUST-0009,R01,phone,account,normal,12.9,9.4,0,4.3
TCK-001085,2026-05-05 11:33:00,CUST-0101,R07,web_form,technical,high,19.7,42.5,1,3.0
TCK-000072,2026-05-10 12:59:00,CUST-0103,R07,phone,technical,high,17.6,26.4,1,2.8
TCK-000095,2026-05-04 19:25:00,CUST-0164,R06,chat,refund,normal,5.6,26.9,1,4.6
TCK-001478,2026-03-11 08:06:00,CUST-0224,R03,chat,payment,normal,5.4,2.6,0,5.0
TCK-000034,2026-05-22 20:56:00,CUST-0234,R04,chat,technical,low,12.5,3.1,0,5.0
TCK-001108,2026-04-21 14:04:00,CUST-0088,R01,chat,refund,normal,1.9,34.2,1,3.2
TCK-000449,2026-04-20 11:01:00,CUST-0244,R08,email, Refund ,low,35.3,8.1,0,4.9
TCK-000446,2026-05-05 21:55:00,CUST-0116,R02,phone,login,high,10.1,4.6,0,5.0
TCK-000772,2026-04-03 13:47:00,CUST-0328,R01,chat,refund,critical,3.8,42.4,1,3.7
TCK-000717,2026-03-17 13:11:00,CUST-0108,R01,chat,delivery,high,1.0,8.6,0,5.0
TCK-001107,2026-03-28 08:49:00,CUST-0016,R08,web_form,delivery,low,26.2,15.5,0,4.1
TCK-001152,2026-06-02 13:32:00,CUST-0233,R01,chat,refund,normal,3.6,26.7,1,
TCK-000911,2026-05-15 21:09:00,CUST-0109,R02,chat,payment,high,8.2,24.2,1,3.6
TCK-001041,2026-06-01 12:13:00,CUST-0198,R01,email,payment,normal,7.3,12.3,0,4.6
TCK-000078,2026-05-29 17:48:00,CUST-0091,R07,email,technical,normal,52.8,33.6,1,2.1
TCK-000085,2026-04-06 10:11:00,CUST-0191,R01,phone,payment,normal,2.4,5.5,0,5.0
TCK-000844,2026-04-20 13:01:00,CUST-0290,R01,chat,delivery,critical,2.1,23.0,1,
TCK-000083,2026-03-10 13:11:00,CUST-0210,R04,email,login,normal,24.3,5.6,0,4.0
TCK-000458,2026-05-11 09:31:00,CUST-0315,R08,chat,technical,normal,10.7,16.5,0,5.0
TCK-001337,2026-04-17 16:30:00,CUST-0082,R01,phone,delivery,critical,6.9,25.0,1,3.4
TCK-000677,2026-03-17 14:20:00,CUST-0116,R07,email,technical,normal,36.1,12.9,0,3.0
TCK-000995,2026-06-02 11:45:00,CUST-0022,R05,phone,delivery,high,11.4,42.7,1,2.3
TCK-001476,2026-05-31 15:25:00,CUST-0023,R07,chat,technical,critical,1.0,26.6,1,4.0
TCK-000437,2026-06-05 14:19:00,CUST-0215,R07,web_form,technical,high,23.4,42.7,1,3.3
TCK-000771,2026-03-30 08:18:00,CUST-0176,R01,phone,delivery,high,20.2,32.4,1,3.8
