customer_id,registration_date,home_region_id,customer_type,acquisition_channel,loyalty_level
C03709,2024-11-27,R11,B2C,paid_search,Bronze
C03710,2024-12-14,R02,B2C,paid_search,Silver
C03711,2024-12-06,R03,B2C,social,Bronze
C03712,2022-12-29,R07,B2C,paid_search,Bronze
C03713,2023-06-19,R04,B2C,paid_search,Bronze
C03714,2025-06-25,R02,B2C,referral,Bronze
C03715,2022-04-01,R01,B2C,paid_search,New
C03716,2024-05-27,R03,B2C,paid_search,Silver
C03717,2024-12-21,R07,B2C,referral,Silver
C03718,2024-12-28,R06,B2C,paid_search,New
C03719,2024-03-28,R01,B2C,paid_search,Bronze
C03720,2024-11-15,R04,B2C,referral,Silver
C03721,2025-05-29,R03,B2C,social,Bronze
C03722,2024-11-14,R02,B2C,partner,Silver
C03723,2022-06-08,R08,B2C,paid_search,Bronze
C03724,2022-12-01,R03,B2B,paid_search,Silver
C03725,2023-02-22,R05,B2C,organic,New
C03726,2023-04-15,R11,B2C,organic,Silver
C03727,2023-05-09,R05,B2C,paid_search,Bronze
C03728,2022-10-28,R06,B2C,organic,Bronze
C03729,2024-07-24,R01,B2C,paid_search,Gold
C03730,2022-05-31,R02,B2C,organic,Gold
C03731,2024-12-14,R01,B2C,organic,New
C03732,2024-06-20,R08,B2C,paid_search,New
C03733,2025-08-08,R09,B2C,social,Gold
C03734,2022-01-09,R02,B2C,paid_search,New
C03735,2023-02-09,R02,B2C,referral,Gold
C03736,2025-05-14,R03,B2C,organic,Bronze
C03737,2023-11-07,R06,B2B,organic,Bronze
C03738,2024-02-07,R06,B2C,partner,New
C03739,2022-02-09,R07,B2B,partner,Bronze
C03740,2024-11-09,R11,B2C,paid_search,New
C03741,2022-12-13,R02,B2C,paid_search,Bronze
C03742,2025-08-11,R07,B2C,referral,Gold
C03743,2023-05-28,R06,B2C,paid_search,Bronze
C03744,2022-09-16,R03,B2C,organic,Silver
C03745,2024-03-23,R11,B2C,organic,New
C03746,2023-10-16,R01,B2C,organic,Silver
C03747,2023-10-07,R08,B2C,referral,Bronze
C03748,2025-07-24,R08,B2C,social,Silver
C03749,2023-05-14,R11,B2C,organic,Silver
C03750,2023-06-29,R05,B2C,organic,Gold
C03751,2024-05-04,R03,B2C,organic,Gold
C03752,2022-08-22,R09,B2C,social,New
C03753,2025-02-08,R08,B2C,referral,New
C03754,2022-11-11,R05,B2C,paid_search,New
C03755,2022-11-27,R08,B2C,referral,Silver
C03756,2022-01-15,R02,B2C,organic,New
C03757,2023-04-15,R06,B2C,social,Silver
C03758,2024-03-08,R10,B2C,paid_search,Gold
C03759,2024-08-23,R03,B2C,organic,New
C03760,2025-05-15,R05,B2C,paid_search,Bronze
C03761,2024-12-01,R11,B2C,referral,Bronze
C03762,2023-03-16,R09,B2C,organic,Bronze
C03763,2025-02-03,R10,B2C,paid_search,Bronze
C03764,2022-09-24,R03,B2C,referral,New
C03765,2022-10-14,R12,B2C,referral,Gold
C03766,2023-05-06,R01,B2C,paid_search,Silver
C03767,2024-01-09,R05,B2C,organic,New
C03768,2022-10-06,R05,B2C,referral,New
C03769,2025-05-17,R09,B2C,organic,Silver
C03770,2023-01-06,R11,B2C,organic,New
C03771,2023-06-21,R08,B2B,organic,Gold
C03772,2024-04-08,R06,B2C,paid_search,Bronze
C03773,2023-08-12,R04,B2C,social,Gold
C03774,2023-07-07,R05,B2C,referral,Silver
C03775,2025-09-10,R05,B2C,paid_search,Gold
C03776,2023-08-20,R01,B2C,partner,Silver
C03777,2022-06-04,R05,B2C,social,Bronze
C03778,2024-09-26,R10,B2C,social,New
C03779,2024-08-23,R08,B2C,organic,Silver
C03780,2022-10-27,R09,B2C,organic,Silver
C03781,2025-03-09,R03,B2C,paid_search,Bronze
C03782,2023-06-21,R05,B2C,social,Bronze
C03783,2022-07-26,R01,B2C,organic,New
C03784,2022-08-25,R03,B2C,paid_search,Bronze
C03785,2024-09-05,R04,B2C,paid_search,New
C03786,2022-10-23,R02,B2C,paid_search,Bronze
C03787,2023-10-06,R01,B2C,organic,Bronze
C03788,2024-10-01,R07,B2C,organic,Silver
C03789,2025-03-13,R04,B2B,paid_search,Bronze
C03790,2023-11-02,R04,B2C,referral,Gold
C03791,2025-05-27,R02,B2C,referral,Gold
C03792,2023-02-19,R05,B2C,organic,New
C03793,2025-04-09,R04,B2C,organic,Silver
C03794,2022-12-09,R04,B2C,paid_search,Bronze
C03795,2022-03-30,R06,B2C,organic,Silver
C03796,2024-09-19,R01,B2C,referral,Bronze
C03797,2024-11-02,R11,B2B,paid_search,New
C03798,2025-06-22,R01,B2C,referral,New
C03799,2025-06-15,R04,B2C,organic,Silver
C03800,2022-05-20,R02,B2C,partner,New
C03801,2024-04-30,R05,B2C,referral,Bronze
C03802,2024-08-22,R02,B2C,social,Gold
C03803,2024-04-02,R10,B2C,partner,New
C03804,2022-01-26,R03,B2C,paid_search,Silver
C03805,2022-03-03,R06,B2C,organic,Silver
C03806,2024-07-06,R02,B2C,paid_search,Bronze
C03807,2025-03-17,R01,B2C,referral,New
C03808,2022-09-03,R03,B2C,referral,New
C03809,2022-03-05,R05,B2C,paid_search,Gold
C03810,2023-07-08,R04,B2C,social,Silver
C03811,2023-03-06,R12,B2C,organic,Bronze
C03812,2025-09-07,R07,B2C,organic,Silver
C03813,2025-06-21,R12,B2C,social,New
C03814,2024-02-04,R02,B2C,paid_search,New
C03815,2025-07-24,R09,B2B,organic,New
C03816,2022-11-10,R05,B2C,referral,Silver
C03817,2025-09-19,R06,B2C,paid_search,Bronze
C03818,2023-09-04,R12,B2C,paid_search,Silver
C03819,2023-10-15,R07,B2C,organic,New
C03820,2022-03-11,R11,B2C,organic,Silver
C03821,2022-08-31,R08,B2C,social,Silver
C03822,2022-09-24,R01,B2C,referral,Bronze
C03823,2023-10-30,R07,B2C,organic,New
C03824,2022-09-17,R05,B2C,referral,Silver
C03825,2022-05-21,R11,B2C,referral,Bronze
C03826,2024-04-08,R09,B2C,referral,New
C03827,2025-04-09,R01,B2C,social,Silver
C03828,2022-04-06,R01,B2C,paid_search,Bronze
C03829,2024-02-07,R01,B2C,referral,Silver
C03830,2025-08-07,R05,B2C,paid_search,Bronze
C03831,2023-07-08,R01,B2C,organic,New
C03832,2022-09-08,R08,B2C,paid_search,Silver
C03833,2022-04-19,R05,B2C,paid_search,Silver
C03834,2025-07-05,R09,B2C,paid_search,Bronze
C03835,2023-07-09,R02,B2C,referral,Bronze
C03836,2022-05-24,R05,B2C,paid_search,New
C03837,2025-03-31,R01,B2C,organic,Bronze
C03838,2025-01-02,R10,B2C,partner,Gold
C03839,2024-08-20,R02,B2C,organic,New
C03840,2022-04-26,R01,B2C,organic,Bronze
C03841,2022-04-23,R02,B2C,referral,New
C03842,2022-10-27,R09,B2C,partner,Bronze
C03843,2022-08-07,R01,B2B,social,Silver
C03844,2023-12-30,R06,B2C,paid_search,Bronze
C03845,2023-06-22,R08,B2C,paid_search,New
C03846,2024-11-13,R08,B2C,referral,Bronze
C03847,2022-05-19,R02,B2C,referral,New
C03848,2024-09-23,R01,B2C,organic,Bronze
C03849,2025-07-02,R04,B2C,referral,Silver
C03850,2022-06-28,R02,B2C,social,Bronze
C03851,2024-06-11,R07,B2C,organic,Bronze
C03852,2023-11-28,R03,B2C,organic,Bronze
C03853,2022-05-10,R04,B2C,organic,Silver
C03854,2023-02-05,R01,B2C,partner,New
C03855,2024-12-14,R06,B2C,paid_search,Bronze
C03856,2025-04-04,R02,B2C,social,New
C03857,2023-05-20,R07,B2C,organic,New
C03858,2022-05-26,R01,B2C,referral,New
C03859,2022-12-02,R12,B2B,paid_search,Silver
C03860,2025-02-28,R07,B2C,partner,New
C03861,2024-02-20,R02,B2C,paid_search,Gold
C03862,2023-08-13,R01,B2C,referral,Bronze
C03863,2022-01-19,R03,B2B,social,Silver
C03864,2024-12-07,R01,B2C,paid_search,New
C03865,2023-09-30,R02,B2C,partner,Bronze
C03866,2024-01-17,R10,B2C,paid_search,Silver
C03867,2025-03-01,R06,B2C,referral,Bronze
C03868,2024-02-09,R02,B2C,organic,Bronze
C03869,2025-06-24,R05,B2C,social,Silver
C03870,2024-02-06,R02,B2C,partner,Silver
C03871,2023-04-14,R12,B2C,referral,Silver
C03872,2025-06-17,R01,B2C,paid_search,New
C03873,2024-05-29,R08,B2C,paid_search,Silver
C03874,2024-11-07,R08,B2C,referral,Silver
C03875,2022-11-07,R01,B2C,paid_search,Silver
C03876,2024-02-06,R02,B2C,partner,Silver
C03877,2022-05-25,R03,B2C,organic,Silver
C03878,2022-12-14,R10,B2C,organic,Silver
C03879,2025-06-02,R05,B2C,referral,New
C03880,2024-02-22,R07,B2C,paid_search,New
C03881,2024-11-26,R09,B2C,paid_search,New
C03882,2022-08-24,R09,B2C,paid_search,New
C03883,2022-10-26,R05,B2C,partner,Silver
C03884,2025-07-12,R05,B2C,paid_search,Bronze
C03885,2023-07-30,R08,B2C,partner,Bronze
C03886,2025-04-29,R02,B2C,paid_search,Gold
C03887,2025-01-11,R10,B2C,paid_search,Gold
C03888,2023-04-07,R01,B2C,organic,Bronze
C03889,2025-07-23,R02,B2C,paid_search,Bronze
C03890,2024-11-29,R09,B2C,organic,Bronze
C03891,2022-06-24,R03,B2C,organic,Bronze
C03892,2022-05-11,R01,B2C,paid_search,Bronze
C03893,2022-06-23,R02,B2C,social,New
C03894,2024-10-10,R05,B2C,paid_search,Silver
C03895,2022-07-16,R10,B2C,paid_search,Bronze
C03896,2023-01-22,R01,B2C,paid_search,New
C03897,2023-08-18,R01,B2C,paid_search,Silver
C03898,2022-07-05,R04,B2C,referral,Bronze
C03899,2023-03-29,R12,B2C,referral,Bronze
C03900,2024-07-17,R02,B2C,referral,New
C03901,2025-08-23,R12,B2C,organic,New
C03902,2023-10-06,R10,B2C,paid_search,Bronze
C03903,2024-10-19,R02,B2C,referral,Bronze
C03904,2023-12-27,R09,B2C,partner,New
C03905,2023-10-01,R07,B2C,paid_search,Silver
C03906,2023-12-14,R05,B2C,paid_search,Silver
C03907,2025-08-05,R04,B2C,referral,Bronze
C03908,2022-03-23,R09,B2C,partner,Silver
C03909,2023-12-04,R09,B2C,paid_search,Bronze
C03910,2022-03-12,R08,B2C,organic,New
C03911,2025-04-12,R12,B2C,referral,Bronze
C03912,2024-04-02,R05,B2C,social,Bronze
C03913,2022-03-06,R09,B2C,organic,Bronze
C03914,2024-05-04,R10,B2C,paid_search,Gold
C03915,2023-08-20,R02,B2C,paid_search,Bronze
C03916,2022-03-06,R01,B2C,social,New
C03917,2025-09-01,R03,B2C,referral,New
C03918,2023-06-03,R10,B2C,organic,Gold
C03919,2022-02-02,R02,B2C,organic,New
C03920,2024-04-18,R07,B2C,social,Gold
C03921,2023-05-29,R01,B2C,organic,New
C03922,2024-06-17,R03,B2C,paid_search,Silver
C03923,2022-08-11,R06,B2C,paid_search,Bronze
C03924,2025-02-07,R01,B2C,paid_search,New
C03925,2023-07-29,R11,B2C,referral,New
C03926,2023-07-30,R01,B2C,organic,New
C03927,2025-01-05,R11,B2C,referral,New
C03928,2024-01-21,R02,B2C,social,New
C03929,2022-01-02,R12,B2C,paid_search,Silver
C03930,2024-03-03,R06,B2C,referral,Bronze
C03931,2024-06-03,R01,B2C,organic,Bronze
C03932,2023-03-04,R01,B2B,referral,Silver
C03933,2022-09-05,R01,B2C,organic,Silver
C03934,2022-03-15,R06,B2C,partner,Gold
C03935,2025-03-04,R09,B2C,organic,Bronze
C03936,2022-01-06,R03,B2C,paid_search,Bronze
C03937,2024-03-09,R04,B2C,organic,Gold
C03938,2023-04-28,R06,B2C,paid_search,Gold
C03939,2022-10-02,R05,B2C,organic,Gold
C03940,2024-09-05,R07,B2C,organic,Silver
C03941,2024-05-12,R04,B2C,organic,Silver
C03942,2022-01-21,R08,B2C,organic,Gold
C03943,2024-02-29,R12,B2C,social,Bronze
C03944,2022-01-01,R03,B2C,paid_search,New
C03945,2023-07-02,R01,B2C,organic,Gold
C03946,2023-02-21,R01,B2C,partner,Silver
C03947,2025-02-15,R05,B2C,social,New
C03948,2025-08-30,R03,B2C,organic,New
C03949,2024-08-14,R11,B2C,paid_search,Gold
C03950,2024-10-02,R06,B2C,paid_search,Bronze
C03951,2022-02-01,R05,B2C,paid_search,Silver
C03952,2022-03-29,R09,B2C,referral,New
C03953,2024-11-29,R02,B2C,social,New
C03954,2023-08-10,R09,B2C,partner,Silver
C03955,2023-11-26,R01,B2C,social,Gold
C03956,2024-08-05,R06,B2C,partner,Bronze
C03957,2023-04-21,R11,B2C,paid_search,New
C03958,2024-07-22,R09,B2C,social,New
C03959,2024-09-22,R10,B2C,social,New
C03960,2022-11-26,R03,B2C,social,Gold
C03961,2024-07-28,R09,B2C,organic,Bronze
C03962,2022-08-20,R05,B2C,organic,Gold
C03963,2023-03-02,R06,B2C,organic,Silver
C03964,2024-12-04,R01,B2C,organic,Bronze
C03965,2025-09-07,R02,B2C,referral,New
C03966,2022-03-30,R05,B2C,social,Gold
C03967,2024-06-07,R01,B2C,organic,New
C03968,2024-02-19,R08,B2C,paid_search,Silver
C03969,2024-04-09,R09,B2C,organic,Bronze
C03970,2024-12-13,R11,B2C,referral,Bronze
C03971,2022-04-06,R01,B2C,partner,Bronze
C03972,2024-10-09,R11,B2C,organic,Bronze
C03973,2023-01-18,R01,B2C,paid_search,Silver
C03974,2022-07-31,R04,B2C,partner,Bronze
C03975,2023-09-04,R09,B2C,social,Bronze
C03976,2022-02-06,R01,B2C,referral,Bronze
C03977,2024-05-13,R01,B2C,paid_search,Bronze
C03978,2024-02-13,R01,B2C,organic,Gold
C03979,2023-12-03,R05,B2C,social,Gold
C03980,2022-02-11,R09,B2C,organic,Silver
C03981,2024-11-10,R01,B2C,referral,Gold
C03982,2022-02-18,R01,B2C,social,Bronze
C03983,2022-12-26,R06,B2C,organic,New
C03984,2023-06-26,R02,B2C,paid_search,New
C03985,2024-08-19,R08,B2C,referral,Silver
C03986,2023-07-13,R11,B2B,partner,Bronze
C03987,2025-01-22,R08,B2C,paid_search,Gold
C03988,2025-07-03,R10,B2C,referral,Bronze
C03989,2024-11-13,R05,B2C,organic,New
C03990,2022-02-23,R09,B2C,referral,Bronze
C03991,2024-11-21,R02,B2C,social,Silver
C03992,2022-10-10,R01,B2C,organic,Bronze
C03993,2025-05-01,R07,B2C,social,Silver
C03994,2025-09-01,R01,B2C,social,Silver
C03995,2022-04-26,R10,B2C,social,Bronze
C03996,2022-05-16,R07,B2C,paid_search,Silver
C03997,2024-08-12,R12,B2C,social,Bronze
C03998,2022-07-16,R03,B2C,referral,Silver
C03999,2025-08-19,R05,B2C,paid_search,Bronze
C04000,2024-01-10,R08,B2C,organic,Silver
C04001,2024-02-25,R02,B2C,referral,Bronze
C04002,2025-03-23,R05,B2C,social,New
C04003,2022-10-25,R07,B2C,paid_search,Silver
C04004,2024-01-31,R12,B2C,referral,Bronze
C04005,2025-09-29,R08,B2B,organic,Silver
C04006,2022-01-31,R01,B2C,referral,Bronze
C04007,2022-08-28,R04,B2C,paid_search,New
C04008,2022-07-19,R06,B2C,organic,New
C04009,2023-04-05,R01,B2C,partner,Silver
C04010,2022-06-27,R04,B2C,referral,Bronze
C04011,2022-08-24,R02,B2C,organic,Bronze
C04012,2025-03-13,R01,B2C,partner,New
C04013,2023-09-28,R05,B2C,partner,Bronze
C04014,2023-05-06,R02,B2C,referral,Silver
C04015,2023-07-28,R06,B2C,organic,Gold
C04016,2025-08-21,R02,B2C,organic,Bronze
C04017,2023-11-04,R08,B2C,social,Bronze
C04018,2023-10-04,R02,B2C,partner,Bronze
C04019,2025-06-24,R11,B2C,organic,Silver
C04020,2022-02-21,R01,B2C,paid_search,Silver
C04021,2023-10-17,R05,B2C,organic,New
C04022,2024-10-21,R03,B2C,paid_search,Silver
C04023,2023-12-06,R02,B2C,social,New
C04024,2025-04-03,R04,B2C,organic,New
C04025,2025-04-28,R10,B2C,social,New
C04026,2023-04-06,R11,B2C,social,New
C04027,2025-01-24,R03,B2C,paid_search,Bronze
C04028,2022-12-01,R01,B2C,referral,New
C04029,2022-11-25,R08,B2C,organic,New
C04030,2025-08-31,R06,B2C,organic,New
C04031,2022-01-18,R02,B2C,paid_search,New
C04032,2023-04-29,R08,B2C,paid_search,Bronze
C04033,2024-05-11,R05,B2C,organic,Silver
C04034,2023-07-21,R07,B2C,partner,Bronze
C04035,2025-03-02,R03,B2C,organic,New
C04036,2022-12-11,R04,B2C,organic,Bronze
C04037,2024-01-27,R02,B2C,referral,Bronze
C04038,2022-06-21,R08,B2C,partner,New
C04039,2022-10-17,R01,B2C,paid_search,Bronze
C04040,2022-08-26,R08,B2C,organic,Bronze
C04041,2024-10-11,R09,B2C,paid_search,Bronze
C04042,2022-10-05,R08,B2C,organic,Silver
C04043,2024-07-05,R01,B2C,paid_search,Bronze
C04044,2023-04-19,R02,B2C,social,New
C04045,2024-02-13,R04,B2C,paid_search,New
C04046,2025-04-11,R06,B2C,paid_search,Gold
C04047,2025-03-27,R11,B2C,social,Silver
C04048,2022-01-16,R03,B2C,organic,Silver
C04049,2024-12-09,R10,B2C,organic,Gold
C04050,2025-08-01,R02,B2C,referral,Bronze
C04051,2024-07-03,R03,B2C,organic,New
C04052,2022-09-14,R01,B2C,organic,Silver
C04053,2024-06-29,R08,B2C,organic,New
C04054,2024-05-20,R01,B2C,paid_search,Silver
C04055,2024-06-25,R02,B2C,social,Bronze
C04056,2023-08-11,R08,B2C,paid_search,New
C04057,2023-12-20,R05,B2C,paid_search,New
C04058,2023-09-28,R01,B2C,paid_search,Bronze
C04059,2024-11-25,R01,B2C,organic,Silver
C04060,2024-08-29,R05,B2C,referral,New
C04061,2023-02-19,R03,B2C,partner,New
C04062,2024-04-15,R02,B2C,paid_search,Bronze
C04063,2024-11-01,R06,B2C,paid_search,Silver
C04064,2023-11-02,R02,B2C,referral,Silver
C04065,2024-09-05,R06,B2C,organic,Silver
C04066,2022-06-23,R03,B2C,paid_search,Bronze
C04067,2023-06-13,R02,B2C,partner,Bronze
C04068,2024-08-18,R01,B2C,organic,New
C04069,2025-05-10,R02,B2C,organic,New
C04070,2024-06-03,R01,B2C,paid_search,New
C04071,2024-06-27,R03,B2C,social,Gold
C04072,2023-04-14,R11,B2C,social,Bronze
C04073,2024-08-17,R09,B2C,organic,New
C04074,2023-05-03,R03,B2C,social,Bronze
C04075,2022-03-13,R06,B2C,organic,Bronze
C04076,2022-12-04,R06,B2C,partner,Bronze
C04077,2024-04-16,R09,B2C,organic,Silver
C04078,2025-08-09,R02,B2B,organic,Silver
C04079,2023-11-10,R02,B2C,paid_search,Silver
C04080,2025-03-23,R03,B2C,organic,Gold
C04081,2024-12-01,R01,B2C,social,New
C04082,2024-02-08,R03,B2C,organic,Silver
C04083,2025-01-06,R10,B2C,paid_search,Gold
C04084,2023-07-04,R11,B2B,organic,Bronze
C04085,2023-08-30,R01,B2C,paid_search,Silver
C04086,2024-10-05,R04,B2C,organic,Gold
C04087,2024-05-24,R03,B2C,paid_search,Silver
C04088,2023-12-24,R05,B2C,organic,New
C04089,2023-08-17,R05,B2C,referral,Bronze
C04090,2025-08-28,R01,B2C,social,Silver
C04091,2022-03-31,R10,B2C,organic,Gold
C04092,2022-03-17,R12,B2C,organic,New
C04093,2023-10-18,R07,B2C,organic,Bronze
C04094,2022-02-16,R07,B2C,organic,New
C04095,2023-04-12,R05,B2C,paid_search,Bronze
C04096,2024-02-18,R03,B2C,paid_search,Silver
C04097,2023-07-09,R01,B2C,partner,Bronze
C04098,2022-10-06,R06,B2C,referral,Bronze
C04099,2023-01-25,R01,B2C,organic,Silver
C04100,2024-04-07,R09,B2C,organic,Bronze
C04101,2025-07-26,R04,B2C,organic,Silver
C04102,2024-12-05,R04,B2C,organic,New
C04103,2024-01-20,R03,B2C,paid_search,New
C04104,2022-07-09,R12,B2C,organic,Silver
C04105,2022-11-29,R02,B2C,organic,Bronze
C04106,2023-08-27,R01,B2C,organic,Bronze
C04107,2022-12-04,R02,B2C,social,Bronze
C04108,2024-07-31,R07,B2C,organic,Silver
C04109,2023-05-17,R12,B2C,partner,New
C04110,2025-02-15,R02,B2C,paid_search,Bronze
C04111,2023-01-04,R11,B2C,paid_search,New
C04112,2023-11-11,R02,B2C,paid_search,Silver
C04113,2024-09-05,R07,B2C,paid_search,Bronze
C04114,2022-10-10,R01,B2C,paid_search,Silver
C04115,2024-11-08,R05,B2C,paid_search,Silver
C04116,2024-03-12,R07,B2C,paid_search,Silver
C04117,2024-06-05,R05,B2C,paid_search,Bronze
C04118,2023-09-15,R02,B2C,organic,New
C04119,2025-07-04,R09,B2C,social,Gold
C04120,2024-11-22,R12,B2C,social,Gold
C04121,2022-09-20,R04,B2C,social,Gold
C04122,2024-01-31,R06,B2B,partner,Gold
C04123,2025-05-21,R09,B2C,paid_search,Silver
C04124,2023-01-18,R02,B2C,referral,Bronze
C04125,2024-01-05,R10,B2C,paid_search,Silver
C04126,2024-10-29,R02,B2C,paid_search,New
C04127,2023-01-10,R08,B2C,social,Silver
C04128,2023-12-10,R01,B2C,organic,Silver
C04129,2024-01-28,R02,B2C,organic,Bronze
C04130,2022-09-01,R05,B2C,paid_search,Bronze
C04131,2022-09-01,R05,B2C,organic,Silver
C04132,2024-02-10,R10,B2C,organic,Gold
C04133,2022-09-02,R12,B2C,referral,New
C04134,2025-07-22,R01,B2C,paid_search,Bronze
C04135,2023-12-19,R02,B2C,organic,Silver
C04136,2024-08-23,R03,B2C,organic,Silver
C04137,2023-06-28,R05,B2C,partner,Silver
C04138,2023-02-14,R05,B2C,partner,Silver
C04139,2023-10-29,R10,B2C,social,New
C04140,2024-08-31,R08,B2C,organic,Bronze
C04141,2023-06-29,R01,B2C,paid_search,Gold
C04142,2023-01-22,R04,B2C,organic,Bronze
C04143,2022-07-17,R06,B2C,referral,Bronze
C04144,2024-07-19,R04,B2C,paid_search,Bronze
C04145,2023-12-22,R01,B2C,referral,Bronze
C04146,2022-12-15,R03,B2C,paid_search,Bronze
C04147,2022-12-05,R04,B2C,referral,Silver
C04148,2023-06-01,R02,B2C,paid_search,Bronze
C04149,2023-04-22,R08,B2C,paid_search,Silver
C04150,2022-10-06,R03,B2C,paid_search,Bronze
C04151,2025-07-13,R06,B2C,social,Gold
C04152,2023-03-28,R05,B2C,referral,New
C04153,2022-12-10,R10,B2C,paid_search,New
C04154,2024-04-10,R01,B2C,partner,Bronze
C04155,2025-01-01,R01,B2C,paid_search,Gold
C04156,2023-09-29,R03,B2C,paid_search,Silver
C04157,2024-07-02,R04,B2C,organic,Silver
C04158,2022-05-11,R03,B2C,organic,Bronze
C04159,2023-12-31,R08,B2C,referral,Bronze
C04160,2022-04-02,R02,B2C,organic,Gold
C04161,2022-07-08,R01,B2C,paid_search,Bronze
C04162,2024-03-21,R04,B2C,organic,Silver
C04163,2022-10-08,R08,B2C,social,Silver
C04164,2022-02-20,R10,B2B,partner,Silver
C04165,2022-09-03,R08,B2C,referral,New
C04166,2024-11-23,R05,B2C,paid_search,Bronze
C04167,2024-03-14,R08,B2C,paid_search,New
C04168,2023-06-07,R07,B2C,organic,Gold
C04169,2025-08-25,R02,B2C,partner,Silver
C04170,2023-06-13,R05,B2C,organic,Bronze
C04171,2025-04-15,R08,B2C,partner,Gold
C04172,2023-04-18,R03,B2C,referral,New
C04173,2022-02-04,R07,B2C,social,New
C04174,2022-05-31,R05,B2C,referral,New
C04175,2023-01-10,R05,B2C,paid_search,Gold
C04176,2022-09-13,R01,B2B,organic,New
C04177,2022-08-04,R07,B2C,paid_search,New
C04178,2023-06-09,R10,B2C,organic,New
C04179,2025-08-28,R01,B2C,social,Bronze
C04180,2022-10-02,R03,B2C,paid_search,Bronze
C04181,2022-11-19,R01,B2C,referral,New
C04182,2025-09-24,R01,B2C,referral,Silver
C04183,2022-10-03,R12,B2C,organic,Gold
C04184,2025-02-10,R05,B2C,organic,Bronze
C04185,2024-04-29,R03,B2C,paid_search,Gold
C04186,2025-06-23,R02,B2C,organic,Silver
C04187,2024-02-01,R12,B2C,social,Gold
C04188,2024-03-23,R02,B2C,social,New
C04189,2022-11-06,R08,B2C,social,Silver
C04190,2024-02-27,R02,B2C,paid_search,Silver
C04191,2024-07-06,R01,B2C,referral,New
C04192,2025-09-13,R07,B2C,social,Silver
C04193,2022-05-13,R01,B2C,partner,New
C04194,2022-08-03,R07,B2C,referral,Silver
C04195,2022-01-27,R02,B2C,social,Silver
C04196,2024-12-18,R08,B2C,organic,Bronze
C04197,2022-04-23,R08,B2C,referral,New
C04198,2025-06-07,R08,B2C,organic,Gold
C04199,2023-05-15,R01,B2C,paid_search,New
C04200,2023-01-30,R07,B2C,paid_search,Silver
C04201,2025-08-27,R12,B2C,paid_search,Silver
C04202,2024-09-13,R02,B2C,organic,New
C04203,2024-01-20,R02,B2C,organic,Bronze
C04204,2025-05-01,R09,B2C,referral,Gold
C04205,2024-05-22,R02,B2C,social,Gold
C04206,2023-03-17,R07,B2C,partner,New
C04207,2025-09-11,R08,B2C,referral,New
C04208,2024-09-11,R01,B2C,paid_search,New
C04209,2025-07-18,R05,B2C,referral,Silver
C04210,2025-08-15,R06,B2B,paid_search,New
C04211,2024-01-22,R03,B2C,organic,New
C04212,2023-05-05,R10,B2C,partner,Bronze
C04213,2025-07-20,R02,B2C,partner,Gold
C04214,2025-09-29,R03,B2C,organic,Bronze
C04215,2022-06-16,R10,B2C,referral,Silver
C04216,2024-05-23,R02,B2C,organic,New
C04217,2024-04-04,R09,B2C,partner,Silver
C04218,2024-10-21,R01,B2C,social,Silver
C04219,2025-08-28,R05,B2C,organic,Gold
C04220,2022-12-12,R01,B2C,referral,Silver
C04221,2025-08-28,R07,B2C,paid_search,New
C04222,2024-05-30,R09,B2C,organic,Bronze
C04223,2022-04-23,R10,B2C,referral,New
C04224,2023-12-01,R12,B2C,referral,New
C04225,2022-07-02,R07,B2C,paid_search,Gold
C04226,2025-08-02,R08,B2C,social,Bronze
C04227,2024-11-10,R05,B2B,organic,Gold
C04228,2025-05-23,R11,B2C,paid_search,New
C04229,2024-04-04,R07,B2C,social,Gold
C04230,2023-06-28,R10,B2C,organic,Gold
C04231,2023-08-10,R02,B2C,paid_search,Silver
C04232,2025-07-20,R05,B2C,partner,New
C04233,2022-07-27,R08,B2C,referral,Gold
C04234,2025-04-26,R02,B2C,paid_search,Gold
C04235,2023-08-01,R02,B2C,paid_search,New
C04236,2024-03-19,R12,B2C,referral,Gold
C04237,2024-07-02,R04,B2C,referral,Gold
C04238,2022-04-23,R02,B2C,organic,New
C04239,2022-07-23,R03,B2C,paid_search,Bronze
C04240,2022-08-09,R03,B2C,organic,Bronze
C04241,2024-12-02,R06,B2C,organic,Bronze
C04242,2022-04-16,R11,B2C,organic,Gold
C04243,2024-04-16,R12,B2C,social,Gold
C04244,2022-05-28,R07,B2C,referral,New
C04245,2024-11-17,R07,B2C,partner,Bronze
C04246,2025-08-30,R03,B2C,paid_search,Bronze
C04247,2023-07-21,R10,B2C,paid_search,Bronze
C04248,2022-10-18,R02,B2C,organic,Silver
C04249,2023-09-02,R01,B2C,organic,Silver
C04250,2024-08-03,R12,B2C,organic,Bronze
C04251,2024-09-22,R10,B2C,partner,Bronze
C04252,2024-05-21,R03,B2C,organic,Gold
C04253,2024-03-07,R07,B2C,social,Bronze
C04254,2024-05-14,R04,B2C,paid_search,Bronze
C04255,2022-10-25,R03,B2C,paid_search,Gold
C04256,2022-10-10,R02,B2B,referral,Silver
C04257,2025-06-28,R01,B2C,partner,Silver
C04258,2024-03-04,R05,B2C,organic,Bronze
C04259,2025-03-24,R04,B2C,partner,Silver
C04260,2024-05-06,R05,B2C,organic,Silver
C04261,2023-09-16,R02,B2B,referral,Bronze
