line_id,order_id,order_datetime,customer_id,loyalty_member,customer_age_group,store_id,store_name,admin_district,district,latitude,longitude,sales_channel,product_id,product_name,product_category,size,quantity,unit_price_rub,discount_pct,promo_code,payment_method,gross_revenue_rub,discount_amount_rub,net_revenue_rub,unit_cost_rub,total_cost_rub,gross_profit_rub,customer_rating
L0003094,O001925,2025-05-28 11:40:35,,Нет,,S017,КофеТочка Кузьминки,ЮВАО,Кузьминки,55.7056,37.7656,Касса,P015,Чизкейк,Десерты,Не применимо,1,330.0,5,DELIVERY20,СБП,330.0,16.5,313.5,164.0,164.0,149.5,
L0001189,O000758,2025-03-26 17:28:03,,Нет,,S012,КофеТочка Сокольники,ВАО,Сокольники,55.7892,37.6797,Касса,P002,Американо,Кофейные напитки,M,1,230.0,0,,Наличные,230.0,0.0,230.0,73.0,73.0,157.0,5.0
L0009941,O006205,2025-11-18 08:46:46,C00879,Да,25–34,S025,КофеТочка Раменки,ЗАО,Раменки,55.705,37.51,Доставка,P003,Капучино,Кофейные напитки,L,1,335.0,5,LUNCH15,Банковская карта,335.0,16.75,318.25,120.0,120.0,198.25,
L0008381,O005230,2025-06-16 08:05:56,C01324,Да,35–44,S005,КофеТочка Пресня,ЦАО,Пресненский,55.7608,37.5574,Мобильное приложение,P005,Флэт уайт,Кофейные напитки,L,1,375.0,15,LOYAL10,СБП,375.0,56.25,318.75,136.0,136.0,182.75,
L0006053,O003783,2025-01-10 07:05:00,C00451,Да,35–44,S021,КофеТочка Гагаринская,ЮЗАО,Гагаринский,55.7046,37.5503,Мобильное приложение,P004,Латте,Кофейные напитки,M,1,340.0,5,WELCOME5,Банковская карта,340.0,17.0,323.0,119.0,119.0,204.0,5.0
L0007695,O004796,2025-04-05 09:31:57,C02405,Да,25–34,S020,КофеТочка Чертаново,ЮАО,Чертаново Центральное,55.6137,37.6063,Касса,P001,Эспрессо,Кофейные напитки,S,1,160.0,0,,Банковская карта,160.0,0.0,160.0,48.0,48.0,112.0,5.0
L0003030,O001889,2025-04-19 10:43:03,,Нет,,S008,КофеТочка Хорошёво,САО,Хорошёвский,55.7764,37.5014,Касса,P001,Эспрессо,Кофейные напитки,M,1,200.0,0,,Банковская карта,200.0,0.0,200.0,63.0,63.0,137.0,
L0001374,O000876,2025-08-07 10:49:43,C00321,Да,25–34,S022,КофеТочка Академическая,ЮЗАО,Академический,55.6875,37.5724,Касса,P019,Сэндвич овощной,Сэндвичи,Не применимо,1,360.0,0,,Банковская карта,360.0,0.0,360.0,184.0,184.0,176.0,5.0
L0008761,O005457,2025-12-05 10:51:03,C01513,Да,35–44,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Касса,P003,Капучино,Кофейные напитки,M,1,300.0,0,,СБП,300.0,0.0,300.0,107.0,107.0,193.0,
L0007545,O004701,2025-06-22 16:00:04,C01531,Да,45–54,S027,КофеТочка Щукино,СЗАО,Щукино,55.8071,37.4648,Касса,P006,Раф,Кофейные напитки,M,1,390.0,0,,Банковская карта,390.0,0.0,390.0,147.0,147.0,243.0,
L0007809,O004872,2025-09-26 09:49:17,,Нет,,S009,КофеТочка Останкино,СВАО,Останкинский,55.8211,37.6208,Мобильное приложение,P011,Круассан классический,Выпечка,Не применимо,2,190.0,0,,Банковская карта,380.0,0.0,380.0,86.0,172.0,208.0,
L0008826,O005502,2025-01-24 11:51:58,,Нет,,S006,КофеТочка Аэропорт,САО,Аэропорт,55.8001,37.5326,Касса,P005,Флэт уайт,Кофейные напитки,S,1,300.0,0,,СБП,300.0,0.0,300.0,108.0,108.0,192.0,4.0
L0007796,O004862,2025-03-17 13:20:39,,Нет,,S025,КофеТочка Раменки,ЗАО,Раменки,55.705,37.51,Касса,P015,Чизкейк,Десерты,Не применимо,1,330.0,20,LOYAL10,Банковская карта,330.0,66.0,264.0,164.0,164.0,100.0,
L0003926,O002453,2025-08-15 17:12:07,C00503,Да,35–44,S004,КофеТочка Басманная,ЦАО,Басманный,55.7667,37.6749,Касса,P002,Американо,Кофейные напитки,M,1,240.0,10,LUNCH15,Банковская карта,240.0,24.0,216.0,73.0,73.0,143.0,5.0
L0000513,O000327,2025-01-17 13:03:51,,Нет,,S029,КофеТочка Митино,СЗАО,Митино,55.8452,37.3618,Мобильное приложение,P003,Капучино,Кофейные напитки,M,1,300.0,0,,СБП,300.0,0.0,300.0,107.0,107.0,193.0,
L0002991,O001863,2025-09-20 15:15:29,C00893,Да,35–44,S029,КофеТочка Митино,СЗАО,Митино,55.8452,37.3618,Касса,P015,Чизкейк,Десерты,Не применимо,3,330.0,15,LOYAL10,СБП,990.0,148.5,841.5,164.0,492.0,349.5,4.0
L0000853,O000536,2025-12-15 15:32:33,C00348,Да,35–44,S018,КофеТочка Даниловская,ЮАО,Даниловский,55.7102,37.6234,Мобильное приложение,P018,Сэндвич с индейкой,Сэндвичи,Не применимо,1,390.0,5,APP10,Банковская карта,390.0,19.5,370.5,205.0,205.0,165.5,
L0009098,O005666,2025-06-14 19:48:43,,Нет,,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Касса,P004,Латте,Кофейные напитки,M,1,330.0,10,WELCOME5,Банковская карта,330.0,33.0,297.0,119.0,119.0,178.0,3.0
L0008586,O005348,2025-12-25 09:52:42,,Нет,,S001,КофеТочка Арбат,ЦАО,Арбат,55.7522,37.5902,Доставка,P010,Какао,Чай и другие напитки,M,2,320.0,0,,Банковская карта,640.0,0.0,640.0,120.0,240.0,400.0,
L0003310,O002060,2025-10-18 15:55:01,,Нет,,S011,КофеТочка Бутырская,СВАО,Бутырский,55.8084,37.5811,Касса,P006,Раф,Кофейные напитки,M,1,370.0,0,,СБП,370.0,0.0,370.0,147.0,147.0,223.0,
L0005939,O003707,2025-09-03 20:28:53,,Нет,,S018,КофеТочка Даниловская,ЮАО,Даниловский,55.7102,37.6234,Мобильное приложение,P003,Капучино,Кофейные напитки,M,1,300.0,5,WELCOME5,СБП,300.0,15.0,285.0,107.0,107.0,178.0,
L0003755,O002344,2025-05-19 11:14:13,C00175,Да,18–24,S009,КофеТочка Останкино,СВАО,Останкинский,55.8211,37.6208,Касса,P018,Сэндвич с индейкой,Сэндвичи,Не применимо,1,390.0,0,,Наличные,390.0,0.0,390.0,205.0,205.0,185.0,5.0
L0009958,O006213,2025-05-13 09:49:56,,Нет,,S023,КофеТочка Южное Бутово,ЮЗАО,Южное Бутово,55.5417,37.5304,Мобильное приложение,P012,Круассан с сыром,Выпечка,Не применимо,1,250.0,0,,СБП,250.0,0.0,250.0,118.0,118.0,132.0,5.0
L0007444,O004633,2025-11-19 14:35:28,,Нет,,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Мобильное приложение,P002,Американо,Кофейные напитки,M,1,240.0,0,,Банковская карта,240.0,0.0,240.0,73.0,73.0,167.0,4.0
L0004799,O002996,2025-11-14 07:52:33,,Нет,,S026,КофеТочка Кунцево,ЗАО,Кунцево,55.7301,37.4457,Касса,P002,Американо,Кофейные напитки,M,1,240.0,0,,Банковская карта,240.0,0.0,240.0,73.0,73.0,167.0,
L0000187,O000117,2025-08-07 07:39:50,,Нет,,S001,КофеТочка Арбат,ЦАО,Арбат,55.7522,37.5902,Касса,P006,Раф,Кофейные напитки,M,1,380.0,0,,Банковская карта,380.0,0.0,380.0,147.0,147.0,233.0,
L0003347,O002086,2025-04-06 09:15:02,C00364,Да,25–34,S027,КофеТочка Щукино,СЗАО,Щукино,55.8071,37.4648,Касса,P008,Чай чёрный,Чай и другие напитки,L,1,295.0,0,,Банковская карта,295.0,0.0,295.0,83.0,83.0,212.0,5.0
L0007540,O004697,2025-07-20 08:37:54,,Нет,,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Касса,P008,Чай чёрный,Чай и другие напитки,M,1,260.0,0,,Банковская карта,260.0,0.0,260.0,70.0,70.0,190.0,5.0
L0001055,O000672,2025-08-22 10:49:15,,Нет,,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Мобильное приложение,P006,Раф,Кофейные напитки,M,1,380.0,0,,Банковская карта,380.0,0.0,380.0,147.0,147.0,233.0,5.0
L0009092,O005662,2025-06-23 14:44:58,C01812,Да,25–34,S030,КофеТочка Зеленоград,ЗелАО,Матушкино,55.9964,37.1904,Мобильное приложение,P012,Круассан с сыром,Выпечка,Не применимо,1,250.0,5,DELIVERY20,СБП,250.0,12.5,237.5,118.0,118.0,119.5,5.0
L0008588,O005348,2025-12-25 09:52:42,,Нет,,S001,КофеТочка Арбат,ЦАО,Арбат,55.7522,37.5902,Доставка,P006,Раф,Кофейные напитки,M,1,380.0,0,,карта,380.0,0.0,380.0,147.0,147.0,233.0,
L0002155,O001357,2025-04-04 14:00:09,C01649,Да,35–44,S011,КофеТочка Бутырская,СВАО,Бутырский,55.8084,37.5811,Мобильное приложение,P005,Флэт уайт,Кофейные напитки,L,1,375.0,0,,СБП,375.0,0.0,375.0,136.0,136.0,239.0,
L0006328,O003954,2025-03-28 09:09:21,,Нет,,S005,КофеТочка Пресня,ЦАО,Пресненский,55.7608,37.5574,Касса,P005,Флэт уайт,Кофейные напитки,S,1,300.0,0,,Банковская карта,300.0,0.0,300.0,108.0,108.0,192.0,5.0
L0009723,O006062,2025-07-17 14:12:25,C02387,Да,35–44,S010,КофеТочка Марьина Роща,СВАО,Марьина Роща,55.795,37.6165,Мобильное приложение,P020,Сэндвич с лососем,Сэндвичи,Не применимо,1,450.0,0,,Банковская карта,450.0,0.0,450.0,245.0,245.0,205.0,5.0
L0008742,O005444,2025-08-30 21:26:56,C02312,Да,25–34,S025,КофеТочка Раменки,ЗАО,Раменки,55.705,37.51,Касса,P012,Круассан с сыром,Выпечка,Не применимо,1,250.0,0,,СБП,250.0,0.0,250.0,118.0,118.0,132.0,
L0002378,O001493,2025-07-26 13:02:28,C01647,Да,25–34,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Доставка,P010,Какао,Чай и другие напитки,L,1,355.0,5,WELCOME5,Банковская карта,355.0,17.75,337.25,133.0,133.0,204.25,
L0001373,O000875,2025-05-06 14:01:17,,Нет,,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Касса,P018,Сэндвич с индейкой,Сэндвичи,Не применимо,1,390.0,0,,СБП,390.0,0.0,390.0,205.0,205.0,185.0,5.0
L0009612,O005994,2025-07-24 15:08:36,C01514,Да,25–34,S018,КофеТочка Даниловская,ЮАО,Даниловский,55.7102,37.6234,Мобильное приложение,P001,Эспрессо,Кофейные напитки,S,1,160.0,0,,Банковская карта,160.0,0.0,160.0,48.0,48.0,112.0,
L0000377,O000237,2025-10-22 06:31:05,,Нет,,S008,КофеТочка Хорошёво,САО,Хорошёвский,55.7764,37.5014,Касса,P002,Американо,Кофейные напитки,M,1,240.0,0,,СБП,240.0,0.0,240.0,73.0,73.0,167.0,
L0005078,O003171,2025-05-08 13:37:01,C01338,Да,35–44,S008,КофеТочка Хорошёво,САО,Хорошёвский,55.7764,37.5014,Доставка,P008,Чай чёрный,Чай и другие напитки,M,1,260.0,0,,Банковская карта,260.0,0.0,260.0,70.0,70.0,190.0,
L0009126,O005685,2025-12-08 14:15:42,C00654,Да,45–54,S010,КофеТочка Марьина Роща,СВАО,Марьина Роща,55.795,37.6165,Мобильное приложение,P020,Сэндвич с лососем,Сэндвичи,Не применимо,1,450.0,0,,Банковская карта,450.0,0.0,450.0,245.0,245.0,205.0,
L0008427,O005254,2025-12-09 18:10:55,,Нет,,S005,КофеТочка Пресня,ЦАО,Пресненский,55.7608,37.5574,Доставка,P006,Раф,Кофейные напитки,M,1,380.0,0,,Банковская карта,380.0,0.0,380.0,147.0,147.0,233.0,4.0
L0006798,O004243,2025-03-20 19:00:04,,Нет,,S029,КофеТочка Митино,СЗАО,Митино,55.8452,37.3618,Мобильное приложение,P003,Капучино,Кофейные напитки,L,1,335.0,0,,Банковская карта,335.0,0.0,335.0,120.0,120.0,215.0,4.0
L0005524,O003451,2025-08-15 08:58:30,,Нет,,S016,КофеТочка Марьино,ЮВАО,Марьино,55.649,37.7432,Касса,P005,Флэт уайт,Кофейные напитки,L,1,375.0,0,,Наличные,375.0,0.0,375.0,136.0,136.0,239.0,
L0006721,O004198,2025-09-29 14:28:56,C00912,Да,25–34,S009,КофеТочка Останкино,СВАО,Останкинский,55.8211,37.6208,Касса,P019,Сэндвич овощной,Сэндвичи,Не применимо,1,360.0,5,WELCOME5,СБП,360.0,18.0,342.0,184.0,184.0,158.0,
L0002999,O001868,2025-09-30 12:49:55,,Нет,,S007,КофеТочка Беговая,САО,Беговой,55.7818,37.5597,Касса,P003,Капучино,Кофейные напитки,M,1,300.0,5,WELCOME5,Банковская карта,300.0,15.0,285.0,107.0,107.0,178.0,5.0
L0006156,O003845,2025-03-06 13:29:33,C01401,Да,25–34,S001,КофеТочка Арбат,ЦАО,Арбат,55.7522,37.5902,Касса,P004,Латте,Кофейные напитки,M,1,330.0,0,,Банковская карта,330.0,0.0,330.0,119.0,119.0,211.0,
L0005654,O003529,2025-02-04 10:11:42,,Нет,,S024,КофеТочка Дорогомилово,ЗАО,Дорогомилово,55.7436,37.5657,Доставка,P003,Капучино,Кофейные напитки,S,1,260.0,0,,Банковская карта,260.0,0.0,260.0,92.0,92.0,168.0,4.0
L0005609,O003504,2025-03-02 08:27:15,,Нет,,S006,КофеТочка Аэропорт,САО,Аэропорт,55.8001,37.5326,Касса,P006,Раф,Кофейные напитки,L,1,415.0,0,,Банковская карта,415.0,0.0,415.0,160.0,160.0,255.0,5.0
L0001860,O001171,2025-07-23 09:07:11,C01906,Да,35–44,S015,КофеТочка Лефортово,ЮВАО,Лефортово,55.7556,37.7047,Мобильное приложение,P004,Латте,Кофейные напитки,M,1,330.0,0,,Банковская карта,330.0,0.0,330.0,119.0,119.0,211.0,
L0007388,O004599,2025-03-21 09:48:23,,Нет,,S011,КофеТочка Бутырская,СВАО,Бутырский,55.8084,37.5811,Мобильное приложение,P010,Какао,Чай и другие напитки,L,1,345.0,0,,Банковская карта,345.0,0.0,345.0,133.0,133.0,212.0,5.0
L0009000,O005604,2025-12-02 09:12:23,C02251,Да,18–24,S018,КофеТочка Даниловская,ЮАО,Даниловский,55.7102,37.6234,Доставка,P013,Булочка с корицей,Выпечка,Не применимо,1,210.0,10,APP10,Банковская карта,210.0,21.0,189.0,96.0,96.0,93.0,
L0009622,O006002,2025-11-04 07:44:10,,Нет,,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Касса,P005,Флэт уайт,Кофейные напитки,Средний,1,340.0,15,LOYAL10,Банковская карта,340.0,51.0,289.0,123.0,123.0,166.0,3.0
L0005239,O003273,2025-11-18 16:06:39,C01334,Да,18–24,S011,КофеТочка Бутырская,СВАО,Бутырский,55.8084,37.5811,Касса,P003,Капучино,Кофейные напитки,M,1,300.0,5,DELIVERY20,СБП,300.0,15.0,285.0,107.0,107.0,178.0,
L0000457,O000290,2025-04-20 16:08:45,,Нет,,S028,КофеТочка Строгино,СЗАО,Строгино,55.8037,37.4026,Касса,P010,Какао,Чай и другие напитки,S,1,280.0,0,,Банковская карта,280.0,0.0,280.0,105.0,105.0,175.0,
L0004897,O003054,2025-09-13 11:13:56,C02440,Да,35–44,S009,КофеТочка Останкино,СВАО,Останкинский,55.8211,37.6208,Мобильное приложение,P019,Сэндвич овощной,Сэндвичи,Не применимо,2,360.0,5,DELIVERY20,СБП,720.0,36.0,684.0,184.0,368.0,316.0,
L0000955,O000607,2025-12-06 10:19:58,C02190,Да,25–34,S020,КофеТочка Чертаново,ЮАО,Чертаново Центральное,55.6137,37.6063,Мобильное приложение,P006,Раф,Кофейные напитки,M,1,380.0,0,,Банковская карта,380.0,0.0,380.0,147.0,147.0,233.0,
L0002539,O001586,2025-05-20 19:53:30,C00451,Да,35–44,S007,КофеТочка Беговая,сао,Беговой,55.7818,37.5597,Касса,P004,Латте,Кофейные напитки,M,1,330.0,0,,СБП,330.0,0.0,330.0,119.0,119.0,211.0,5.0
L0007710,O004803,2025-11-10 03:58:13,C01713,Да,45–54,S018,КофеТочка Даниловская,ЮАО,Даниловский,55.7102,37.6234,Касса,P001,Эспрессо,Кофейные напитки,M,1,200.0,10,APP10,Банковская карта,200.0,20.0,180.0,63.0,63.0,117.0,
L0000931,O000589,2025-12-15 09:10:06,,Нет,,S022,КофеТочка Академическая,ЮЗАО,Академический,55.6875,37.5724,Мобильное приложение,P012,Круассан с сыром,Выпечка,Не применимо,1,250.0,0,,СБП,250.0,0.0,250.0,118.0,118.0,132.0,
L0001363,O000869,2025-04-08 09:50:15,,Нет,,S012,КофеТочка Сокольники,ВАО,Сокольники,55.7892,37.6797,Касса,P014,Маффин шоколадный,Выпечка,Не применимо,1,200.0,0,,Наличные,200.0,0.0,200.0,92.0,92.0,108.0,
L0005057,O003159,2025-09-22 12:02:12,C00556,Да,25–34,S017,КофеТочка Кузьминки,ЮВАО,Кузьминки,55.7056,37.7656,Мобильное приложение,P009,Чай зелёный,Чай и другие напитки,S,1,230.0,0,,Банковская карта,230.0,0.0,230.0,58.0,58.0,172.0,
L0001756,O001110,2025-12-25 10:02:30,C02196,Да,25–34,S013,КофеТочка Измайлово,ВАО,Измайлово,55.7908,37.7786,Мобильное приложение,P004,Латте,Кофейные напитки,S,1,300.0,0,,СБП,300.0,0.0,300.0,104.0,104.0,196.0,
L0008068,O005028,2025-10-26 19:05:55,C01250,Да,35–44,S013,КофеТочка Измайлово,ВАО,Измайлово,55.7908,37.7786,Доставка,P011,Круассан классический,Выпечка,Не применимо,1,190.0,0,,Банковская карта,190.0,0.0,190.0,86.0,86.0,104.0,
L0009008,O005609,2025-07-18 17:58:14,C01404,Да,18–24,S008,КофеТочка Хорошёво,САО,Хорошёвский,55.7764,37.5014,Касса,P005,Флэт уайт,Кофейные напитки,M,1,340.0,0,,Банковская карта,340.0,0.0,340.0,123.0,123.0,217.0,
L0007141,O004450,2025-11-25 17:39:24,,Нет,,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Мобильное приложение,P004,Латте,Кофейные напитки,M,1,330.0,0,,Банковская карта,330.0,0.0,330.0,119.0,119.0,211.0,
L0007000,O004364,2025-07-20 21:33:57,,Нет,,S001,КофеТочка Арбат,ЦАО,Арбат,55.7522,37.5902,Доставка,P015,Чизкейк,Десерты,Не применимо,1,320.0,0,,Банковская карта,320.0,0.0,320.0,164.0,164.0,156.0,
L0003914,O002448,2025-06-30 15:27:18,C01662,Да,55+,S018,КофеТочка Даниловская,ЮАО,Даниловский,55.7102,37.6234,Доставка,P001,Эспрессо,Кофейные напитки,M,1,200.0,0,,Банковская карта,200.0,0.0,200.0,63.0,63.0,137.0,
L0008128,O005070,2025-03-30 10:28:40,,Нет,,S011,КофеТочка Бутырская,СВАО,Бутырский,55.8084,37.5811,Касса,P001,Эспрессо,Кофейные напитки,L,1,235.0,0,,Банковская карта,235.0,0.0,235.0,76.0,76.0,159.0,
L0006194,O003870,2025-01-29 07:04:29,C00953,Да,25–34,S023,КофеТочка Южное Бутово,ЮЗАО,Южное Бутово,55.5417,37.5304,Мобильное приложение,P011,Круассан классический,Выпечка,Не применимо,1,190.0,20,DELIVERY20,Банковская карта,190.0,38.0,152.0,86.0,86.0,66.0,
L0004769,O002974,2025-10-23 18:22:21,,Нет,,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Доставка,P012,Круассан с сыром,Выпечка,Не применимо,1,250.0,0,,Банковская карта,250.0,0.0,250.0,118.0,118.0,132.0,
L0006837,O004267,2025-05-14 09:54:26,C00054,Да,45–54,S015,КофеТочка Лефортово,ЮВАО,Лефортово,55.7556,37.7047,Касса,P007,Фильтр-кофе,Кофейные напитки,M,1,270.0,0,,Банковская карта,270.0,0.0,270.0,85.0,85.0,185.0,4.0
L0002341,O001469,2025-12-07 07:50:34,C00195,Да,25–34,S005,КофеТочка Пресня,ЦАО,Пресненский,55.7608,37.5574,Касса,P017,Брауни,Десерты,Не применимо,1,250.0,0,,Наличные,250.0,0.0,250.0,118.0,118.0,132.0,5.0
L0002797,O001741,2025-04-09 12:30:52,,Нет,,S011,КофеТочка Бутырская,СВАО,Бутырский,55.8084,37.5811,Доставка,P011,Круассан классический,Выпечка,Не применимо,1,190.0,10,WELCOME5,Банковская карта,190.0,19.0,171.0,86.0,86.0,85.0,
L0007040,O004390,2025-11-11 12:51:11,C02345,Да,35–44,S001,КофеТочка Арбат,ЦАО,Арбат,55.7522,37.5902,Доставка,P011,Круассан классический,Выпечка,Не применимо,2,190.0,0,,Банковская карта,380.0,0.0,380.0,86.0,172.0,208.0,4.0
L0002503,O001567,2025-06-22 12:20:16,C01278,Да,45–54,S013,КофеТочка Измайлово,ВАО,Измайлово,55.7908,37.7786,Доставка,P020,Сэндвич с лососем,Сэндвичи,Не применимо,2,450.0,5,LOYAL10,Банковская карта,900.0,45.0,855.0,245.0,490.0,365.0,5.0
L0009934,O006201,2025-03-05 08:25:46,C01010,Да,18–24,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Касса,P007,Фильтр-кофе,Кофейные напитки,M,1,270.0,15,WELCOME5,Банковская карта,270.0,40.5,229.5,85.0,85.0,144.5,
L0006915,O004312,2025-11-22 09:38:19,,Нет,,S008,КофеТочка Хорошёво,САО,Хорошёвский,55.7764,37.5014,Мобильное приложение,P011,Круассан классический,Выпечка,Не применимо,1,190.0,0,,СБП,190.0,0.0,190.0,86.0,86.0,104.0,
L0005105,O003187,2025-07-06 16:50:54,,Нет,,S007,КофеТочка Беговая,САО,Беговой,55.7818,37.5597,Касса,P004,Латте,Кофейные напитки,L,1,365.0,0,,СБП,365.0,0.0,365.0,132.0,132.0,233.0,
L0005861,O003655,2025-12-02 18:46:08,C01409,Да,35–44,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Мобильное приложение,P020,Сэндвич с лососем,Сэндвичи,Не применимо,1,450.0,15,APP10,СБП,450.0,67.5,382.5,245.0,245.0,137.5,
L0003822,O002385,2025-05-01 08:29:38,,Нет,,S018,КофеТочка Даниловская,ЮАО,Даниловский,55.7102,37.6234,Касса,P009,Чай зелёный,Чай и другие напитки,M,1,260.0,0,,Банковская карта,260.0,0.0,260.0,73.0,73.0,187.0,
L0009241,O005758,2025-07-08 10:10:04,C00821,Да,25–34,S023,КофеТочка Южное Бутово,ЮЗАО,Южное Бутово,55.5417,37.5304,Доставка,P007,Фильтр-кофе,Кофейные напитки,L,1,305.0,5,LUNCH15,Банковская карта,305.0,15.25,289.75,98.0,98.0,191.75,4.0
L0004925,O003077,2025-05-09 11:14:34,C00029,Да,55+,S009,КофеТочка Останкино,СВАО,Останкинский,55.8211,37.6208,Мобильное приложение,P018,Сэндвич с индейкой,Сэндвичи,Не применимо,1,390.0,0,,Банковская карта,390.0,0.0,390.0,205.0,205.0,185.0,
L0008285,O005169,2025-07-21 08:41:25,C00173,Да,35–44,S008,КофеТочка Хорошёво,САО,Хорошёвский,55.7764,37.5014,Касса,P003,Капучино,Кофейные напитки,M,1,300.0,0,,СБП,300.0,0.0,300.0,107.0,107.0,193.0,
L0005970,O003730,2025-12-11 15:13:23,C02076,Да,25–34,S010,КофеТочка Марьина Роща,СВАО,Марьина Роща,55.795,37.6165,Касса,P015,Чизкейк,Десерты,Не применимо,1,330.0,0,,Банковская карта,330.0,0.0,330.0,164.0,164.0,166.0,5.0
L0005319,O003323,2025-06-18 15:15:46,,Нет,,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Касса,P004,Латте,Кофейные напитки,M,2,330.0,0,,Банковская карта,660.0,0.0,660.0,119.0,238.0,422.0,
L0008959,O005582,2025-12-04 16:00:37,,Нет,,S025,КофеТочка Раменки,ЗАО,Раменки,55.705,37.51,Мобильное приложение,P011,Круассан классический,Выпечка,Не применимо,1,190.0,0,,СБП,190.0,0.0,190.0,86.0,86.0,104.0,4.0
L0007174,O004469,2025-12-27 13:52:43,,Нет,,S012,КофеТочка Сокольники,ВАО,Сокольники,55.7892,37.6797,Доставка,P004,Латте,Кофейные напитки,S,1,280.0,5,DELIVERY20,Банковская карта,280.0,14.0,266.0,104.0,104.0,162.0,
L0009258,O005767,2025-09-11 19:34:24,C01413,Да,35–44,S001,КофеТочка Арбат,ЦАО,Арбат,55.7522,37.5902,Мобильное приложение,P004,Латте,Кофейные напитки,S,2,300.0,0,,Банковская карта,600.0,0.0,600.0,104.0,208.0,392.0,3.0
L0003378,O002103,2025-07-27 16:15:00,C02378,Да,45–54,S001,КофеТочка Арбат,ЦАО,Арбат,55.7522,37.5902,Мобильное приложение,P007,Фильтр-кофе,Кофейные напитки,M,1,270.0,20,DELIVERY20,Банковская карта,270.0,54.0,216.0,85.0,85.0,131.0,
L0003253,O002029,2025-06-16 16:19:49,,Нет,,S014,КофеТочка Перово,ВАО,Перово,55.7513,37.785,Доставка,P004,Латте,Кофейные напитки,M,1,330.0,0,,Банковская карта,330.0,0.0,330.0,119.0,119.0,211.0,3.0
L0007936,O004953,2025-08-09 09:04:42,,Нет,,S014,КофеТочка Перово,ВАО,Перово,55.7513,37.785,Касса,P003,Капучино,Кофейные напитки,M,1,300.0,0,,Банковская карта,300.0,0.0,300.0,107.0,107.0,193.0,
L0007881,O004920,2025-10-09 12:46:57,C01958,Да,35–44,S019,КофеТочка Нагатино,ЮАО,Нагатино-Садовники,55.6788,37.6537,Доставка,P002,Американо,Кофейные напитки,S,1,200.0,0,,Банковская карта,200.0,0.0,200.0,58.0,58.0,142.0,5.0
L0002533,O001584,2025-11-28 09:26:32,,Нет,,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Касса,P016,Морковный торт,Десерты,Не применимо,1,300.0,15,DELIVERY20,Банковская карта,300.0,45.0,255.0,148.0,148.0,107.0,4.0
L0005950,O003715,2025-03-24 13:01:22,C00156,Да,25–34,S028,КофеТочка Строгино,СЗАО,Строгино,55.8037,37.4026,Касса,P001,Эспрессо,Кофейные напитки,L,2,235.0,0,,Банковская карта,470.0,0.0,470.0,76.0,152.0,318.0,4.0
L0009400,O005861,2025-06-10 15:52:28,C01780,Да,55+,S013,КофеТочка Измайлово,ВАО,Измайлово,55.7908,37.7786,Касса,P007,Фильтр-кофе,Кофейные напитки,S,1,240.0,0,,Наличные,240.0,0.0,240.0,70.0,70.0,170.0,
L0006804,O004248,2025-05-20 12:58:32,,Нет,,S014,КофеТочка Перово,ВАО,Перово,55.7513,37.785,Касса,P019,Сэндвич овощной,Сэндвичи,Не применимо,1,360.0,0,,Банковская карта,360.0,0.0,360.0,184.0,184.0,176.0,
L0002045,O001290,2025-06-22 08:13:41,C02510,Да,35–44,S020,КофеТочка Чертаново,ЮАО,Чертаново Центральное,55.6137,37.6063,Касса,P001,Эспрессо,Кофейные напитки,S,1,160.0,0,,Банковская карта,160.0,0.0,160.0,48.0,48.0,112.0,
L0006614,O004136,2025-11-09 17:50:12,C02201,Да,25–34,S028,КофеТочка Строгино,СЗАО,Строгино,55.8037,37.4026,Касса,P005,Флэт уайт,Кофейные напитки,S,1,300.0,0,,Наличные,300.0,0.0,300.0,108.0,108.0,192.0,
L0004383,O002729,2025-12-09 16:01:53,C01801,Да,18–24,S010,КофеТочка Марьина Роща,СВАО,Марьина Роща,55.795,37.6165,Доставка,P017,Брауни,Десерты,Не применимо,2,240.0,0,,Банковская карта,480.0,0.0,480.0,118.0,236.0,244.0,5.0
L0001436,O000914,2025-06-18 12:35:14,,Нет,,S022,КофеТочка Академическая,ЮЗАО,Академический,55.6875,37.5724,Доставка,P007,Фильтр-кофе,Кофейные напитки,M,1,270.0,0,,Банковская карта,270.0,0.0,270.0,85.0,85.0,185.0,
