shipment_id,order_date,origin_city,destination_city,transport_type,cargo_weight_kg,planned_days,actual_days,delivery_cost_rub,delivery_status
SHP007419,2025-11-15,Новосибирск,Казань,Железная дорога,107.0,5,5,4920.34,В срок
SHP009067,2025-05-18,Екатеринбург,Ростов-на-Дону,Железная дорога,1478.5,5,5,6536.57,В срок
SHP001303,2025-09-04,Новосибирск,Казань,Железная дорога,691.9,5,9,5418.2,Задержка
SHP003708,2025-02-14,Санкт-Петербург,Нижний Новгород,Железная дорога,60.6,4,4,2954.25,В срок
SHP000090,2025-10-24,Новосибирск,Пермь,Авто,143.3,5,6,4233.88,Задержка
SHP009550,2025-12-09,Москва,Самара,Железная дорога,408.5,4,3,3126.1,В срок
SHP003395,2025-11-22,Санкт-Петербург,Самара,Авто,184.5,4,4,4093.87,В срок
SHP008472,2025-10-28,Екатеринбург,Москва,Авиа,151.3,2,2,10169.05,В срок
SHP000487,2025-07-22,Москва,Нижний Новгород,Авто,676.8,2,2,3415.8,В срок
SHP001438,2025-11-15,Новосибирск,Казань,Авиа,170.2,3,3,14520.27,В срок
SHP008475,2025-11-11,Санкт-Петербург,Москва,Авто,375.9,3,6,3135.22,Задержка
SHP008221,2025-03-06,Москва,Нижний Новгород,Авто,296.2,2,3,2397.13,Задержка
SHP000380,2025-04-18,Москва,Уфа,Железная дорога,72.0,4,7,3085.32,Задержка
SHP003962,12.08.2025,Екатеринбург,Санкт-Петербург,Железная дорога,206.1,5,5,3959.66,В срок
SHP002362,2025-04-15,Новосибирск,Казань,Авиа,293.6,3,3,14344.75,В срок
SHP001590,2025-10-19,Москва,Самара,Авто,1009.1,3,5,5273.21,Задержка
SHP004100,2025-06-24,Екатеринбург,Уфа,Авиа,583.1,2,2,999999.0,В срок
SHP007372,2025-04-06,Санкт-Петербург,Казань,Железная дорога,139.3,4,4,2824.03,В срок
SHP000257,2025-01-25,Санкт-Петербург,Самара,Железная дорога,426.7,4,5,3657.53,Задержка
SHP003498,2025-07-24,Санкт-Петербург,Уфа,Железная дорога,216.3,5,4,3281.16,В срок
SHP003689,2025-09-10,Санкт-Петербург,Новосибирск,Железная дорога,170.0,7,7,6315.61,В срок
SHP002208,2025-05-23,Москва,Нижний Новгород,Авиа,464.1,2,2,7258.4,В срок
SHP006111,2025-04-07,Екатеринбург,Уфа,Авто,94.3,2,2,1697.08,В срок
SHP008522,2025-10-08,Москва,Уфа,Железная дорога,325.0,4,8,2893.02,Задержка
SHP008339,2025-09-01,Санкт-Петербург,Пермь,Авто,313.6,4,4,4339.76,В срок
SHP008225,2025-08-14,Москва,Новосибирск,Авиа,136.8,3,3,14305.34,В срок
SHP004304,2025-10-18,Екатеринбург,Санкт-Петербург,Железная дорога,297.4,5,5,4234.58,В срок
SHP004184,2025-06-10,Санкт-Петербург,Уфа,Железная дорога,272.7,5,5,4483.03,В срок
SHP004777,2025-11-28,Москва,Пермь,Железная дорога,302.9,4,4,3658.47,В срок
SHP004875,2025-06-05,Новосибирск,Казань,Железная дорога,413.7,5,5,4271.23,В срок
SHP001707,2025-05-18,Екатеринбург,Уфа,Авто,418.3,2,2,2564.21,В срок
SHP001713,2025-04-30,Москва,Пермь,Авто,387.0,4,4,3949.98,В срок
SHP005546,2025-07-13,Новосибирск,Уфа,Авто,58.5,5,5,4260.02,В срок
SHP008602,2025-07-20,Москва,Ростов-на-Дону,Авиа,84.3,2,1,7596.24,В срок
SHP006263,2025-03-06,Екатеринбург,Санкт-Петербург,Железная дорога,133.0,5,5,4028.19,В срок
SHP001355,2025-05-23,Санкт-Петербург,Екатеринбург,Авто,195.3,5,5,4843.03,В срок
SHP007923,2025-07-15,Новосибирск,Ростов-на-Дону,Железная дорога,254.1,7,7,5252.04,В срок
SHP007021,2025-06-27,Санкт-Петербург,Казань,Железная дорога,103.4,4,4,3231.04,В срок
SHP007397,2025-11-25,Москва,Ростов-на-Дону,Железная дорога,908.4,4,8,4365.67,Задержка
SHP004154,2025-06-10,Казань,уфа ,Авто,526.7,2,2,2970.16,В срок
SHP000133,2025-01-22,Казань,Санкт-Петербург,Железная дорога,348.5,4,3,3510.0,В срок
SHP003034,2025-08-14,Москва,Екатеринбург,Авто,1765.8,4,7,7207.39,Задержка
SHP001607,2025-11-16,Казань,Ростов-на-Дону,Авиа,742.7,2,2,11895.52,В срок
SHP008613,2025-10-19,Екатеринбург,Москва,Авто,372.6,4,4,5165.56,В срок
SHP007409,2025-09-25,Москва,Казань,Авиа,376.0,2,2,7578.5,В срок
SHP004332,2025-12-24,Москва,Ростов-на-Дону,Авиа,302.3,2,2,9575.31,В срок
SHP004087,2025-01-14,Санкт-Петербург,Пермь,Авто,335.7,4,4,3816.14,В срок
SHP008969,2025-05-03,Москва,Нижний Новгород,Авто,298.6,2,2,2818.95,В срок
SHP009743,2025-02-24,Екатеринбург,Нижний Новгород,Железная дорога,183.6,4,3,2931.87,В срок
SHP000437,2025-06-08,Санкт-Петербург,Новосибирск,Авто,132.7,7,7,6733.3,В срок
SHP000142,2025-06-28,Казань,Новосибирск,Железная дорога,218.5,5,5,4844.72,В срок
SHP000702,2025-09-30,Санкт-Петербург,Пермь,Авто,194.6,4,4,4136.02,В срок
SHP003602,2025-08-19,Екатеринбург,Санкт-Петербург,Авто,303.7,5,5,4824.23,В срок
SHP006232,2025-10-30,Санкт-Петербург,Казань,Железная дорога,139.1,4,4,3252.87,В срок
SHP003456,2025-10-10,Москва,Пермь,Железная дорога,1139.8,4,4,4829.9,В срок
SHP005486,2025-09-04,Санкт-Петербург,Екатеринбург,Железная дорога,963.3,5,5,5630.86,В срок
SHP007171,2025-03-08,Москва,Новосибирск,Железная дорога,252.1,6,8,5630.61,Задержка
SHP005441,2025-09-30,Екатеринбург,Казань,Авиа,221.8,2,2,6801.19,В срок
SHP003370,2025-03-03,Москва,Пермь,Железная дорога,549.5,4,3,3902.92,В срок
SHP001368,2025-02-28,Москва,Екатеринбург,Авто,389.3,4,4,4338.96,В срок
SHP005117,2025-05-06,Екатеринбург,Казань,Авто,374.3,3,3,3113.43,В срок
SHP001440,2025-05-21,Москва,Ростов-на-Дону,Авиа,816.1,2,2,10819.86,В срок
SHP000709,2025-09-19,Казань,Самара,Авто,32.4,2,2,1445.74,В срок
SHP007576,2025-11-25,Санкт-Петербург,Москва,Авто,308.9,3,3,2988.06,В срок
SHP009262,2025-05-16,Москва,Пермь,Железная дорога,180.4,4,4,3380.05,В срок
SHP006625,2025-04-26,Казань,Самара,Железная дорога,750.1,3,3,3018.37,В срок
SHP006380,2025-11-26,Казань,Санкт-Петербург,Авиа,62.7,2,2,8208.86,В срок
SHP003374,2025-09-07,Екатеринбург,Уфа,Авто,147.0,2,4,1818.0,Задержка
SHP000501,2025-02-20,Новосибирск,Самара,Железная дорога,335.3,5,5,4072.8,В срок
SHP001227,2025-10-26,Москва,Казань,Авто,235.8,3,3,2743.47,В срок
SHP006418,2025-07-23,Новосибирск,Казань,Авиа,262.8,3,3,13715.54,В срок
SHP005569,2025-12-12,Москва,Новосибирск,Авиа,155.8,3,3,16584.97,В срок
SHP007722,2025-03-17,Санкт-Петербург,Самара,Авто,201.1,4,4,4167.55,В срок
SHP008579,02.11.2025,Москва,Пермь,Железная дорога,453.9,4,4,3313.84,В срок
SHP000735,2025-06-22,Санкт-Петербург,Новосибирск,Железная дорога,950.1,7,6,7039.92,В срок
SHP004839,2025-02-01,Москва,Екатеринбург,Авто,506.2,4,6,4536.43,Задержка
SHP009812,2025-11-22,Москва,Ростов-на-Дону,Авиа,458.2,2,2,9216.76,В срок
SHP004688,2025-03-28,Москва,Екатеринбург,Железная дорога,637.9,4,3,4270.6,В срок
SHP001304,2025-09-15,Москва,Санкт-Петербург,Железная дорога,201.4,3,3,2729.37,В срок
SHP000067,2025-03-21,Казань,Самара,Железная дорога,152.2,3,3,2251.99,В срок
SHP004961,2025-12-03,Москва,Санкт-Петербург,Железная дорога,117.4,3,3,2263.38,В срок
SHP008167,2025-10-01,Казань,Уфа,Авто,523.3,2,1,3326.93,В срок
SHP003161,2025-08-19,Москва,Нижний Новгород,Авто,276.4,2,2,2659.76,В срок
SHP005515,2025-07-14,Новосибирск,Пермь,Авто,476.4,5,5,5252.15,В срок
SHP005099,2025-11-11,Новосибирск,Казань,Авиа,165.3,3,3,13585.02,В срок
SHP001677,2025-07-01,Санкт-Петербург,Казань,Авто,322.5,4,3,3803.05,В срок
SHP001716,2025-01-30,Москва,Самара,Железная дорога,732.0,4,4,3203.85,В срок
SHP006064,19.12.2025,Санкт-Петербург,Казань,Железная дорога,240.7,4,5,3216.73,Задержка
SHP005918,2025-07-22,Екатеринбург,Казань,Авиа,367.5,2,2,7858.26,В срок
SHP002174,2025-01-15,Екатеринбург,Самара,Авто,189.3,3,5,3000.65,Задержка
SHP003832,2025-04-25,Москва,Самара,Железная дорога,213.8,4,4,3148.24,В срок
SHP000180,2025-02-12,Москва,Новосибирск,Авиа,68.2,3,3,15624.6,В срок
SHP009046,2025-10-28,Москва,Ростов-на-Дону,Авто,185.9,3,3,3169.01,В срок
SHP005709,2025-05-02,Санкт-Петербург,Москва,Авто,135.3,3,3,2384.27,В срок
SHP002755,2025-04-25,Екатеринбург,Казань,Авто,280.7,3,3,2561.07,В срок
SHP006697,2025-10-29,Казань,Уфа,Авто,1800.0,2,2,6550.12,В срок
SHP001117,2025-08-30,Москва,Екатеринбург,Железная дорога,124.9,4,4,3323.03,В срок
SHP006449,2025-01-17,Москва,Самара,Авиа,210.7,2,2,8068.2,В срок
SHP007709,2025-07-20,Москва,Казань,Авиа,127.8,2,2,6842.49,В срок
SHP006592,2025-07-26,Москва,Санкт-Петербург,Железная дорога,231.3,3,5,2661.99,Задержка
SHP007234,2025-05-04,Казань,Уфа,Авто,370.8,2,2,2553.43,В срок
SHP007837,2025-01-01,Санкт-Петербург,Москва,Железная дорога,435.0,3,3,3107.26,В срок
SHP000555,2025-09-06,Екатеринбург,Казань,Авто,201.5,3,3,2754.87,В срок
SHP002933,2025-11-20,Новосибирск,Самара,Железная дорога,120.1,5,5,4769.04,В срок
SHP007217,2025-05-05,Санкт-Петербург,Самара,ж/д,128.3,4,3,3410.47,В срок
SHP003936,2025-05-09,Санкт-Петербург,Уфа,Авто,509.2,5,6,4770.85,Задержка
SHP005382,2025-11-18,Москва,Пермь,Авиа,693.4,2,1,12240.3,В срок
SHP007407,2025-09-20,Казань,Новосибирск,Авиа,255.2,3,3,14028.02,В срок
SHP001384,2025-01-18,Казань,Ростов-на-Дону,Железная дорога,82.8,4,4,3296.98,В срок
SHP007039,2025-04-09,Москва,Самара,Железная дорога,352.0,4,4,3105.15,В срок
SHP001490,2025-03-31,Москва,Нижний Новгород,Авто,341.7,2,2,2553.67,В срок
SHP001372,22.10.2025,Екатеринбург,Ростов-на-Дону,Железная дорога,268.6,5,6,4090.41,Задержка
SHP004311,2025-04-18,Москва,Нижний Новгород,Авто,127.1,2,2,2121.08,В срок
SHP007938,2025-12-17,Москва,Екатеринбург,Железная дорога,301.0,4,4,4253.32,В срок
SHP004585,2025-04-30,Казань,Уфа,Авто,199.8,2,6,2143.52,Задержка
SHP008612,2025-02-27,Санкт-Петербург,Екатеринбург,Авиа,168.9,2,2,10094.09,В срок
SHP009871,2025-08-21,Москва,Екатеринбург,Авто,161.8,4,4,4170.64,В срок
SHP008340,2025-03-24,Москва,Новосибирск,Железная дорога,54.0,6,6,5346.8,В срок
SHP008241,27.06.2025,Санкт-Петербург,Нижний Новгород,Авиа,398.5,2,2,9501.68,В срок
SHP002750,2025-04-10,Екатеринбург,Новосибирск,Авиа,311.7,2,1,10367.44,В срок
SHP008457,2025-02-08,Москва,Ростов-на-Дону,Авто,509.8,3,3,3720.07,В срок
SHP009749,2025-06-10,Санкт-Петербург,Самара,Авиа,106.6,2,2,10704.34,В срок
SHP008003,2025-11-16,Санкт-Петербург,Новосибирск,Авиа,149.3,3,3,16897.25,В срок
SHP000926,2025-11-14,Москва,Уфа,Железная дорога,1269.1,4,4,5022.64,В срок
SHP008136,2025-11-27,Казань,Санкт-Петербург,Железная дорога,138.9,4,3,2993.17,В срок
SHP006383,2025-01-11,Москва,Ростов-на-Дону,Железная дорога,236.9,4,6,3265.61,Задержка
SHP008141,2025-05-14,Казань,Новосибирск,Железная дорога,165.0,5,4,4610.0,В срок
SHP003438,2025-05-09,Москва,Санкт-Петербург,Авто,627.1,3,6,3499.14,Задержка
SHP006147,2025-11-12,Москва,Казань,Авто,425.1,3,3,2904.64,В срок
SHP002351,2025-12-27,Новосибирск,Уфа,Авто,423.5,5,5,5104.12,В срок
SHP007013,2025-05-04,Москва,Новосибирск,Железная дорога,634.6,6,6,6407.76,В срок
SHP006106,2025-03-01,Москва,Нижний Новгород,Авто,154.5,2,5,2177.97,Задержка
SHP004637,2025-04-13,Москва,Казань,Железная дорога,213.8,3,3,2961.19,В срок
SHP007580,2025-10-21,Москва,Ростов-на-Дону,Авто,199.7,3,2,2933.71,В срок
SHP009632,2025-10-24,Екатеринбург,Ростов-на-Дону,Железная дорога,284.7,5,5,4682.65,В срок
SHP009073,2025-04-02,Санкт-Петербург,Нижний Новгород,Железная дорога,131.1,4,4,2989.84,В срок
SHP003810,2025-07-25,Санкт-Петербург,Ростов-на-Дону,Железная дорога,396.4,5,5,4260.42,В срок
SHP006559,2025-03-29,Москва,Самара,Железная дорога,644.2,4,4,3024.77,В срок
SHP002773,2025-09-10,Казань,Пермь,Железная дорога,262.6,3,3,2443.62,В срок
SHP009176,2025-08-22,Казань,Пермь,Железная дорога,185.3,3,3,2447.35,В срок
SHP009887,2025-12-20,Санкт-Петербург,Уфа,Авто,344.7,5,5,5241.6,В срок
SHP004618,2025-05-05,Екатеринбург,Новосибирск,Железная дорога,303.1,4,4,4040.58,В срок
SHP005497,2025-02-25,Новосибирск,Ростов-на-Дону,Авиа,230.2,3,2,18318.73,В срок
SHP001596,2025-07-30,Санкт-Петербург,Новосибирск,Авиа,431.7,3,4,19860.79,Задержка
SHP005903,2025-09-23,Санкт-Петербург,Новосибирск,Авиа,107.1,3,3,16982.88,В срок
SHP005325,2025-09-02,Москва,Санкт-Петербург,Железная дорога,160.4,3,3,2927.01,В срок
SHP005190,2025-06-21,Москва,Санкт-Петербург,Железная дорога,242.9,3,3,2730.76,В срок
SHP008175,2025-02-18,Новосибирск,Пермь,Железная дорога,124.5,5,5,3999.58,В срок
SHP000104,2025-01-13,Москва,Пермь,Авто,338.1,4,4,3962.58,В срок
SHP001841,2025-06-25,Новосибирск,Уфа,Авто,457.6,5,5,4562.59,В срок
SHP004964,2025-07-08,Новосибирск,Нижний Новгород,Железная дорога,228.1,6,8,5138.61,Задержка
SHP008396,2025-03-14,Санкт-Петербург,Казань,Железная дорога,138.3,4,4,3226.78,В срок
SHP005745,2025-03-07,Москва,Санкт-Петербург,Авто,698.0,3,3,3734.74,В срок
SHP002086,2025-10-06,Москва,Казань,Авто,174.6,3,3,2791.4,В срок
SHP004461,2025-06-10,Санкт-Петербург,Нижний Новгород,Железная дорога,770.5,4,3,3631.2,В срок
SHP008900,2025-09-25,Казань,Екатеринбург,Авто,576.1,3,3,3431.34,В срок
SHP008298,2025-01-08,Москва,Казань,Авто,243.3,3,3,2916.71,В срок
SHP005708,2025-03-28,Москва,Казань,Авто,649.2,3,3,4238.39,В срок
SHP001301,2025-10-14,Москва,Пермь,Авто,368.7,4,4,3772.3,В срок
SHP001324,2025-01-29,Казань,Нижний Новгород,Авто,314.0,2,2,1911.28,В срок
SHP000990,2025-03-01,Москва,Санкт-Петербург,Авто,56.8,3,7,2225.54,Задержка
SHP008159,2025-11-20,Санкт-Петербург,Самара,Авиа,376.4,2,1,12494.38,В срок
SHP000900,2025-07-03,Екатеринбург,Москва,Железная дорога,286.0,4,4,4050.32,В срок
SHP009667,2025-02-25,Москва,Екатеринбург,Авиа,153.7,2,2,10612.11,В срок
SHP006856,2025-02-16,Санкт-Петербург,Нижний Новгород,Авиа,1675.5,2,2,14049.65,В срок
SHP000451,2025-11-29,Екатеринбург,Нижний Новгород,Железная дорога,174.2,4,4,3222.09,В срок
SHP007776,2025-07-02,Москва,Уфа,Авиа,432.1,2,2,10369.29,В срок
SHP001081,2025-07-31,Казань,Самара,Железная дорога,218.9,3,3,2052.55,В срок
SHP003471,2025-09-13,Новосибирск,Нижний Новгород,Авиа,353.3,3,3,15535.71,В срок
SHP006980,2025-03-30,Казань,Уфа,Авто,37.2,2,2,1981.73,В срок
SHP003572,2025-05-10,Новосибирск,Казань,Авиа,61.3,3,3,12778.89,В срок
SHP005752,2025-06-12,Екатеринбург,Ростов-на-Дону,Авто,211.7,5,5,4769.26,В срок
SHP003581,2025-04-02,Екатеринбург,Казань,Железная дорога,88.5,3,3,2530.92,В срок
SHP002059,2025-02-23,Санкт-Петербург,Ростов-на-Дону,Авиа,262.8,2,2,9542.02,В срок
SHP001956,2025-11-19,Москва,Ростов-на-Дону,Железная дорога,556.3,4,4,3569.08,В срок
SHP000508,2025-05-24,Екатеринбург,Москва,Авто,1705.2,4,4,7773.85,В срок
SHP000314,2025-12-17,Москва,Пермь,Авиа,336.3,2,2,9583.57,В срок
SHP007951,2025-04-20,Новосибирск,Нижний Новгород,Железная дорога,324.1,6,10,4657.46,Задержка
SHP006234,2025-09-28,Казань,Санкт-Петербург,Авиа,196.7,2,2,9753.56,В срок
SHP006123,2025-01-02,Москва,Самара,Авиа,190.4,2,2,7794.93,В срок
SHP001429,2025-07-31,Москва,Пермь,Авиа,262.2,2,2,999999.0,В срок
SHP009575,2025-07-24,Казань,Уфа,Авто,1095.0,2,2,4594.95,В срок
SHP007912,2025-04-06,Новосибирск,Самара,Авто,122.9,6,6,5785.21,В срок
SHP005309,2025-07-16,Москва,Санкт-Петербург,,333.3,3,3,2641.73,В срок
SHP002232,2025-12-04,Москва,Казань,Авиа,229.7,2,2,7910.6,В срок
SHP003609,2025-02-14,Казань,Москва,Авто,38.1,3,3,2528.88,В срок
SHP003150,2025-05-22,Москва,Екатеринбург,Авто,405.4,4,6,4495.68,Задержка
SHP003110,2025-12-22,Санкт-Петербург,Казань,Железная дорога,346.5,4,4,3389.58,В срок
SHP006259,2025-12-04,Казань,Екатеринбург,Авто,423.4,3,3,3304.91,В срок
SHP004949,2025-11-20,Москва,Нижний Новгород,Железная дорога,780.3,3,4,2733.89,Задержка
SHP002753,03.02.2025,Казань,Нижний Новгород,Авто,791.5,2,2,3510.45,В срок
SHP000144,2025-06-25,Москва,Екатеринбург,Авиа,116.9,2,2,9972.51,В срок
SHP001419,2025-05-27,Екатеринбург,Москва,Авто,300.0,4,3,4356.06,В срок
SHP007052,2025-04-16,Санкт-Петербург,Новосибирск,Авиа,326.3,3,3,17757.22,В срок
SHP005045,2025-06-06,Новосибирск,Санкт-Петербург,Авиа,297.0,3,3,,В срок
SHP001184,2025-07-28,Казань,Москва,Железная дорога,840.1,3,2,3919.66,В срок
SHP001525,2025-12-26,Москва,Казань,Авто,203.0,3,5,2630.93,Задержка
SHP006992,2025-04-26,Москва,Екатеринбург,Авто,811.4,4,3,5164.5,В срок
SHP008595,2025-10-13,Новосибирск,Санкт-Петербург,Железная дорога,229.2,7,7,5560.08,В срок
SHP001432,2025-07-02,Москва,Казань,Авто,362.7,3,3,3172.2,В срок
SHP004006,2025-09-30,Екатеринбург,Самара,Железная дорога,587.8,4,4,3366.71,В срок
SHP003075,2025-08-26,Москва,Пермь,Железная дорога,131.3,4,4,2991.76,В срок
SHP003822,2025-04-17,Казань,Ростов-на-Дону,Железная дорога,123.7,4,4,3186.12,В срок
SHP002419,2025-04-28,Санкт-Петербург,Новосибирск,Авиа,1429.9,3,2,25837.0,В срок
SHP009683,2025-10-22,Санкт-Петербург,Нижний Новгород,Железная дорога,653.5,4,4,3450.75,В срок
SHP000525,2025-04-04,Казань,Москва,Авто,334.9,3,3,2866.56,В срок
SHP001925,2025-05-13,Москва,Ростов-на-Дону,Авто,142.2,3,3,2800.51,В срок
SHP004145,2025-05-18,Санкт-Петербург,Самара,Железная дорога,281.1,4,7,3868.18,Задержка
SHP003516,2025-03-11,Москва,ростов-на-дону,Железная дорога,498.5,4,4,3448.63,В срок
SHP005747,2025-12-09,Москва,Ростов-на-Дону,Железная дорога,519.7,4,4,3851.91,В срок
SHP008539,2025-08-01,Москва,Санкт-Петербург,Авто,452.0,3,3,3357.72,В срок
SHP003809,2025-12-07,Москва,Пермь,Авиа,310.2,2,2,9083.16,В срок
SHP007852,2025-05-31,Москва,Нижний Новгород,Авто,1201.8,2,6,4686.0,Задержка
SHP003681,2025-01-03,Екатеринбург,Ростов-на-Дону,Железная дорога,300.0,5,5,4505.06,В срок
SHP002949,2025-11-13,Москва,Новосибирск,Железная дорога,420.1,6,9,6545.29,Задержка
SHP005942,2025-04-15,Санкт-Петербург,Уфа,Железная дорога,222.8,5,5,4003.13,В срок
SHP002695,2025-01-15,Москва,Санкт-Петербург,,122.2,3,3,2447.12,В срок
SHP007446,2025-06-05,Новосибирск,Нижний Новгород,Железная дорога,153.8,6,5,4629.31,В срок
SHP003437,2025-09-01,Москва, пермь ,Железная дорога,624.0,4,4,4117.85,В срок
SHP004043,2025-01-14,Москва,Уфа,Авто,267.1,4,8,3409.32,Задержка
SHP005883,2025-12-17,Санкт-Петербург,Екатеринбург,Железная дорога,89.5,5,5,3904.15,В срок
SHP000694,2025-03-15,Казань,Пермь,Железная дорога,104.5,3,3,2216.66,В срок
SHP007345,2025-11-04,Екатеринбург,Новосибирск,Железная дорога,312.3,4,3,4154.27,В срок
SHP003405,2025-10-20,Екатеринбург,Пермь,Авто,216.6,2,2,2164.67,В срок
SHP001671,2025-05-18,Новосибирск,Санкт-Петербург,Авиа,156.9,3,3,17896.98,В срок
SHP003153,2025-08-14,Новосибирск,Ростов-на-Дону,Железная дорога,83.0,7,7,5864.79,В срок
SHP006948,2025-03-20,Москва,Пермь,Авто,107.1,4,4,3575.11,В срок
SHP009427,2025-07-09,Екатеринбург,Самара,Авто,384.7,3,3,3288.47,В срок
SHP003295,2025-04-16,Москва,Самара,Железная дорога,132.3,4,4,2734.29,В срок
SHP004086,2025-01-25,Санкт-Петербург,Нижний Новгород,Авто,145.1,3,5,3076.1,Задержка
SHP003073,2025-12-14,Москва,Ростов-на-Дону,Железная дорога,245.4,4,6,3334.29,Задержка
SHP002614,2025-09-12,Санкт-Петербург,Екатеринбург,Авто,315.6,5,5,4813.25,В срок
SHP004436,2025-03-01, москва ,Ростов-на-Дону,Железная дорога,125.1,4,4,3152.61,В срок
SHP001340,2025-05-22,Екатеринбург,Санкт-Петербург,Авиа,121.7,2,2,13616.67,В срок
SHP006027,2025-01-09,Москва,Самара,Железная дорога,93.5,4,4,2594.51,В срок
SHP003965,2025-09-27,Санкт-Петербург,Москва,Авто,205.3,3,3,2469.5,В срок
SHP002461,2025-07-09,Казань,Уфа,Железная дорога,101.0,3,7,2049.7,Задержка
SHP003190,2025-08-27,Москва,Екатеринбург,Железная дорога,1426.1,4,4,5816.14,В срок
SHP006969,2025-09-14,Москва,Новосибирск,Железная дорога,161.0,6,5,4797.64,В срок
SHP002616,2025-11-10,Москва,Казань,Авто,78.3,3,3,2481.97,В срок
SHP000185,2025-03-01,Новосибирск,Самара,Авиа,175.8,3,3,14320.99,В срок
SHP001328,2025-10-09,Москва,Пермь,Железная дорога,163.0,4,4,3313.11,В срок
SHP000153,2025-06-22,Новосибирск,Ростов-на-Дону,Авиа,422.0,3,3,17806.99,В срок
SHP007517,2025-04-18,Казань,Екатеринбург,Авто,158.7,3,4,2743.64,Задержка
SHP004353,2025-06-12, екатеринбург,Новосибирск,Авиа,169.4,2,1,9423.82,В срок
SHP007657,2025-03-01,Москва,Казань,Авто,61.3,3,5,2175.25,Задержка
SHP001818,2025-11-25,Санкт-Петербург,Самара,Железная дорога,276.2,4,4,3770.27,В срок
SHP004665,2025-05-18,Екатеринбург,Новосибирск,Авто,61.2,4,4,3495.28,В срок
SHP005246,2025-10-10,Санкт-Петербург,Казань,Авиа,540.2,2,2,10553.16,В срок
SHP006421,2025-02-24,Санкт-Петербург,Уфа,Железная дорога,186.6,5,8,4079.8,Задержка
SHP000231,11.02.2025,Новосибирск,Ростов-на-Дону,Железная дорога,160.5,7,7,5944.13,В срок
SHP008488,2025-12-05,Санкт-Петербург,Новосибирск,Авиа,378.7,3,3,19667.27,В срок
SHP005290,2025-09-30,Москва,Самара,Авто,949.8,3,3,4529.94,В срок
SHP001493,2025-04-20,Санкт-Петербург,Новосибирск,Авиа,243.5,3,3,17214.88,В срок
SHP001743,2025-04-11,Санкт-Петербург,Уфа,Авто,271.9,5,4,5391.65,В срок
SHP003435,2025-03-24,Казань,Санкт-Петербург,Авто,395.5,4,4,4021.57,В срок
SHP007826,2025-09-11,Екатеринбург,Самара,Авто,344.5,3,7,2995.39,Задержка
SHP003128,2025-12-21,Москва,Пермь,Железная дорога,207.0,4,8,3132.8,Задержка
SHP009436,2025-01-09,Казань,Санкт-Петербург,Железная дорога,151.0,4,4,3586.5,В срок
SHP009349,2025-12-18,санкт-петербург,Нижний Новгород,Авто,102.2,3,2,2506.71,В срок
SHP003214,2025-12-06,Москва,Санкт-Петербург,Авто,292.1,3,3,2933.56,В срок
SHP001825,2025-06-20,Казань,уфа ,Авто,387.4,2,2,2610.04,в срок 
SHP006868,2025-12-03,Новосибирск,Уфа,Авто,192.8,5,6,4442.64,Задержка
SHP006357,2025-02-16,Москва,Самара,Железная дорога,451.4,4,3,3103.65,В срок
SHP002816,2025-10-15,Казань,Санкт-Петербург,Авто,280.4,4,8,3744.23,Задержка
SHP001778,2025-11-20,Санкт-Петербург,Казань,Железная дорога,1308.9,4,8,3895.87,Задержка
SHP000612,2025-05-26,Москва,Казань,Железная дорога,221.6,3,5,2767.49,Задержка
SHP003875,2025-07-14,Москва,Уфа,Железная дорога,344.5,4,3,3476.2,В срок
SHP005999,2025-09-04,Казань,Нижний Новгород,Авиа,139.4,2,2,5164.21,В срок
SHP003038,2025-03-07,Санкт-Петербург,Екатеринбург,Авиа,191.6,2,2,12010.72,В срок
SHP008671,2025-06-02,Казань,Санкт-Петербург,Авиа,200.3,2,2,9856.7,В срок
SHP001401,2025-02-14,Казань,Екатеринбург,Железная дорога,59.4,3,3,2449.19,В срок
SHP005050,2025-10-30,Москва,Екатеринбург,Железная дорога,187.6,4,3,3547.0,В срок
SHP001588,2025-09-09,Новосибирск,Пермь,Авто,32.4,5,5,4277.96,В срок
SHP001435,2025-02-20, москва ,Нижний Новгород,Железная дорога,212.9,3,5,2189.61,Задержка
SHP005187,2025-06-12,Москва,Пермь,Авто,368.7,4,4,3957.19,В срок
SHP001054,2025-01-11,Санкт-Петербург,Самара,Авто,43.8,4,8,3960.78,Задержка
SHP002277,2025-04-05,Москва,Казань,Авто,285.5,3,2,2762.25,В срок
SHP003300,2025-05-03,Москва,Новосибирск,Железная дорога,352.0,6,7,5660.9,Задержка
SHP000301,2025-09-30,Санкт-Петербург,Новосибирск,Авиа,263.2,3,4,18250.82,Задержка
SHP006950,2025-05-16,Санкт-Петербург,Новосибирск,Авиа,241.2,3,3,16478.85,В срок
SHP000586,2025-04-12,Новосибирск,Екатеринбург,Железная дорога,208.7,4,5,3656.85,Задержка
SHP000417,2025-11-16,Казань,Пермь,Авто,370.1,2,3,3057.26,Задержка
SHP007830,2025-10-10,Екатеринбург,Ростов-на-Дону,Железная дорога,648.9,5,8,4535.72,Задержка
SHP000474,2025-10-04,Москва,Екатеринбург,Авто,160.6,4,4,3825.82,В срок
SHP007463,2025-01-26,Казань,Новосибирск,Авиа,178.4,3,3,13014.82,В срок
SHP007358,2025-07-29,Казань,Санкт-Петербург,Авиа,159.8,2,2,9666.01,В срок
