ticket_id,created_at,channel,priority,category,customer_segment,region,resolution_hours,sla_missed,satisfaction_score,first_response_minutes
TCK-00610,2026-03-30 13:23:00,chat,low,delivery,B2C,North-West,4.67,0,4,30
TCK-00611,2026-03-30 08:47:00,chat,high,technical,SMB,Central,7.8,0,3,40
TCK-00612,2026-03-30 20:19:00,web,medium,billing,Enterprise,Siberia,9.67,0,3,54
TCK-00613,2026-03-30 17:50:00,email,medium,technical,SMB,South,15.58,0,4,107
TCK-00614,2026-03-30 20:21:00,phone,medium,technical,SMB,Volga,6.56,0,4,36
TCK-00615,2026-03-30 20:10:00,email,low,delivery,SMB,North-West,1.01,0,5,104
TCK-00616,2026-03-30 14:56:00,web,medium,delivery,B2C,Central,7.2,0,4,67
TCK-00617,2026-03-30 15:40:00,chat,low,billing,B2C,Siberia,4.91,0,5,47
TCK-00618,2026-03-30 09:07:00,email,high,product,Enterprise,Central,4.39,0,4,80
TCK-00619,2026-03-30 11:21:00,web,critical,access,Enterprise,Central,18.23,1,4,41
TCK-00620,2026-03-31 21:53:00,chat,high,delivery,SMB,Volga,14.87,0,3,51
TCK-00621,2026-03-31 17:46:00,web,medium,access,Enterprise,South,8.5,0,3,58
TCK-00622,2026-03-31 15:41:00,phone,medium,technical,SMB,Central,18.72,0,5,15
TCK-00623,2026-03-31 21:02:00,email,medium,billing,Enterprise,South,3.9,0,5,98
TCK-00624,2026-03-31 14:22:00,email,low,technical,Enterprise,Volga,6.05,0,4,84
TCK-00625,2026-03-31 17:49:00,email,low,technical,B2C,Volga,1.15,0,5,110
TCK-00626,2026-03-31 10:59:00,phone,medium,billing,B2C,North-West,9.23,0,4,12
TCK-00627,2026-03-31 19:56:00,chat,medium,technical,Enterprise,Central,9.68,0,3,32
TCK-00628,2026-03-31 15:51:00,web,critical,product,SMB,North-West,19.45,1,2,71
TCK-00629,2026-03-31 13:14:00,chat,low,technical,B2C,Central,1.8,0,4,52
TCK-00630,2026-04-01 08:32:00,phone,medium,billing,B2C,Central,17.36,0,5,28
TCK-00631,2026-04-01 13:15:00,email,medium,product,B2C,Central,3.05,0,3,84
TCK-00632,2026-04-01 11:05:00,email,high,technical,SMB,North-West,20.61,0,4,108
TCK-00633,2026-04-01 15:48:00,phone,medium,technical,SMB,Central,3.75,0,4,28
TCK-00634,2026-04-01 19:21:00,web,low,billing,B2C,Volga,6.69,0,4,53
TCK-00635,2026-04-01 11:05:00,phone,low,product,SMB,Central,11.65,0,3,37
TCK-00636,2026-04-01 13:30:00,web,low,access,SMB,Central,1.85,0,5,47
TCK-00637,2026-04-01 19:24:00,chat,low,delivery,B2C,Central,3.11,0,4,34
TCK-00638,2026-04-01 09:13:00,email,low,delivery,B2C,North-West,9.36,0,4,108
TCK-00639,2026-04-01 15:19:00,email,medium,access,B2C,Volga,6.11,0,4,61
TCK-00640,2026-04-02 14:20:00,web,medium,billing,SMB,Volga,7.25,0,4,27
TCK-00641,2026-04-02 09:30:00,email,low,access,B2C,Central,6.27,0,4,83
TCK-00642,2026-04-02 12:14:00,chat,medium,technical,SMB,Central,6.87,0,4,24
TCK-00643,2026-04-02 19:35:00,chat,medium,technical,B2C,Central,2.52,0,3,32
TCK-00644,2026-04-02 15:56:00,chat,low,access,SMB,South,5.29,0,5,48
TCK-00645,2026-04-02 09:32:00,chat,low,billing,SMB,Volga,3.71,0,4,36
TCK-00646,2026-04-02 17:37:00,chat,low,product,B2C,North-West,9.1,0,5,14
TCK-00647,2026-04-02 17:24:00,web,medium,technical,Enterprise,Central,26.48,0,3,66
TCK-00648,2026-04-03 11:37:00,phone,low,technical,B2C,Central,3.73,0,4,31
TCK-00649,2026-04-03 09:15:00,email,low,access,B2C,Volga,6.64,0,4,99
TCK-00650,2026-04-03 13:21:00,chat,high,billing,SMB,Volga,8.3,0,4,39
TCK-00651,2026-04-03 16:50:00,phone,medium,billing,SMB,North-West,32.65,0,4,61
TCK-00652,2026-04-03 13:54:00,email,medium,product,SMB,South,13.42,0,3,86
TCK-00653,2026-04-03 14:51:00,phone,low,product,Enterprise,Volga,10.13,0,5,39
TCK-00654,2026-04-03 21:33:00,email,low,technical,B2C,South,7.02,0,4,103
TCK-00655,2026-04-03 15:43:00,chat,high,delivery,SMB,South,34.07,1,4,37
TCK-00656,2026-04-04 17:21:00,chat,medium,product,SMB,Volga,27.31,0,3,31
TCK-00657,2026-04-04 20:27:00,email,high,billing,B2C,Siberia,15.9,0,4,64
TCK-00658,2026-04-04 18:56:00,phone,medium,delivery ,Enterprise,Volga,3.52,0,4,32
TCK-00659,2026-04-04 13:09:00,chat,low,technical,SMB,South,4.34,0,4,47
TCK-00660,2026-04-04 18:00:00,chat,low,technical,Enterprise,North-West,13.74,0,3,23
TCK-00661,2026-04-04 10:10:00,email,medium,billing,SMB,South,24.97,0,4,109
TCK-00662,2026-04-04 12:27:00,web,low,product,B2C,North-West,8.08,0,2,34
TCK-00663,2026-04-05 11:34:00,email,high,delivery,B2C,South,2.0,0,4,95
TCK-00664,2026-04-05 18:41:00,phone,low,product,B2C,North-West,9.17,0,5,61
TCK-00665,2026-04-05 14:46:00,web,low,technical,B2C,Central,1.26,0,5,47
TCK-00666,2026-04-05 20:05:00,chat,medium,technical ,B2C,Siberia,4.23,0,3,31
TCK-00667,2026-04-05 17:23:00,web,high,billing,B2C,Central,14.5,0,5,56
TCK-00668,2026-04-05 17:41:00,phone,critical,billing,B2C,South,20.54,1,4,58
TCK-00669,2026-04-06 15:23:00,chat,low,delivery,B2C,Central,2.08,0,4,9
TCK-00670,2026-04-06 10:31:00,phone,high,billing,Enterprise,South,28.48,1,2,58
TCK-00671,2026-04-06 17:20:00,email,medium,technical,B2C,North-West,7.88,0,5,115
TCK-00672,2026-04-06 09:24:00,chat,low,billing,SMB,Volga,2.97,0,5,52
TCK-00673,2026-04-06 14:39:00,email,low,access,B2C,South,9.42,0,5,70
TCK-00674,2026-04-06 20:03:00,email,high,technical,SMB,North-West,16.65,0,5,114
TCK-00675,2026-04-06 09:08:00,email,low,technical,B2C,North-West,3.16,0,4,119
TCK-00676,2026-04-06 18:49:00,email,medium,access,B2C,Central,4.2,0,5,106
TCK-00677,2026-04-06 18:43:00,phone,low,technical,B2C,South,4.25,0,4,99
TCK-00678,2026-04-06 16:06:00,email,medium,access,B2C,North-West,10.86,0,5,116
TCK-00679,2026-04-06 08:16:00,chat,low,access,B2C,Volga,3.49,0,4,32
TCK-00680,2026-04-07 18:18:00,email,low,technical,Enterprise,Siberia,13.15,0,4,85
TCK-00681,2026-04-07 18:28:00,web,low,access,B2C,Siberia,2.44,0,5,37
TCK-00682,2026-04-07 14:09:00,phone,high,billing,B2C,Volga,17.4,0,4,31
TCK-00683,2026-04-07 13:52:00,chat,low,billing,B2C,South,1.92,0,4,16
TCK-00684,2026-04-07 14:29:00,email,high,billing,B2C,South,3.67,0,4,114
TCK-00685,2026-04-07 20:24:00,email,low,technical,B2C,Central,4.9,0,4,82
TCK-00686,2026-04-07 16:10:00,chat,medium,access,B2C,Central,4.28,0,5,15
TCK-00687,2026-04-07 08:32:00,phone,medium,technical,SMB,Central,4.42,0,4,36
TCK-00688,2026-04-07 12:11:00,email,medium,delivery,Enterprise,Siberia,3.86,0,4,117
TCK-00689,2026-04-08 15:57:00,web,low,technical,SMB,Central,3.48,0,5,53
TCK-00690,2026-04-08 10:10:00,phone,medium,technical,SMB,South,8.56,0,5,62
TCK-00691,2026-04-08 21:56:00,email,medium,access,B2C,Siberia,16.56,0,4,91
TCK-00692,2026-04-08 14:39:00,web,high,access,B2C,South,11.44,0,4,54
TCK-00693,2026-04-08 19:24:00,chat,medium,technical,B2C,Siberia,6.63,0,5,46
TCK-00694,2026-04-08 19:33:00,email,high,billing,B2C,Siberia,8.68,0,5,108
TCK-00695,2026-04-08 20:36:00,phone,low,product,B2C,Siberia,3.19,0,4,39
TCK-00696,2026-04-08 12:16:00,email,medium,billing,SMB,Volga,11.09,0,5,69
TCK-00697,2026-04-08 16:55:00,chat,medium,product,B2C,Volga,2.87,0,5,2
TCK-00698,2026-04-08 11:41:00,web,medium,billing,SMB,Siberia,11.85,0,5,41
TCK-00699,2026-04-09 20:44:00,email,low,product,B2C,North-West,3.29,0,5,66
TCK-00700,2026-04-09 20:44:00,phone,medium,delivery,B2C,Volga,3.15,0,5,15
TCK-00701,2026-04-09 19:41:00,email,medium,technical,Enterprise,North-West,12.4,0,4,85
TCK-00702,2026-04-09 08:09:00,web,medium,billing,B2C,Volga,12.04,0,5,55
TCK-00703,2026-04-09 08:31:00,chat,low,technical,B2C,Volga,4.05,0,4,58
TCK-00704,2026-04-09 18:03:00,phone,medium,technical,B2C,Volga,8.43,0,5,46
TCK-00705,2026-04-10 20:43:00,email,medium,access,SMB,Central,13.94,0,5,91
TCK-00706,2026-04-10 11:30:00,email,low,product,B2C,Siberia,7.71,0,5,126
TCK-00707,2026-04-10 15:59:00,email,medium,technical,B2C,Central,11.85,0,4,93
TCK-00708,2026-04-10 20:58:00,email,medium,access,B2C,South,11.69,0,4,114
TCK-00709,2026-04-10 12:55:00,chat,medium,technical,B2C,South,1.76,0,3,37
TCK-00710,2026-04-10 13:07:00,web,low,technical,Enterprise,Central,10.61,0,5,60
TCK-00711,2026-04-11 17:02:00,email,high,technical,B2C,Central,5.91,0,5,131
TCK-00712,2026-04-11 12:28:00,email,low,technical,B2C,Central,9.2,0,3,81
TCK-00713,2026-04-11 17:01:00,phone,low,delivery,SMB,Central,1.95,0,5,43
TCK-00714,2026-04-11 20:59:00,chat,medium,delivery,B2C,South,2.15,0,4,62
TCK-00715,2026-04-11 18:20:00,chat,medium,delivery,B2C,Volga,20.29,0,5,40
TCK-00716,2026-04-11 19:32:00,chat,medium,access,SMB,Siberia,15.24,0,4,74
TCK-00717,2026-04-11 20:35:00,email,low,billing,B2C,Central,2.15,0,4,92
TCK-00718,2026-04-12 13:09:00,chat,medium,product,B2C,Volga,0.77,0,3,65
TCK-00719,2026-04-12 10:19:00,phone,low,delivery,Enterprise,Siberia,3.62,0,4,41
TCK-00720,2026-04-12 21:12:00,email,medium,billing,B2C,Central,7.89,0,4,109
TCK-00721,2026-04-12 16:56:00,web,high,product,SMB,South,5.18,0,4,45
TCK-00722,2026-04-12 16:52:00,chat,medium,access,SMB,Siberia,11.79,0,3,49
TCK-00723,2026-04-12 15:38:00,chat,low,access,B2C,Central,9.19,0,4,23
TCK-00724,2026-04-12 11:35:00,email,medium,delivery,SMB,Siberia,5.49,0,4,89
TCK-00725,2026-04-12 21:15:00,chat,medium,billing ,Enterprise,South,2.28,0,3,14
TCK-00726,2026-04-12 14:38:00,email,medium,billing,B2C,North-West,,0,5,90
TCK-00727,2026-04-13 19:38:00,phone,low,technical,SMB,South,4.77,0,3,49
TCK-00728,2026-04-13 11:14:00,phone,low,delivery,SMB,Siberia,6.58,0,5,48
TCK-00729,2026-04-13 12:56:00,email,low,product,SMB,Central,14.31,0,3,70
TCK-00730,2026-04-13 21:15:00,chat,medium,access,B2C,North-West,7.05,0,4,10
TCK-00731,2026-04-13 11:44:00,phone,low,technical,B2C,North-West,10.98,0,5,96
TCK-00732,2026-04-13 20:01:00,email,critical,delivery,Enterprise,Central,7.41,0,5,112
TCK-00733,2026-04-13 13:26:00,phone,medium,access,B2C,Volga,8.75,0,3,27
TCK-00734,2026-04-13 16:37:00,chat,low,access,SMB,Central,0.71,0,5,22
TCK-00735,2026-04-13 14:51:00,email,medium,technical,Enterprise,Volga,10.78,0,4,120
TCK-00736,2026-04-14 08:25:00,chat,high,billing,B2C,North-West,9.26,0,4,10
TCK-00737,2026-04-14 19:42:00,web,low,technical,B2C,Central,10.74,0,5,48
TCK-00738,2026-04-14 11:39:00,phone,high,technical,Enterprise,Siberia,10.32,0,5,45
TCK-00739,2026-04-14 08:49:00,web,medium,delivery,B2C,Siberia,5.66,0,4,62
TCK-00740,2026-04-14 20:21:00,web,medium,technical,Enterprise,Volga,15.33,0,5,34
TCK-00741,2026-04-14 17:23:00,email,low,technical,B2C,South,0.66,0,5,109
TCK-00742,2026-04-14 20:51:00,web,medium,product,B2C,Siberia,8.98,0,3,89
TCK-00743,2026-04-14 08:19:00,chat,medium,access,B2C,Central,3.48,0,5,34
TCK-00744,2026-04-14 19:07:00,phone,low,technical,B2C,North-West,6.54,0,3,59
TCK-00745,2026-04-14 21:13:00,chat,medium,access,B2C,Central,12.78,0,4,32
TCK-00746,2026-04-14 16:43:00,web,low,technical,B2C,Volga,7.3,0,4,78
TCK-00747,2026-04-14 13:50:00,web,low,technical,B2C,North-West,5.57,0,3,46
TCK-00748,2026-04-15 16:26:00,phone,medium,access,B2C,Central,10.83,0,5,49
TCK-00749,2026-04-15 13:21:00,email,medium,technical,B2C,Central,6.69,0,5,79
TCK-00750,2026-04-15 08:40:00,email,low,technical,B2C,Siberia,1.53,0,3,64
TCK-00751,2026-04-15 13:54:00,email,low,access,B2C,Central,1.21,0,4,88
TCK-00752,2026-04-15 09:59:00,chat,low,technical,Enterprise,Siberia,1.94,0,3,38
TCK-00753,2026-04-15 13:33:00,email,medium,technical,B2C,Central,16.33,0,3,77
TCK-00754,2026-04-15 21:24:00,chat,low,billing,SMB,Volga,0.9,0,5,36
TCK-00755,2026-04-15 08:47:00,email,low,delivery,Enterprise,South,4.65,0,4,122
TCK-00756,2026-04-15 11:23:00,email,high,product,SMB,Siberia,7.66,0,5,98
TCK-00757,2026-04-15 08:17:00,email,low,access,SMB,South,10.68,0,5,138
TCK-00758,2026-04-15 08:20:00,chat,low,access,SMB,Central,2.79,0,4,14
TCK-00759,2026-04-15 18:42:00,web,medium,technical,Enterprise,Central,2.93,0,5,63
TCK-00760,2026-04-15 09:37:00,web,high,billing,SMB,South,26.96,1,4,43
TCK-00761,2026-04-16 15:23:00,chat,high,access,B2C,Central,21.7,0,4,24
TCK-00762,2026-04-16 15:50:00,chat,low,access,B2C,North-West,2.27,0,4,54
TCK-00763,2026-04-16 19:20:00,email,medium,billing,Enterprise,Siberia,14.08,0,4,98
TCK-00764,2026-04-16 15:03:00,phone,medium,technical,B2C,Central,1.77,0,4,53
TCK-00765,2026-04-16 17:18:00,phone,high,technical,B2C,Volga,5.47,0,4,72
TCK-00766,2026-04-16 08:46:00,chat,medium,delivery,SMB,Central,5.44,0,5,44
TCK-00767,2026-04-16 10:26:00,web,medium,access,B2C,Central,6.86,0,4,51
TCK-00768,2026-04-16 09:41:00,phone,medium,delivery,Enterprise,Central,20.15,0,4,77
TCK-00769,2026-04-16 14:55:00,email,low,technical,B2C,North-West,2.1,0,5,85
TCK-00770,2026-04-16 10:44:00,email,medium,delivery,B2C,Central,4.92,0,4,81
TCK-00771,2026-04-17 16:31:00,web,high,access,B2C,Volga,28.7,1,4,38
TCK-00772,2026-04-17 13:50:00,chat,medium,billing,B2C,Volga,1.27,0,5,58
TCK-00773,2026-04-17 10:33:00,chat,low,delivery,B2C,Central,1.86,0,4,14
TCK-00774,2026-04-17 12:15:00,chat,medium,billing,B2C,South,8.23,0,4,38
TCK-00775,2026-04-17 09:16:00,email,medium,product,SMB,Central,7.82,0,4,116
TCK-00776,2026-04-17 19:04:00,chat,low,access,B2C,Central,5.28,0,5,9
TCK-00777,2026-04-17 21:38:00,chat,critical,access,SMB,Central,10.38,1,5,29
TCK-00778,2026-04-17 16:06:00,web,medium,billing,B2C,Central,9.38,0,4,57
TCK-00779,2026-04-17 14:43:00,email,medium,access,B2C,Central,1.45,0,5,94
TCK-00780,2026-04-17 20:08:00,email,high,product,B2C,Central,6.12,0,4,92
TCK-00781,2026-04-17 13:32:00,chat,medium,billing,SMB,Central,6.75,0,3,46
TCK-00782,2026-04-17 20:57:00,web,low,access,B2C,South,7.9,0,4,57
TCK-00783,2026-04-18 14:40:00,email,low,technical,SMB,North-West,4.55,0,4,95
TCK-00784,2026-04-18 17:07:00,chat,low,delivery,B2C,Volga,2.49,0,4,41
TCK-00785,2026-04-18 11:03:00,email,medium,billing ,B2C,Volga,11.92,0,5,118
TCK-00786,2026-04-18 09:54:00,chat,medium,billing,SMB,Central,5.15,0,5,13
TCK-00787,2026-04-18 21:23:00,phone,medium,technical,B2C,Volga,3.34,0,5,49
TCK-00788,2026-04-18 12:03:00,chat,high,access,SMB,Central,4.68,0,5,19
TCK-00789,2026-04-19 16:36:00,email,medium,billing,B2C,Siberia,9.82,0,5,90
TCK-00790,2026-04-19 08:27:00,web,medium,technical,B2C,Central,3.07,0,5,37
TCK-00791,2026-04-19 16:15:00,email,high,technical,B2C,Siberia,2.69,0,5,118
TCK-00792,2026-04-19 09:24:00,web,low,product,Enterprise,Volga,25.2,0,4,67
TCK-00793,2026-04-19 20:00:00,chat,low,product,B2C,Central,10.47,0,3,31
TCK-00794,2026-04-19 19:27:00,email,medium,billing,B2C,North-West,4.06,0,5,88
TCK-00795,2026-04-19 16:55:00,web,low,technical,B2C,Siberia,7.05,0,3,61
TCK-00796,2026-04-19 16:50:00,phone,low,technical,B2C,Central,3.66,0,3,35
TCK-00797,2026-04-19 18:56:00,chat,high,billing,B2C,Volga,5.95,0,4,40
TCK-00798,not_a_date,chat,low,billing,SMB,Volga,4.76,0,5,28
TCK-00799,2026-04-19 20:53:00,phone,high,delivery,B2C,South,2.46,0,3,36
TCK-00800,2026-04-19 21:17:00,email,low,product,B2C,Volga,2.8,0,4,83
TCK-00801,2026-04-20 13:07:00,phone,medium,technical,SMB,Central,5.1,0,4,42
TCK-00802,2026-04-20 16:22:00,phone,low,technical,SMB,Central,1.79,0,5,33
TCK-00803,2026-04-20 21:03:00,email,low,access,B2C,Central,8.46,0,5,88
TCK-00804,2026-04-20 12:46:00,email,high,access,B2C,North-West,20.93,0,4,104
TCK-00805,2026-04-20 18:49:00,email,low,billing,B2C,Siberia,3.72,0,5,94
TCK-00806,2026-04-21 21:42:00,chat,medium,delivery,B2C,Volga,-1.0,0,5,46
TCK-00807,2026-04-21 15:12:00,web,medium,billing,B2C,Volga,8.08,0,5,55
TCK-00808,2026-04-21 15:05:00,email,medium,technical,B2C,Central,11.72,0,5,95
TCK-00809,2026-04-21 16:00:00,chat,low,product,B2C,North-West,2.66,0,5,24
TCK-00810,2026-04-21 17:51:00,phone,low,billing,B2C,Siberia,6.53,0,5,68
TCK-00811,2026-04-21 10:34:00,web,medium,delivery,B2C,South,6.27,0,4,45
TCK-00812,2026-04-21 12:12:00,phone,medium,access,Enterprise,Central,1.65,0,4,77
TCK-00813,2026-04-21 21:53:00,phone,low,product,B2C,Volga,4.52,0,5,24
TCK-00814,2026-04-21 18:02:00,email,high,billing,B2C,Volga,13.63,0,5,93
TCK-00815,2026-04-21 09:17:00,phone,medium,billing,SMB,Central,9.57,0,3,48
TCK-00816,2026-04-21 17:14:00,phone,medium,technical,B2C,Siberia,22.04,0,3,40
TCK-00817,2026-04-21 09:20:00,phone,medium,delivery,B2C,North-West,23.62,0,4,33
TCK-00818,2026-04-21 20:43:00,email,low,access,B2C,Volga,1.81,0,3,111
TCK-00819,2026-04-21 13:35:00,email,low,technical,B2C,South,8.31,0,5,80
TCK-00820,2026-04-21 13:21:00,email,low,technical,B2C,Central,9.91,0,5,49
TCK-00821,2026-04-22 11:58:00,email,low,technical,B2C,North-West,8.19,0,4,92
TCK-00822,2026-04-22 14:15:00,email,high,billing,SMB,Siberia,25.11,1,2,108
TCK-00823,2026-04-22 10:39:00,email,low,product,B2C,Siberia,1.72,0,3,101
TCK-00824,2026-04-22 10:29:00,web,medium,technical,B2C,Central,1.57,0,5,65
TCK-00825,2026-04-22 19:50:00,phone,low,billing,SMB,North-West,2.72,0,3,110
TCK-00826,2026-04-22 16:55:00,web,medium,delivery,B2C,Volga,5.57,0,4,43
TCK-00827,2026-04-22 11:33:00,web,low,delivery,B2C,Siberia,2.73,0,4,51
TCK-00828,2026-04-22 20:49:00,email,high,access,SMB,Volga,9.75,0,4,81
TCK-00829,2026-04-22 21:08:00,chat,high,access,B2C,South,9.17,0,5,39
TCK-00830,2026-04-22 14:17:00,email,high,product,B2C,North-West,84.6,1,3,91
TCK-00831,2026-04-22 08:07:00,chat,low,billing,B2C,Central,17.04,0,4,70
TCK-00832,2026-04-22 11:12:00,web,low,technical,SMB,Volga,7.86,0,4,28
TCK-00833,2026-04-23 10:20:00,chat,medium,technical,Enterprise,Central,22.19,0,5,45
TCK-00834,2026-04-23 08:06:00,phone,low,access,B2C,Volga,6.96,0,4,59
TCK-00835,2026-04-23 18:41:00,chat,low,product,B2C,Central,1.05,0,3,33
TCK-00836,2026-04-23 17:34:00,chat,low,billing,B2C,Central,7.0,0,5,46
TCK-00837,2026-04-23 14:40:00,email,medium,billing,Enterprise,Central,9.75,0,4,90
TCK-00838,2026-04-23 21:15:00,chat,medium,access,B2C,Central,2.5,0,4,34
TCK-00839,2026-04-24 19:42:00,email,medium,delivery,SMB,Volga,,0,4,107
TCK-00840,2026-04-24 20:46:00,chat,medium,delivery,B2C,Central,8.67,0,4,49
TCK-00841,2026-04-24 19:23:00,email,low,technical,SMB,Central,8.83,0,4,82
TCK-00842,2026-04-25 16:13:00,email,medium,technical,B2C,Siberia,3.79,0,4,82
TCK-00843,2026-04-25 16:40:00,email,medium,technical,B2C,South,1.46,0,5,81
TCK-00844,2026-04-25 08:45:00,web,high,technical,B2C,Central,4.65,0,5,62
TCK-00845,2026-04-25 20:32:00,chat,critical,billing,B2C,Volga,5.14,0,5,77
TCK-00846,2026-04-25 11:42:00,email,low,technical,B2C,South,14.02,0,4,67
TCK-00847,2026-04-25 15:00:00,phone,medium,billing,SMB,Central,1.3,0,5,52
TCK-00848,2026-04-25 15:36:00,web,medium,billing,B2C,South,4.09,0,3,51
TCK-00849,2026-04-25 08:33:00,email,high,technical,SMB,Volga,50.31,1,2,81
TCK-00850,2026-04-25 09:40:00,phone,medium,access,B2C,Volga,4.43,0,3,25
TCK-00851,2026-04-25 19:01:00,phone,medium,technical,Enterprise,Central,15.07,0,3,62
TCK-00852,2026-04-26 17:08:00,phone,medium,technical,SMB,Volga,10.2,0,5,68
TCK-00853,2026-04-26 17:48:00,chat,medium,billing,B2C,South,2.18,0,5,3
TCK-00854,2026-04-26 18:30:00,email,medium,access,SMB,Central,6.74,0,4,86
TCK-00855,2026-04-26 17:11:00,chat,low,billing,SMB,Central,2.96,0,4,40
TCK-00856,2026-04-26 16:16:00,phone,medium,access,B2C,Volga,27.89,0,3,18
TCK-00712,2026-04-11 12:28:00,email,low,technical,B2C,Central,9.2,0,3,81
TCK-00604,2026-03-29 08:57:00,email,low,technical,B2C,Central,7.76,0,5,88
TCK-00121,2026-01-26 20:25:00,chat,low,delivery,SMB,Siberia,4.05,0,5,67
TCK-00209,2026-02-09 13:32:00,web,low,technical,SMB,Siberia,1.13,0,3,51
