contact_id,contact_date,channel,campaign_type,customer_segment,device_type,ad_cost_rub,clicked,converted,revenue_rub
MKT007249,2025-04-19,Email,Сезонная акция,Лояльный,Компьютер,4.01,0,0,0.0
MKT002955,2025-11-03,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,23.14,0,0,0.0
MKT006902,2025-09-09,Поисковая реклама,Сезонная акция,Лояльный,Мобильное устройство,17.84,1,0,0.0
MKT007135,2025-07-22,Поисковая реклама,Программа лояльности,Новый,Мобильное устройство,26.22,0,0,0.0
MKT000112,2025-04-26,Email,Ретаргетинг,Повторный,Мобильное устройство,1.97,0,0,0.0
MKT005993,2025-09-29,Email,Сезонная акция,Новый,Компьютер,3.04,0,0,0.0
MKT005196,2025-01-02,Медийная реклама,Сезонная акция,Повторный,Мобильное устройство,5.65,0,0,0.0
MKT000053,2025-03-12,Социальные сети,Программа лояльности,Повторный,Мобильное устройство,,0,0,0.0
MKT004698,2025-09-06,Поисковая реклама,НОВЫЙ ПРОДУКТ,Новый,мобильное ,24.12,1,0,0.0
MKT001808,2025-07-06,Социальные сети,Новый продукт,Новый,Компьютер,11.4,1,0,0.0
MKT002355,2025-02-12,Поисковая реклама,Ретаргетинг,Повторный,Мобильное устройство,24.26,0,0,0.0
MKT007223,2025-10-01,Медийная реклама,Имиджевая кампания,Лояльный,Мобильное устройство,8.39,1,0,0.0
MKT009637,2025-10-25,Медийная реклама,Ретаргетинг,Лояльный,Мобильное устройство,6.7,0,0,0.0
MKT000307,2025-10-03,Email,Сезонная акция,Повторный,Мобильное устройство,2.18,0,0,0.0
MKT008525,2025-05-09,Email,Сезонная акция,Повторный,Мобильное устройство,2.8,0,0,0.0
MKT001115,2025-04-10,Медийная реклама,Программа лояльности,Повторный,Компьютер,5.43,0,0,0.0
MKT006077,2025-03-22,Push,Ретаргетинг,Повторный,Мобильное устройство,1.42,0,0,0.0
MKT001155,2025-02-20,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,16.46,0,0,0.0
MKT009913,2025-05-20,Социальные сети,Ретаргетинг,Новый,Компьютер,7.93,0,0,0.0
MKT002084,2025-04-24,Email,Ретаргетинг,Новый,Мобильное устройство,1.88,0,0,0.0
MKT002835,2025-03-02,Email,Имиджевая кампания,Повторный,Мобильное устройство,1.93,0,0,1372.0
MKT003735,2025-10-28,Email,Новый продукт,Лояльный,Компьютер,2.53,0,0,0.0
MKT003575,2025-04-19,Социальные сети,Имиджевая кампания,Лояльный,Планшет,7.48,0,0,0.0
MKT007478,2025-10-08,Push,Имиджевая кампания,Повторный,Мобильное устройство,1.87,0,0,0.0
MKT000381,31.02.2025,Медийная реклама,Имиджевая кампания,Повторный,Планшет,7.81,0,0,0.0
MKT005710,2025-10-16,Email,Сезонная акция,Повторный,Мобильное устройство,1.97,0,0,0.0
MKT006142,2025-07-06,Push,Программа лояльности,Новый,Мобильное устройство,1.37,0,0,0.0
MKT004038,2025-05-27,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,17.34,0,0,0.0
MKT003784,2025-12-02,Email,Сезонная акция,Лояльный,Мобильное устройство,2.81,0,0,0.0
MKT003382,2025-08-25,Социальные сети,Программа лояльности,Повторный,Компьютер,7.66,0,0,0.0
MKT007671,03.07.2025,Push,Сезонная акция,Новый,Компьютер,1.38,0,0,0.0
MKT007724,2025-07-03,Поисковая реклама,Сезонная акция,Новый,Компьютер,20.03,0,0,0.0
MKT009740,2025-01-30,Социальные сети,Имиджевая кампания,Лояльный,Компьютер,5.89,0,0,0.0
MKT007202,2025-04-19,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,16.02,-1,0,0.0
MKT004451,2025-03-24,Email,Программа лояльности,Повторный,Мобильное устройство,1.6,0,0,0.0
MKT005510,2025-02-01,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,19.89,0,0,0.0
MKT007091,2025-01-09,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,14.74,0,0,0.0
MKT006892,2025-02-12,Email,Ретаргетинг,Лояльный,Планшет,1.69,0,0,0.0
MKT001383,2025-08-19,Email,Новый продукт,Повторный,Мобильное устройство,2.06,0,0,0.0
MKT006086,2025-08-22,Медийная реклама,Имиджевая кампания,Повторный,Мобильное устройство,7.29,0,0,0.0
MKT009493,2025-07-09,Социальные сети,Программа лояльности,Новый,Компьютер,7.65,0,0,0.0
MKT008770,2025-05-04,Социальные сети,Имиджевая кампания,Лояльный,Мобильное устройство,10.19,0,0,0.0
MKT000608,2025-04-08,Социальные сети,Ретаргетинг,Повторный,Компьютер,8.57,0,0,0.0
MKT008963,2025-10-26,Социальные сети,Сезонная акция,Новый,Мобильное устройство,11.57,0,0,0.0
MKT004444,2025-04-06,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,17.45,0,0,0.0
MKT001367,2025-03-30,Поисковая реклама,Ретаргетинг,Повторный,Компьютер,22.55,0,0,0.0
MKT006637,2025-03-11,Push,Ретаргетинг,Лояльный,Мобильное устройство,1.23,1,0,0.0
MKT005847,2025-08-31,Email,Имиджевая кампания,Повторный,Мобильное устройство,1.74,0,0,0.0
MKT005007,2025-07-20,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,15.76,0,0,0.0
MKT002007,2025-01-18,Социальные сети,Ретаргетинг,Новый,Компьютер,6.03,0,0,0.0
MKT002269,2025-10-30,Медийная реклама,Программа лояльности,Новый,Мобильное устройство,8.0,0,0,0.0
MKT000874,2025-10-13,Email,Имиджевая кампания,Новый,Мобильное устройство,3.41,0,0,0.0
MKT004905,2025-01-25,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,10.79,1,0,0.0
MKT002875,2025-12-13,Email,Ретаргетинг,Лояльный,Компьютер,1.61,0,0,0.0
MKT009965,2025-08-06,Email,Сезонная акция,Повторный,Мобильное устройство,4.15,0,0,0.0
MKT002657,2025-02-11,Email,Сезонная акция,Новый,Компьютер,2.69,0,0,0.0
MKT002751,2025-12-08,Поисковая реклама,Ретаргетинг,Новый,Компьютер,25.17,0,0,0.0
MKT007731,2025-08-17,Push,Ретаргетинг,Новый,Компьютер,1.0,0,0,0.0
MKT001921,2025-05-04,Социальные сети,Новый продукт,Новый,Мобильное устройство,10.94,0,0,0.0
MKT003066,2025-06-05,Медийная реклама,Сезонная акция,Лояльный,Мобильное устройство,5.39,0,0,0.0
MKT002669,2025-12-31,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,8.87,0,0,0.0
MKT007580,2025-12-27,Поисковая реклама,Новый продукт,Новый,Планшет,24.27,0,0,0.0
MKT001672,2025-05-11,Поисковая реклама,Программа лояльности,Новый,Мобильное устройство,15.51,0,0,0.0
MKT008336,2025-01-13,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,6.13,0,0,0.0
MKT009880,2025-01-25,Социальные сети,Имиджевая кампания,Повторный,Мобильное устройство,9.9,0,0,0.0
MKT001413,2025-09-19,Email,Сезонная акция,Повторный,Компьютер,2.47,0,0,0.0
MKT009404,2025-05-16,Email,Сезонная акция,Новый,Мобильное устройство,1.56,0,0,0.0
MKT003877,2025-04-22,Email,Программа лояльности,Лояльный,Компьютер,1.96,0,0,0.0
MKT004952,2025-01-03,Социальные сети,Программа лояльности,Новый,Мобильное устройство,9.73,0,0,0.0
MKT006518,2025-04-29,Push,Новый продукт,Новый,Компьютер,1.48,0,0,0.0
MKT007221,2025-10-08,Email,Сезонная акция,Повторный,Мобильное устройство,2.51,0,0,0.0
MKT003587,2025-03-12,Email,Имиджевая кампания,Лояльный,Мобильное устройство,2.51,0,0,0.0
MKT001111,13.07.2025,Социальные сети,Ретаргетинг,Лояльный,Компьютер,5.34,1,0,0.0
MKT007263,2025-06-19,Медийная реклама,Имиджевая кампания,Повторный,Компьютер,7.48,0,0,0.0
MKT001493,2025-01-25,Поисковая реклама,Сезонная акция, лояльный,Мобильное устройство,25.93,0,0,0.0
MKT003276,2025-01-25,Медийная реклама,Имиджевая кампания,Новый,Компьютер,7.71,0,0,0.0
MKT002233,2025-09-23,Поисковая реклама,Новый продукт,Лояльный,Планшет,20.79,0,0,0.0
MKT001122,2025-02-28,Email,программа лояльности,Повторный,Компьютер,1.8,0,0,0.0
MKT006668,2025-10-27,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,7.04,0,0,0.0
MKT006897,2025-09-19,Поисковая реклама,Ретаргетинг,Повторный,Мобильное устройство,19.18,0,0,0.0
MKT002224,2025-05-31,Email,Имиджевая кампания,Повторный,Мобильное устройство,1.67,0,0,0.0
MKT008550,2025-07-17,Поисковая реклама,Ретаргетинг,Лояльный,Компьютер,23.16,1,1,3069.19
MKT005353,2025-01-12,Push,Ретаргетинг,Лояльный,Компьютер,1.65,0,0,0.0
MKT009204,2025-07-12,Медийная реклама,Ретаргетинг,Новый,Мобильное устройство,5.64,0,0,0.0
MKT002516,2025-10-19,Медийная реклама,Программа лояльности,Повторный,Компьютер,4.57,0,0,0.0
MKT006960,2025-08-16,Поисковая реклама,Имиджевая кампания,Лояльный,Планшет,23.51,0,0,0.0
MKT006219,2025-03-30,Медийная реклама,Сезонная акция,Лояльный,Компьютер,9.1,0,0,0.0
MKT008893,2025-08-31,Push,Сезонная акция,Новый,Мобильное устройство,2.21,0,0,0.0
MKT000189,2025-12-22,Email,Новый продукт,Повторный,Мобильное устройство,2.76,0,0,0.0
MKT003064,2025-12-10,Email,Сезонная акция,Новый,Мобильное устройство,2.13,0,0,0.0
MKT006274,2025-12-19,Социальные сети,Сезонная акция,Лояльный,Мобильное устройство,11.28,0,0,0.0
MKT007164,2025-07-01,соцсети,Программа лояльности,Повторный,Компьютер,9.37,0,0,0.0
MKT002790,2025-03-12,Поисковая реклама,Ретаргетинг,Новый,Планшет,22.49,0,0,0.0
MKT008961,2025-06-06,Email,Программа лояльности,Повторный,Компьютер,1.66,0,0,0.0
MKT007054,2025-10-29,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,28.95,0,0,1000000.0
MKT006103,2025-01-15,Email,Ретаргетинг,Повторный,Мобильное устройство,1.78,0,0,0.0
MKT005216,2025-09-27,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,23.6,0,0,0.0
MKT004065,2025-06-23,Медийная реклама,Сезонная акция,Новый,Мобильное устройство,6.6,0,0,0.0
MKT004965,2025-04-28,Email,Ретаргетинг,Повторный,Мобильное устройство,2.37,0,0,0.0
MKT003900,2025-09-09,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,17.48,0,0,0.0
MKT002728,2025-06-15,Поисковая реклама,Программа лояльности,Новый,Мобильное устройство,15.17,0,0,0.0
MKT006754,2025-07-23,Социальные сети,Сезонная акция,Новый,Мобильное устройство,7.57,0,0,0.0
MKT001256,2025-01-05,Email,Имиджевая кампания,Повторный,Мобильное устройство,2.98,0,0,0.0
MKT005308,2025-02-22,Социальные сети,Ретаргетинг,Лояльный,Мобильное устройство,10.58,0,0,0.0
MKT000055,2025-08-05,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,19.64,1,0,0.0
MKT004612,2025-09-09,Email,Имиджевая кампания,Лояльный,Компьютер,2.0,0,0,0.0
MKT006473,2025-04-30,Email,Ретаргетинг,Лояльный,Мобильное устройство,1.63,0,0,0.0
MKT005947,2025-05-23,Push,Ретаргетинг,Повторный,Мобильное устройство,1.52,0,0,0.0
MKT000802,2025-06-09,Email,Сезонная акция,Повторный,Компьютер,1.83,0,0,0.0
MKT007011,2025-04-26,Медийная реклама,Новый продукт,Повторный,Компьютер,9.13,0,0,0.0
MKT001785,2025-05-23,Медийная реклама,Сезонная акция,Новый,Мобильное устройство,10.52,0,0,0.0
MKT005550,2025-10-15,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,8.79,1,0,0.0
MKT005530,2025-07-20,,Имиджевая кампания,Новый,Компьютер,2.27,0,0,0.0
MKT006738,2025-07-26,Медийная реклама,Имиджевая кампания,Новый,Компьютер,7.39,0,0,0.0
MKT003466,2025-04-13,Социальные сети,Сезонная акция,Лояльный,Мобильное устройство,9.67,0,0,0.0
MKT000918,2025-10-29,Социальные сети,Имиджевая кампания,Новый,Компьютер,11.52,0,0,0.0
MKT005854,2025-10-07,Социальные сети,Программа лояльности,Лояльный,Мобильное устройство,6.31,0,0,0.0
MKT008147,2025-09-03,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,8.78,0,0,0.0
MKT001297,2025-06-22,Push,Новый продукт,Повторный,Мобильное устройство,1.46,0,0,0.0
MKT000542,2025-10-25,Email,Программа лояльности,Повторный,Мобильное устройство,2.22,0,0,0.0
MKT003284,2025-05-29,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,7.55,0,0,0.0
MKT001868,2025-01-14,Email,Программа лояльности,Повторный,Компьютер,1.5,0,0,0.0
MKT003090,2025-08-10,Email,Программа лояльности,Лояльный,Мобильное устройство,1.43,0,0,0.0
MKT009636,2025-04-23,Медийная реклама,Ретаргетинг,Повторный,Мобильное устройство,6.54,0,0,0.0
MKT000594,2025-09-21,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,6.27,0,0,0.0
MKT000239,2025-06-06,Email,Новый продукт,Повторный,Компьютер,3.46,0,0,0.0
MKT002908,2025-11-29,Email,Имиджевая кампания,Повторный,Мобильное устройство,2.18,0,0,0.0
MKT006871,2025-10-11,Поисковая реклама,Программа лояльности,Новый,Мобильное устройство,15.35,0,0,0.0
MKT000554,2025-02-08,Медийная реклама,Имиджевая кампания,Новый,Компьютер,5.63,0,0,0.0
MKT007421,2025-07-11,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,26.39,0,0,0.0
MKT009845,2025-01-22,Поисковая реклама,Программа лояльности,Повторный,Компьютер,21.51,0,0,0.0
MKT000935,2025-11-13,Социальные сети,Сезонная акция,Лояльный,Мобильное устройство,10.67,0,0,0.0
MKT004664,2025-10-06,Социальные сети,Имиджевая кампания,Лояльный,Мобильное устройство,11.89,0,0,0.0
MKT005649,2025-05-24,Социальные сети,Новый продукт,Новый,Планшет,12.2,0,0,0.0
MKT008372,2025-03-28,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,13.1,0,0,0.0
MKT004385,2025-10-24,Email,Сезонная акция,Повторный,Компьютер,3.23,0,0,0.0
MKT000565,2025-09-20,Социальные сети,Программа лояльности,Повторный,Мобильное устройство,7.43,0,0,0.0
MKT003750,2025-06-13,Push,Имиджевая кампания,Лояльный,Компьютер,2.04,0,0,0.0
MKT009825,2025-05-21,Медийная реклама,Сезонная акция,Повторный,Мобильное устройство,6.66,0,0,0.0
MKT002125,2025-05-02,Email,Имиджевая кампания,Новый,Мобильное устройство,1.94,0,0,0.0
MKT005954,2025-01-14,Медийная реклама,Ретаргетинг,Новый,Компьютер,3.52,0,0,0.0
MKT003692,2025-10-02,Поисковая реклама,Имиджевая кампания,Новый,Компьютер,18.83,0,0,0.0
MKT005331,2025-10-11,Медийная реклама,Сезонная акция,Новый,Мобильное устройство,3.68,0,0,0.0
MKT004185,2025-09-02,Поисковая реклама,Программа лояльности,Новый,Компьютер,24.57,0,0,0.0
MKT001653,2025-06-26,Email,Новый продукт,Повторный,Мобильное устройство,3.98,1,0,0.0
MKT008066,2025-12-13,Медийная реклама,Ретаргетинг,Повторный,Мобильное устройство,6.26,0,0,0.0
MKT009250,2025-06-15,Поисковая реклама,Новый продукт,Лояльный,Мобильное устройство,25.01,0,0,0.0
MKT001358,2025-02-23,Поисковая реклама,Имиджевая кампания,Лояльный,Мобильное устройство,23.51,0,0,0.0
MKT002311,2025-01-15,Поисковая реклама,Имиджевая кампания,Повторный,Компьютер,,0,0,0.0
MKT003159,2025-07-08,Email,Программа лояльности,Лояльный,Мобильное устройство,1.63,0,0,0.0
MKT006376,2025-05-25,Email,Сезонная акция,Новый,Мобильное устройство,1.87,0,0,0.0
MKT008968,2025-02-15,Поисковая реклама,Новый продукт,Повторный,Планшет,18.7,0,0,0.0
MKT000422,2025-12-16,Социальные сети,Новый продукт,Лояльный,Компьютер,13.31,0,0,0.0
MKT005922,2025-08-29,Push,Новый продукт,Новый,Мобильное устройство,2.39,0,0,0.0
MKT007711,2025-04-20,Email,Имиджевая кампания,Новый,Мобильное устройство,2.28,0,0,0.0
MKT008432,2025-04-20,Медийная реклама,Программа лояльности,Новый,Мобильное устройство,4.72,0,0,0.0
MKT002937,2025-03-29,Социальные сети,Ретаргетинг,Повторный,Компьютер,9.88,0,0,0.0
MKT002993,2025-05-11,Email,Имиджевая кампания,Повторный,Мобильное устройство,1.81,0,0,0.0
MKT007516,2025-11-18,Email,Сезонная акция,Новый,Мобильное устройство,2.65,0,0,0.0
MKT003085,2025-03-03,Медийная реклама,Ретаргетинг,Новый,Компьютер,6.5,0,0,0.0
MKT003411,2025-04-21,Email,Сезонная акция,Повторный,Мобильное устройство,2.5,1,1,4551.1
MKT005565,2025-05-17,Поисковая реклама,Новый продукт,Новый,Мобильное устройство,16.67,0,0,0.0
MKT004053,2025-01-28,Социальные сети,Ретаргетинг,Новый,Компьютер,7.54,0,0,0.0
MKT000729,2025-01-09,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,23.3,0,0,0.0
MKT004340,2025-08-28,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,10.17,1,0,0.0
MKT008257,2025-04-08,Медийная реклама,Новый продукт,Новый,Мобильное устройство,,0,0,0.0
MKT003729,2025-01-28,Социальные сети,Новый продукт,Новый,мобильное ,7.27,0,0,0.0
MKT008540,2025-02-13,Email,Сезонная акция,Лояльный,Компьютер,1.98,0,0,0.0
MKT004685,2025-11-25,Push,Сезонная акция,Лояльный,Мобильное устройство,1.68,0,0,0.0
MKT004604,2025-05-15,Email,Ретаргетинг,Новый,Мобильное устройство,1.49,0,0,0.0
MKT005890,2025-03-07,Email,Сезонная акция,Лояльный,Мобильное устройство,4.36,0,0,0.0
MKT007219,2025-09-26,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,17.94,0,0,0.0
MKT005770,2025-10-18,Социальные сети,Новый продукт,Повторный,Планшет,10.82,0,0,0.0
MKT008075,2025-08-07,Социальные сети,Новый продукт,Повторный,Мобильное устройство,11.96,0,0,0.0
MKT002365,2025-09-25,Медийная реклама,Имиджевая кампания,Новый,Мобильное устройство,4.78,0,0,0.0
MKT006864,2025-07-24,Социальные сети,Имиджевая кампания,Новый,Компьютер,11.65,0,0,0.0
MKT005559,2025-03-14,Медийная реклама,Сезонная акция,Лояльный,Мобильное устройство,4.44,0,0,0.0
MKT003392,2025-06-05,Социальные сети,Новый продукт,Лояльный,Мобильное устройство,11.3,0,0,0.0
MKT004531,2025-07-03,Push,Новый продукт,Новый,Компьютер,1.42,0,0,0.0
MKT001188,2025-01-20,Социальные сети,Программа лояльности,Лояльный,Мобильное устройство,6.28,0,0,0.0
MKT007801,2025-12-07,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,37.21,0,0,0.0
MKT006165,2025-08-19,Email,Имиджевая кампания,Лояльный,Компьютер,3.01,1,1,2980.92
MKT003015,2025-12-02,Email,Имиджевая кампания,Новый,Мобильное устройство,4.24,0,0,0.0
MKT008879,2025-11-23,Email,Ретаргетинг,Лояльный,Компьютер,2.28,0,0,0.0
MKT002863,2025-01-22,Email,Сезонная акция,Лояльный,Компьютер,3.22,0,0,0.0
MKT005212,2025-02-17,Медийная реклама,Имиджевая кампания,Лояльный,Мобильное устройство,6.47,0,0,0.0
MKT002190,2025-07-28,Email,Имиджевая кампания,Повторный,Компьютер,2.12,0,0,0.0
MKT000879,2025-11-07,Email,Ретаргетинг,Повторный,Компьютер,2.51,0,0,0.0
MKT006230,2025-12-06,Медийная реклама,Сезонная акция,Повторный,Мобильное устройство,5.95,0,0,0.0
MKT001853,2025-12-09,Поисковая реклама,Ретаргетинг,Повторный,Мобильное устройство,20.99,0,0,0.0
MKT002447,2025-08-18,Медийная реклама,Имиджевая кампания,Лояльный,Компьютер,9.21,0,0,0.0
MKT006787,2025-09-29,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,13.59,0,0,0.0
MKT003787,2025-08-07,Email,Новый продукт,Новый,Мобильное устройство,1.73,0,0,0.0
MKT007744,2025-05-04,Медийная реклама,Сезонная акция,Новый,Мобильное устройство,10.5,0,0,0.0
MKT003436,2025-06-19,Медийная реклама,Ретаргетинг,Новый,Мобильное устройство,6.75,0,0,0.0
MKT004226,2025-08-02,Медийная реклама,Имиджевая кампания,Новый,Компьютер,7.53,0,0,
MKT005801,2025-11-13,Push,Новый продукт,Лояльный,Компьютер,2.81,0,0,0.0
MKT005581,2025-06-06,Email,Ретаргетинг,Повторный,Мобильное устройство,1.79,0,0,0.0
MKT007308,2025-11-19,Медийная реклама,Имиджевая кампания,Повторный,Компьютер,9.19,0,0,0.0
MKT005630,2025-10-26,Push,Ретаргетинг,Новый,Мобильное устройство,1.54,0,0,0.0
MKT001163,2025-08-28,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,11.94,0,0,0.0
MKT006472,2025-05-28,Поисковая реклама,Программа лояльности,Новый,Мобильное устройство,15.27,0,0,0.0
MKT006145,2025-04-22,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,7.86,0,0,0.0
MKT000458,2025-02-25,Поисковая реклама,Сезонная акция,Лояльный,Мобильное устройство,22.42,1,0,0.0
MKT009686,2025-03-23,Push,Имиджевая кампания,Лояльный,Планшет,1.05,0,0,0.0
MKT000132,2025-03-06,Email,Ретаргетинг,Новый,Мобильное устройство,1.84,0,0,0.0
MKT001109,2025-12-09,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,13.57,0,0,0.0
MKT002130,2025-01-21,Поисковая реклама,Ретаргетинг,Повторный,Мобильное устройство,18.49,0,0,0.0
MKT009131,2025-02-20,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,7.31,1,0,0.0
MKT002720,2025-11-07,Социальные сети,Новый продукт,Повторный,Мобильное устройство,9.08,0,0,0.0
MKT006190,2025-02-15,Социальные сети,Сезонная акция,Повторный,Компьютер,12.49,0,0,0.0
MKT000984,2025-11-06,Социальные сети,Новый продукт,Повторный,Мобильное устройство,7.93,0,0,0.0
MKT004516,2025-02-10,Медийная реклама,Ретаргетинг,Новый,Мобильное устройство,4.86,0,0,0.0
MKT009722,2025-07-16,Социальные сети,Ретаргетинг,Повторный,Компьютер,8.43,0,0,0.0
MKT009242,2025-05-26,Медийная реклама,Ретаргетинг,Новый,Мобильное устройство,5.82,0,0,0.0
MKT006606,2025-07-02,Социальные сети,Имиджевая кампания,Новый,Компьютер,10.47,0,0,0.0
MKT003337,2025-01-27,Медийная реклама,Сезонная акция,Лояльный,Мобильное устройство,,0,0,0.0
MKT007120,2025-11-19,Медийная реклама,Программа лояльности,Новый,Компьютер,5.53,0,0,0.0
MKT001247,2025-09-27,Поисковая реклама,Программа лояльности,Лояльный,Компьютер,11.45,0,0,0.0
MKT001048,2025-10-04,Медийная реклама,Имиджевая кампания,Лояльный,Мобильное устройство,7.55,0,0,0.0
MKT001722,2025-03-28,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,20.22,1,0,0.0
MKT009665,2025-05-30,Медийная реклама,Новый продукт,Лояльный,Мобильное устройство,6.07,0,0,0.0
MKT003605,2025-06-06,Социальные сети,Программа лояльности,Лояльный,Мобильное устройство,8.21,0,0,0.0
MKT009548,2025-08-17,Push,Программа лояльности,Повторный,Компьютер,1.16,0,0,0.0
MKT006492,2025-11-30,Email,Сезонная акция,Лояльный,Компьютер,2.25,0,0,0.0
MKT008936,2025-04-14,Медийная реклама,Ретаргетинг,Повторный,Компьютер,5.31,0,0,0.0
MKT000051,2025-08-31,Социальные сети,Новый продукт,Новый,Мобильное устройство,11.97,0,0,0.0
MKT008456,2025-05-31,Email,Программа лояльности,Новый,Компьютер,1.95,0,0,0.0
MKT005735,2025-03-29,Медийная реклама,Ретаргетинг,Повторный,Мобильное устройство,7.72,0,0,0.0
MKT001101,2025-07-26,Медийная реклама,Новый продукт,Новый,Компьютер,8.08,0,0,0.0
MKT007133,2025-08-07,Медийная реклама,Новый продукт,Лояльный,Компьютер,6.89,0,0,0.0
MKT001027,2025-11-09,Медийная реклама,Имиджевая кампания, лояльный,Мобильное устройство,9.37,0,0,0.0
MKT008512,2025-03-07,Push,Ретаргетинг,Лояльный,Мобильное устройство,1.81,0,0,0.0
MKT008099,2025-10-25,Email,Имиджевая кампания,Новый,Компьютер,1.4,0,0,0.0
MKT002385,2025-02-27,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,7.46,0,0,0.0
MKT005884,2025-10-31,Поисковая реклама,Программа лояльности,Лояльный,Компьютер,15.66,0,0,0.0
MKT005404,2025-02-16,Email,Сезонная акция,Повторный,Мобильное устройство,2.98,0,0,0.0
MKT001738,2025-04-13,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,17.91,0,0,0.0
MKT008440,2025-10-29,Социальные сети,Программа лояльности,Лояльный,Мобильное устройство,8.03,0,0,0.0
MKT003485,2025-02-03,Поисковая реклама,Ретаргетинг,Лояльный,Мобильное устройство,29.0,0,0,0.0
MKT002642,2025-11-09,Социальные сети,Ретаргетинг,Новый,Компьютер,11.72,0,0,0.0
MKT006925,2025-07-04,Медийная реклама,Ретаргетинг,Повторный,Компьютер,5.08,0,0,0.0
MKT003937,2025-12-10,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,16.28,1,0,0.0
MKT003994,2025-08-18,Поисковая реклама,Имиджевая кампания,Новый,Планшет,16.27,0,0,0.0
MKT001818,2025-10-30,Push,Ретаргетинг,Новый,Компьютер,1.37,1,0,0.0
MKT007677,2025-09-06,Социальные сети,Программа лояльности,Повторный,Мобильное устройство,9.84,0,0,0.0
MKT007952,2025-06-12,Email,Ретаргетинг,Повторный,Мобильное устройство,2.95,1,0,0.0
MKT005292,2025-11-12,Email,Имиджевая кампания,Новый,Мобильное устройство,-5.0,0,0,0.0
MKT008979,2025-05-13,Медийная реклама,Ретаргетинг,Повторный,Компьютер,7.94,0,0,0.0
MKT000233,2025-08-18,Социальные сети,Новый продукт,Новый,Компьютер,10.86,0,0,0.0
MKT001056,2025-10-28,Поисковая реклама,Программа лояльности,Новый,Мобильное устройство,21.94,0,0,0.0
MKT007725,2025-03-11,Поисковая реклама,Сезонная акция,Повторный,Компьютер,28.43,0,0,0.0
MKT007659,2025-03-23,Email,Сезонная акция,Новый,Мобильное устройство,2.59,0,0,0.0
MKT001069,2025-04-04,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,14.25,0,0,0.0
MKT007875,2025-11-15,Email,Ретаргетинг,Новый,Компьютер,1.41,1,0,0.0
MKT004611,2025-12-22,Медийная реклама,Ретаргетинг,Повторный,Планшет,6.05,0,0,0.0
MKT001281,2025-08-23,Email,Сезонная акция,Новый,Мобильное устройство,2.58,0,0,0.0
MKT004897,2025-11-30,Email,Программа лояльности,Новый,Мобильное устройство,2.69,0,0,0.0
MKT000009,2025-06-09,Email,Программа лояльности,Новый,Мобильное устройство,1.46,0,0,0.0
MKT008708,25.04.2025,Push,Сезонная акция,Новый,Компьютер,1.18,0,0,0.0
MKT005755,2025-08-19,Поисковая реклама,Ретаргетинг,Лояльный,Компьютер,14.87,0,0,0.0
MKT001915,2025-10-21,Email,Новый продукт,Лояльный,Мобильное устройство,2.37,0,0,0.0
MKT008672,2025-10-13,Email,Имиджевая кампания,Повторный,Компьютер,2.65,0,0,0.0
MKT009836,2025-07-13,Медийная реклама,Новый продукт,Лояльный,Компьютер,6.46,0,0,0.0
MKT001450,2025-07-21,Медийная реклама,Имиджевая кампания,Повторный,Мобильное устройство,5.72,0,0,0.0
MKT001217,2025-11-06,Push,Имиджевая кампания,Повторный,Мобильное устройство,2.02,0,0,0.0
