order_id,order_date,client_id,product_id,region,channel,quantity,discount,delivery_days,unit_price,revenue,rating,is_returned,category
ORD-0061695,2026-03-28,CL-04717,PR-0598,Самара,offline,3,0.04,5,3324.02,9621.16,4.3,0,Товары для дома
ORD-0061696,2026-01-09,CL-10452,PR-0451,Новосибирск,online,3,0.13,2,18434.28,48016.6,4.3,0,Бытовая техника
ORD-0061697,2026-06-12,CL-13374,PR-0561,Санкт-Петербург,marketplace,5,0.0,1,1161.98,5809.89,4.2,0,Товары для дома
ORD-0061698,2026-03-01,CL-05823,PR-0525,Краснодар,online,2,0.0,3,10595.37,21190.75,4.0,0,Электроника
ORD-0061699,2026-03-13,CL-14320,PR-0161,Москва,marketplace,2,0.13,4,3553.41,6150.51,4.7,0,Одежда
ORD-0061700,2026-04-30,CL-06217,PR-0513,Москва,mobile_app,5,0.26,6,3640.4,13452.75,5.0,0,Одежда
ORD-0061701,2026-03-31,CL-13957,PR-0098,Краснодар,offline,1,0.17,3,11768.04,9744.03,3.9,0,Электроника
ORD-0061702,2026-01-12,CL-07799,PR-0074,Нижний Новгород,marketplace,4,0.12,3,3426.8,12010.63,4.4,0,Спорт
ORD-0061703,2026-03-19,CL-07764,PR-0416,Воронеж,online,1,0.09,4,3329.13,3017.8,4.5,0,Косметика
ORD-0061704,2026-02-05,CL-03833,PR-0262,,online,2,0.19,3,1843.29,2979.06,4.3,0,Косметика
ORD-0061705,2026-02-24,CL-03415,PR-0503,Краснодар,marketplace,5,0.12,4,7943.19,34918.25,4.5,0,Спорт
ORD-0061706,2026-03-19,CL-04404,PR-0077,Москва,ONLINE ,1,0.0,1,11360.16,11360.16,5.0,1,Бытовая техника
ORD-0061707,2026-01-17,CL-16269,PR-0278,Казань,mobile_app,3,0.19,3,3342.72,8103.34,4.7,0,Одежда
ORD-0061708,2026-03-09,CL-02766,PR-0191,Санкт-Петербург,marketplace,6,0.15,7,2077.09,10635.39,4.6,0,Товары для дома
ORD-0061709,2026-02-05,CL-10781,PR-0308,Ростов-на-Дону,marketplace,5,0.1,1,1695.12,7590.89,4.3,0,Косметика
ORD-0061710,2026-06-16,CL-06798,PR-0502,Краснодар,mobile_app,4,0.17,3,2522.82,8408.49,4.2,0,Товары для дома
ORD-0061711,2026-03-20,CL-03054,PR-0331,Казань,online,2,0.09,2,22223.9,40297.31,4.3,0,Бытовая техника
ORD-0061712,2026-04-06,CL-10533,PR-0472,Санкт-Петербург,offline,4,0.23,4,6955.75,21546.7,3.7,0,Электроника
ORD-0061713,2026-01-13,CL-12304,PR-0058,Москва,mobile_app,3,0.12,3,1224.55,3235.58,4.7,0,Одежда
ORD-0061714,2026-06-09,CL-03684,PR-0405,Санкт-Петербург,online,3,0.15,4,17447.37,44517.8,4.9,0,Бытовая техника
ORD-0061715,2026-01-22,CL-10288,PR-0441,Москва,marketplace,2,0.12,3,2777.19,4907.38,4.1,0,Одежда
ORD-0061716,2026-03-14,CL-07228,PR-0509,Воронеж,marketplace,5,0.19,3,5953.25,24240.47,4.7,0,Спорт
ORD-0061717,2026-04-30,CL-13788,PR-0639,Краснодар,marketplace,1,0.12,5,1328.6,1175.5,3.9,0,Косметика
ORD-0061718,2026-04-15,CL-17812,PR-0464,Санкт-Петербург,offline,3,0.03,4,1069.88,3113.22,4.2,0,Спорт
ORD-0061719,2026-04-12,CL-15271,PR-0248,Казань,marketplace,4,0.25,7,4211.21,12640.43,4.4,0,Одежда
ORD-0061720,2026-04-12,CL-05983,PR-0444,Нижний Новгород,online,2,0.0,5,3239.49,6478.98,4.3,0,Косметика
ORD-0061721,2026-03-08,CL-09342,PR-0144,Санкт-Петербург,online,4,0.15,1,4463.84,15254.92,4.6,0,Электроника
ORD-0061722,2026-01-29,CL-10028,PR-0157,Новосибирск,offline,2,0.24,4,11886.3,18033.46,4.3,0,Электроника
ORD-0061723,2026-06-28,CL-02290,PR-0390,Ростов-на-Дону,online,4,0.26,4,2314.39,6865.74,4.1,0,Косметика
ORD-0061724,2026-01-03,CL-05171,PR-0285,Санкт-Петербург,marketplace,3,0.14,4,2942.04,7610.4,4.3,0,Спорт
ORD-0061725,2026-02-06,CL-12562,PR-0558,Москва,marketplace,5,0.15,3,3705.47,15711.96,4.0,0,Одежда
ORD-0061726,2026-02-18,CL-03184,PR-0211,Москва,online,1,0.11,4,2936.31,2609.29,,1,Товары для дома
ORD-0061727,2026-02-21,CL-06879,PR-0440,Санкт-Петербург,online,5,0.15,4,10834.59,46283.82,4.2,0,Электроника
ORD-0061728,2026-01-10,CL-00265,PR-0461,Самара,online,4,0.03,8,3450.62,13343.93,4.7,0,Товары для дома
ORD-0061729,2026-05-02,CL-06492,PR-0527,Санкт-Петербург,mobile_app,1,0.15,2,7120.59,6055.89,4.4,0,Бытовая техника
ORD-0061730,2026-05-15,CL-02497,PR-0350,Краснодар,marketplace,1,0.06,7,8905.94,8329.11,3.5,0,Электроника
ORD-0061731,2026-02-05,CL-01479,PR-0270,Краснодар,mobile_app,4,0.21,2,2062.43,6493.87,5.0,1,Косметика
ORD-0061732,2026-06-02,CL-17153,PR-0636,Самара,marketplace,4,0.16,4,4600.23,15387.25,4.3,0,Спорт
ORD-0061733,2026-03-01,CL-14604,PR-0517,Воронеж,mobile_app,4,0.11,5,3726.67,13206.5,4.4,0,Одежда
ORD-0061734,2026-03-03,CL-04243,PR-0257,,mobile_app,3,0.07,4,5433.44,15100.13,,0,Электроника
ORD-0061735,2026-03-25,CL-02393,PR-0056,Краснодар,online,4,0.1,4,14474.35,51864.19,4.8,0,Бытовая техника
ORD-0061736,2026-02-01,CL-12190,PR-0268,Самара,offline,5,0.05,7,18214.49,86375.97,5.0,0,Электроника
ORD-0061737,2026-05-25,CL-11270,PR-0130,Санкт-Петербург,marketplace,3,0.19,3,4236.05,10307.83,4.1,0,Одежда
ORD-0061738,2026-01-27,CL-01240,PR-0616,Самара,offline,2,0.27,5,5461.22,7939.12,4.2,0,Электроника
ORD-0061739,2026-06-01,CL-02126,PR-0574,Новосибирск,online,4,0.12,2,6804.0,24058.75,4.1,0,Электроника
ORD-0061740,2026-04-02,CL-16912,PR-0019,Ростов-на-Дону,marketplace,1,0.13,3,3930.0,3432.53,5.0,0,Одежда
ORD-0061741,2026-02-10,CL-01708,PR-0450,Краснодар,marketplace,4,0.16,5,2797.22,9412.21,3.4,0,Товары для дома
ORD-0061742,2026-03-21,CL-12638,PR-0284,Ростов-на-Дону,online,3,0.04,5,2732.27,7859.36,4.3,0,Одежда
ORD-0061743,2026-05-23,CL-00801,PR-0625,Ростов-на-Дону,marketplace,3,0.21,2,3873.96,9132.63,5.0,0,Электроника
ORD-0061744,2026-06-19,CL-06735,PR-0352,Москва,online,3,0.0,6,8250.07,24750.21,3.8,0,Электроника
ORD-0061745,2026-03-03,CL-11848,PR-0528,Нижний Новгород,online,5,0.03,4,11249.38,54381.02,4.4,0,Бытовая техника
ORD-0061746,2026-06-13,CL-08511,PR-0643,Самара,marketplace,1,0.18,3,3840.92,3154.32,5.0,0,Одежда
ORD-0061747,2026-04-05,CL-17416,PR-0553,Нижний Новгород,marketplace,2,0.02,4,2514.51,4916.53,4.8,0,Одежда
ORD-0061748,2026-06-20,CL-01705,PR-0026,Москва,online,3,0.05,2,3339.05,9477.54,4.7,0,Одежда
ORD-0061749,2026-03-29,CL-07458,PR-0430,Ростов-на-Дону,mobile_app,4,0.25,2,3113.71,9333.62,4.7,0,Одежда
ORD-0061750,2026-04-28,CL-11028,PR-0144,Санкт-Петербург,marketplace,3,0.0,7,4850.48,14551.44,4.2,0,Электроника
ORD-0061751,2026-05-08,CL-14707,PR-0142,Санкт-Петербург,marketplace,1,0.07,3,1638.97,1529.97,4.8,0,Косметика
ORD-0061752,2026-06-02,CL-08167,PR-0099,Ростов-на-Дону,mobile_app,1,0.04,4,2854.29,2742.93,3.7,0,Косметика
ORD-0061753,2026-03-28,CL-14149,PR-0572,Санкт-Петербург,marketplace,3,0.22,3,10741.65,25166.0,4.5,0,Электроника
ORD-0061754,2026-05-26,CL-15442,PR-0585,Нижний Новгород,offline,2,0.31,3,1714.84,2373.85,4.2,0,Электроника
ORD-0061755,2026-02-04,CL-07164,PR-0216,Казань,offline,2,0.14,5,5082.5,8697.21,4.2,0,Электроника
ORD-0061756,2026-02-23,CL-03531,PR-0150,Москва,offline,2,0.14,2,4474.08,7670.14,4.3,0,Электроника
ORD-0061757,2026-01-06,CL-05921,PR-0140,Нижний Новгород,offline,1,0.17,4,699.62,581.51,5.0,0,Одежда
ORD-0061758,2026-04-21,CL-13832,PR-0115,Воронеж,ONLINE ,1,0.14,3,24309.42,20950.16,5.0,0,Бытовая техника
ORD-0061759,2026-03-31,CL-14224,PR-0505,Санкт-Петербург,online,3,0.09,5,3456.81,9452.73,4.4,0,Одежда
ORD-0061760,2026-04-02,CL-08171,PR-0079,Санкт-Петербург,marketplace,2,0.01,4,2559.2,5056.44,4.1,0,Товары для дома
ORD-0061761,2026-03-24,CL-17818,PR-0550,Ростов-на-Дону,online,7,0.16,4,1070.29,6271.44,4.2,0,Косметика
ORD-0061762,2026-04-13,CL-08441,PR-0163,Ростов-на-Дону,marketplace,4,0.2,3,2882.1,9233.22,4.2,0,Одежда
ORD-0061763,2026-04-19,CL-13336,PR-0237,Нижний Новгород,offline,2,0.08,1,3168.07,5818.85,4.7,0,Товары для дома
ORD-0061764,2026-03-21,CL-08901,PR-0348,Казань,online,2,0.02,4,1808.22,3530.22,4.4,0,Косметика
ORD-0061765,2026-06-07,CL-16260,PR-0155,Казань,marketplace,4,0.21,5,2306.16,7253.31,4.2,0,Косметика
ORD-0061766,2026-02-14,CL-17541,PR-0441,Москва,marketplace,1,0.01,4,3559.78,3541.89,4.4,0,Одежда
ORD-0061767,2026-04-01,CL-09141,PR-0091,Москва,online,3,0.09,2,12342.57,33805.25,4.7,0,Электроника
ORD-0061768,2026-05-24,CL-00430,PR-0560,Новосибирск,marketplace,6,0.05,6,2274.81,12945.59,4.8,0,Косметика
ORD-0061769,2026-05-05,CL-13381,PR-0443,Нижний Новгород,mobile_app,4,0.08,5,2996.88,11079.07,4.3,1,Одежда
ORD-0061770,2026-01-28,CL-12714,PR-0279,Новосибирск,online,2,0.12,4,1358.51,2399.44,4.3,0,Косметика
ORD-0061771,2026-04-26,CL-17742,PR-0271,Екатеринбург,MARKETPLACE ,3,0.06,2,10169.9,28536.08,5.0,0,Электроника
ORD-0061772,2026-02-18,CL-06293,PR-0596,Нижний Новгород,mobile_app,1,0.0,4,2246.39,2246.39,4.2,0,Товары для дома
ORD-0061773,2026-03-31,CL-09954,PR-0289,Москва,online,4,0.14,3,1263.93,4361.1,4.6,1,Косметика
ORD-0061774,2026-05-27,CL-06143,PR-0131,Ростов-на-Дону,mobile_app,3,0.11,4,1305.2,3500.83,4.6,0,Косметика
ORD-0061775,2026-03-18,CL-05159,PR-0624,Воронеж,online,2,0.33,3,11641.31,15625.81,4.3,0,Электроника
ORD-0061776,2026-06-11,CL-10248,PR-0565,Екатеринбург,online,4,0.12,4,15042.35,52865.77,4.7,0,Бытовая техника
ORD-0061777,2026-04-11,CL-13077,PR-0599,Ростов-на-Дону,mobile_app,5,0.22,2,316.84,1234.03,4.3,0,Товары для дома
ORD-0061778,2026-06-18,CL-16032,PR-0174,Новосибирск,marketplace,3,0.13,5,10432.93,27196.78,,0,Бытовая техника
ORD-0061779,2026-04-25,CL-10080,PR-0384,Санкт-Петербург,mobile_app,4,0.07,3,18719.99,69505.84,4.4,0,Бытовая техника
ORD-0061780,2026-06-21,CL-09540,PR-0561,Ростов-на-Дону,online,4,0.19,7,1465.44,4754.32,3.9,0,Товары для дома
ORD-0061781,2026-02-22,CL-02817,PR-0090,Новосибирск,online,5,0.0,2,3962.09,19810.43,4.1,0,Одежда
ORD-0061782,2026-01-27,CL-08432,PR-0582,,marketplace,3,0.18,4,3410.42,8339.88,3.8,0,Одежда
ORD-0061783,2026-06-25,CL-16408,PR-0273,Самара,mobile_app,4,0.18,4,4748.77,15525.72,4.0,0,Спорт
ORD-0061784,2026-04-08,CL-02718,PR-0413,Москва,offline,2,0.06,1,5361.09,10101.09,4.3,0,Электроника
ORD-0061785,2026-06-14,CL-08247,PR-0053,Самара,offline,2,0.23,5,3325.07,5149.55,4.0,0,Одежда
ORD-0061786,2026-02-02,CL-00902,PR-0251,Казань,online,4,0.24,2,9117.27,27867.39,4.5,0,Электроника
ORD-0061787,2026-06-09,CL-01275,PR-0255,Екатеринбург,online,4,0.11,2,6825.52,24356.82,4.7,0,Спорт
ORD-0061788,2026-03-29,CL-13259,PR-0192,Самара,offline,1,0.2,2,10580.83,8444.61,5.0,0,Электроника
ORD-0061789,2026-01-18,CL-09752,PR-0141,Москва,online,4,0.15,4,3609.27,12216.43,3.9,0,Одежда
ORD-0061790,2026-05-13,CL-13253,PR-0386,Краснодар,offline,3,0.15,2,2966.67,7580.44,4.1,0,Одежда
ORD-0061791,2026-04-10,CL-07982,PR-0406,Нижний Новгород,marketplace,2,0.19,3,2938.91,4778.46,4.6,0,Одежда
ORD-0061792,2026-06-25,CL-10972,PR-0481,Казань,offline,8,0.03,2,2418.59,18819.65,4.6,0,Косметика
ORD-0061793,2026-04-28,CL-14469,PR-0222,Москва,offline,3,0.14,5,12820.67,33262.81,4.9,0,Бытовая техника
ORD-0061794,2026-06-24,CL-04593,PR-0070,Казань,online,3,0.07,5,4017.33,11189.17,4.6,0,Одежда
ORD-0061795,2026-06-10,CL-08455,PR-0485,Самара,marketplace,4,0.12,5,8641.85,30579.52,4.7,0,Электроника
ORD-0061796,2026-04-14,CL-00650,PR-0277,Нижний Новгород,marketplace,2,0.21,6,2961.07,4681.46,4.3,0,Одежда
ORD-0061797,2026-04-25,CL-00991,PR-0539,Санкт-Петербург,marketplace,2,0.04,5,2647.72,5101.92,4.6,0,Товары для дома
ORD-0061798,2026-03-12,CL-09278,PR-0089,Санкт-Петербург,online,2,0.0,1,2156.04,4294.51,4.8,0,Товары для дома
ORD-0061799,2026-06-01,CL-09039,PR-0510,Екатеринбург,online,4,0.19,5,3959.59,12827.68,4.2,0,Одежда
ORD-0061800,2026-03-06,CL-11051,PR-0265,Москва,online,3,0.14,8,2397.73,6179.3,3.9,0,Спорт
ORD-0061801,2026-06-08,CL-03167,PR-0350,Новосибирск,online,2,0.2,4,7680.43,12360.89,3.5,0,Электроника
ORD-0061802,2026-04-09,CL-07657,PR-0362,,marketplace,4,0.25,4,1452.17,4376.04,3.6,0,Одежда
ORD-0061803,2026-06-24,CL-07685,PR-0137,Москва,marketplace,3,0.19,3,3836.18,9338.43,4.2,0,Товары для дома
ORD-0061804,2026-01-22,CL-02672,PR-0231,Москва,online,2,0.13,3,3677.67,6403.3,4.3,0,Одежда
ORD-0061805,2026-02-24,CL-14632,PR-0258,Москва,marketplace,2,0.03,3,2032.9,3925.67,5.0,0,Товары для дома
ORD-0061806,2026-03-09,CL-08109,PR-0177,Москва,marketplace,2,0.22,6,2748.86,4271.19,4.1,0,Товары для дома
ORD-0061807,2026-05-01,CL-02920,PR-0267,Воронеж,offline,4,0.15,5,3416.1,11680.44,3.8,0,Товары для дома
ORD-0061808,2026-01-25,CL-09454,PR-0316,Ростов-на-Дону,mobile_app,3,0.15,1,2831.54,7236.68,5.0,0,Товары для дома
ORD-0061809,2026-02-17,CL-02851,PR-0182,Самара,mobile_app,3,0.1,6,1152.93,3096.91,4.6,0,Товары для дома
ORD-0061810,2026-01-12,CL-12411,PR-0190,Ростов-на-Дону,OFFLINE ,5,0.16,6,10279.82,43138.64,4.7,0,Электроника
ORD-0061811,2026-02-26,CL-11487,PR-0434,Москва,online,4,0.11,1,1870.42,6695.46,4.2,0,Косметика
ORD-0061812,2026-06-22,CL-10303,PR-0122,Самара,online,3,0.11,2,6083.94,16157.91,4.3,0,Спорт
ORD-0061813,2026-06-11,CL-07961,PR-0229,Москва,mobile_app,2,0.07,4,8798.44,16367.74,3.2,0,Электроника
ORD-0061814,2026-02-27,CL-16074,PR-0156,Санкт-Петербург,offline,3,0.11,1,1826.01,4884.07,4.7,0,Товары для дома
ORD-0061815,2026-05-07,CL-00091,PR-0050,,mobile_app,2,0.17,1,4771.6,7929.76,4.6,0,Одежда
ORD-0061816,2026-03-27,CL-01703,PR-0152,Новосибирск,mobile_app,7,0.08,3,2551.9,16467.34,3.9,0,Одежда
ORD-0061817,2026-02-24,CL-07901,PR-0347,Нижний Новгород,online,3,0.15,3,3873.37,9865.6,5.0,0,Товары для дома
ORD-0061818,2026-05-06,CL-11653,PR-0582,Москва,mobile_app,3,0.06,5,2816.97,7968.18,5.0,0,Одежда
ORD-0061819,2026-03-06,CL-17035,PR-0018,Самара,online,2,0.19,6,2954.07,4812.19,3.8,0,Товары для дома
ORD-0061820,2026-04-02,CL-05716,PR-0355,Санкт-Петербург,marketplace,5,0.1,8,3895.1,17438.7,4.3,0,Спорт
ORD-0061821,2026-01-14,CL-08571,PR-0267,Москва,mobile_app,4,0.14,3,3001.32,10321.08,4.0,0,Товары для дома
ORD-0061822,2026-06-11,CL-04216,PR-0495,Санкт-Петербург,marketplace,1,0.24,2,3015.56,2289.15,3.9,0,Товары для дома
ORD-0061823,2026-06-09,CL-02014,PR-0300,Самара,mobile_app,6,0.35,3,1739.74,6777.44,4.0,0,Косметика
ORD-0061824,2026-06-13,CL-01534,PR-0494,Нижний Новгород,mobile_app,2,0.08,3,6366.04,11727.27,4.0,0,Спорт
ORD-0061825,2026-03-14,CL-12498,PR-0543,,offline,5,0.04,3,7538.24,36220.69,4.5,0,Электроника
ORD-0061826,2026-02-20,CL-04295,PR-0330,Нижний Новгород,marketplace,2,0.11,6,1346.3,2404.95,4.6,0,Товары для дома
ORD-0061827,2026-04-10,CL-08417,PR-0538,Самара,marketplace,2,0.12,6,8117.26,14215.85,4.4,0,Электроника
ORD-0061828,2026-03-19,CL-13735,PR-0389,Краснодар,marketplace,3,0.12,3,4496.36,11817.09,4.1,0,Одежда
ORD-0061829,2026-03-01,CL-13852,PR-0379,Москва,online,3,0.18,9,3367.43,8235.53,4.1,0,Товары для дома
ORD-0061830,2026-02-06,CL-16075,PR-0195,,online,2,0.09,5,5015.09,9170.14,4.0,0,Электроника
ORD-0061831,2026-03-06,CL-03533,PR-0092,Казань,mobile_app,1,0.06,3,2174.68,2053.95,4.4,0,Товары для дома
ORD-0061832,2026-06-17,CL-12764,PR-0390,Самара,online,3,0.0,2,2948.07,8844.2,3.9,1,Косметика
ORD-0061833,2026-05-10,CL-17245,PR-0207,Самара,offline,7,0.1,1,2003.69,12612.54,4.2,0,Товары для дома
ORD-0061834,2026-01-11,CL-13011,PR-0014,Санкт-Петербург,online,4,0.24,1,5024.19,15204.26,4.8,0,Спорт
ORD-0061835,2026-02-14,CL-00035,PR-0307,Санкт-Петербург,mobile_app,1,0.22,5,3312.56,2593.98,4.6,0,Товары для дома
ORD-0061836,2026-05-26,CL-05745,PR-0395,Новосибирск,mobile_app,3,0.01,2,10088.14,29933.91,5.0,0,Электроника
ORD-0061837,2026-02-25,CL-15854,PR-0445,Самара,online,2,0.06,4,9161.69,17291.88,4.1,0,Бытовая техника
ORD-0061838,2026-05-30,CL-06029,PR-0012,,marketplace,2,0.09,5,4595.01,8320.96,4.4,0,Спорт
ORD-0061839,2026-05-14,CL-01119,PR-0650,Москва,mobile_app,7,0.17,2,2023.54,11825.81,4.9,0,Одежда
ORD-0061840,2026-06-08,CL-13620,PR-0508,Воронеж,online,3,0.16,3,9389.52,23743.24,4.6,0,Электроника
ORD-0061841,2026-06-20,CL-05544,PR-0056,Санкт-Петербург,online,3,0.27,2,15065.5,32967.98,4.1,0,Бытовая техника
ORD-0061842,2026-04-27,CL-03962,PR-0606,Санкт-Петербург,offline,4,0.11,5,17005.12,60618.0,4.2,0,Бытовая техника
ORD-0061843,2026-05-29,CL-06294,PR-0060,Казань,offline,8,0.05,6,8689.35,66263.08,4.0,0,Электроника
ORD-0061844,2026-04-03,CL-04102,PR-0168,Казань,marketplace,2,0.18,2,7278.46,11865.41,4.5,0,Электроника
ORD-0061845,2026-06-08,CL-15450,PR-0131,Краснодар,marketplace,2,0.02,6,1420.28,2790.57,4.4,0,Косметика
ORD-0061846,2026-04-19,CL-16264,PR-0077,Санкт-Петербург,offline,3,0.1,6,11032.83,29749.59,4.3,0,Бытовая техника
ORD-0061847,2026-01-17,CL-12030,PR-0334,Воронеж,online,4,0.13,7,1569.12,5434.11,4.5,0,Товары для дома
ORD-0061848,2026-02-04,CL-11830,PR-0525,Самара,mobile_app,2,0.09,1,9704.48,17572.29,4.8,0,Электроника
ORD-0061849,2026-03-23,CL-01671,PR-0085,Москва,mobile_app,2,0.14,3,2968.5,5090.71,4.6,1,Спорт
ORD-0061850,2026-02-01,CL-13230,PR-0124,Москва,online,2,0.15,5,17044.56,28910.23,,0,Бытовая техника
ORD-0061851,2026-02-03,CL-00318,PR-0512,Екатеринбург,online,2,0.07,4,6463.06,11999.09,4.0,0,Электроника
ORD-0061852,2026-05-23,CL-06030,PR-0155,Москва,mobile_app,5,0.03,4,2297.61,11189.36,4.0,0,Косметика
ORD-0061853,2026-01-09,CL-02272,PR-0132,Ростов-на-Дону,marketplace,4,0.06,3,6608.07,24733.17,4.8,0,Бытовая техника
ORD-0061854,2026-04-09,CL-09617,PR-0112,Воронеж,offline,1,0.12,3,9866.51,8685.14,4.1,0,Электроника
ORD-0061855,2026-05-16,CL-10736,PR-0563,Ростов-на-Дону,online,3,0.17,8,14392.09,35887.46,4.2,0,Бытовая техника
ORD-0061856,2026-06-17,CL-02968,PR-0533,Воронеж,online,1,0.0,4,3633.72,3627.02,4.2,0,Спорт
ORD-0061857,2026-03-15,CL-05708,PR-0287,Москва,ONLINE ,2,0.1,6,2938.94,5295.61,4.2,0,Товары для дома
ORD-0061858,2026-02-18,CL-04346,PR-0058,Москва,offline,3,0.14,2,1040.92,2672.08,3.8,0,Одежда
ORD-0061859,2026-05-07,CL-17774,PR-0228,Екатеринбург,online,2,0.0,4,2930.11,5835.87,4.4,0,Товары для дома
ORD-0061860,2026-02-20,CL-02514,PR-0532,Москва,online,4,0.14,3,2484.39,8570.35,4.1,0,Одежда
ORD-0061861,2026-01-20,CL-14320,PR-0116,Новосибирск,online,4,0.27,5,3945.46,11536.25,,0,Одежда
ORD-0061862,2026-04-02,CL-04781,PR-0156,Краснодар,online,1,0.08,3,1958.33,1799.88,4.1,0,Товары для дома
ORD-0061863,2026-02-21,CL-02329,PR-0151,Екатеринбург,offline,4,0.16,1,2173.74,7324.21,4.5,0,Одежда
ORD-0061864,2026-01-15,CL-03517,PR-0419,Казань,online,7,0.04,3,12829.9,86306.72,4.8,0,Бытовая техника
ORD-0061865,2026-04-25,CL-00361,PR-0638,Казань,online,4,0.12,4,1898.42,6649.73,4.9,0,Косметика
ORD-0061866,2026-05-14,CL-03942,PR-0320,Москва,offline,2,0.19,5,2031.83,3272.04,4.1,0,Одежда
ORD-0061867,2026-06-18,CL-06712,PR-0061,Самара,online,4,0.16,2,12506.06,42002.55,4.9,0,Бытовая техника
ORD-0061868,2026-01-31,CL-10951,PR-0476,Казань,ONLINE ,3,0.01,5,4185.55,12388.76,4.4,0,Одежда
ORD-0061869,2026-05-23,CL-12528,PR-0025,Москва,online,3,0.13,6,5923.13,15406.62,4.4,0,Спорт
ORD-0061870,2026-04-12,CL-17223,PR-0428,Москва,offline,3,0.07,2,10103.8,28299.48,,0,Бытовая техника
ORD-0061871,2026-02-07,CL-08145,PR-0100,Воронеж,online,2,0.13,3,1104.08,1930.25,4.5,0,Одежда
ORD-0061872,2026-01-18,CL-00807,PR-0283,Москва,marketplace,1,0.05,4,2162.44,2057.28,4.6,0,Одежда
ORD-0061873,2026-01-28,CL-00448,PR-0551,Нижний Новгород,online,2,0.04,9,2338.74,4504.82,3.6,0,Косметика
ORD-0061874,2026-03-15,CL-15139,PR-0101,Краснодар,online,2,0.17,4,4810.41,8025.76,4.4,1,Электроника
ORD-0061875,2026-05-10,CL-03784,PR-0226,Нижний Новгород,marketplace,4,0.12,5,5118.39,17983.75,4.3,0,Спорт
ORD-0061876,2026-04-11,CL-02566,PR-0454,Ростов-на-Дону,marketplace,2,0.15,3,10732.51,18278.28,4.0,0,Бытовая техника
ORD-0061877,2026-02-04,CL-05094,PR-0488,Москва,offline,3,0.06,5,14979.12,42088.45,4.4,0,Бытовая техника
ORD-0061878,2026-04-06,CL-07692,PR-0333,Самара,online,3,0.37,5,11486.55,21698.58,4.5,0,Бытовая техника
ORD-0061879,2026-03-10,CL-13611,PR-0642,Санкт-Петербург,online,3,0.15,4,1751.86,4477.39,4.4,0,Косметика
ORD-0061880,2026-06-25,CL-08901,PR-0612,Самара,marketplace,2,0.09,4,4030.28,7349.98,5.0,0,Одежда
ORD-0061881,2026-06-10,CL-02806,PR-0031,Екатеринбург,online,2,0.14,3,2473.66,4248.61,4.2,0,Косметика
ORD-0061882,2026-05-01,CL-03515,PR-0091,Воронеж,mobile_app,5,0.26,4,13562.95,50464.49,4.4,0,Электроника
ORD-0061883,2026-05-14,CL-05490,PR-0234,Москва,offline,4,0.06,3,12314.63,46430.47,4.9,1,Электроника
ORD-0061884,2026-04-06,CL-08764,PR-0072,Воронеж,online,6,0.19,9,6752.78,32806.91,4.3,0,Спорт
ORD-0061885,2026-04-23,CL-09883,PR-0525,Новосибирск,mobile_app,4,0.13,3,9289.7,32233.83,3.8,0,Электроника
ORD-0061886,2026-04-28,CL-15741,PR-0330,Москва,marketplace,2,0.0,2,1499.77,2999.54,5.0,0,Товары для дома
ORD-0061887,2026-06-14,CL-10437,PR-0052,Москва,online,3,0.08,6,3071.35,8507.52,4.2,0,Одежда
ORD-0061888,2026-05-14,CL-15602,PR-0650,Москва,online,4,0.0,8,1894.73,7578.91,3.8,0,Одежда
ORD-0061889,2026-05-28,CL-01850,PR-0585,Москва,offline,3,0.06,4,1681.27,4738.11,4.1,0,Электроника
ORD-0061890,2026-06-21,CL-05593,PR-0135,Краснодар,online,4,0.11,7,2059.05,7342.73,4.4,0,Косметика
ORD-0061891,2026-02-14,CL-00661,PR-0227,Воронеж,online,2,0.08,1,7919.96,14534.79,4.8,0,Бытовая техника
ORD-0061892,2026-01-27,CL-07087,PR-0013,Санкт-Петербург,online,4,0.18,5,8034.21,26361.26,,0,Электроника
ORD-0061893,2026-06-09,CL-12920,PR-0006,Екатеринбург,online,4,0.12,4,3767.08,13190.29,4.0,0,Одежда
ORD-0061894,2026-05-09,CL-16851,PR-0500,Москва,online,2,0.03,5,10020.26,19457.63,4.0,0,Бытовая техника
ORD-0061895,2026-01-24,CL-07083,PR-0369,Екатеринбург,online,3,0.0,4,15725.95,47177.84,3.8,0,Электроника
ORD-0061896,2026-01-03,CL-07249,PR-0382,Москва,online,3,0.03,4,2736.1,7922.25,4.1,0,Косметика
ORD-0061897,2026-03-11,CL-00053,PR-0139,Москва,marketplace,1,0.09,6,2315.28,2109.28,3.8,0,Косметика
ORD-0061898,2026-01-02,CL-06250,PR-0579,Москва,online,3,0.14,5,4275.64,11086.53,,0,Одежда
ORD-0061899,2026-05-12,CL-15567,PR-0183,Санкт-Петербург,offline,6,0.06,4,5450.91,30791.2,4.8,0,Электроника
ORD-0061900,2026-05-09,CL-13779,PR-0473,Москва,online,3,0.07,2,1651.33,4628.48,4.0,0,Товары для дома
ORD-0061901,2026-03-23,CL-00452,PR-0097,Москва,offline,6,0.01,3,21018.29,124821.59,3.9,0,Бытовая техника
ORD-0061902,2026-04-10,CL-07321,PR-0259,Москва,online,8,0.0,3,10015.56,80124.44,4.6,1,Электроника
ORD-0061903,2026-05-05,CL-06425,PR-0132,Санкт-Петербург,online,3,0.08,2,7084.32,19539.32,4.4,0,Бытовая техника
